Q12192 Q08986
Q06224 Q04368
Q12071 P10961
P32601 P08456
P27476 P22336
Q03177 P39990
P36003 P04050
P53254 P39735
Q08204 Q05031
Q03784 P41544
P31383 P23285
P53272 P38904
Q02908 P54837
P53174 P13711
P53259 P39723
Q06137 Q03697
Q99176 Q03860
Q08749 P32349
P40327 P35189
Q03208 P40343
P53914 P43612
P38779 P38144
P53243 P39967
P53269 P33895
Q03655 Q01217
Q02336 P40518
P41912 P04046
Q06632 P38219
P38070 P10961
Q06488 P22203
Q04368 Q00711
Q12224 P39962
P54786 P36100
P32494 P19454
Q04195 P40356
P38144 P22214
P40471 P23833
Q02555 P01149
P53142 P26798
P53131 P24867
P46963 P40969
P38719 P32912
P53286 P32788
P87108 P50108
Q06616 P50104
Q06706 P08456
Q03503 P32486
P43555 P32528
Q05031 P89102
P32902 P26793
P40395 P39534
P32368 P30657
P53211 P26570
Q03750 P41815
P50091 P20484
P53633 P53163
P40155 P38826
P41810 P11972
Q03735 P12954
Q05911 P29366
Q12083 P17709
P53971 P36053
Q08685 P53740
P53011 P32833
Q07350 P15891
P54862 P53941
Q12328 P13393
P46956 P32566
P39702 P38291
P33304 P25303
Q06168 P06844
Q08911 P53735
P40484 P27476
P38288 P08458
Q12406 P49955
P25454 P17106
P39524 P22276
Q06135 P40325
Q03862 Q03323
P53243 P40164
Q12035 Q04562
P34227 P08431
Q02574 P17065
P53044 P40167
P48559 P34241
P35180 P06780
P38351 P00724
Q06640 P53147
Q08109 P35184
P53851 P33323
P40164 P39955
Q12059 P46680
Q12071 P22139
P36027 P28239
P53272 P32496
P41920 P04050
P40355 P21951
Q06091 P38817
P53231 P07991
P35191 P34161
Q12102 P46985
Q08980 P25559
P40513 P25584
Q02884 P36009
P39004 P07251
P46680 P38262
Q03373 P47058
Q06815 P21827
P34227 P33334
Q06216 P47049
Q03213 P32325
P39550 P35193
P33334 P06775
P40507 P39101
Q12270 P33301
Q12309 P14922
P53904 P32916
Q03898 Q02204
Q08553 P17629
Q06177 P36036
P40014 P38555
P40078 P22138
Q12199 Q03834
P52490 P01119
P39954 P16861
Q12527 Q12019
P53286 P20434
P53968 P40032
P32492 P16661
P40885 P39081
P53277 P23291
Q12050 Q06245
P53851 P40325
P40352 P32602
Q06407 P38811
P46671 P36019
Q06644 P05085
Q03661 P39936
P38853 P34227
P89102 P37838
P80428 P12611
Q12341 P35842
P39730 P32494
P32563 P01119
P53389 P28241
P26570 P07261
P53079 P38262
Q04089 P39682
Q08032 P53924
Q03308 P25376
P53061 P23776
P38181 P21827
P35172 P31111
P53231 P39958
Q04272 P32829
Q06580 P39996
Q12098 P48510
Q02794 P36172
Q12343 P46682
P35691 P32902
Q06208 P31109
Q12336 P32558
P38072 P20133
Q02784 P38316
P47185 P36124
P26449 P25358
P47912 P36116
Q99181 Q12482
P53244 P36147
P19263 P07260
P39734 P38690
Q07896 P40992
Q04062 P29055
P38194 P32387
P21691 P16661
Q02608 P31380
P53036 P32585
Q12335 Q02159
P35497 P28000
Q06096 P47052
P43682 P32796
P35179 P25333
P53271 P38286
P39720 P32854
P38138 P32855
P53924 P04819
P38785 P06783
P39521 P30656
P38788 P35206
P53093 P28834
Q08215 Q06525
P53212 P46681
P38112 P33420
Q03691 P36130
P53973 P38622
P25385 P25045
P39730 P32830
P42884 P33421
P40202 P38265
P40319 P29311
Q03656 P07257
Q02875 P38156
Q03455 P32867
Q12264 P47110
P12385 P07257
Q03290 P08524
P40151 P38324
P46682 P13574
P50875 P32333
Q12060 P32325
P47053 P41832
P35189 P27636
P47042 P35187
P53265 P38764
P47027 P33201
P33891 P25453
P39928 P11972
P40565 P07248
P38727 P35842
P32564 P22141
Q03579 P39744
Q08902 P33200
P47027 P25389
P47027 P30771
P39003 P16521
P32854 P14064
P40958 P25294
Q06644 Q01939
Q08204 P53599
Q05933 Q02574
P38748 P07276
P38902 P38138
P33441 P25454
Q06679 P35191
P40480 P14242
P33760 P10834
Q08683 P23059
P47104 P40357
Q06001 Q03088
P53863 P42841
P38333 P23337
Q06624 P11914
Q04562 P32944
Q08746 P53952
Q12082 Q06091
Q12389 P32805
P32597 P25582
P40151 P38806
Q06673 P43545
Q08886 Q08562
Q08214 P32803
Q02196 P07213
P43604 P40529
Q08923 P38861
P39960 P32559
P53628 P00431
Q06616 P40434
Q12161 P32939
P47027 P39904
P38817 P38329
P53068 P39515
P38837 P28274
P38319 P13186
P53628 P31380
P47152 P32855
Q12059 P40554
P40478 P25389
P53252 P39702
P39875 P12945
P87284 P43583
Q06676 P38182
P53830 P34162
Q06525 P53207
P43596 P00950
P38811 P38622
P38319 P25635
Q12102 P40395
Q12107 P39003
P53231 P47074
P47049 P06244
P19454 P08678
Q07986 Q04225
P47166 P12684
P53231 P32491
P38792 P23585
Q03954 P53299
P28320 P11709
P38736 P26754
P40360 P23202
P39083 P10355
P53552 P38838
P43572 P35194
P38962 P11747
P32832 P20081
P28241 P14747
P43592 P28241
P57744 P38146
Q07887 P53551
P32588 P25376
P47093 P39552
Q12318 Q12233
P38070 P32569
P32334 P06700
Q12083 P53252
Q12034 Q03697
P32836 P10355
P39987 P12684
Q08773 P23624
Q03465 P34227
Q08729 P40890
P36010 P00410
P41543 P36165
P36125 P21965
P30619 P18900
P53323 P53259
P39723 P23641
P32899 P32597
P47185 P32494
P40360 P35203
Q04089 P38823
Q12396 P38696
P54867 P25567
P38699 P25389
P33335 P25382
Q08746 P53973
P30624 P18238
P37838 P22007
Q12452 P53233
P50108 P09457
P32905 P02294
Q06632 Q03322
P38429 P14736
P42942 P32366
P47134 P38817
P42942 P38631
P53299 P48415
Q07376 P47035
P38085 P19073
P38970 P34224
P53900 P40348
P40356 P40325
Q01560 P21691
P41543 P08431
Q08208 P08678
Q12045 P38272
Q06135 P47176
Q07963 P48439
Q99383 Q02206
P38264 P29539
P53755 P53070
P53840 P38827
Q12035 P30606
P39678 P30902
Q06632 P38085
Q06412 P38727
Q06632 P53202
P39076 P38920
P87284 P22336
Q12418 Q08923
P33339 P32432
Q04958 P40465
Q04373 P53236
Q03792 P21827
Q12433 Q03148
Q12329 P06838
P38957 P25659
Q04067 P33301
P53740 P39101
P53145 P40020
P38198 P36057
P08456 P00950
Q12223 Q08886
P48568 P32328
Q12192 P40890
Q12321 P25491
P41277 P39954
P53269 P35187
P20676 P02293
P38742 P22579
P38744 P02400
P38138 P25454
P47115 P39713
Q05610 P38144
Q03455 Q03406
P50101 P38826
P43581 P28708
P38956 P38827
Q06324 P38702
P38769 P09119
Q06677 P38859
Q06490 Q06488
Q12443 P34161
Q03263 P53191
P57743 P42944
P47025 P40510
P43563 P10863
P53538 P35727
P40693 P32908
P07276 P07260
P46676 P12753
P47053 P15790
P36006 P14242
P47150 P33335
P32788 P25656
P53082 P40319
Q03465 P43569
P38156 P32601
Q12262 P40555
Q08096 P25296
P38720 P34161
Q03455 Q02516
P53171 P41896
Q04307 P46964
Q12495 P09440
Q12004 Q03654
P53959 P47012
P50104 P22203
Q01454 P23644
P40475 P22216
Q08204 P08964
P20457 P19658
Q03697 P39730
Q08096 P40094
P53685 P47123
Q04195 P38204
P39112 P06169
P39734 P26309
P53865 P32805
P40554 P32499
Q06412 P20434
P40563 P32486
P52960 P39014
P53259 P25558
P46671 P38920
Q07915 P38911
P38779 P07272
Q07509 P53207
Q12527 Q12349
Q12059 P36053
P25294 P10507
Q03973 P23585
P54885 P38902
Q07350 P01120
P46970 P32319
P47027 P25515
Q08109 P23337
Q06630 P21192
P52491 P36018
P53550 P21951
Q12300 P33399
P53236 P40020
P33307 P20050
P29468 P13433
P25657 P08539
Q03208 P47012
P39713 P38272
P47113 P12887
P14736 P07257
P48234 P46956
P38249 P35177
Q08553 Q06616
P38850 P14242
Q06639 P53142
P48581 P34164
Q04636 P40527
P53901 P08566
Q06679 P32829
P40357 P31111
Q02795 P32468
Q06108 P38428
Q9URQ3 P46948
Q12224 Q05933
P87108 P40528
Q05021 P49334
P38339 P16151
P53243 P41805
P22336 P14242
P47152 P40541
Q12336 Q06405
P39984 P38181
P39702 P23285
P46682 P40187
Q99260 P53272
P21538 P00830
P50090 P35056
Q02206 P27351
Q99385 P22214
P47058 P06779
Q12100 P53824
P40582 P38883
P53169 P35718
P33400 P24384
Q06676 P36224
Q04226 P33303
Q03619 P29539
Q01722 P52286
P38200 P30283
Q02776 P53094
Q07458 P00560
Q12285 P31111
Q03280 P51534
P36172 P29539
Q02774 P38132
Q99176 P39685
P47129 P38265
P36161 P02294
P89105 P31385
P39101 P06704
Q06001 P50105
P47123 P11484
Q12341 Q04636
P23394 P14908
P53740 P40003
P53061 P16661
P48813 P32788
P47090 P38788
P53900 P32368
P35191 P32803
P32479 P29496
Q12243 P40438
P38072 P16649
Q01560 P23585
P39685 P32800
P40965 P08678
P45976 P32368
Q06488 P25644
P33203 P21705
P53108 P38823
P48568 P25371
P46961 P39875
P53212 P40512
P54791 P38863
Q03655 P40328
P39717 P01149
P40348 P25389
P38112 P07347
Q03784 P38240
P40456 P07560
P32364 P23285
P47041 P40075
P40014 P34160
P38988 P32529
Q08214 P16862
Q06108 Q03834
Q06405 Q03750
P38820 P05626
P47049 P36116
Q08726 P32583
Q06628 P34161
P32618 P32597
Q12216 P38708
P47083 P15938
Q12199 P15938
Q02774 P13434
P38881 P34226
P48510 P42945
P47171 P40960
Q12107 P12684
P53323 P39952
Q02866 P13902
Q02805 P52919
P32333 P05085
P38782 P13433
Q12060 P37303
P20795 P07273
P25659 P25376
P33419 P22140
P40355 P32521
Q12347 P53211
Q03790 Q03661
P40151 P01120
Q08923 P38990
P40468 P16451
P89886 P23833
P38759 P06783
Q00362 P50078
P33411 P32915
Q03920 P34161
P38957 P23255
P53961 P53032
P38695 P22224
P38904 P38337
Q03655 P39009
P38204 P20486
P49956 P38254
P38915 P23301
Q12050 P36129
P54867 P39705
Q02204 P42942
P22214 O13565
P20484 P04821
Q12223 P35184
P43616 P35206
Q12208 P53633
P38181 P38041
Q02354 P40187
Q06665 P33441
Q06630 P53181
P53863 P49334
P23179 P07250
P33333 P32807
P50106 P29295
P40096 P33304
P24719 P11710
Q99299 Q08096
P53115 P40963
P34227 P27637
P41817 P29703
P53108 P48606
Q12206 Q03750
P41896 P40970
P38627 P25502
Q99344 Q12380
P40060 P34226
P32319 P30656
P23301 P19659
Q6Q547 P29056
Q12174 Q05947
P43604 P14736
Q12270 P06784
Q12241 P23291
P46677 P33754
P36121 P09119
Q08951 P53181
Q04894 P54791
P21705 P14724
P19812 P02294
P38287 P32833
P42944 P38344
Q08032 P32830
Q12071 Q06340
P35191 P25357
Q05016 Q02774
Q06675 P07270
Q12427 P53209
Q04964 P38911
P40482 P07273
P53337 P25575
Q03661 P22007
P47027 P02557
P46954 P25575
P38988 P28707
Q06137 P36100
Q06543 P47123
P34730 P25441
P40087 P08539
Q02159 P32898
P38727 P14291
Q06639 P00331
P38883 P35718
P53905 P32803
Q07509 P38779
Q01080 P38274
Q08966 P28496
P48568 P07703
P46674 P33299
P17505 P14291
P46956 P40054
P40302 P38351
P47166 P31109
P53840 P25302
Q00873 P27705
Q08773 P23202
P53272 P21242
P50078 P38720
P53254 P40341
P39112 P34164
P48361 P45818
P53253 P33760
P53280 P11710
Q07914 P11484
Q03373 P39682
Q12060 P39073
Q08601 P38867
Q04601 Q02784
P30619 P23833
Q04272 P25580
P47166 P25451
P38194 P13259
Q03776 P38121
P53209 P40164
Q03337 P39734
Q08119 P10834
Q12262 P18851
P32783 P10355
P40073 P24384
Q12024 P53265
Q03148 P32910
Q04305 P40885
Q06216 P53959
P53604 P26188
Q06819 P39550
P25360 P20436
P33296 P03965
Q00582 P10834
Q02100 P31111
P34162 P04786
P43563 P38784
P53167 P25555
P35201 P32328
P40103 P38719
P39081 P08456
P49956 P21243
Q08886 P39706
P10834 P07703
P46677 P39101
P47029 P25299
P36224 P23776
P40303 P39734
P50105 P32607
P19882 P15367
Q12050 Q03071
Q06568 P32618
P30619 P11914
P49334 P43638
P53941 P04786
Q08109 P29703
P53954 P32561
Q06102 P26798
P32601 P11978
P25569 P23291
Q12363 P38191
P40496 P38286
Q12256 P53750
Q06644 P33441
Q08444 Q02805
Q07980 P09959
Q03290 P29469
Q08004 P23179
P47187 P46672
Q08018 Q07540
Q06339 P13185
P48836 P40077
P47166 P06775
P38204 P21304
Q12390 P12294
P24814 P01097
Q05580 Q02795
P47166 P32898
Q12024 Q05359
P40992 P33759
Q12059 P05453
Q12318 P19146
P46961 O13297
P42944 P32767
P53616 P36010
P40217 P28239
P32389 P09734
P53191 P23595
P41815 P38723
Q12222 P53616
P48566 P36009
Q03655 Q00381
P40055 P36009
Q03373 P40434
Q08096 P40582
P33313 P22579
P53163 P35842
P53973 P53169
P46947 P32367
Q06675 Q00916
P43604 P38819
Q03834 P53894
Q05911 P37303
Q12450 P30822
Q12223 P24813
P40529 P36168
P38970 P02294
P35189 P00359
P53549 P04051
Q00772 P11154
Q03330 P40890
P37303 P07703
P33767 P32773
P32334 P31377
Q12402 P47052
Q00362 P06777
Q12124 P43572
Q12349 P32561
Q08749 P53174
P40103 P38163
Q06632 P35207
P43596 P33299
P38085 P36013
P40352 P38348
Q06218 P32581
P53108 P38689
Q06673 Q03103
Q99181 Q05787
Q12396 P32479
Q03690 P22276
Q08032 P35184
Q03063 P19955
P53271 P40456
P53953 P28000
P40341 P40075
Q06697 P32334
P38960 P32855
Q02932 P38298
Q07468 P38072
P32341 P09032
Q12159 P47054
P40007 P38968
Q06697 P09938
Q05946 P25580
Q01217 P10863
P53108 P25341
Q08986 P23642
Q03655 P30283
P53043 P08518
P53116 P38266
P47090 P32914
Q03220 P39992
P43612 P41818
P53952 P28496
Q12019 P32599
P38987 P08638
P41810 P38915
Q02776 P09119
P16861 P09119
Q12449 P00128
P53910 P40014
P36018 P11747
P54861 P07248
Q00578 P40360
P46954 P06780
Q02159 P00358
P41318 P22138
P17536 P00420
P42846 P38181
Q12483 P40513
Q08018 P43535
P80428 P48415
Q12071 Q08096
Q06245 P38337
P38702 P38163
Q12347 P40969
P53115 P11938
P47822 P07342
P43622 P36172
P47038 P33891
P50946 P00431
P40020 P38759
Q03148 P15303
P38208 P25632
P53954 P06700
Q08162 P25371
Q06406 P28320
Q03435 P23968
Q05568 P07276
P31244 P11747
P54791 P53863
P39929 P38064
P54837 P40020
Q12118 P14906
P38781 P38590
Q9URQ3 P32524
Q07688 P46669
P53044 P53032
Q99394 P33441
Q12152 P07250
P53389 P46948
Q04964 P38881
Q12443 P27472
P38879 P07248
P53322 P32915
P19955 P06242
P40090 P06844
P39996 P14742
Q12100 P40343
P39723 P35191
P53840 P46974
P41817 P29509
P28743 P07273
P40957 O13554
Q06135 P32892
Q12060 Q04930
P38910 P27895
P38077 P10961
P39552 P13586
P38860 P31377
Q12310 P32387
P41912 P38429
P53877 P33332
P41832 P26449
Q06164 P34218
P53834 P10566
Q12336 Q08729
P53599 P38152
P41901 P39952
P40573 P38782
P53244 P50078
Q06208 P48837
P32864 P16451
P39720 O14455
Q04377 Q03455
Q12255 P32333
P53116 P41546
P12383 P07261
P47135 P39702
P53551 P31412
P53855 P07250
Q01852 P39717
P40089 P22140
Q08032 Q04749
Q00873 P38310
P32432 P04819
Q02516 P06634
Q03944 Q03619
P53941 P50875
Q04958 P25515
P40527 P27476
P39723 P38842
Q04461 P32610
P41911 P40319
P53824 P24783
Q03940 P17106
P32916 P04076
Q02205 P41815
P32914 P08679
P25502 P13586
Q12424 P38121
Q05930 P08518
Q04693 P33296
Q12243 P28707
P53176 P40009
Q02773 P40958
Q05080 P35206
P14291 P07283
Q05900 Q03148
P40541 P33304
P38781 P06242
P33759 P17891
Q03435 P53552
P39010 P32558
P43542 P39713
Q00381 P36057
P40507 P38353
Q12522 P38163
Q06208 P11076
Q06580 P38776
P40357 P06784
Q04673 P28496
Q07657 Q00772
P47822 P17629
Q12223 P46961
P46964 P32605
P41800 P04386
P38716 P38265
Q07508 Q03655
Q07963 P21538
P39994 P34238
P41912 P39718
P87284 P48837
Q12124 P53272
Q12349 P38328
P38085 P34252
Q12174 Q04004
Q12138 P39998
P52286 P47187
P53750 P41920
P38181 P36118
Q12163 Q03697
P39010 P21304
P38811 P30657
P47110 O13539
Q04004 P21651
P53181 P38251
Q08966 P39720
P53552 P07703
P36116 P25336
Q06675 P50944
P22579 P16474
P39550 P07866
Q03579 P38859
P48813 P43603
Q12161 P32447
P53959 P32341
Q06631 P53847
P40456 P38708
Q07442 Q06200
P53045 P18852
P53202 P29055
P32944 P30606
P43588 P36104
Q12447 Q03323
P40970 P40018
Q08119 P29468
P39968 P07250
P33767 P20052
P41921 P21304
P53886 P20434
P36118 P32453
P38699 P23287
P38203 P06701
P25491 P25297
Q02775 P38801
P53256 P40460
Q06103 Q01329
P40090 P16892
P38112 P06103
Q03018 P38915
P38699 P38254
P32914 P22543
P46954 P41920
P36017 P32259
Q05998 P14741
Q03330 P38988
P54854 P23724
P39011 P36049
Q03776 P36520
Q08980 P39707
Q08550 P21339
P39955 P33891
Q03125 P39927
P32591 P14922
Q12233 P53628
Q06632 Q00381
P47089 P38967
P45818 P39685
P38798 P25045
P43562 P08456
P38968 P38863
Q06677 Q06005
P38774 P37838
P46964 P38817
Q08004 P32618
Q05027 P43682
Q03976 P29465
P42945 P00420
Q06616 P36125
P41921 P20676
P53278 P41896
P12612 P04050
Q02608 P34161
Q01722 P33411
Q12216 P14737
P38805 P25441
P52960 P32464
Q07824 P43622
Q12255 P02309
P25657 P16387
Q03697 P38742
Q06096 O13297
Q02776 P43638
P38630 P18962
Q12100 P38240
P53261 P33122
Q02794 P32566
P32605 P28004
P32829 P20133
P46673 P04912
Q12059 P14291
P38911 P32898
P38729 P32528
P48524 P38240
P53633 P32354
Q03323 P09435
Q12309 P41834
Q02784 P32328
Q03690 P39987
P53236 P14747
P48439 P39729
Q02516 O13539
Q12749 P06844
Q06490 P04147
Q03957 P38523
Q04868 Q04089
Q04195 P05626
Q08235 P34218
P38254 P16151
P57743 P33754
Q04110 P07834
P39705 P34227
Q12142 Q03125
P40348 P38182
P38993 P38247
P32318 P21304
Q03661 P39682
P41912 P19658
Q02205 P25656
P19736 P16658
Q04601 P39112
P37366 P36017
P47061 P40469
Q12396 P04912
P52490 P36009
P54862 P54786
P18961 P00854
P39966 P38163
Q12230 Q01217
P42941 P38077
Q12447 P39010
P40468 P11972
P43583 P29055
P38194 P00431
Q01649 P46956
P53954 P07834
P36147 P17709
P53115 P28795
Q05881 Q03944
P36000 P25376
Q04307 P15303
P36009 P32793
P32558 P25333
Q00578 P00410
P39524 P38344
Q06405 P53196
P48363 P21304
P30619 P00854
Q12045 P53959
P50105 P22213
P42935 P23585
P32450 P30605
Q05022 P38121
P32504 P05375
Q02516 P53049
P34223 P10863
P38781 P04076
P32570 P32501
P53238 P07703
P40987 P35184
Q12309 P38692
Q06339 P22543
P23059 P08678
P40438 P38759
Q03697 P25376
P41808 P08456
Q03661 P31382
P40151 P22543
Q12402 P32074
P38789 P26755
P40960 O74700
P34110 P01149
Q07442 P25632
Q04935 P53930
Q06344 P40507
Q08683 P38856
Q12396 P38302
Q12194 P25615
P40970 P40956
P32597 P15646
Q04048 Q03935
Q02794 P24719
P36006 P09119
P38992 P38337
P15992 P08678
Q03834 P43562
P38703 P02557
P38064 P17123
Q12389 P40987
P53299 P04076
P38915 P36129
P36034 P32914
P38313 P05375
Q08749 P38729
Q03834 P46949
P48837 P40885
P50091 P38910
P40512 P32836
P46675 P35189
Q04225 P18562
Q01217 P38726
Q06673 P47042
Q02608 P40094
P43562 P19736
P46954 P40565
Q02159 P38783
P47074 P25646
P38590 P01149
P33304 O13563
P39744 P32902
Q00245 P35177
P53973 P33298
Q02208 P20133
P38810 P04912
Q12161 P53883
P80428 P38273
Q12018 P40352
P35179 P18963
Q08465 P40970
P40857 P28274
Q99344 P53600
P40492 P38953
Q01217 P53735
Q04412 P47152
P53079 P39113
P54885 P32641
P38138 P26448
Q06628 P53212
Q12060 Q06665
P57743 P38817
Q06078 P17505
P52910 P08456
Q04225 P38288
Q05583 P36027
P38072 P16892
P38967 P32610
Q03940 P38705
P40507 P32499
Q12389 P45818
Q12236 Q12071
P53039 P06786
Q04264 P46956
Q12306 P33759
Q00539 P81450
P40529 P07273
P38123 P25333
P34238 P10566
Q06604 P40456
Q04636 P09959
P53910 P48582
Q00416 P38842
Q06135 Q03957
P32380 P22209
P35056 P08518
Q99190 Q06108
P26798 P18480
P53755 P23337
Q02574 P17157
Q08387 Q00618
P53824 P38753
P42946 P38867
Q99257 Q08683
P07390 P00358
Q04461 P33201
P53269 P18963
Q99189 Q12030
P48582 P31380
P38068 P16387
P38989 P10863
P87284 P81450
Q06665 P47052
P38860 P15873
P46676 P36973
Q08387 Q06696
Q04697 P38132
P42935 P36160
P47079 P12683
P38792 P12695
P53834 P32341
P38819 P12688
Q05930 Q03213
Q04693 P43545
Q08465 P40480
P50106 P40517
Q06616 P21651
P47053 P38702
Q03280 P38759
P38929 P33335
Q06005 P21801
P34252 P33754
Q08119 P40968
P46678 P12683
P53070 P32318
Q12006 P25376
P43604 P40457
P52891 P50104
P47167 P04911
P38988 P38827
Q04935 P36172
Q12028 Q08562
P48232 P20457
P25303 P07250
P38328 P32585
Q02932 P22214
Q12142 P21957
P38251 P06780
Q02629 P36120
Q02793 P32585
Q07914 P40202
P39517 P38147
P53176 P39563
P00950 P00410
P25371 P18888
P40319 P40303
P53316 P33303
P45818 P32793
Q02776 P51996
Q08601 P07256
Q05947 P36104
Q12083 P22137
P48581 P39729
Q02884 P43594
Q12060 P35497
Q04511 P40360
P32380 P16522
Q06178 P35210
P53893 P38995
Q07458 P38153
P40462 P13434
Q02630 P53269
Q99382 Q00582
P40494 P38838
P32910 P06838
P53253 P38237
P32504 P21957
Q06676 P21304
P39927 P08518
Q12734 P39875
Q02630 Q02574
P39875 P34240
P39001 P38829
Q12138 P53540
P39960 P38298
Q06568 P53973
P40005 P19736
Q07844 P39010
Q12406 Q08962
Q04477 P10834
Q06177 P36027
P23776 P07272
P43602 P07390
P39702 P10964
P40457 P38068
P39548 P32367
P38907 P36062
P53344 P50277
P60010 P04386
P28519 P07274
P40340 P35189
P29539 P26448
P16474 P00899
Q04636 P42934
P38751 P36172
Q04461 Q03774
P40032 P38193
P36116 P28006
P53735 P14680
Q04003 P38112
P24384 P22213
P38439 P25298
P42935 P32838
P53100 P41546
Q07540 Q02908
Q08004 P39552
P25644 P12294
P25453 P04786
P53685 P38911
P43542 P38922
P42935 P39540
Q12477 Q08018
Q03792 P38736
P43132 P18759
P37303 P33303
Q05580 P32944
P38744 P30822
Q12066 Q04461
P47160 P39678
Q08496 P39004
P32525 P27999
P53323 P38953
Q12161 Q12055
P40095 P26754
Q12030 P53094
Q12464 P36165
P41912 P32333
P11075 P08539
P53313 P36116
P32776 P07256
Q06103 P54790
Q07442 P25045
P47074 P34244
Q03750 P23293
P28791 P19955
P25376 P19658
Q03081 P13574
Q07540 Q07376
P39928 P38959
Q05027 P00854
P87108 P40096
P53278 P33441
Q03435 P47113
P53628 P11914
P38957 P38785
Q12347 P39524
P39743 P38163
Q03697 Q02208
P46655 P40971
Q02775 P06779
P49956 P40892
Q04651 P40151
P46954 P10363
Q12263 P53616
Q12098 P34227
Q03533 P21651
Q03323 P53389
P60010 P34162
Q05871 P01149
Q08562 P36131
Q00711 P47104
P39534 P08524
P39706 P36015
P38992 P11746
P53965 P04819
Q04958 P26448
P46963 P46961
P53904 P32453
P34227 P11745
P25376 P06839
P40348 P32471
P54854 P24719
P32379 P00410
P23833 P17442
P40091 P19736
Q12469 P18239
Q08683 Q00816
Q08215 P48439
Q03455 P38859
Q12527 P25346
Q99382 P47052
Q00246 P13393
P39928 P36130
Q99181 P41544
P38860 P14737
Q06631 P46680
P47160 P41895
Q12330 P25346
Q04636 P16664
P38911 O13565
Q06406 Q03323
P40564 P39547
P18238 P15891
P53974 P26754
Q02794 P16522
Q12402 P31412
P53272 P40527
Q12505 P22214
Q02908 P38992
Q03697 P40529
P53152 P40496
P39967 P24384
P46949 P01149
Q12059 P06777
P53735 P25567
P40457 P38302
Q12264 Q06490
Q02890 P22276
Q03973 Q03944
Q99278 O74700
P53855 P53093
P39077 P38811
Q05933 P39112
P18963 P12954
Q02555 P38334
P40187 P17898
Q02932 Q02794
Q12223 P11076
Q03177 P46673
P40969 P18961
Q04437 P15442
P38191 P25604
P39926 P38819
P32259 P23201
P32598 P07272
P28320 P21801
Q12208 P07261
Q12158 P53863
P53551 P40314
Q12494 P40341
P33332 P11978
P23285 P06700
Q02206 P25651
P38353 P13393
Q06551 P09457
P53344 P46677
P47042 P38784
P41912 P33204
P47083 P32807
Q08886 P34238
Q12176 P40455
Q06675 P35497
P40434 P00729
Q04491 P23641
P38957 P14736
Q12443 P53086
P32325 P25579
P28274 P22140
P53823 P47012
P38337 P00331
P32902 P22035
Q99210 P00410
P25296 P21957
Q04062 P23291
P53125 P32598
P38776 P36165
Q04439 P32354
P81449 P35197
Q92331 P39955
Q08287 P53322
P38720 P10961
P53233 P46677
Q08949 P38428
P53163 P38988
P43622 P39735
Q06631 P33421
Q03944 P32337
Q03785 P43622
Q99299 P14906
P39707 P32354
Q02206 Q00776
P38288 P06778
P25808 P16151
Q08581 Q03976
P50106 P22214
P38999 P32486
P38353 P35497
P38153 P32494
P40096 P37366
Q12194 Q07622
P20604 P13393
Q01217 P39958
P35817 P06242
P38911 P04076
P39517 P31111
P39685 P23594
P49686 P01119
P40479 P38931
P40355 P40327
Q12243 P12683
P53236 P38111
P38703 P07256
Q04964 P53142
P30657 P23585
Q12341 P53823
Q08683 P53861
P22209 P06774
P39534 P38764
P47061 P36049
Q06406 P32564
Q12021 Q08465
P53181 P32790
Q12004 P21182
P40515 P38811
Q00873 P25346
P40069 P25579
Q06479 P18239
P40496 P23639
P47041 P10823
Q12026 P22204
Q04338 P40187
Q05016 P40070
Q08817 Q02805
P50106 P38853
Q12220 P53147
Q00955 P32333
P33750 P25453
P43609 P32842
P40186 P12695
P40160 P16474
P50104 P36168
Q12443 P21691
Q00873 P38781
Q00873 P06169
P39534 P12611
P38959 P38064
P38929 P38262
Q06168 P27705
P38793 P34227
P37302 P13902
P53286 P23833
Q06440 Q04636
P38272 P22515
Q12309 Q02892
Q06163 P39101
Q02208 P33401
P40969 P19524
P38749 P36147
P52488 P07260
Q12194 P34730
P38769 P36116
Q05775 P11710
Q12343 P35180
Q06200 P07261
P25632 P18962
Q12427 P41818
Q00772 P38904
P46956 P09733
P53344 P38886
P53437 P25646
Q03920 P46678
Q00539 P40971
Q02932 P26755
P39904 P34227
P36016 P29461
P38082 P32432
P46655 P36160
Q02159 P25303
P53961 P35842
P48524 P47123
P48836 P28519
Q06696 P53616
P53045 P40360
Q04067 Q02805
P40475 P32578
Q04958 Q03018
P38181 P28834
Q12336 P38697
Q12335 Q04003
Q12009 P14906
P40892 P32787
Q03654 P14908
Q08975 P17695
Q99186 Q01080
Q02260 P26754
P38774 P18239
Q12527 P53142
P38228 P23255
Q07468 P38907
P38998 P38699
P11747 P00958
P32854 P32558
Q08817 P13433
P47079 P39720
P40077 P33328
Q02206 P53552
P38523 P11978
Q01217 P11709
P38826 P38700
P53691 P07249
P53919 P38439
Q08975 P36016
P40054 P10622
P40496 P07272
P53252 P40510
P38712 P06781
P53045 P50875
Q07904 P52553
P42843 P40360
P53949 P04050
P39987 P37370
P35172 P22209
Q12343 P38077
P53011 P38072
P40316 P27476
P47037 P22202
P53965 P32494
P49687 P15367
Q07350 Q04067
Q12241 P47167
Q02908 P23833
Q08685 P43574
Q06096 P36009
P60010 P37366
Q06208 P53861
Q06339 P81450
Q03935 P38203
Q12006 P36123
