Q9UN86 O14531
Q96SQ5 Q92843
Q96SQ5 Q53TS8
Q96SQ5 Q8N9N8
Q96SQ5 P58062
Q96SQ5 P98066
Q96SQ5 Q86WV1
Q96SQ5 Q00005
Q96SQ5 Q96T55
O15162 Q9BYQ3
O15162 Q12846
O15162 Q9BYQ2
O15162 P60328
O15162 O76083
O15162 Q13485
O15162 Q9H7H0
O15162 P53567
O15162 Q8TAB7
O15162 O00635
O15162 O75340
O15162 P05062
O15162 P31994
O15162 P01730
O15162 Q9ULW0
O15162 P55345
O15162 P34897
O15162 Q96J77
O15162 Q8TAQ5
O15162 Q6IN84
Q8N0S2 Q13137
Q8N0S2 P54274
Q8N0S2 Q9NUL5
Q8N0S2 Q9Y2X8
Q8N0S2 Q0D2H9
Q8N0S2 P43115
Q8N0S2 Q99932
Q8N0S2 Q8N4C7
Q8N0S2 Q8WVJ9
Q8N0S2 P50281
Q8N0S2 Q86XR7
Q8N0S2 P17858
Q8N0S2 Q8N1N4
Q8N0S2 P15260
Q8N0S2 P40259
Q8N0S2 Q9BUV0
Q8N0S2 Q6TGC4
Q8N0S2 Q6PGQ7
Q8N0S2 Q6PID8
Q8N0S2 O75469
Q8N0S2 Q9BT23
Q8N0S2 Q96MM3
Q12951 O76081
Q13485 P50402
Q13485 Q15369
Q13485 Q96FQ7
Q13485 Q08E93
Q13485 P19438
Q13485 Q5T7W7
Q13485 P27824
Q13485 O43290
Q13485 Q00587
Q13485 P25205
P23769 P35372
P23769 Q5T749
P23769 O00635
P23769 Q13111
P23769 Q01449
P03973 O14818
P35398 Q8WYH8
Q9UBD3 P05783
Q9UBD3 O95630
Q9ULV1 Q9NPJ3
P17844 Q13257
P17844 Q8NA72
P17844 Q9UJU6
P17844 Q9UK11
P17844 P40197
O43602 Q9BWG6
O43602 O43167
O43602 Q15742
O43602 P40763
O43602 Q9Y228
O43602 P08754
O43602 Q9Y6W5
O43602 P50395
Q9HBL8 Q9GZQ8
Q9HBL8 Q6NVH7
Q9HBL8 Q16576
Q4V328 Q9UNY5
P51946 P03372
P51946 Q9UHP6
P51946 O76083
P51946 O00463
P51946 Q3LI66
P51946 P0CG47
P51946 Q9H3R5
P51946 P56693
P51946 Q9Y6A5
P51946 Q96I27
P51946 Q9HD42
P51946 P01037
P51946 Q8WUT4
Q9Y3S2 P25788
Q9Y3S2 Q15291
Q6NW29 Q12800
Q6NW29 O15553
P30291 P12931
P31260 Q9BYV2
P31260 P63000
P31260 Q8WXG1
P31260 Q96S99
P31260 Q96GA3
Q9UK99 Q9NQ31
P28482 Q14141
P28482 P60329
P28482 Q969R5
P28482 P57060
P28482 O75496
P28482 P57682
P28482 O95810
P28482 O75348
P28482 Q5T4F4
P28482 Q5VWG9
Q9Y3A4 P60900
O60880 P25786
O60880 O43186
O60880 Q5TZK3
O60880 Q96DU3
O60880 P22314
Q9BZW8 O43167
Q9BZW8 P60228
Q9BZW8 Q8TC20
Q9BZW8 Q9HAF1
Q9BZW8 O75461
Q9BZW8 P22415
Q96DZ9 Q92624
Q96DZ9 P63208
Q96DZ9 P08238
Q96DZ9 Q96GN5
Q96DZ9 P84022
Q96DZ9 O15344
Q96DZ9 Q9NQT4
Q96DZ9 P33993
Q96DZ9 Q01094
Q96DZ9 Q96SB4
Q96DZ9 P50542
Q96DZ9 Q9UQ90
Q96DZ9 P17482
Q96DZ9 Q15797
Q96DZ9 P43353
Q96DZ9 O00257
Q96DZ9 Q8TCY5
Q96DZ9 Q9BYS1
Q96DZ9 P13646
Q96DZ9 Q9H4F8
Q96DZ9 P50461
Q96DZ9 Q53HC0
Q96DZ9 Q9H0H5
Q96DZ9 P54652
Q96DZ9 P20809
Q96DZ9 Q9H898
Q96DZ9 P19838
Q96DZ9 P39905
Q96DZ9 P49959
Q07955 P45973
Q07955 Q6NUJ2
Q07955 P06396
Q07955 O00300
Q5QJ74 Q9Y6H1
P55036 Q8IX15
P55036 P10276
P55036 Q8NEU8
P55036 P05230
P55036 Q01543
P55036 Q0P5P2
Q9Y5U9 Q9UHR5
P82251 Q9H190
Q9Y2X8 O76015
Q9Y2X8 Q96BZ8
Q9Y2X8 Q96EB6
Q9Y2X8 P68431
Q9Y2X8 P21673
Q9Y2X8 Q96CV9
Q9Y2X8 Q9BQ89
Q9Y2X8 Q9NQS3
Q9Y2X8 Q13084
Q9Y2X8 Q8NBW4
Q9Y2X8 O75909
Q9Y2X8 Q6ZMZ0
Q9Y2X8 Q96LX7
Q9Y2X8 Q53H54
Q9NWB7 Q9BYR6
Q6QNY1 P49639
Q6QNY1 O14818
Q6QNY1 Q96BD5
Q6QNY1 Q9NV29
Q6QNY1 Q8WWG1
Q86XK3 P37198
Q86XK3 Q15041
Q86XK3 Q08499
Q86XK3 Q9NTM9
Q86XK3 Q9P2W9
Q86XK3 Q8NAM6
Q8TBZ8 O95751
Q8TBZ8 P49760
Q8TBZ8 P43115
Q8TBZ8 P41227
Q8TBZ8 Q9UHX1
Q8TBZ8 O14744
Q8TBZ8 Q8IVP5
Q8TBZ8 O75506
Q8TBZ8 Q9H2F3
Q8TBZ8 P40189
Q13490 Q9BYQ2
Q13490 Q92567
Q13490 P68431
Q13490 Q5TZK3
Q13490 Q15742
Q13490 Q9H0E2
Q13490 Q8NF64
Q13490 O43187
Q13490 Q86XJ1
Q13490 Q9ULW2
Q13490 Q9H6I2
Q9Y3E2 O14777
Q9Y3E2 Q9GZX7
Q9BYS1 Q8ND90
Q9BYS1 P01100
Q9BYS1 Q06945
P26367 Q04206
P26367 O95863
P26367 Q96I25
P26367 Q96PU4
Q969U7 Q8N8B7
Q969U7 O95198
Q969U7 P06729
Q15599 Q9BYQ0
Q15599 P0CE72
P02766 Q8TBK6
P02766 Q13094
P25713 Q86W54
Q8TBC4 Q04206
Q8TBC4 Q96ES7
Q8TBC4 P13688
Q9NRD1 Q9NWT6
Q9BX10 Q9BYR6
P61086 P49760
P61086 Q96BA8
P61086 P49407
P61086 Q16623
P61086 O76011
P61086 P15927
P61086 O15519
P61086 Q6NX45
P61086 O00526
Q96PM5 Q13137
Q96PM5 Q16665
Q96PM5 Q9Y5S9
Q96PM5 Q9BS34
Q96PM5 P62952
Q96PM5 O60291
Q96PM5 O00519
P51164 Q14CZ7
O14920 P08238
O14920 O75525
O14920 Q86WQ0
O14920 Q9NV12
Q07627 Q15038
Q07627 Q03135
Q07627 Q92917
Q07627 Q70IA8
Q07627 O75323
Q07627 P63313
Q07627 O60784
Q07627 P14868
Q07627 Q9H7C9
Q07627 P31943
P48742 P46108
P48742 Q9UNH6
Q53TS8 Q8ND90
Q53TS8 Q9Y4K3
Q53TS8 Q96CV9
Q53TS8 Q96SB4
Q53TS8 Q9ULM2
Q53TS8 P09211
Q53TS8 Q9BUI4
Q53TS8 O15105
Q53TS8 P52737
Q53TS8 O75164
Q86V81 P25788
Q86V81 Q9BYQ0
P31749 Q9BSI4
P31749 Q9NRD5
P31749 O75716
P31749 Q02930
P31749 P37198
P31749 Q6L8G9
P31749 Q12846
P31749 Q5TZK3
P31749 P51668
P31749 P32969
P31749 P60484
P31749 Q969U6
P31749 O95073
P31749 O75410
P31749 Q969H0
P31749 P55064
P31749 P13646
P31749 Q15438
P31749 P45381
P31749 Q8WUT4
P31749 O14545
P25063 Q9C005
Q9Y4K0 Q9Y383
Q9Y4K0 Q8N0Z6
O95716 Q96BZ8
O95716 Q8N5G2
Q9H0N5 Q16236
Q9H0N5 Q15573
P03950 Q8WWY3
P03950 Q9UK58
Q9UBE8 Q9NSC5
Q9UBE8 O95219
Q9UBE8 O60216
Q96BM9 Q96BZ8
Q96BM9 Q13043
Q96BM9 Q9UIV1
Q8WTV0 O95751
Q8WTV0 P29972
Q9NTG7 Q8N5M9
Q9NTG7 O15269
Q9H9Y2 Q92997
Q9NWQ4 Q9H2G9
Q9NWQ4 O76081
Q9NWQ4 Q92567
Q9NWQ4 Q03135
Q9NWQ4 P35900
Q9NWQ4 Q9BSW7
Q9NWQ4 Q9BYR0
Q9NWQ4 Q14919
Q9NWQ4 Q9Y605
Q9NWQ4 Q9UKV8
Q9NWQ4 Q7L4I2
Q9NWQ4 Q92731
Q9NWQ4 Q9UN37
Q9NWQ4 O00422
Q9NWQ4 O75618
Q9NWQ4 Q6RSH7
Q9NWQ4 Q147U1
Q9NWQ4 Q99584
Q9Y5K5 Q8NA61
Q9Y5K5 Q96EV8
Q9Y5K5 Q96B26
Q9Y5K5 P54105
Q9Y5K5 Q2T9L4
Q9Y5K5 O14526
Q9Y5K5 Q9P2T0
Q13200 P86480
Q9BYV2 Q93062
Q9BYV2 Q8NA61
Q9BYV2 Q6NT76
Q9BYV2 Q92624
Q9BYV2 Q0VD86
Q9BYV2 O76015
Q9BYV2 Q96BR9
Q9BYV2 Q9Y6K9
Q9BYV2 P49901
Q9BYV2 Q96EB6
Q9BYV2 Q5VWX1
Q9BYV2 Q5TZK3
Q9BYV2 Q9HAT0
Q9BYV2 P32969
Q9BYV2 Q8WUK0
Q9BYV2 Q5TA76
Q9BYV2 P35372
Q9BYV2 Q8TCE9
Q9BYV2 Q15554
Q9BYV2 Q9Y297
Q9BYV2 Q96MT4
Q9BYV2 Q06547
Q9BYV2 Q99633
Q9BYV2 O00303
Q9BYV2 O43617
Q9BYV2 Q13257
Q9BYV2 Q969L2
Q9BYV2 O00155
Q9BYV2 Q8IWE2
Q9BYV2 Q96M91
Q9BYV2 O14641
Q9BYV2 Q16537
Q9BYV2 Q8IWP9
Q9BYV2 O95365
Q9BYV2 A2VCK2
Q9BYV2 Q9BVK8
Q9BYV2 Q15696
Q9BYV2 P56962
Q9BYV2 Q969P0
Q9BYV2 Q92630
Q9BYV2 Q9Y5P4
Q9BYV2 P14735
Q9BYV2 P60981
Q9BYV2 O95786
Q9BYV2 Q6XQN6
Q9BYV2 P42857
Q9BYV2 Q96NL3
Q9BYV2 Q9UNL4
Q9BYV2 O14730
Q9BYV2 O75326
Q9BYV2 Q6PJQ5
Q9BYV2 P18089
Q9BYV2 O95837
Q9BYV2 P57059
O76003 Q9UBB9
O76003 O95751
O76003 Q9NRD5
O76003 O75716
O76003 Q9H8W4
O76003 Q9NS73
O76003 Q8N7W2
O76003 P54253
O76003 Q96B26
O76003 P86480
O76003 O60260
O76003 Q8WXE1
O76003 P15407
O76003 P68104
O76003 Q08E93
O76003 Q9H0W8
O76003 O95295
O76003 O14817
O76003 Q9H6T3
O76003 Q9UJ14
O76003 P10909
O76003 Q16602
O76003 O00330
O76003 P22061
O76003 Q8NHQ9
O76003 Q9H160
O76003 P04141
O76003 Q16552
O76003 Q96AE4
O76003 Q8N7F7
O76003 Q8NEY8
O76003 Q96B36
O76003 Q86WR0
P49639 P63104
P49639 O43597
P49639 Q9H257
P49639 Q9NRD5
P49639 P29972
P49639 Q6L8G9
P49639 P50402
P49639 P61968
P49639 Q15014
P49639 Q96BA8
P49639 Q14D33
P49639 P86479
P49639 P49841
P49639 O43482
P49639 Q13363
P49639 P07947
P49639 P06748
P49639 Q6NUQ1
P49639 Q96JM7
P49639 P59990
P49639 P40763
P49639 Q99873
P49639 O76011
P49639 Q9H115
P49639 P33993
P49639 P53350
P49639 Q92769
P49639 P61981
P49639 P05787
P49639 Q13094
P49639 O95995
P49639 P25789
P49639 Q9BUL8
P49639 O14662
P49639 Q5I0X7
P49639 Q14451
P49639 P11362
P49639 P18887
P49639 P61081
P49639 P13994
P49639 P18846
P49639 Q9BUW7
P49639 O00244
P49639 Q9H4A6
P49639 Q9UH99
P49639 Q8NFW5
P49639 O95447
P49639 O14863
P49639 Q9NQG5
P49639 Q9ULS6
P49639 Q99801
P49639 Q92551
P49639 Q8N108
P49639 Q8IV38
P49639 Q9Y2M5
P49639 Q9UEU5
P49639 Q03431
Q5T5B0 Q96JM7
Q5T5B0 Q96C00
Q5T5B0 Q6L8G4
Q5T5B0 P28562
Q5T5B0 Q8IWP9
Q5T5B0 P84090
Q5T5B0 Q9UHV2
Q5T5B0 A1L190
Q5T5B0 P49758
P15622 Q93062
P15622 O75716
P15622 Q86YD7
P15622 Q96BA8
P15622 Q13188
P15622 Q06124
P15622 P78424
P15622 Q9UFF9
P15622 Q96CW1
P15622 Q96AH0
P15622 Q86X55
P15622 O14613
P15622 Q9NWQ8
P15622 Q16401
P15622 Q969Q0
Q96GN5 Q15041
Q96GN5 Q14D33
Q96GN5 Q8N7W2
Q96GN5 Q96EZ8
Q96GN5 Q86WV6
Q96GN5 Q96B67
Q96GN5 A6NEM1
Q96GN5 Q9BXN2
Q96GN5 P17482
Q96GN5 O43516
Q96GN5 P43353
Q96GN5 Q9UHD2
Q96GN5 Q7Z4I7
Q96GN5 Q9UEU0
Q96GN5 P67809
Q96GN5 Q16630
Q96GN5 P20138
Q96GN5 Q6ZUJ4
Q96GN5 P17031
Q96GN5 Q9NQ76
Q96GN5 Q6P4F2
Q96GN5 Q96LZ2
Q96GN5 Q96GA3
Q96GN5 Q9Y3P9
Q29963 Q9BYQ3
P60981 Q8N668
P60981 P16452
P52657 P24278
Q9BZW7 Q9NS73
Q9BZW7 O95863
Q9BZW7 O14965
Q9BZW7 Q92934
Q9BZW7 Q00994
Q9BZW7 Q9Y250
Q9BZW7 O75821
Q9BZW7 Q9H0H5
Q9BZW7 Q9H6L2
Q9BZW7 Q16204
Q9BZW7 O94905
Q9BZW7 Q9BQG2
Q5T7P8 Q15645
Q5T7P8 O75716
Q5T7P8 Q7RTU3
Q5T7P8 O14925
Q5T7P8 P35250
Q5T7P8 P51149
Q9Y3E7 O15524
P25963 Q96BZ8
P25963 P46937
P25963 P61088
P25963 Q59EK9
P25963 Q9NZC7
P25963 O00459
P25963 Q5T686
P25963 O14745
P25963 O00165
P25963 O14978
P25963 Q15256
P25963 P08833
P25963 P11912
P48509 Q8NEU8
Q2TAA8 Q16637
O60256 Q8N9E0
O60256 O15105
O60256 O75688
O60256 Q8TDR0
P62310 P25788
P62310 O43829
P62310 P60709
P62310 Q96ES7
P62310 P49761
P62310 P78560
P62310 Q9NZ43
P62310 P78368
P62310 Q8IWR1
P15923 P25786
P15923 Q9H257
P15923 P40222
P15923 Q04206
P15923 Q0D2H9
P15923 Q9Y297
P15923 Q96EY1
P15923 P22392
Q96HT8 Q15645
Q96HT8 Q16543
Q96HT8 Q9BXS5
Q96HT8 Q15014
Q96HT8 Q8N5M1
Q96HT8 Q7L775
Q96HT8 P35900
Q96HT8 O75934
Q96HT8 Q9BYR3
Q96HT8 P57086
Q96HT8 Q9NPI6
Q96HT8 Q9HCU9
Q96HT8 Q9HAT8
Q96HT8 P16860
Q96HT8 Q9BX70
Q96HT8 Q00005
Q96HT8 Q9BX67
Q96HT8 P32519
Q96HT8 P17027
Q969G5 Q9H8W4
Q969G5 Q6P9A3
Q9GZQ8 O43765
Q9GZQ8 Q9BWG6
Q9GZQ8 Q9GZM8
Q9GZQ8 Q15041
Q9GZQ8 Q9H0I2
Q9GZQ8 Q9P2A4
Q9GZQ8 Q9NUL5
Q9GZQ8 P68431
Q9GZQ8 P61088
Q9GZQ8 P32969
Q9GZQ8 Q96AP0
Q9GZQ8 Q9Y6H1
Q9GZQ8 P17028
Q9GZQ8 P43353
Q9GZQ8 Q96IT1
Q9GZQ8 Q13190
Q9GZQ8 Q9Y376
Q9GZQ8 P48443
Q9GZQ8 Q15437
Q9GZQ8 P54849
Q9GZQ8 Q13416
Q9GZQ8 P05388
Q9GZQ8 O43172
Q9GZQ8 O43581
Q9GZQ8 Q9H0S4
Q9GZQ8 Q9UKZ1
Q9GZQ8 Q9NUP1
O60506 Q0D2H9
O60506 Q86X95
Q96B97 Q15645
Q96B97 Q96ES7
Q96B97 Q9Y4Z0
Q96B97 P42771
Q96B97 P17980
P78314 Q9BXS5
P78314 P49450
Q9H9Q4 Q15363
Q9H9Q4 Q9UNL4
Q13185 O14503
Q13185 P11309
Q13185 Q99471
Q13185 Q9P2B4
Q13185 O75638
Q86Y97 Q7L775
Q86Y97 P40199
P20749 O43597
P20749 Q15796
P20749 Q9HC62
P20749 Q92934
P20749 Q96LR2
P01100 P98170
P01100 Q96RU7
P01100 Q9NX58
Q15848 Q8N7W2
Q15848 Q86V42
Q15848 P17024
Q15848 O95678
Q15848 Q7L5D6
Q15848 P62873
Q15848 Q8WV07
O60238 Q8ND90
O60238 Q9UJ70
O60238 Q15942
O60238 Q06546
O60238 P13726
O60238 Q8NBB4
Q86UY5 P61289
Q86UY5 Q86WV6
Q86UY5 P16109
O14503 Q93062
O14503 Q15038
O14503 Q9NRD5
O14503 Q9Y5V3
O14503 Q9NQT4
O14503 Q96JC9
O14503 P57086
O14503 P78318
O14503 O00743
O14503 Q96AH0
O14503 Q03393
O14503 Q9NTX7
O14503 Q9UJY4
O14503 O15554
O14503 Q8TD08
O14503 P47900
O14503 Q6AZW8
Q9NYA3 Q2T9L4
Q6GTX8 Q63ZY3
Q6GTX8 O43521
Q6GTX8 P12236
Q15973 P68431
Q15973 P23396
Q15973 Q969H0
Q15973 P63241
Q15973 O95391
Q15973 Q9NX08
Q15973 Q9UI30
Q15973 P61513
Q92985 Q13547
Q92985 P10606
Q92985 P40337
Q92985 P24468
Q6NXS1 Q5T752
Q6NXS1 Q9UBI4
Q02930 Q93062
Q02930 Q15645
Q02930 Q6NT76
Q02930 Q9UBB9
Q02930 Q9H8Y8
Q02930 O76015
Q02930 Q9H788
Q02930 Q9BUZ4
Q02930 P49760
Q02930 Q92567
Q02930 P21673
Q02930 Q5T124
Q02930 Q9BYR0
Q02930 Q06455
Q02930 Q7Z2X4
Q02930 Q8NAV1
Q02930 Q8IVT2
Q02930 Q15696
Q02930 P0DMM9
Q02930 Q01524
P15407 Q08AF8
P15407 Q92558
P05198 P61968
P05198 Q9BZS1
P12814 Q96NG3
P17036 Q86V42
P17036 Q96LT7
P45984 P06748
P45984 Q7Z434
P45984 Q9UMX1
P45984 Q9UH99
P45984 O15205
P45984 Q9BZ67
P45984 Q9UPW6
P50221 P25788
P50221 P08238
P50221 Q6NYC8
P50221 Q9NSC5
P50221 O76011
P50221 Q96CG3
P50221 Q13309
P50221 P61981
P50221 O95990
P50221 Q8TBN0
P50221 Q9UL15
P50221 Q5T751
P50221 Q9UHK0
P50221 P41134
P50221 A1A5C7
P50221 P17020
P50221 Q99638
P50221 Q9UBI1
P50221 P98175
P50221 Q5VWG9
P50221 Q86WV5
O43829 Q93062
O43829 Q15038
O43829 P25788
O43829 Q92624
O43829 P98170
O43829 P56545
O43829 Q9UER7
O43829 Q8N7W2
O43829 Q15742
O43829 P46937
O43829 Q5TA79
O43829 O43298
O43829 Q8NBZ0
O43829 Q00534
O43829 Q9GZX7
O43829 Q96GM5
O43829 P62826
O43829 P10636
O43829 Q16236
O43829 P36404
O43829 Q15208
O43829 Q9NQZ2
O43829 O43603
O43829 Q8TBZ5
Q15013 Q92567
Q15013 Q9HBE1
Q9P121 Q68D86
Q9P121 Q6PF18
Q9P121 Q9UBX5
Q9P121 P36404
Q03135 P18848
Q03135 O75340
Q03135 P50749
O95810 Q00987
O95810 P49761
O95810 P24278
O95810 P62195
O95810 Q5F1R6
Q13363 Q93062
Q13363 Q9Y6K9
Q13363 Q9BYQ3
Q13363 Q96JM7
Q13363 Q9Y3B7
Q13363 P40337
Q13363 P02545
Q13363 P12757
Q13363 Q15696
Q13363 Q9UJ83
Q13363 P02042
Q13363 P43629
Q9UKF7 Q8NCR6
Q9BUL8 Q2WGJ6
Q9BUL8 Q5HYJ3
Q9BUL8 Q8TAF8
Q9BUL8 P28838
Q9BUL8 Q13449
Q9BUL8 Q99943
P23258 P46527
P23258 Q03933
P23258 P62952
P23258 Q9H1K4
Q8N9E0 P40763
Q8N9E0 P55273
Q8N9E0 Q9UJW9
Q8N9E0 P17031
Q8N9E0 Q16082
O60291 Q09028
Q15750 Q13131
Q15750 P22466
Q93045 Q92624
Q93045 P38919
Q93045 P78337
Q9NWW7 P63279
Q9NWW7 Q00403
Q9NWW7 Q9BPX7
Q9BWD1 P07510
Q96DF8 O60225
O75771 P07900
O75771 Q9C005
O75771 O60232
O75771 Q13257
O75771 P10599
O75771 Q9Y250
O75771 Q9H6T3
O75771 Q9NXW9
O75771 Q9NX08
O75771 P51809
O75771 Q9BPX5
O75326 Q9ULP0
O00429 P46736
P0DI81 Q9H2G9
P0DI81 P26196
P0DI81 P43353
P0DI81 Q86Y33
P0DI81 Q8N9W4
P16109 Q8WXG1
Q96BW1 Q9NZ81
Q96BW1 P62258
Q96BW1 P49674
Q9BSG1 P29972
Q9BSG1 O15160
Q9BSG1 Q9BRV8
Q9BSG1 Q9H3H3
P53567 P25788
P53567 Q2WGJ6
P53567 Q8N3L3
P53567 P11142
P53567 Q9Y221
P57678 Q9NRD5
O75444 Q96GX9
Q16602 P78344
Q13137 Q8NA61
Q13137 P63104
Q13137 Q8WWY3
Q13137 O43639
Q13137 Q9H0R8
Q13137 P08238
Q13137 P55040
Q13137 Q15041
Q13137 P61968
Q13137 Q9BXY8
Q13137 Q96NC0
Q13137 Q9BXS5
Q13137 O75031
Q13137 Q99942
Q13137 Q6UY14
Q13137 P14136
Q13137 Q96EB6
Q13137 Q5VWX1
Q13137 Q5T752
Q13137 P13196
Q13137 Q96IX9
Q13137 Q8WUK0
Q13137 Q9Y333
Q13137 P60709
Q13137 Q99873
Q13137 P86480
Q13137 Q03989
Q13137 Q9BXN2
Q13137 Q2TAC2
Q13137 P48146
Q13137 Q9Y4Z0
Q13137 O43524
Q13137 P41182
Q13137 Q9HCU9
Q13137 Q8NI38
Q13137 Q86XT4
Q13137 Q96M91
Q13137 Q9HAC8
Q13137 Q8WU79
Q13137 Q96B02
Q13137 Q02446
Q13137 P19878
Q13137 P56693
Q13137 Q92831
Q13137 O95365
Q13137 Q9NVN8
Q13137 Q9BUJ2
Q13137 Q96C03
Q13137 Q9NVC6
Q13137 A8MT69
Q13137 Q96JW4
Q13137 Q9UNL4
Q13137 Q969K3
Q13137 Q16082
Q13137 Q13951
Q13137 Q96K30
Q13137 Q99594
Q13137 P13500
Q13137 P62380
Q13137 Q9NP77
Q13137 P35523
Q9UMS0 P06400
Q9UMS0 P41236
Q9UMS0 Q6UXB4
Q86WV6 Q08426
Q86WV6 P42574
Q86WV6 P50281
Q86WV6 Q9UQR1
Q86WV6 P51677
Q86WV6 Q8NFT6
P62068 Q9H8W4
P62068 Q96LJ7
O75896 Q8NBT2
Q93062 Q9UBB9
Q93062 Q9NRD5
Q93062 Q9H8W4
Q93062 Q9H0I2
Q93062 Q12846
Q93062 Q9H190
Q93062 Q9P2A4
Q93062 Q96BA8
Q93062 Q14498
Q93062 P26196
Q93062 Q96EV8
Q93062 P46108
Q93062 P62258
Q93062 P46937
Q93062 Q96Q77
Q93062 Q9UGC6
Q93062 Q9H9D4
Q93062 P60900
Q93062 Q9BSW7
Q93062 P54105
Q93062 Q96FW1
Q93062 P50542
Q93062 O95257
Q93062 Q86UD4
Q93062 P23396
Q93062 Q96CA5
Q93062 Q7Z2X4
Q93062 Q8WZ19
Q93062 P41182
Q93062 Q9BSJ6
Q93062 Q96NE9
Q93062 O96006
Q93062 Q13323
Q93062 P38919
Q93062 P30626
Q93062 Q14596
Q93062 O95379
Q93062 Q13111
Q93062 Q96CD2
Q93062 Q14318
Q93062 Q9H1Y0
Q93062 P41219
Q93062 Q6PF05
Q93062 O15372
Q93062 A0MZ66
Q93062 Q8IWP9
Q93062 Q9P1Z2
Q93062 O94888
Q93062 P56962
Q93062 O43681
Q93062 Q8WV92
Q93062 P35998
Q93062 Q6FI81
Q93062 P49427
Q93062 Q8N5M9
Q93062 Q92988
Q93062 Q9H0F6
Q93062 Q5W0Q7
Q93062 Q9P000
Q93062 Q01167
Q93062 Q9HAQ2
Q93062 Q9BR01
Q93062 P78344
Q93062 Q3YEC7
Q93062 Q96RL1
Q93062 Q96D98
Q93062 Q658K8
Q93062 Q9Y2D2
Q93062 Q13268
Q93062 P21453
Q93062 Q92982
Q93062 O95171
Q93062 P61247
Q93062 P63316
Q8N8K9 Q15014
Q8N8K9 Q8TD31
Q8N8K9 P59990
Q8N8K9 Q9P127
Q8N8K9 Q8N9N8
Q8N8K9 P07196
Q8N8K9 Q9H568
P61225 Q92624
P61225 Q13043
P61225 Q9NYL2
P17980 P98179
P17980 Q9UHK0
P17980 Q7Z6J0
O14893 P19013
O14893 Q13069
O14893 A8MW92
P19544 P61088
Q8NFP7 P18085
Q6PF15 P32321
Q6PF15 Q9H0T7
Q9BWF3 P86480
Q9BWF3 P23297
Q13011 Q8IYR0
Q13011 Q07002
Q13011 Q13838
Q13011 P46734
Q13011 Q9UIK4
Q13011 Q16586
Q13011 Q495M9
Q9UL42 O43639
Q9UL42 Q9BWG6
Q9UL42 O75886
Q9UL42 Q9UIV1
Q9UL42 P02792
Q9UL42 O43752
Q9UL42 Q676U5
Q9UL42 Q86XJ1
Q9UL42 P35557
Q9UL42 O76070
Q9UL42 P21399
Q07817 P07900
Q07817 Q9BSW7
Q07817 Q8NDC4
Q07817 P63167
Q07817 Q96GD4
Q07817 O14879
Q07817 Q86XF7
Q07817 Q9NWW6
Q07817 P08709
Q07817 O60547
P27105 Q9NRW1
P19793 Q9UHX1
P19793 P11142
P19793 P04899
P19793 P05113
P19793 P05162
P19793 Q8NG27
P10276 Q15645
P10276 P14136
P10276 P78358
P10276 P05783
P10276 Q9UBI4
P10276 Q8WWV3
P18847 Q0VD86
P18847 Q08AM6
P18847 Q8IX15
P18847 Q9UKJ5
P18847 P46108
P18847 Q5JST6
P18847 Q15637
P18847 Q9Y223
P18847 P52294
P18847 Q14318
P18847 Q8IVD9
P18847 Q9UJ14
P18847 P49918
P18847 Q6ZU52
P18847 Q16559
O43597 P25788
O43597 Q92624
O43597 P63208
O43597 P29972
O43597 O43186
O43597 Q15041
O43597 O75031
O43597 Q6UY14
O43597 P46937
O43597 Q7L775
O43597 Q9NX63
O43597 O76083
O43597 Q9Y223
O43597 Q9Y5A6
O43597 Q9UJ70
O43597 Q14103
O43597 Q02040
O43597 Q86W54
O43597 Q15942
O43597 Q96D31
O43597 Q8IVD9
O43597 Q9Y478
O43597 Q96MG7
O43597 Q9Y2Z0
O43597 Q8WUP2
O43597 Q5VU69
O43597 O95971
O43597 Q8WYR4
O43597 Q6W0C5
O43597 P29376
O43597 O60909
O43597 O76080
P63218 O14777
P63218 P07510
P63218 O43281
P63218 Q01664
P63218 Q9BSB4
P63218 O75534
P09651 P14136
P09651 P00558
P09651 Q9H2B2
Q9UGC6 P37198
Q9UGC6 Q9GZM8
Q9UGC6 Q96FW1
Q9UGC6 Q12805
Q9UGC6 Q15942
Q9UGC6 Q03393
Q9UGC6 Q9H7X3
Q9UGC6 Q9BY67
O15151 Q8NA61
O15151 P46108
O15151 Q9UNS2
O15151 Q92597
O15151 Q8N8F7
O15151 Q15424
Q00987 Q8NA61
Q00987 Q9H257
Q00987 Q9H190
Q00987 Q96BZ8
Q00987 Q9BYQ2
Q00987 O60504
Q00987 O95967
Q00987 Q15415
Q00987 Q9NZ81
Q00987 Q5JST6
Q00987 Q8NC69
Q00987 P06748
Q00987 Q05D60
Q00987 Q96D03
Q00987 P02538
Q00987 O95999
Q00987 O75177
Q00987 Q9NYP9
Q00987 P42772
Q00987 P19438
Q00987 P98066
Q00987 P01583
Q00987 Q6PKX4
Q00987 Q6UXH8
Q00987 Q92882
Q00987 P36897
Q00987 Q8WXK3
Q00987 P36894
Q00987 Q96NR8
Q00987 Q15717
Q00987 Q6PCD5
Q00987 O43610
Q00987 Q07352
Q00987 P00749
Q8IUR0 Q8WUK0
Q8IUR0 O75190
Q2I0M5 Q9NUL5
Q2I0M5 Q05519
Q8WY64 P24941
P46527 P03372
P46527 Q9Y4K3
P46527 Q8IXK0
P46527 P60709
