Q08001 P32776
P32318 P53271
Q07807 Q03944
Q12346 P46947
P25694 P41833
P53290 P21190
P40509 P25293
Q06497 P25299
P22148 Q04410
P09232 P40070
P35056 Q01159
Q01649 P39108
P46983 Q04002
Q12527 P52891
P39984 Q08162
P39984 P53950
Q07895 P40533
P24280 P32836
Q05568 P47040
P53192 P36013
Q03824 P25299
P25584 Q12071
P35200 Q07732
P27796 P40208
P38879 P32445
Q12462 P53320
P25502 Q03899
P38356 P08525
Q08215 P53622
P32629 P46951
P53039 Q02948
P33418 P37020
P32343 P32908
P34230 P39715
Q08645 P39718
Q03784 P25583
P47017 P40395
Q08109 Q01649
P32319 P38207
P41910 Q08952
P36051 P06778
Q04370 P08417
Q12443 P38316
P09232 Q05919
P38176 Q02516
Q12527 Q04675
P34230 Q12372
P06774 Q12042
P50108 P53112
P53104 Q03944
P53037 P43617
P32048 P41896
Q12003 P41896
Q06107 P47047
P47017 P39719
P49960 P53273
P14680 Q03103
Q12405 Q00578
P00724 Q12016
P33760 P00724
P24004 Q12098
Q04629 P39009
P53951 P53540
Q12495 P38330
Q04410 P25591
P32800 P07248
Q03778 P38210
P28795 P53173
Q12382 P38137
Q12191 P01097
P13711 P19882
P54837 P25591
Q02804 P32830
P40971 Q03730
P36125 P40544
P47017 Q12382
P40068 Q12255
Q04602 P38221
Q08645 Q02969
P50091 P54730
P38959 Q01159
P38265 Q12745
P38211 P08458
P22336 P32567
P27614 P47054
Q07418 Q12255
Q08702 Q03020
Q04602 Q05166
P11655 P19658
P39113 P39543
P46951 P37296
Q12239 P25639
P53166 P24279
P25641 Q03899
P38323 P40317
P33894 P40527
P50861 Q06616
P34230 Q00873
P53159 P25365
P23255 P34240
Q99190 P27705
P48526 Q03730
P53037 P07267
P32893 P38203
Q12155 P53721
P40161 Q12527
P25386 P32591
P47818 Q01649
P40094 Q03730
Q07807 P14904
P32476 P06208
Q06169 P35734
P38137 P25625
P41909 P29469
P39522 P38755
P50091 P40968
P32842 P31111
Q12524 P25580
P06105 Q12301
P41903 Q03465
P18888 Q03201
P29340 P22804
P38989 P07267
P32526 Q04651
P53008 P53093
Q12527 P53721
P53223 P53248
Q04958 Q12016
P17890 Q92328
Q12748 Q08774
P40482 Q04991
P27796 P46673
Q06679 Q04458
Q03824 P04786
Q06815 P40533
P38199 P25694
P53541 P47160
P07884 P36093
P36062 P25584
P25584 P46972
P33296 Q08215
P08456 Q05568
Q03723 P22203
Q03957 P42836
Q04602 Q07451
P53397 Q04370
Q08227 P53230
P39715 Q08921
P05150 P53091
P38439 P39718
P31382 P36094
Q05541 P27825
P17891 P40063
P20606 Q07830
P49687 P38138
P38137 P48567
Q04562 P22082
P27796 P32908
Q03899 P06778
P48415 P08525
P40529 Q92316
P16451 P34230
P40526 P53096
Q03322 P39981
P32628 P53233
P52488 P07267
Q04410 P10507
Q06169 P53314
P38862 Q02486
P32379 P26637
P34111 Q08215
P25386 P53973
Q06163 Q03201
P00410 P29340
P28795 P53628
P38265 P53146
P53271 Q08702
Q12527 P22219
P47124 P22082
P36107 P05375
P46983 P46971
P05066 P32600
P41800 P22543
P38736 Q04934
P09624 P14359
P35197 P40155
Q04958 P08425
P38873 P11075
P14064 Q04329
Q03018 P34237
P38875 P54861
Q02784 Q99332
P21560 Q03694
P35056 P13382
P34072 P40464
Q06497 P38826
P40161 Q99316
P53067 Q05080
P40457 Q08686
P38682 Q04329
P08518 Q06096
Q00453 P38342
P17967 P32836
P11914 P39007
Q01649 Q04396
P33418 P22023
Q07418 Q06681
P36130 P53600
P32386 P39009
P12383 P41544
P40155 P53838
P13711 P20107
P46983 P06839
P53184 Q02896
Q12462 P36147
Q04377 P38301
P53273 P36149
P38162 P39108
P08417 P11076
Q12236 P40961
P38310 Q04228
Q04199 Q08144
Q07895 Q12749
P35181 P38872
P35201 P41811
Q03630 Q04491
P04039 P25386
P47093 P33760
P36048 Q03714
P48567 Q99332
P38878 P06778
P54999 P53394
Q03630 P43636
P22855 P07266
Q12380 P40155
P18414 P38962
P35056 P38929
P04051 P48582
P11655 P40957
P19516 Q04272
P53622 Q03677
P38127 Q04410
Q05568 P19516
Q05871 P36116
Q12380 Q06682
P38555 Q08215
Q06541 Q04226
P35729 P13586
P00830 P38137
P32913 Q12404
Q06697 Q04272
P38356 P26725
Q12114 Q03667
P40161 P34237
Q06169 P36421
P25591 Q02204
P53273 P19658
P34237 P37298
P34230 Q92316
Q03630 P53193
P53253 P40107
P40155 P47158
P53951 P40061
Q04217 P38986
P48559 P40527
P18888 P25045
P38292 Q12067
P53314 Q03723
Q12142 P10849
P54837 P38757
P25382 Q02647
Q07895 P22219
Q04651 P47037
Q07418 P07560
P33755 P87108
Q12055 P32913
P23642 P53273
P53112 P16661
P32787 P34078
Q05521 P35189
Q06385 Q12289
Q03455 P36775
Q02773 Q02642
P39707 Q03455
P39526 Q12374
Q03898 P48525
P53507 P40451
P22855 P06774
P46673 P36056
P34078 Q92328
P28795 Q03373
Q12524 Q6WNK7
Q05867 P38353
P53192 P47025
P34087 P41909
P33760 P08525
P39718 P40317
P28795 Q01159
P25639 P36051
P25584 P35181
Q12067 P39722
P14693 Q03899
P25293 P41810
Q04370 P40056
P32366 P33419
P38310 P28791
Q06385 P40501
Q12270 P40208
P32609 P38221
P39108 Q05902
P38270 P32803
P32837 P38353
P40107 P53540
Q08227 P20606
Q04602 P39009
Q06346 P34756
Q08921 P29539
P38270 P53896
Q03897 P39524
P19262 P29340
Q03778 P31539
Q07807 P32480
P38263 P32352
Q08484 P25583
P08524 P47174
Q12382 Q12165
P41800 P32343
Q12405 P53037
Q04749 P22804
P25386 Q04329
Q06217 Q08548
Q06032 P40526
P38879 Q06892
P40540 P13574
P32571 P04050
Q99393 P43621
P38810 Q06708
P14064 P32939
P35206 P40047
P46983 P36149
P35200 P25365
P33418 P41834
P38270 Q07532
P53633 P24279
Q04311 P40529
Q07540 Q03730
P38310 P23641
Q12372 Q12154
P52871 P53950
P54861 P31111
P35056 P38242
Q12098 P33303
Q02793 Q08921
P25502 P22214
Q12142 Q06163
P00128 P43560
P38758 P40038
P38292 P39734
P36016 P42223
Q03784 P38632
Q04632 P00175
Q08921 P36018
Q03254 P35056
P38164 P25345
P37302 P34077
P14291 Q12184
P34161 P39524
P39707 P40509
P41733 Q04396
Q02969 Q03860
P38842 P32600
P38301 Q08686
P47818 Q08686
Q08280 Q06163
P46964 P38855
P40857 P32776
Q03784 Q06410
P25615 P14906
Q12267 P38345
P17891 P40544
P27692 P53845
P38310 P20434
P32526 Q03308
P32897 P19880
P38855 P38878
P08518 P39727
P38069 P04803
P61829 P39718
P14908 P39010
P20050 P07263
Q12320 P00729
P06208 P32319
P11746 Q03941
P19880 Q04272
Q12246 P40302
P39015 P48415
P18409 P29055
Q08921 P38705
Q04602 P04840
P53253 P40071
P38810 P52871
P53039 P40464
P53112 P32526
P38176 P18494
Q05521 P32830
Q12171 P38745
Q99393 Q05568
Q03824 P34087
Q07684 Q12434
Q06497 P40515
P25568 P53633
Q04311 P38283
Q03694 Q07807
P35056 P15303
Q04947 P07255
Q05568 P00045
Q12527 P29496
P48567 Q03860
Q12380 P35191
P32796 P32790
Q02336 P27825
Q03824 Q6WNK7
Q04272 Q12144
P38069 P38356
Q00453 Q08001
P32341 P25591
P18409 Q08457
P40509 P53121
P34756 P33303
Q04226 P41318
P36224 P53197
P38137 P04840
Q03322 P38756
P53112 P20484
P38342 P13382
Q12405 P16451
P19516 P24280
P40482 P38111
P27514 P40364
Q05568 P07246
P32476 P38137
Q12462 P19658
P41909 P08153
P47061 P33322
P38958 Q03957
P36062 Q12315
Q12462 P33767
P33296 P53168
P38959 P53905
Q03673 Q04491
P46678 P53220
Q02896 P32939
P21372 P38913
P39904 Q04225
P28791 P40576
P53104 Q08754
P38874 P53541
Q99393 Q06815
Q03370 P41806
P17255 Q01519
Q05521 P26188
P40825 P31111
Q04991 P39103
P25644 P38969
P53838 P09119
P40155 P06105
P47068 Q02884
P47116 P40097
P53037 P33767
P29340 P38261
P32366 P26793
P34087 P26793
P29056 P36168
P40364 P25613
P36168 P39986
P31380 Q03308
P46983 P53721
P53008 P53747
P23542 P53271
P27801 Q02772
P32353 P46673
P07560 Q08465
P40026 P38221
P87108 P40547
P50091 P39526
Q08743 P37296
P22147 P15436
P53248 P40484
Q03370 P38821
P40549 P38342
Q04767 P38855
Q07418 P14907
P36168 P22214
P34230 P53540
P34230 P18410
P38855 P14737
P25584 P54861
P53248 P38962
P38855 Q04947
P54790 P39107
P40350 P39968
P53918 P39103
P18900 Q12372
P25568 P89105
Q03697 P27825
Q04338 Q12241
P07286 P38137
P06208 Q03677
P53248 P02309
Q02804 P53947
Q12039 P53093
Q92316 P39006
Q03063 P53058
P39103 P40085
P41909 P43582
Q12402 P32463
P00447 P25043
P39718 P06701
Q12524 Q03103
P40825 Q03899
P32842 P34078
Q12425 P53248
Q12142 P53540
Q08215 P29469
P53248 P32357
P25358 Q12382
Q00684 P38221
Q05871 P06208
P53314 P38839
P53248 Q12160
Q08457 P16661
P47064 P49018
Q04183 P25042
P50091 Q12028
P29496 P07251
P32613 P38865
Q04083 P32836
P34230 P38766
P35056 Q12055
P38069 Q08023
P35197 Q03957
P32578 P40097
P40549 P38766
P07276 P40035
P20048 Q04002
P38810 Q03694
P36168 P53271
Q12255 P38969
Q06169 P12868
P35181 P22203
Q12349 P21192
P06778 P07143
P32796 P32380
P07806 Q12527
P38356 Q06551
P36051 P38206
Q08645 Q08650
P53104 P53281
P38810 Q06410
P38356 P32573
Q06497 P11075
P41909 P36057
P38358 P14737
Q02969 P38221
P48527 Q04410
P39923 P40527
Q12142 P38329
Q92328 P08525
Q12121 P28496
P38242 P20606
Q99393 P17255
Q12016 P19880
P17555 P33399
P46983 P13134
P47019 P47045
P35181 Q04746
Q06169 P35718
P14359 P40457
P53079 P32339
P80667 Q01519
P28625 P40068
Q01649 P32803
P38301 P40527
P40156 Q12749
Q05955 P53101
P53112 P40857
Q02804 Q04341
Q05568 Q12165
P41733 P53061
P38323 P25451
Q12096 P39007
Q99190 P07143
P39108 P19735
P32629 P80667
P00410 P32800
P40155 Q08227
P08466 P54730
P14359 P40565
P35197 Q06551
P53838 P08525
Q03784 P35056
P04147 P33760
Q04370 P27705
P27614 P33411
P07342 Q03497
P49704 Q01590
P25299 P38825
P53011 Q03921
P43583 Q12402
Q04053 P26188
P40107 Q00578
Q03370 Q03322
Q07468 Q03218
P23542 P15315
Q12071 P17157
Q12016 P35203
P28795 P16664
Q99394 P35191
P36168 P39103
Q12517 P53150
P53104 P43582
Q07895 P43571
P34072 P42951
P32357 P46971
P38335 Q00723
P19880 P37267
P40857 P07278
P46964 P38825
P47114 Q12184
P41807 P28239
P38137 P43560
Q12511 P08638
P15303 P19516
Q06625 P40003
Q07418 P38374
P28795 Q12320
P50108 P38428
P27692 P19658
Q03322 P22141
Q06346 P14359
P32939 P47074
P42223 P48525
Q12121 P40084
P32913 Q08278
P24384 P53199
P25365 P07248
Q12404 P25043
Q08109 P46982
P27825 P41806
P36131 Q03020
Q03784 Q03691
P20107 P47167
Q04311 P18412
P38137 P22219
Q08227 P49775
P31380 P40051
P12689 P35176
P41903 Q06410
P38523 P53248
P53378 P32914
P25641 P25042
Q03370 P19516
P38770 P39079
Q03697 P02309
Q12462 P46985
P25651 P13186
P10566 P36116
Q12462 P23641
P36163 Q03694
P40155 P38166
P43586 P53378
P31412 P49687
P32566 P15367
P00431 Q03455
P34230 P46970
P53173 Q04934
Q07418 Q01649
P38307 P05626
Q05583 Q12121
Q12405 P22035
P30822 P36056
P35734 P38927
P38859 P17967
P29340 P38836
P29340 P38875
P23255 P27697
P40051 P39010
P28795 Q06644
Q06485 P32915
O13297 P13711
P38310 P38989
P40970 Q08754
Q04370 Q03630
P38142 P53959
P31378 P53633
P38181 P35176
P50896 P38953
P35197 P07255
P39526 P35191
P38932 P32573
P14359 P19956
P37292 Q04228
P40554 P21306
P06704 P34230
Q08951 P53836
Q07895 P22035
P40003 P53299
P00431 Q06169
P27705 Q04329
P18900 Q02896
P14904 Q03667
P41806 P26754
P36012 P39923
P35056 Q04472
P53223 P47170
Q12096 P53394
P29340 P53540
P53079 Q6WNK7
P34087 Q12524
P43563 P39524
P25584 P38825
P81449 Q12745
P53093 Q03898
P53845 P47054
P39707 Q03921
Q04199 Q05776
P53045 P32913
P53248 Q07830
Q03338 P53950
P25694 P38632
P10507 Q01590
P07806 Q04632
P38873 P35999
P24279 Q08960
P53192 P80667
P40368 P32573
P32916 P40185
Q03103 Q03730
P40529 Q03455
P00431 P38206
Q12248 Q04370
Q08280 P41895
P38555 Q03778
P31382 Q04183
P32796 P35844
P38992 P36096
P32573 P05375
P53192 Q02630
P53173 Q02825
P11075 P12868
P22803 P35056
P35845 Q03530
P31109 P53337
P29340 P43582
Q03338 Q12165
Q00416 P48415
P34230 P40513
P32912 P26793
P32573 Q07541
P14922 Q02486
P38358 P46995
P32796 P38682
P46673 Q05637
P25568 P49334
P40554 P46983
Q00816 Q08686
P50091 P32353
P28737 Q08754
P32319 P36039
Q12495 P32361
Q12524 P39112
P38292 P33303
P26793 P21957
Q12405 Q06675
P53973 P34227
Q99394 Q02969
P34230 P08417
P53847 Q05043
Q05871 P40968
P38335 P00729
P35845 P33891
P32629 P27614
P40955 P32790
P27514 P14737
P25584 P38169
P38821 P18496
P34087 P36168
P37267 P39981
P38242 P40451
P25583 P53944
P10355 P38766
P39108 Q12418
Q08951 P17967
P40857 P32621
P46671 P36094
P42951 P25371
P38152 Q12154
Q07376 P39108
P38342 P38991
P17442 Q05892
Q05899 P35181
P40491 P50874
Q05871 Q12205
P32893 P32790
P39727 Q12006
P38334 Q12262
P50091 P36164
P40155 P40090
Q12267 P38843
P38358 P47013
Q12006 P07390
Q03834 P40343
Q08951 P33296
P36062 P25451
P29704 P14359
P39108 P32836
Q12246 P11746
P40482 Q12284
P35056 P32566
P46982 P38865
P35197 Q99257
P40532 P47064
P36421 P50945
Q03370 Q06625
P32609 P38878
P53199 Q12301
Q03798 P46947
P02309 Q99287
P39076 P43587
P39524 P32380
P27796 P11746
Q12096 Q06644
P50874 Q12154
Q07807 Q12520
P52920 Q03246
P29340 Q02784
Q12142 P17255
P32912 Q08686
P35197 P32573
P38307 P25386
P07560 P32842
P10964 P11709
P40094 Q05867
P53223 P53104
Q6WNK7 P32343
Q12520 Q03338
P21957 P53281
P27796 Q03798
P38292 P41834
P13586 P32454
P32485 P38929
P53079 Q00582
P40457 P22135
P53633 P49334
P25646 Q12527
P13586 P38111
P25502 P40501
P20134 Q08645
Q04199 P32318
P33322 P00045
P23724 P53918
P53248 P39006
P40350 Q12270
P43617 P38766
P47170 P37292
Q12063 Q03677
P33894 P14737
Q08457 P38325
P43682 P54791
P17442 P43560
P39718 Q04225
Q05637 Q08550
P35056 Q06623
Q03630 P32796
Q12527 P41318
Q04767 P53199
P09624 Q12067
P39986 Q12289
Q12487 P25042
Q08215 Q04396
Q05899 P47013
P32381 Q12291
Q03694 P22148
Q04370 P39704
P18410 P38742
Q12527 P38757
Q00776 P32573
P38873 P36775
P24279 P20048
Q03308 P16664
Q12232 P17255
P14680 Q08215
Q04491 P53267
P40554 P26725
Q12063 Q05637
Q07821 P22543
P46971 P41810
P53223 P23642
P53011 Q03530
Q05930 Q04031
P47818 P30656
P29340 P39526
Q06497 Q04083
P40968 P39923
Q12071 P53248
P04039 P38855
P22214 P39986
Q06346 P43571
P38736 Q01802
P26343 P48559
P23542 Q08754
P47054 P53178
P39702 P40185
Q07878 P52593
Q12006 P07263
O13297 P39107
P32361 P32432
P22219 P08638
P41909 P50874
P34078 P36029
Q07418 P43636
P32796 P22082
P24004 P32916
Q12386 Q06096
P38334 P32611
P38968 P32796
Q04958 P38114
P32454 Q03730
P08518 P53011
Q07376 P40075
P32862 P40035
P20107 P38717
P47166 P34230
P28795 P36051
P47158 Q07468
Q02896 P00854
P53273 P43621
Q12524 P41806
P48837 P38843
Q12408 P22804
P35845 Q99257
P38902 P53951
Q03694 Q08548
P53192 P17891
Q92328 P39990
Q12039 P53248
P33760 P42223
P39113 P43614
P09119 P38300
P25625 P13574
P38221 P53541
P38182 P21691
P40318 P38263
Q03897 P26755
P16658 P38166
Q00578 P40576
P15938 P38231
P11745 P38628
P21592 Q12443
Q06675 P32445
Q03337 Q03338
Q02732 P32573
P40857 P38166
Q03028 P14737
P16622 P33775
Q12142 P18409
P38270 P53629
P80667 Q92331
Q06541 P07390
P35056 P14922
P20433 P43122
P29340 P32613
P39969 Q99288
P32912 P53193
Q06497 P14922
P32910 P36051
P23724 Q08280
P34230 P06778
P14359 Q03465
Q99257 P53178
P40030 P22141
P43583 Q04934
P41909 P54861
P40070 P53173
Q03921 Q04201
P03069 P39525
P32796 P46989
P36162 Q03860
P39108 P43571
Q07418 Q02642
P38153 P22936
Q03697 Q06107
P09457 P34237
P53882 P33201
P80667 P53083
P80667 P38902
P38962 P32445
P11709 P22276
Q04053 P40318
Q12473 P16603
P17261 P39986
P39108 Q06819
P47093 P18962
P13574 Q05892
P38736 P36162
Q07418 Q12159
P38137 P40097
P38182 Q03020
P32912 Q05050
P36147 Q04228
P46970 Q03899
P39682 P39722
P40563 P33339
P53633 P40857
Q02896 P32906
P38292 P00724
P00128 P36125
Q07807 P39107
Q07418 P09457
P38182 P17967
P20433 Q03976
Q12029 P38182
P50944 P33303
P28795 P38351
P53093 Q03330
Q08236 P40341
P53267 P53950
P41909 Q12159
Q06686 P32833
P43638 Q04031
P12383 Q08215
P53314 P52891
Q07418 Q08474
P10962 Q06678
Q06011 P13134
P47818 Q03677
Q12123 Q02908
P40003 P18544
Q12142 P20448
P14904 P40471
P42951 P38206
P46989 Q04835
P41903 Q04083
P53397 Q08951
P38855 Q99325
Q12208 P26188
P49960 P39007
Q07895 P32906
P46680 P22149
P33303 Q04924
P32862 P26725
P53104 P40513
P54791 P53039
P41903 P07342
Q04562 P40477
Q03018 Q03899
Q03497 P41806
P38996 Q12473
P22211 P54730
P47061 P32829
P39103 Q12324
P38211 P50091
P32578 P25293
P27825 P38164
P40152 P18496
Q03630 P40343
Q06815 P25613
P21269 P41910
Q99394 P48360
Q12248 P38292
Q12527 P30771
P40548 Q00684
P35845 P00175
P38334 Q03530
P32800 P25605
Q07418 P54730
P38262 P35176
P32341 Q02825
P39904 P26798
P34223 P25374
Q02804 Q02629
Q99394 P38351
P36009 P22133
P22803 P53121
P47093 P39727
P49687 P38855
P18409 Q12080
Q99316 P08468
P43583 Q04370
P33760 Q06616
P17157 P15179
P13711 P06839
Q03824 P53507
P33894 Q07395
Q03954 P47160
P23642 P36146
P29496 P39533
Q12524 Q05931
P24004 Q04458
P40066 Q04934
P31412 P32339
P36533 P32505
Q06346 P18409
P32629 P25583
P29340 P53878
P34077 P38325
P40317 Q02204
P47818 P11076
P33421 P38329
P47017 P40152
Q12171 P28496
P32910 P38064
Q05871 P38286
P37302 P36029
P40084 O75012
Q06686 P11076
P39103 Q04396
P19262 P23642
Q12524 P25583
P36149 Q03944
P22214 Q12031
Q02725 P07276
P53253 P39108
P08466 P46971
P37302 P25574
Q07807 P38717
P16658 P50874
P32318 P53195
P53273 P46971
P38855 Q06681
P38307 P37292
Q05050 P38221
P16474 P52488
P53933 Q03063
P17536 P35178
P15315 P38921
P25584 P07806
P53968 P53721
P25367 Q03308
P00427 Q06169
P50108 P32611
P39718 P25583
P40155 P37298
P53540 P38927
P41318 P32591
P47064 P38632
Q04396 P38345
Q05568 Q03798
P40003 P23644
P32600 Q12495
P38863 Q08144
Q12233 P40482
P32629 P33755
Q06675 Q03778
P32621 P30656
P46983 P53951
P48415 P35194
P39743 P53727
P47017 Q05931
P27692 P53905
Q06551 P32473
P28627 P38206
P00410 P14772
P25358 P53104
P40968 P39107
Q05568 P38604
P40367 P41895
P13711 P26793
P40155 P38902
P41806 Q04301
P61829 P37020
P32558 Q03694
P04803 Q04396
P32787 Q06651
Q06011 P32352
P80667 P36029
P40013 P39744
Q12408 P32898
P24004 P81449
P32621 P53878
P43621 Q06681
P27801 P53314
Q05568 P25615
P38921 P42836
P38745 P25580
P53184 P21190
Q12462 P08525
P25584 P43636
Q03151 P04786
P38825 P38207
Q07532 P39108
P46983 Q12346
P38310 Q01519
P34160 Q99190
P25646 Q02774
P29539 Q03944
P11914 P40471
P50091 Q06644
Q07418 P32453
P34230 P32454
P53045 P18412
P40529 P35176
P38753 P38814
Q3E790 P53281
P38989 P38875
Q04835 P41695
P10355 Q06644
P52593 Q02774
Q08920 P38137
P48559 O74700
Q05899 Q12402
Q00539 Q02969
P34756 P25385
P38203 P39012
P35056 P36421
P53121 P39108
P47114 O74700
P38991 Q03798
P32567 P19735
Q06497 Q06541
Q03254 P38810
P53747 P40464
P53933 P38811
P17890 P33311
Q07376 Q12349
P38310 P21592
P40484 Q02969
P53882 Q05583
P16603 P38962
P40160 P57744
P27895 Q08962
P25613 P19736
P32558 Q12349
P53184 P38745
P47113 Q04712
Q04410 P38755
P43583 P53112
Q12028 Q04472
P40155 P53629
Q99332 P53314
P47112 P32387
Q07418 P33411
Q03660 P42945
Q12527 P26755
Q12527 P40567
P46970 P42834
P25641 P38778
Q04969 P05759
Q03322 P80235
P36162 P47124
P53633 P40317
P40533 Q08484
P53184 P05759
P81450 P41318
P00175 P08153
P43563 Q12527
Q04370 P38272
Q12154 P47074
P38694 P38891
P53173 Q04201
Q3E790 Q04005
Q05637 P38745
P40160 P17898
Q06169 P38879
P39904 P47154
P29704 P07269
P38810 P08468
P34077 P23641
P53248 Q04225
P00724 P37020
P46983 P38836
Q12270 P53905
P32609 P00045
P25338 P38088
P09232 P38088
Q12096 P07806
P39718 P40090
P53184 P16603
P15303 P43560
P38292 P41896
P50091 Q03778
P38176 P31755
Q12003 P53968
P13393 P25386
P54837 Q07904
P43617 Q08960
Q04338 Q02784
P27801 Q05871
P38810 P32352
P27796 P37292
P50944 P07143
Q12049 Q99219
Q05080 P25627
P38176 P38198
P32796 P25591
P38968 P41318
P32366 P25385
P38301 Q08960
P53104 P32505
P29704 P40527
P53129 P35179
P16522 P43636
Q12096 P28795
Q06497 P48567
P13711 P53159
Q02795 Q07821
Q12382 P50944
P40568 P30777
P33894 P31115
P40085 P38991
P23638 P53193
P32916 P17255
P40066 P41544
P39108 P47037
P80667 P12689
P25641 P28239
P40318 P40529
P24004 P47013
P26343 P39718
P18412 Q05043
Q02725 P32829
P13586 P46970
Q08951 P21242
Q12524 Q04697
P15891 Q07921
P30771 P22135
P53248 Q99257
Q04632 P17106
P14680 P53112
P33448 P53868
P24004 Q12745
P40350 P38836
P38768 P36521
P18888 P40501
P13711 P20433
Q02100 P36029
Q92328 P53951
Q01519 P37296
P20434 Q04370
P47057 P38904
Q12527 P15938
P43601 P53721
P33760 Q03630
P20050 Q01519
P07261 P32611
P40530 P53906
Q04199 P53838
P47064 P40152
Q06497 P16664
P09959 P36168
Q04651 P54999
P26793 P38272
Q12524 Q08931
P53290 P40085
P15303 P39722
P40026 P43636
P32912 P11076
Q06541 Q04002
Q12142 Q12255
Q02969 Q01159
P18888 P40009
Q07938 P38341
P53173 P32505
P53159 Q05919
P36048 Q04396
P25568 Q92328
P38334 P40533
P49686 Q08650
P41544 P38637
P23542 P30822
Q03370 P38182
P49687 P38328
P35197 Q04969
Q12411 P23724
P38203 P53735
P25338 P21306
P36116 P34240
P50091 P25386
P22336 Q06485
P25043 P46943
P53104 Q03370
P35206 P53838
Q12142 Q12462
P17890 P38816
P46682 P38329
P36125 Q04746
P07261 Q06644
Q12154 Q07688
P32803 P53540
P20434 P53112
Q06107 P40097
P38265 P53112
P12689 Q99385
Q08144 Q12431
P36125 Q04934
P29340 P53845
Q12527 P53394
P32600 P21592
P40568 P47082
Q12380 P47160
P14064 P38855
P13711 P40582
P39108 Q12067
Q12408 P00447
Q01649 P26725
P38153 Q06218
P35056 P42223
P31412 Q03322
Q12003 Q08199
Q04370 P14064
P38329 P53146
P06701 P38682
Q12462 P31378
Q04370 P00128
P32800 P33418
Q08920 P32913
P00854 Q08548
Q05568 P47074
Q12267 P41318
P43621 Q06675
P38273 P53906
P36039 Q00816
Q07418 Q04410
P80667 P40208
P40075 P39108
P39543 P47166
Q06704 Q04675
P39107 Q04964
Q03697 P39718
P50896 Q12102
Q02896 P42951
P40003 P46678
P12689 P43636
P36093 P14063
P21825 P47074
P00724 P53121
Q07376 P27705
P53192 P36146
Q03824 P38111
Q12315 P40050
P11745 P40459
Q03824 P40527
Q12524 Q99332
P14922 P32621
P53184 Q04472
P36130 P47069
Q03338 P36523
P11076 Q04002
P38874 P53239
P25584 Q12745
P34078 Q08548
P36012 P17898
P46985 P48559
P29340 Q03465
Q08457 P32319
Q04969 P10849
P32357 P32388
P27895 Q08001
P17442 Q12251
Q12114 P32796
P38262 P40003
P40350 P53248
Q12142 P38137
P39010 P15367
P04803 P36051
P06208 Q04225
Q12382 P25043
P32800 P13434
P53184 P34223
P47154 P38624
Q04675 P32621
P32473 P06838
P53037 P22023
P15424 P47069
P08524 P38149
P40155 P40351
Q03778 P48360
P40215 P20795
Q03784 P14922
P40318 Q01532
P38292 Q03063
Q99287 P10566
P46681 P32380
P25584 P38111
P43583 Q12375
Q92328 P38855
Q06632 P08566
P16658 P36421
P39904 P32578
P39518 Q04052
P20795 P16622
P38810 Q04002
P06704 P40501
Q04472 Q12527
P41695 P16603
Q08236 P20434
Q12160 P49686
P36168 P53146
Q08215 P49704
Q12067 P18962
Q02896 P38921
P40350 P34240
P43582 P38688
Q08227 P36096
P38137 Q03455
P24004 P07248
P38142 P22219
Q92316 Q12121
P32578 P33201
P40215 P13711
P25365 Q07541
Q05521 P36125
Q05541 P35180
P53184 P33754
P34223 P41810
P11655 P25042
P17891 Q12452
P53633 P54730
Q99394 P32453
P38523 Q04746
P38862 P32344
P47064 P20107
Q12524 P35734
P40457 P48415
P14291 P35996
P13433 P18962
P47017 Q03824
P35197 P38179
Q08215 P38826
Q01802 P32573
Q12028 P40051
P39108 P53073
P40160 P38164
P22203 P24280
P24004 P49686
P13711 Q12160
Q03957 P53146
P25385 P39009
P33760 P21538
P16622 P39108
P36062 Q02516
P36168 P42940
P27796 Q02793
P38821 P05375
P41807 P35200
Q02969 P28239
Q12184 Q05166
P38911 Q02771
P28795 P35176
P38342 P19735
P38247 P21269
P39113 P34230
P33204 Q04477
P18414 P38817
Q07418 Q99257
Q05867 P14904
P00128 P39704
P53104 P33755
P36096 P53847
P32803 P40457
P42940 P42223
P11914 P37296
P39707 P38292
P25646 P21242
P32473 Q12255
Q02793 Q04013
P00830 P41834
Q12341 Q12487
P40097 P34077
P27692 P54837
P36023 P21951
P38176 Q01532
P53845 P31111
P34230 P40317
P39524 Q08474
Q04377 P33760
P23642 P19882
P41909 P32332
P38292 P40185
P25613 Q12192
Q12028 P53104
P23542 Q04341
O13297 P40009
Q12042 Q04964
P40318 P36051
P07560 P35845
P25584 Q02773
P40529 Q12133
P26793 P53865
Q06497 P38153
Q12208 P40004
Q12301 P22804
P06704 P53290
P07806 Q07362
Q06032 Q05637
Q05871 P36023
Q03370 Q12055
P38374 P40094
P38182 P38345
Q07807 Q05902
P16474 P38077
P38342 P38335
P40155 P38921
P32526 P36096
P38717 P53540
P43583 P17065
P32454 P38962
P38176 P05626
P53959 Q04225
P32912 P02293
P00724 P42945
P47075 P89105
Q03660 Q12452
P53273 P38179
P38198 P47015
P40857 Q04002
P32591 P42847
Q12405 P53199
P33760 P53951
P28795 P46972
P53082 Q03730
P31755 Q08215
Q08951 P29496
P47818 Q12208
P39986 Q03667
P29056 Q03730
P22855 P40529
P36125 P32908
P32913 Q12452
Q06568 P36149
P38334 P38891
Q12267 P32319
