Q13772 P43320
P36873 P35680
O75376 P09769
Q9HCE7 Q16401
Q12933 P21359
P24864 P22894
P15172 P09601
Q07954 Q9H553
P30301 O60341
P04004 P32004
P49336 Q9Y4I1
P03372 O95169
O60711 P48039
P15172 P31946
P52789 Q9NUQ8
P05412 O60687
P11171 Q03113
Q96GD4 Q9UKS6
P00533 O14579
O43432 P36575
Q9UBN7 P63165
P06241 P30260
Q13901 Q6Y2X3
O95405 Q9UKA9
Q00610 Q92900
Q15223 P42701
P0CG47 Q14653
P50238 P53041
P68400 P17752
P19525 O15344
P04637 Q9NZW5
Q9HBE1 P13987
Q12933 P16885
O43707 O75496
O75581 P27540
Q15714 Q13224
Q92530 P61956
P25963 O75145
Q96ST3 O95999
P20226 P48552
P05106 Q99836
P46937 P78317
P63096 P07315
P25963 P0DP25
P08603 Q13043
P31946 P26718
Q15583 O60260
Q8IZP0 P28907
O43294 Q00597
P13236 Q9C086
P12931 Q99447
Q06787 Q9UQ16
P05106 O75173
P09874 Q96QU8
P17612 Q9Y3I1
O60674 O43390
Q03013 Q96LC9
Q14204 O75970
O95989 Q6VY07
P13686 P02100
P30626 P35318
Q5T2W1 P51149
P20396 Q15544
P12931 P04278
P35243 Q15365
P05109 Q16611
Q9NZW5 P22607
O95271 O00587
Q16543 P21246
P17612 Q9BQ16
P42768 P49407
Q5T3J3 Q9H6P5
Q92597 P02545
Q14978 O14965
P04637 P63096
P08631 P16220
P12318 O14929
Q99933 Q92610
Q9Y3C7 P17948
P20226 P05154
P20226 Q14524
P10275 P21246
Q13485 P11802
P28482 P61956
P17252 Q99543
O95817 P20618
P54257 P42574
P00533 P13796
Q15014 P40337
Q13363 Q6VY07
Q9Y6M9 P05111
P45983 Q13956
P61981 P82094
P07996 P15882
P27797 P46527
P04150 O00445
Q9Y5U5 P20618
Q14974 Q96KB5
Q5RL73 Q3L8U1
P28324 Q9HD67
Q99706 Q96BH1
Q09028 P56693
Q9UI36 P22460
Q99836 Q96QU8
P35222 Q96JB2
P46100 Q6P1J9
O94993 Q96B97
P63261 Q12836
O43791 O75586
P30041 P11488
O15455 Q05682
Q15796 Q9NQ66
Q6UWE0 Q96LC9
P07093 Q9ULV8
P04198 Q13283
O75056 O43464
P11021 Q9H093
P27986 Q00403
Q58WW2 Q13501
P11215 P58753
P49759 Q96CS4
P17612 Q6VY07
P01011 O14965
O15151 O60674
P04629 Q8NFT8
Q9HCE7 O75553
P43246 Q6ZV73
Q16637 P23945
Q9P2K8 Q12959
P25942 P55055
Q9UHV7 O75494
Q00653 Q15582
Q9NRR5 Q96JH8
O43665 P17535
P38432 Q9Y4K4
P11171 Q99436
O76070 Q12846
Q9ULV0 Q9BX70
Q96J92 P49327
P03372 Q08050
P26038 Q9Y490
O14910 O15146
P06241 Q86X55
P60953 Q92597
P99999 P24278
Q06609 P56704
P54762 Q13319
P0DP25 P50750
P27348 O14544
P14672 P55289
Q9Y4K3 Q92743
P10415 Q13873
Q9BT92 O43914
Q13616 P08254
Q14469 P04629
P27986 O95251
P68366 P53778
Q96ID5 P27986
P17252 O75955
P07949 O60732
Q05655 P61956
P10275 Q8IYW5
O43353 P13984
Q9P2A4 Q9BZW8
Q9P2H0 Q8TF74
P11473 P12004
P62820 O94907
P08908 P02766
Q9NR12 Q8N8G2
P00747 P48788
Q9UHD2 P17676
Q13751 Q52LW3
Q92793 P98175
Q16637 Q86UR5
O43815 Q02952
P06241 P41236
Q15233 O15182
Q07812 Q9BQA1
Q5T3J3 Q01130
Q92793 O95838
Q96J02 O75030
P28482 O75807
O95251 P28068
P10242 Q13555
Q9UHH9 Q9P2A4
Q13432 P32456
O75030 P48736
Q14055 P0DPI2
O94972 P34947
P35555 Q13239
Q96G01 P01270
P11021 O75146
P43405 Q13873
O15226 Q9HBH9
P35579 P40937
Q09472 P31947
P14210 P26447
Q14643 Q8IVU1
P27348 Q04724
P62258 P17936
Q6EEV6 P40337
Q969G3 Q13444
P29350 Q8TAE8
P06241 P54762
P35222 P23497
P51965 Q14773
P05771 P98082
Q9UMX1 P59190
Q13309 Q9NPG1
O95832 P54259
P06493 P20042
P52292 P37173
P01308 P53675
P38936 P55089
P42574 P23246
P45983 Q00610
Q96MU8 P42127
Q9Y262 Q9BV73
Q15596 P04843
Q03181 Q14192
P46527 P02792
P20226 P84077
P48594 P56279
Q07889 Q96HH6
P15172 P27708
Q9NR12 Q13163
O14641 Q969G3
Q99972 P50570
P01042 Q13310
Q13107 O43463
Q12959 Q99623
Q04771 P21802
P54253 P51587
P61978 P61457
Q14919 P41146
Q00534 Q8N129
O75925 Q00526
P08670 Q86V86
Q12933 Q96J77
P35222 Q13541
P04637 Q9Y4X4
P40189 P04406
P29466 Q9Y261
P05412 P32241
Q16890 Q9NWM3
Q5U651 P28827
Q6VMQ6 Q15369
P41597 Q9UL19
Q969T4 O95716
Q13287 P22607
Q9UI32 Q15628
P51451 Q16352
P62993 P17096
Q96KQ7 P46092
P01189 Q15036
P10276 O60671
P27986 O75936
O60333 Q99732
P00533 P05129
Q92793 Q9UBC0
P48061 P01127
Q99700 P60002
Q9UQ84 Q9NX47
O75461 O43379
P27487 Q8WTV0
Q15714 P31994
Q13330 Q9H3H1
P04637 P26010
P36897 P01100
P17706 O14980
O96017 P31314
Q9Y6D9 Q9BZY9
P22455 Q96C03
Q8N5U6 Q9BXJ9
P19174 Q16695
Q12959 P10275
P48200 P31946
P05067 P35226
P24385 P17612
P0CAP2 Q96MP8
Q01201 P45984
Q5T3J3 Q15366
Q92793 Q13310
P15927 O75381
P26583 Q14146
O75688 P55283
P03372 P23229
P12004 P48378
P11142 O60333
P50548 Q05513
P19793 Q9UNE7
P0DP25 P21796
P53779 Q86SG2
Q9Y2M5 Q5T0T0
P06400 Q14500
P68366 Q9Y3R0
P15172 Q06609
Q5XPI4 P15516
Q9BVJ6 P07585
Q96D98 Q9Y624
P62491 P49674
Q04637 P01584
P01112 Q13432
P04150 Q99689
P05556 Q86SR1
P06748 P26447
O14980 P21802
P35219 P08603
P33176 P16473
P62330 Q13588
P09619 P11362
P54253 P38432
P09619 P01100
P19838 P27487
O15379 P49674
Q13469 Q6RW13
P35968 P68104
P63241 O60890
Q15797 Q9BZZ2
O14727 O15492
P84022 Q9HB75
P15498 Q8NCF5
Q02817 Q9NPF4
P06454 Q9UIG8
P04637 P17612
P62380 P49720
Q99708 P05019
Q15233 Q16584
Q9HCU8 Q05516
O14920 Q92828
P0DP25 O14908
P21246 Q9BQY4
O95259 Q86X55
Q14511 Q02535
P14923 P51693
Q9NRR5 P25098
Q9NRL3 Q9UKC9
P17980 P69905
Q00535 P29274
P05155 P05111
P05107 P35462
P37198 Q99574
P49815 Q15762
P51617 Q9Y692
P48050 Q06033
P49815 P21796
P04264 P05186
Q16594 Q9NRI5
P00734 P54259
P01732 P46940
P06493 Q9H4G0
P17936 Q96FA3
P05412 P41222
Q9Y3C7 Q9BYG5
P48729 P27986
P61981 Q13228
P0CAP2 P35625
O00470 P02741
Q9Y3F4 P54920
Q9UI36 Q92835
P03372 P43405
P42575 P01350
P0DJD3 Q9UQM7
P19235 Q13111
P01282 P34998
P50222 Q96BR1
P63241 P09471
Q14289 P00747
P08047 Q99687
O96019 Q9UQB3
O75586 P21796
P60953 Q16363
P16070 P36405
P52565 P61163
P26447 P05019
O43184 P35240
P50552 Q14517
Q9BQD7 Q15011
P10275 P33991
Q12906 P45984
O43353 Q9C0J8
Q86XR7 Q92542
P13501 P62308
P28482 P30304
Q86V81 P40123
P42285 Q16625
Q5T3J3 O43447
Q9UHI6 Q15286
P04183 Q14980
O00238 O75674
P25208 P51825
Q07812 P12931
P17612 Q13426
Q9UP52 Q8N4T4
P48736 Q16531
P20823 Q96B97
Q00610 Q8WXF1
O75534 Q99828
Q07021 Q9UBC2
Q04724 Q9UPT6
P02462 Q86US8
O95352 Q8NHY5
P51610 Q14764
P48729 Q86XR7
P05556 Q99571
P78559 Q9UHY1
P50150 Q07444
P43405 Q12929
Q13432 P61371
P04114 P05154
Q13501 P41594
O14512 P49137
P08670 Q13227
Q14161 P06734
P16144 Q15544
Q15843 O15492
P06493 P01308
P68363 P32242
P61981 P20340
P18827 P35670
P04637 Q9BUB5
Q14289 Q9NRG1
Q9Y5K6 P16591
Q15047 P11362
P02461 P02778
P35222 P38936
Q92793 P02686
P23769 Q7L5D6
Q9UH92 Q9GZR1
Q9Y6D6 Q9HAT8
O43765 Q13868
Q6ZU52 P27918
P61244 Q13191
O43150 P29622
O95870 P56693
Q8N6Y0 Q9Y261
P04637 P61981
P32780 Q14344
P10827 P16455
P12429 P22455
P11802 O14678
P84022 Q16623
Q9UI14 O15294
P28360 Q13542
P07196 Q14185
P62380 Q9NQ30
Q03167 Q13813
P12004 P13591
P39687 Q9NRF2
P12931 P35609
P40763 P00750
P51159 Q9UN19
Q15582 O95219
P15173 O15162
O75376 P10586
Q92793 P01344
P17535 Q8N5C8
Q16181 Q15020
P42574 Q13393
P46940 Q15020
Q8N2W9 Q8NHU6
Q12959 Q9Y333
P27986 O60260
O75940 Q15542
P31269 P42263
O60506 Q96SB3
P12956 P11166
Q13224 P49768
Q92934 Q13409
Q96B26 P32246
Q9NRR5 Q15642
Q92934 P28799
Q13144 P48547
Q12815 Q9UI14
P02751 Q9H0D6
P17813 Q8TCU5
P14784 Q15154
P61981 P19022
O14893 Q13243
P49796 P20248
Q9H8Y8 Q8IYB3
P10276 Q15942
P20936 Q08043
P24855 O94813
P0C0S8 Q9NQT4
P61981 Q9Y4K3
P12271 P47736
P36896 Q16518
P06400 P52594
Q9GZT6 P56817
Q96D09 P23945
Q6P1X5 P62873
Q14103 Q2Y0W8
P33240 P68400
Q00722 P07585
Q02108 P49407
O15105 P05556
O14641 O14832
P57078 Q9NTK5
P01282 Q13322
Q12959 Q9UH92
O75376 Q99519
P16070 P23443
Q9UNY4 Q92608
P21796 Q96BY9
Q9UQM7 P50613
O43541 Q9H444
O75791 Q9BVC4
O43513 Q16558
P17612 P29084
Q8WV28 Q02223
P01112 Q9UIS9
Q9NNX6 Q9UQF2
P38398 P19784
P43364 P27037
P36897 P16333
Q92673 P14635
P42574 P27348
P20226 P60900
Q96B26 P38919
P46379 P07237
Q02241 P06729
P35900 Q96FJ2
P17706 Q15834
Q92731 Q9UNE7
Q6STE5 Q9UJX4
Q15365 O75578
P32780 Q16602
Q06124 Q14D04
P36956 Q92904
P27986 O15265
P07996 O43561
Q14676 Q15637
P42025 Q9Y6A5
P11142 P11274
P62875 Q8TDF6
Q9UQ84 Q9UII5
P54259 P00505
P20916 Q9Y6Q9
Q8N2W9 P98095
P09016 P33151
Q9NPD3 P43358
Q9NRR5 O60674
Q13393 P55001
P07858 O00213
Q04637 Q9UPA5
P11836 P29475
P63244 P78543
Q96JE9 Q9GZT8
Q9UKM9 P07949
Q8N122 P50549
P49005 Q09472
Q15645 P20930
P55884 P29372
P15036 P63252
P08631 Q70Z53
Q96B26 Q15797
P56199 Q9BRP4
P17252 P21246
P03372 Q9BT40
P10275 P56945
P43405 Q03135
P62993 Q5T2W1
Q13573 P25791
Q12933 O60336
P40692 Q8TDF6
P42574 Q9BYH8
P35222 P15090
P27986 Q04756
Q96F24 Q9Y620
P35222 Q8WV24
P52333 O15155
P16401 Q9NXV2
P42261 Q99743
Q03181 P63165
Q9NYQ7 Q9Y6Q9
P28482 Q15599
P12931 P02745
P18054 P12830
P55072 Q9H3C7
P68104 Q00839
Q13765 Q9Y5B9
Q9NRN5 O15399
P61981 P46531
O60260 Q9H8T0
O15264 P31994
P84095 P23443
Q9BUZ4 P63261
Q9H875 Q13351
P00533 P61978
Q96KQ7 Q6XZF7
Q16891 O14492
P49757 Q9NPJ4
Q9Y3C7 Q9HAV5
Q15796 Q8IU60
Q03181 P35869
O60941 P12980
P17252 P27824
P63167 Q13563
Q9H4E5 P49760
O00238 Q07889
P54253 P01023
P26367 Q96RY7
P16070 P62851
P68133 Q00610
Q8WUA4 P48059
P35222 Q00403
Q9BTM9 Q9BT92
Q13569 Q9HAZ1
P04637 P10114
Q9H8W4 Q9BT78
O60683 P84077
O43193 P03951
P55196 Q02539
O14512 P10244
Q9NRG1 P17535
P05060 Q9BZW8
P35609 O15294
Q9Y2X7 Q9UHV7
P12931 Q14999
Q03519 Q13873
Q92934 Q9Y6Q5
P29074 P78504
Q9NWQ8 P22607
Q01844 P60510
P50750 Q9Y371
P20226 Q13219
Q07960 P18848
P10916 Q5JWF2
Q9NRD5 P30281
P00533 Q14919
P62312 Q15831
Q15047 P63027
Q15834 P19838
P04150 P16157
P68133 O60262
Q9H307 O14717
Q99829 P78545
Q9H1D9 Q9NQ66
Q92813 O15342
Q2TAL8 Q92838
P67775 P19447
P18848 P12821
Q05655 P17936
Q9Y3C5 Q9BX70
P04271 Q86YD1
Q05516 Q99750
Q16790 Q6DT37
P09619 P62736
P24928 P56537
P21453 P07332
P36543 Q9NQX3
Q5M9N0 P21802
Q07812 Q9UPT5
P21728 Q9HB96
Q86Y82 O00165
P50148 Q13332
O15379 Q03113
Q12933 Q13330
O60258 Q9UJ78
P12830 P42773
P22455 Q9HC98
Q06609 P49703
P26885 Q8N4C8
Q14289 Q92934
Q8WV28 P47756
Q15596 Q99828
P25098 Q13432
P52292 Q13275
P17612 Q9P287
Q09666 P09529
Q96B26 Q15628
P67775 O95551
P52948 P43250
O43805 P34969
P13631 Q16549
O15162 Q03164
O95405 O14733
P09429 Q14574
P00533 Q5JVL4
P45984 P16471
P01100 P07947
P27797 P20042
Q9UBP5 Q99626
Q9HCE7 P55789
P19622 Q9NTK1
P59768 P12830
Q8TAI7 Q96A56
Q9Y333 Q16352
Q92831 Q12852
Q99836 P19174
P16234 P51677
Q15797 O00401
P10644 Q9UQB8
Q9Y6W5 O95707
P06493 O00198
P55072 Q99608
O14964 Q99578
P04637 Q9HCS7
Q13485 P19174
Q15223 P20340
P78559 Q13526
Q07507 P38432
P35637 O95409
P09237 P14784
Q14181 P14672
P41235 P14543
Q15024 O14920
P30086 Q9Y3R0
P50148 P07384
P51114 Q9Y5A7
P43694 Q16620
Q9Y297 Q15797
Q15796 P05230
P26038 Q13131
P38936 O00507
Q9P202 Q92882
Q13547 Q15811
P19022 P25490
Q14050 P14317
Q8N196 Q9NQX5
P36897 P49841
Q15797 P35221
P63279 P49736
P49910 O15198
P04637 Q13765
P62937 Q96A00
O75828 O60763
Q14181 P02751
Q08999 Q9Y3F4
Q92793 P48634
O43684 Q15121
P43246 Q9NTU7
Q13137 Q8N684
P26441 Q9UKA4
Q12846 O14684
O15379 Q8TEQ8
Q9BW71 Q00610
P27986 Q9H410
P11473 P29590
P09874 P61296
Q04206 Q02556
Q02156 Q15007
P43403 O43255
O75817 P47813
Q9NQT4 Q53HC5
Q13506 O95944
O43665 P04234
P31946 P08588
O43707 Q13239
Q92905 Q969F8
Q9BSM1 Q15700
O75381 P63146
P31321 P63208
P20226 Q9Y3A3
P35222 Q6IAA8
Q09472 P22670
Q15642 Q92581
Q92934 Q99743
P22459 P26022
Q9UKR5 P10451
P51532 P42261
P55212 Q99607
P12956 P52594
Q9Y698 P05155
Q04759 Q15036
Q9UHQ1 P12694
Q92793 O75970
Q06124 P20073
P08670 Q969S3
P42768 Q16787
P43235 Q7Z3B4
P30530 Q99608
Q9UNP9 P48549
P28482 P28749
P16885 Q16659
Q07812 Q14181
P17931 P57729
P10828 P01135
P08311 Q9NQX3
P25208 P60763
Q14442 P29475
P02743 Q9H4M9
P00540 P16066
Q13042 P07949
P51693 O43597
Q92793 P34998
P06213 Q9NRN5
P17480 P62070
Q92731 P13051
Q15797 P12268
P37173 O43294
Q13952 Q9UMX0
P00747 Q6P1J9
O95163 P20618
P06241 Q9Y333
P00403 Q9BTV7
P01023 P35869
O75182 Q92997
Q13137 O96017
P49023 P20742
P09544 P06753
P19012 Q9NQT4
P46109 O15259
P43405 P01111
P51170 O60716
P08069 P78560
Q9NZC3 P53611
P00747 Q9Y239
P63167 Q9P2H0
P20916 P31751
P10275 Q8WVR3
Q13442 Q5T6C5
P11940 Q92932
P07948 P18031
P15036 Q86TI0
Q8IUC6 Q8ND76
P31944 P61371
O00220 Q96DU3
Q5T2W1 Q92828
P24593 Q06323
P11831 Q96AQ9
Q13547 P43405
P23229 O95373
Q05655 Q9NZL4
P52948 Q9H0H5
O75376 Q13873
P11233 O60664
P16220 Q7L591
O43516 Q9Y223
P51812 Q86Y97
P42574 P08123
P61244 O14727
P12814 Q96PU8
Q13105 Q14192
P10321 Q9H299
P04278 P29475
O15145 Q12770
P19784 Q16787
Q9UJY4 O75197
P19793 P42229
P29084 P38936
Q12834 P17676
Q07666 P43351
P54253 P22087
P15502 Q9BS26
Q04771 Q13077
O95248 P11487
P10275 Q14683
Q02156 P52888
O43739 Q12772
P08670 P36897
Q09472 Q92572
P29590 Q96BQ5
P0CG47 P54259
P17252 O15379
P52655 P11215
P06400 P17275
Q04724 Q8IZJ4
O14641 Q96JC9
P16671 Q99502
Q9NZL4 P01100
Q16659 Q9NS56
P61981 Q04864
O15198 Q13257
Q9UQM7 P50570
P52657 Q9BZR8
O94875 Q15398
P27986 P08254
Q9UKR5 P30086
Q92934 Q92804
Q9UKY1 Q13363
O43747 P48058
P15498 P14136
Q05513 P41221
Q9UN37 P23443
Q5SQ64 Q9ULV1
P12931 Q96AQ9
O95376 Q8IYB7
P03372 P00747
Q07954 P04843
Q13330 P40937
P09237 Q14469
P17600 Q9BZF9
P30291 P02545
O00206 P09455
P08311 Q9NSA2
P25098 P21854
Q15555 Q9H013
P17931 Q92624
P28482 P04264
Q16890 Q13889
P54253 P57735
Q9Y6Y8 P48165
P38398 O60682
Q96R06 P48436
P01730 Q15759
P24864 Q7Z6G3
Q8NI35 P22607
P36897 P46779
Q09028 P19235
P04183 Q13765
P36897 P17302
P55771 P25024
P13984 P47710
P68104 P56945
P02671 Q92797
P15311 Q04771
O43889 P36894
Q96GM5 P68431
P68400 Q86UW9
Q9UI36 P62070
Q99689 Q01974
P24386 P17535
Q02535 Q13002
Q9Y383 Q14192
Q9BU76 Q9UM47
Q03181 P17600
Q92793 P06213
P63279 P35568
Q02548 Q9UHC1
Q9UQF2 Q14990
P41212 P23443
P62826 Q06609
Q9HAU4 Q8IU60
P78527 P62140
Q53G59 Q9NS15
Q06330 Q9BXS5
P03372 P51692
Q00653 P28749
P40692 Q9NYL2
Q99962 P06858
Q86UL8 Q99626
Q96B26 O75558
Q9UH92 Q13111
P09429 P23588
P68400 P42229
Q05655 Q6IE81
Q05516 Q99523
O95376 O14936
P43364 Q9Y5K6
P04150 P23511
O75030 Q15796
P50453 O14802
P16220 P17600
P28482 P17302
Q5T5P2 Q7L5A8
Q15796 O43255
Q09472 P68400
P50120 P48059
Q07817 Q92624
Q92831 O14920
Q9Y4H2 P06127
P63244 P35372
P35568 Q03113
Q9NRR5 O60645
Q14112 Q99523
O15211 Q14134
P25963 Q8TAD8
Q6EEV6 P17676
Q9NZ52 P07910
O14939 P49810
P07585 O95754
P08670 P32780
P04150 P13747
P14598 Q13643
Q18PE1 Q8NCE0
P49736 P20674
Q16533 P28562
P60953 Q9NYY3
O00339 Q9NZN1
P17252 P63244
O14745 P37231
Q13526 Q9Y3D6
P11362 P05556
Q96RT1 Q08722
P04049 P31273
P50502 P05771
Q14831 Q96F44
P35680 Q13087
P62834 P24158
P51693 O60732
O14672 Q92956
P63172 O14682
Q9NY93 P49720
P62834 Q59EK9
O94916 P05783
Q92530 O14493
Q5T3J3 Q9H254
Q9Y2X7 P30153
P04899 P0C0L5
Q01201 P13612
O15164 O14763
P60484 P09086
P12931 Q9H3Q1
P41143 Q96J92
P20382 P33241
P00750 P10644
Q12931 Q96IF1
P78364 O75771
Q9NPI1 P29350
P32121 P63096
Q99706 P16298
Q9H0E2 Q13555
O43924 A6NMB1
Q96EK5 P48551
O95639 P07339
P49759 P51685
P18847 Q8IZP0
Q00536 Q13367
P17181 P46108
Q92624 P30153
P62993 Q6BCY4
P67870 O60749
Q15834 Q96P70
P17931 Q8WXI2
Q9H213 Q5TGY3
Q8TBX8 P19838
Q13895 P05155
Q8N2W9 P16471
O95870 Q9UHD9
P84077 O75995
P08235 Q13363
Q05513 Q9UJU6
P20226 P98172
P13688 P17538
Q12959 O75791
Q92918 Q8TDU9
P14543 P19438
P55211 Q7Z7M9
Q05655 Q9HCE7
Q9UNE7 O75078
Q14247 P00450
Q15154 P50570
Q9P0K7 P51843
P35568 P54259
P13796 O43502
O00471 Q13043
P35222 Q06495
O14776 Q9UBB5
Q9Y6C5 P12757
P05556 Q13011
Q06124 Q9NZW5
P23468 Q9Y3E7
P19387 O94842
Q13523 Q32NB8
Q15047 P68104
P23258 P40425
P06241 O00206
P13987 Q9UGL9
Q9UQB3 Q6ZU52
Q8IX03 Q09472
P41743 P55916
P10275 Q96IP4
P60953 P29966
Q9UN37 P06730
P27487 Q01892
Q13485 P20823
Q9HAW0 Q9NZ81
Q92731 Q8TEW0
Q15303 Q8IUC8
P35548 Q6ZU52
Q99759 Q5JY77
P98095 O00220
P30307 O00231
Q92673 O43586
P62993 O43261
P61981 P63167
Q9Y6Q9 Q08945
P35998 Q9P0K7
O75970 O14544
Q08380 P19429
Q92900 P01583
P52292 P42224
P08047 P54762
P35556 P11474
P35609 Q92997
P14373 Q14669
Q96MA1 P14735
Q9NPD3 P01024
P63261 P05121
P53350 Q12983
P51532 Q53FA7
Q9Y5J3 P36406
O14788 O76064
Q9UMX0 Q13813
Q8N5S9 Q8TF01
P09544 O96006
Q92793 Q969G3
P30556 P07766
P52179 P49023
P03372 Q12933
P12956 P24385
Q07954 Q9UHF0
P52333 Q9C0C4
P58340 O15360
Q08881 P37287
P45983 P67809
P62330 Q9H0B6
Q92793 P49918
P54253 P51693
O15294 Q9GZS1
P25963 Q06609
Q15047 O95751
Q9P2H0 O43741
Q96RT1 P10070
Q9UKI9 P05386
O43364 Q86UL8
P53779 Q9BUE0
P09769 P56524
P29590 P55089
O15530 Q9UK45
P20929 Q15717
P49841 P63165
P27701 Q6P1J9
P42336 P80075
Q99689 O60282
Q16611 A6NGB9
Q6PIZ9 P19784
P04437 P14314
Q07889 Q9Y244
Q9HBA0 Q86SQ9
P17612 Q99417
O60563 Q9NYA4
P06493 O00453
P12956 P62987
P02545 P18583
Q9BQ66 P08195
P02452 O75807
P38398 Q99687
Q13285 P21673
P07948 P07858
P06241 P08648
O60383 Q92994
P11912 P42338
Q15834 P16422
Q06124 P22059
P16284 P36406
Q06124 P17342
Q13200 P20807
O75807 Q96CV9
P35520 P41145
Q13347 Q15303
Q9UBU7 Q9H422
P07948 P35241
P54253 Q9HD26
Q09472 O95218
P11387 P24588
Q70EK8 P37173
P11717 O14974
Q5M9N0 P42858
P61981 Q9P2K6
Q9NQC3 Q96SB4
P63104 P11021
Q13492 Q8N5D0
Q07955 Q12904
Q99732 Q9UNK0
Q13485 P07148
P30556 Q9Y6N9
O60264 P68032
O43924 P48201
Q01780 Q9P2R6
Q12962 Q12959
O14910 Q8IUC6
Q96A00 Q92918
P14778 P21980
Q9UBN7 Q9BXS9
P49716 P32241
P05107 Q8TAX7
P36941 Q13177
P07384 P46013
Q15700 P11487
Q9NRR5 Q12851
Q13114 P08648
P06239 Q15561
P11166 Q9UNK0
O00151 O14639
P62917 Q13367
Q15796 Q8TAE7
O95376 Q96SD1
Q92793 Q96RU7
P14923 Q15700
Q15080 P16455
Q13526 P15056
P35243 P41594
P02686 O60568
P16949 Q13363
Q04724 Q9Y328
P30281 P37235
Q04206 P53611
P55039 P98170
Q92731 P13796
P48751 Q9H4Z2
O75525 O60269
P01730 Q96A83
P68400 Q99743
Q8N6Y0 P61224
P12757 P04899
Q15834 O00194
P19338 P98082
Q6EEV6 P47224
Q14469 P10636
P27986 Q9C0J9
Q13393 Q05193
P67775 P05787
P15336 P19235
P78314 P00374
P16144 Q4J6C6
Q8IWZ3 Q13131
P52789 P34947
P02751 Q92628
P06493 P16152
Q96D98 P48552
P05556 Q99962
P62993 Q9NZJ5
Q9BQ66 P21741
Q9UIV8 P61081
Q9GZX5 P60900
P30301 Q8TAD8
Q07890 Q15149
Q9Y3C5 P42680
P49902 P35869
Q05516 P07947
P27986 Q13464
P49736 P12018
Q12888 P23276
P61586 P16234
P28223 Q9H4L4
Q9NQT4 P25705
Q71DI3 O14492
P52566 P28482
P29590 P51959
P49758 Q99832
P10275 Q9H0U9
P84022 P37287
P37231 P42127
P84022 P48643
P26045 Q96CD0
P09429 Q15788
P51114 Q13813
Q14686 O15392
Q9NV56 Q9BZL6
P17252 Q13873
P10914 P08559
Q96AE4 Q9NZC7
Q8N4C8 Q8WXH2
Q7L622 Q9BRB3
P68400 P61956
P15498 Q16513
P04899 Q02641
P04278 P46939
P61020 Q13838
P20273 O60684
Q9Y5P4 P42224
O95071 Q9UKJ1
P35612 P30542
O14964 Q9UBU9
P08123 P62310
Q15370 P12931
P04278 Q8IU80
P42224 Q8NFP9
O14964 P51813
P17706 Q92851
P61081 Q9BST9
Q9BX66 P61201
P38398 Q9UNK0
P12814 Q7Z6M1
P26367 O14559
P61586 P12018
Q8WU20 Q99698
P08514 P60709
Q92817 Q13371
P29323 P31273
P49407 Q13351
P62195 Q13868
Q92830 P27348
O14654 Q15796
P27348 Q13158
Q6VMQ6 O95084
P15336 Q9NQL2
P04278 P56693
Q9NX02 P16389
P05067 P61956
P14923 Q86SE5
P78527 P17302
Q9UI36 P51003
P53350 O00555
Q8TAI7 Q5QJE6
P02647 P12821
P08123 Q5JVS0
O60232 P41231
P28482 P31749
Q92793 Q13616
P61586 Q15109
P63279 Q13772
Q00610 Q9NP79
Q16665 P51587
O43924 P08631
Q9UKX7 P00918
P25116 O14908
P17612 Q70J99
Q13432 P98170
O43318 Q9NPY3
Q9ULV0 Q05086
P35269 P31785
Q12789 P10451
Q13547 Q02487
P00747 P32927
Q15080 Q13177
Q92796 Q9UL26
P14635 P25105
P41743 Q8N1V2
P13598 O14965
O14653 Q8N6C5
Q8IUC6 Q8IYF3
O00459 Q07869
P53350 Q9NZN5
Q6EEV6 Q9BQ66
P15336 P28289
P37231 P00390
P04406 P16234
P84077 P03952
P55884 Q9H0B6
O60825 Q6IA86
O75940 Q13868
P16070 Q99836
Q99750 Q04771
P04150 P05090
P14317 O60895
O15169 O14796
P31749 Q00577
P05107 Q99608
Q99569 P17706
P14373 Q969S3
P31751 Q92841
Q15047 P10275
Q9UKY1 P60953
Q13432 O95793
O75376 Q13424
P57086 P00390
Q9BQ66 P49418
Q86YM7 P09871
Q14050 P09172
Q05516 P62304
O14543 P21675
P04278 Q13387
P05230 P06276
O43318 Q9NQC7
Q99962 P61088
Q15382 P54259
Q13885 Q9UN74
P50553 Q12788
P67775 Q15797
Q15038 P23582
P51692 Q13347
P49023 P55774
P82933 Q9UBW8
Q00613 P23443
P05107 P16389
P28482 P41743
P10912 Q96H20
P02675 P21941
P25445 P60228
P07948 Q12913
Q9NWQ8 Q9P2J9
Q8WYH8 Q5T0N5
Q92793 P10809
P46531 Q96A23
P26651 P20226
P61981 P35555
P60484 Q9NPY3
O95251 Q9UI14
P60484 P29323
P01344 O00212
P51531 Q99700
P63167 Q13158
P49023 P04216
P60953 Q12840
P05783 Q6VMQ6
P20265 Q9HCU9
P49715 Q9Y490
Q04206 P14635
O75569 P13987
Q15466 O60603
Q13573 P13645
P06493 Q00535
Q15262 P49641
Q9BXW9 Q06323
P21583 P54725
P35613 Q9NRC1
Q13257 O60566
Q02223 Q9HB75
Q9Y3C0 P46531
P06241 Q99909
P63027 Q9UEU0
P28324 Q03001
Q05195 Q8TAX7
Q16602 Q7Z6A9
P48745 Q8NC60
P10275 P14780
Q14789 P29274
P51587 Q96HA8
P16234 Q00526
