Q00684 P01097
P23561 P53959
P87284 P04386
P17695 P40987
P38822 P53851
P38699 P38998
P41912 P10363
P45818 Q12389
P25648 P26570
P47150 P47822
P39952 P41901
Q6Q547 Q08683
P22276 P25591
P38699 Q04053
P38072 P20133
P07272 Q03768
P32583 P07278
P41697 P39009
P12684 Q12107
P23776 P32599
P48813 P33339
P53824 P08638
P53142 P06773
P39702 P32478
Q04225 P32564
P38842 Q00416
P07260 P07276
P34087 Q06697
P53124 P25297
P23291 P25569
P47012 P53959
P34161 Q03081
P32504 P43602
P30656 P32354
P39730 Q01159
P33297 Q08902
Q03063 P06104
P25605 Q06644
Q12494 P03069
Q99189 Q08193
Q08558 P33335
P39875 P53253
P53961 P35842
Q02630 Q03406
Q06632 P38219
P38992 P32598
P37296 P33296
P28496 P06704
P38789 P00431
P42935 P36160
P40187 Q04338
Q12050 P53955
P23179 Q08004
Q06339 Q08004
P38727 P32499
Q02825 Q08683
P47037 Q12154
P53961 P53032
P53857 P09938
P53901 Q04003
Q06137 P22135
Q07084 P38744
Q02794 P47005
P40095 Q99190
Q02732 P36103
P40478 P22202
P32561 P53954
P25376 Q06631
P42946 P38867
Q08732 P38302
P23594 P26449
Q12059 P38273
P39960 P32559
P32588 Q7LIF1
P38182 P40348
P48836 P28519
Q00772 P47152
P32387 P38194
Q08208 P40987
P22543 P32914
P47150 P25847
Q03213 P32325
P40314 P36104
P53079 P39113
Q08465 P06102
P40357 P06784
P39967 P40890
P53238 Q05787
P24384 Q12055
P06701 Q05359
P22133 P38163
P17214 Q08204
P53549 P04051
Q08235 Q03661
P11914 Q12464
P16861 P23255
P46678 P38274
Q06632 P40970
P02294 P40563
Q08986 P14359
P45976 P39703
P18239 Q05881
P49435 P40341
P38720 P39004
Q05778 Q05359
P43132 P25045
Q12343 P46682
Q03691 P36130
Q06551 P09457
P07250 P39968
P47160 P41895
P08431 Q12082
Q03323 Q06644
P39112 P34164
P38776 Q06580
P48361 P19358
Q02336 P11075
Q12443 P53086
P35189 P40340
P39548 P38768
P25371 P38636
P13393 P33892
P13433 P07258
P38810 P21304
P38883 P20134
P40563 P32486
Q08236 P39685
Q08285 P38082
Q08096 Q12071
P53941 P38130
P38708 P53096
Q03957 P39515
Q12402 P32588
Q05024 P36034
Q06177 P36027
P33333 P32807
Q12100 P40343
P10834 P33760
P38860 P14737
P21705 P53197
P00420 Q03254
P53256 P40460
P22204 Q06675
P20484 P40518
P53236 P38111
Q12262 P30665
P39534 P40395
P53628 P11914
P35718 P53169
Q12098 P48510
Q12335 Q02159
P50108 Q06005
P47074 Q07084
Q07800 P32379
P33760 P53171
P41815 P00445
P15891 P47038
P53265 P38764
P50111 P16474
P15303 P06786
P38759 Q03280
P23285 P36121
Q06632 Q00381
P35189 P34223
P28795 P53115
Q12224 Q03103
Q06200 P10622
P32859 Q9URQ3
P35184 Q08109
P05626 P38257
Q12004 P19262
P52488 Q04601
Q03290 P29509
Q06200 P53924
P39996 P40360
P53104 P38298
P53181 P39954
P47090 P12904
P53599 P38152
P50091 P21339
P38842 Q00618
P32319 P17442
P39954 P40510
Q03860 Q99176
P32480 Q99190
P40438 P21268
P39730 P32494
P46963 P40969
P39925 P41544
P13434 P21192
Q00684 P47037
P39723 P35191
P25358 Q04121
P25644 P12294
P57744 P31412
Q12402 P31412
P29539 P23639
P54791 P20053
P33750 Q08683
P07250 Q12152
P40319 P40303
Q12243 P12683
P38720 P38729
P23644 Q12297
O13297 P22209
Q06451 Q06554
P47090 P39940
P25299 Q02932
P00128 P38861
P25502 P19955
P40475 P13185
P49573 P46954
P23291 Q04439
P39967 P53243
P29539 P38264
P23642 P07276
Q06005 Q06096
P35497 Q06675
P40527 P38063
P16370 Q07376
P38339 P16151
P36048 P35189
P38689 P53108
P33311 P40356
P53152 P40496
P38627 P25502
P38727 P35842
P08456 P32911
Q03944 P38692
P36118 P38181
Q06451 P12684
Q02196 P20050
P19097 P36168
P47025 P40693
P22219 Q12223
P21965 P36125
P32859 P47058
P42934 Q12222
P05626 P38820
P34241 P40328
Q02516 Q04233
P04786 P05317
P19880 P53857
P41544 Q99181
Q05946 P04050
Q04225 P53552
P39534 P38855
P47171 P43638
P52286 Q01722
P32836 P36162
Q08032 P38156
P38112 P35842
P38907 P32767
P39552 Q08004
P37366 P60010
P53068 Q02208
P39107 P31378
P00729 P23595
P43561 P39521
P38182 P16151
P39996 P38257
P39011 P36049
P47132 P40038
Q05958 Q12159
P32657 P46673
P48524 P25382
P46675 P06775
Q03792 P21651
P25644 P40957
P12684 P40555
Q12527 Q12019
Q12341 Q12035
P28000 P38726
P34162 Q12330
P20676 P09064
P32796 P43682
P26755 P53271
P13382 P07866
P38439 P53919
P13259 P17555
P38819 P32905
Q08032 Q04749
P53116 P41546
Q12159 Q02948
Q03063 P53237
P18963 P38719
P23059 P08678
P38805 P25441
P47160 Q08975
P53100 P29468
P53840 P46974
P38766 P16451
P10834 P53044
P23285 P28000
P38988 P38827
Q06679 P32829
P36053 P38784
P53150 Q02776
P53068 P39515
P32528 P43555
Q04195 P32805
P53914 Q02793
Q12035 P42944
P53261 P14064
P10863 P34223
P53834 P32341
P47185 P00899
P54862 Q03220
P32803 Q06217
P40360 P47053
P40509 P40360
Q12749 P06844
P39702 P17695
Q02795 P05030
P35190 P35189
P32583 P33306
P42944 P38344
P40480 Q08465
P47050 Q12194
P53244 P36147
Q03148 P32910
Q03533 P25371
Q03697 P38742
Q08465 Q12021
P38346 P38072
P07270 Q06675
P22276 P27636
P40335 P50106
Q99186 P53253
P25632 P39730
P80667 P38086
P25615 Q12194
P25045 Q07442
P53236 P40020
Q08032 P39517
P34224 P38970
P35197 P81449
P36121 P09119
P53116 P50091
P39723 P23641
P33334 P34227
P32573 P81450
P38863 Q03860
Q12329 P38967
P40103 P38719
P01149 P46949
P10961 P38720
P38063 P53108
Q02774 P40328
Q12059 P05453
P38121 Q03776
P19454 Q99382
P54199 Q12066
Q06340 Q12071
P32641 P54885
P08678 P15992
P36145 O13530
Q04958 Q12327
P38768 P38957
P36094 P38072
Q08562 P39960
P54885 P26343
P39720 Q08966
Q03012 P27476
P40965 P43596
P19882 Q02895
O13554 P40957
P39729 P48581
P53147 Q06580
Q08649 P06774
Q02206 P25651
P33335 Q03125
P25346 P29469
Q08972 Q02721
Q06479 P38819
P32634 P33303
P46954 P10363
P27692 Q06651
P10961 P38077
P80428 P32521
P38319 P13186
Q05946 P40434
P40355 P21951
P32481 P47822
P50104 P42935
Q00776 P32832
P38086 Q07834
P47110 O13539
P21957 Q06177
P32899 P32838
P45976 P32368
Q12176 P40455
P11746 P35189
P25371 P10659
P27692 P39940
Q12262 P41805
P40087 P53233
P87108 Q03263
P25657 P16387
P41695 P48562
P07248 P54861
P38692 P46676
Q03148 Q05900
Q12447 P39010
P38776 P32336
P47011 Q12071
P39552 Q06091
Q06135 P32892
P53181 Q08951
P34252 P33399
Q02516 P53049
P23639 P22138
O14455 Q07921
P32479 P07834
P40395 P39992
P48525 P25580
P20435 P53973
P38272 P38265
P11978 P38329
P13902 Q02866
P40457 P38302
Q03455 Q05021
Q02908 P43542
P38086 P32571
Q12380 Q99344
Q02884 P43594
P38910 P47035
Q06200 P02309
P40360 Q04511
Q03920 P42946
P16649 P36107
P43562 P23285
P47152 P53159
P38829 P39001
P33335 P53914
P00410 P43560
P35210 P28834
P09440 P32597
P39727 P38439
P25376 P06839
P38112 P53265
P48361 P45818
P46678 P18759
P32559 Q12321
P38703 P47083
P47074 P38696
Q99383 Q03455
P01119 P52490
P07256 P50113
Q03323 P36008
P25367 P53265
Q12083 P40009
P39734 P28239
P53181 P38716
P39720 P41807
P23833 P17442
P40204 Q08465
P22579 P16474
P28004 P25454
P32581 P14291
Q12004 Q03654
Q04636 P27515
P32835 P21190
P07272 P39517
P46985 P53211
O13297 P33298
P47171 P40960
Q02336 P38240
Q08649 P38147
P33200 Q02892
P34160 P53253
Q07468 P53115
P53863 P54791
P25299 P33297
P40971 P39715
Q02206 P27351
P23594 P39685
P40005 Q07478
Q04660 P38240
P10507 P25294
P23291 P13586
P02309 Q12255
Q04199 P00128
P33335 P38929
P32529 P14832
P36010 P00410
Q06488 Q12158
P21705 P32945
P40314 P53878
Q02204 P24867
P53176 Q12363
Q05998 Q08601
P23833 Q02908
P28791 P33339
Q08553 Q08229
Q03579 P22035
P39706 P36015
P39520 P32381
P40478 P37303
P52491 P38249
P53032 P53044
P25293 P53272
Q08902 Q06490
P39702 Q08245
P17898 P40187
Q03254 P40510
P33892 P53823
P53616 P36010
Q12243 Q05998
P53045 P50875
Q08162 P38265
P32447 Q02775
P27801 P33767
Q01080 P32578
P38774 P07250
P53061 Q07442
P00331 Q07921
P53147 Q08235
P53209 Q12310
P40475 P40303
P53863 P42841
P52488 P50078
P38712 P00549
P53322 Q06405
P04051 Q08732
Q12157 Q04322
P16661 P31378
P02994 P33296
P40480 P14242
P38960 P47083
P38703 P32629
P32585 P53036
P38967 P30902
Q12488 P07149
P25584 P40513
Q06412 P40073
P39987 P37370
P53877 P38627
P42944 P57743
P32803 P32628
P53142 Q06639
P12954 Q03735
Q06407 P38811
P40496 P40066
P25346 P08679
P53243 P41805
P31385 P35817
Q05031 P89102
Q03012 P08638
P16522 P38276
P38729 P32528
P43638 P40438
Q06644 P38744
P36049 P47061
P28004 P07342
P22517 P01119
Q05016 P87284
P27636 P00431
P36084 P39935
P50945 P54790
P23594 P81449
Q02574 P38247
P41896 P07262
P49018 P47176
Q06676 P22082
P25376 P20052
Q03935 P19658
P53259 P35207
P38070 Q06630
P53236 P14747
P53877 P40064
Q07418 P38272
Q08749 P32349
P11709 P38811
P32910 P38757
P18963 P32569
Q05166 Q03125
Q04121 P20448
P23179 P53286
P50944 Q06675
P34218 Q06451
P35718 P25615
Q02795 P25043
P43562 P22224
P47090 P47116
P38627 P38781
Q07896 P50104
P38789 Q03103
P31385 P89105
P28791 Q08773
P24384 P40462
P40890 Q02784
P26755 Q01590
P38068 P40457
P32618 P43563
P40992 P36068
P40471 P22140
P20676 P02293
P25371 P48568
P38208 P43545
Q04493 P32332
P53168 Q12692
P38697 Q12336
P40513 P53096
P38068 P53256
P47115 P36094
P53877 Q12154
P12695 P40186
P04912 P13433
P40507 P47110
Q08581 P06786
P30624 P18238
P40348 P05986
P40970 P40018
P53045 P25296
P33399 P35210
P40457 P53959
P39954 Q12335
P39101 P36049
P32480 P26188
P38960 P32855
P38759 P40438
P38817 P20424
P29468 P13433
Q12233 Q06436
P46956 P09733
Q12060 P10863
P48568 P36161
Q02260 P25045
P39875 P39935
Q02516 P06634
P40492 Q12158
Q12420 P25847
Q03750 P36027
P46678 P49018
P16649 Q07509
P14242 P36006
P33754 P46677
P30283 P38200
P31382 Q03661
P35191 P25389
P39685 Q99176
P53855 P53093
P08456 P00950
P38429 P24867
P45818 P32793
P32588 Q04697
P53079 P46949
P05318 P38910
P07273 P28743
P20434 P53286
Q07914 Q06679
P38344 P04051
P38751 Q08004
Q08986 Q12192
P25301 P25615
P47038 Q12692
P87108 P40096
P53861 Q06208
Q06169 P89105
Q02629 P33296
P14832 P53212
P38288 P06778
P53941 P33122
P33298 P53973
P12294 P38204
P25294 P40341
P40003 P01149
Q03656 P16370
Q06616 Q03691
Q03162 P50090
P00445 P13259
P21651 Q00246
P38428 Q08949
Q03435 P47113
P15367 P36005
P39534 Q12368
P25346 Q12206
P14359 P38744
P53280 Q05016
Q05931 P33297
P33301 P53912
P39552 P21306
P38881 P33333
P39551 P32389
P26755 P53176
P39702 P53252
P32525 P06700
Q03655 Q01217
P10659 P15938
P40016 Q03263
P53965 P04819
P25346 Q12330
Q07915 P28239
P19097 P38827
P47012 P32832
P47052 P11154
Q06630 P02829
Q04062 P14922
P30606 Q04930
Q12159 P06634
P40495 P43604
Q05080 P54790
Q12434 Q01217
Q02721 P32505
P50078 P53244
P39551 P25385
P25294 P40958
P11484 P47123
P38144 P32629
Q06488 P35182
P32900 P25648
P39994 P20457
Q12206 Q03750
P53254 Q06697
P53221 P40020
P33339 P40494
Q12377 P47025
Q00816 Q08683
P33122 Q99181
P38191 Q12363
P07347 Q02608
Q02630 P38304
P25376 Q03697
P23561 Q08204
P46949 Q03834
P40348 P53900
P43562 P39998
P19454 P47187
P38153 P38251
Q06676 P21304
P53616 P48836
P39702 Q05785
P38351 P32793
Q03944 P32337
P35842 P00724
P48568 P19657
P38842 P48562
P53212 P22135
P53147 P33892
Q02204 Q03898
Q03900 P35817
P38623 P04817
Q12233 P50275
P32641 P38328
P25453 Q07657
P53824 P39009
Q08032 P35184
P51601 P38351
P29468 P53685
P04046 P41912
P38237 P53253
P53954 P06700
P38351 P38077
Q12142 Q03125
P38273 P38264
P08456 P52910
Q02732 P54837
Q02608 P40094
P53538 Q05946
Q92317 Q04110
P33304 P40492
P43545 Q00955
P50104 Q06616
P07703 P19145
P40069 Q07350
P46681 P33313
P40541 P41818
Q12390 P15367
P22203 P09119
Q06628 Q02776
P06169 Q12157
P38293 P22579
Q03308 P25376
P22035 P13186
P23594 Q03280
Q03920 P46678
Q06340 Q05911
Q12019 Q02256
P25569 P46974
P43616 P35206
Q02732 P35056
P11972 P43682
P87108 P40055
P38811 P40515
Q03323 Q03862
P36062 P38907
Q12082 P04386
P43568 P22579
P38838 P53552
P36121 P07347
P40475 P38217
P13259 P23285
P53211 Q12174
P53883 Q02608
Q01454 P32909
Q03897 P08539
P22140 P53203
Q12060 Q04930
Q03071 P06778
P40003 P53740
P53824 P38794
P47822 Q12336
P18239 P32939
Q12157 Q08119
P24384 Q02196
Q05583 P36027
P38123 P53550
P52286 P47187
P16151 P34238
P38819 Q12208
P05318 P36009
P20052 P17106
P29311 P38352
P53738 P47042
P23776 Q12100
Q06344 P25342
P25358 P14737
P47068 Q12349
P40073 P15992
P22515 P38085
Q04226 P40960
P04786 P39960
P39987 Q03956
P53863 P49334
P32571 Q06208
P40038 P43609
P36057 P31111
P38181 P28834
P40507 Q06344
P14682 P40456
Q03012 P30605
P14922 P47185
P46669 P32264
P53616 P38810
P40325 P40356
P40010 P04817
P23202 P53265
P27895 P39547
P40355 P25646
Q08032 P32899
P39682 Q04089
Q03661 Q03790
P39952 P53323
Q06205 Q06169
P40316 P53823
P32502 P38272
Q12241 P38902
P40507 P32499
Q12449 Q06168
P32829 P31378
P25301 P10081
Q03323 P32773
P38590 P38781
P38727 Q06412
P39990 P47123
P43562 P38811
Q06102 P26798
Q00772 P54790
P47167 P00724
Q08032 P50091
P01149 P53622
P40457 P43604
Q02629 P33122
Q04368 P32859
P41817 Q06708
P38886 P20050
P32835 P02294
P38821 Q05911
P25293 Q04307
P33759 P17891
Q04004 P53633
Q06324 Q12102
Q02100 P48568
P46956 Q04264
P06773 P25847
P39720 O14455
P45976 Q12306
Q03177 P46673
Q12100 P38240
P32468 P53115
P21957 Q03899
Q03103 Q06673
Q12452 P53233
P18759 Q12406
P32264 P40343
P40512 P32836
P40890 Q12192
P39735 P32564
Q03063 P19955
Q01939 P80428
P32602 P25045
Q02908 Q92316
P40991 Q01159
P39101 P46677
P01120 Q07350
Q12380 P06838
P40355 P33328
Q02260 P32341
P38138 P47037
P32387 P32328
P39548 P30624
P22138 P41318
P53890 P32859
P31382 Q99190
P49573 P32828
P26755 Q12264
P49334 Q05021
P12887 P47113
P39702 P38042
P38742 P22579
P41810 P11972
P36121 Q08438
P06243 P28239
P25376 P25659
Q12030 P53136
P38960 P18239
P52488 P36034
P25567 P36125
P38712 P06781
P38690 Q07904
P32350 Q12692
Q05874 P23179
P33199 P21339
P06777 Q04675
P53238 Q05359
P40527 P07170
P47052 P43588
P43545 P50091
Q06200 Q12041
P11978 P33332
P16661 P38523
P12385 P07257
P36116 P25336
Q06135 P47176
P46676 P36973
P28519 P08018
P45818 P00729
P00830 P47038
P42934 P40469
P10507 Q06216
Q12038 P47027
Q06169 P21691
P38270 Q12432
P13434 P35169
P26798 P39987
P42934 P14736
Q12129 P52917
Q02206 Q99383
P53070 P21190
P38911 Q07915
P25559 Q02721
P11745 P53337
P32529 Q04930
P53091 P47042
P20676 P18961
P40529 Q01454
Q12411 P32558
P38769 P09119
P36168 P16474
Q12233 Q02199
Q99190 P29055
Q06339 Q03785
P07269 P89105
P49955 P36125
P38615 Q12006
Q04636 P27614
P39520 Q12082
P06782 P40032
P43542 P43569
P32432 P04819
P40469 P32902
P07256 P35210
P53949 P40352
P30283 P00358
P24004 P47037
P38789 P26755
P39928 Q12285
Q00873 P27705
P24813 Q07478
Q04792 Q05787
P40582 Q02804
Q06001 P04386
P36009 P40362
Q12233 P13902
P39011 P46964
P25046 P36024
Q04673 P38794
P53209 P01120
P81449 Q12020
Q06677 Q06005
P38555 P07249
P40991 P29056
P39734 P54861
P38428 P47025
P39723 Q03750
P53070 P32318
P26188 P40513
P38353 P21306
P38953 P53323
P46956 P32566
P16522 P13185
P28519 P07274
P36118 P32453
P39966 P38163
Q07914 P40202
Q08902 P36037
Q03944 Q06675
Q03338 P38910
Q05016 P04807
P52960 P40970
P50101 P53389
P14291 P07283
P47129 P38265
P53633 P32354
P23639 P47115
P11075 P35842
P47083 P32807
P45818 P38068
Q12224 P39962
P36129 P38915
P43562 P40518
P49573 Q06675
P38111 P38691
Q12347 P53211
O13297 P46947
P20795 P07273
P40496 P42841
P33301 Q04370
P11710 P26343
P10961 P32642
P08456 P28707
P38191 P40340
P25453 P29703
Q08956 P53108
Q12396 P04912
Q12464 P32566
P53600 P28004
Q06102 Q08902
P40077 P53207
Q08465 P32381
P33301 P46671
P42846 P11914
P53045 P40360
P32366 P47042
P08539 P11075
Q12186 P38272
P41544 Q03784
P04147 P40360
Q08980 P38826
Q12059 P40988
P11747 P39715
P34160 P40014
Q04958 P25515
P47160 P39678
P36062 P12294
P47167 P41808
P53313 Q08387
P24384 P33400
P20604 P13393
Q12262 Q08496
Q12216 P33892
P13259 P38194
Q04847 P16658
P40473 Q12102
P53865 P32805
P10834 P07703
Q06178 P35210
P87108 P50108
P41817 Q92331
P40434 Q03373
P38193 P40032
P43613 Q03761
Q12050 P36129
P25453 P33750
P47027 P19097
P15436 P32499
P39929 P38630
P48524 P38240
Q12026 P38696
Q12522 P50874
P23337 P38333
P47037 P22202
Q05931 Q12026
P25579 P40069
Q12270 P06784
Q03656 P13434
Q08685 P53124
P26188 P39707
P41912 P12904
P52919 P53096
P40167 P28239
P43594 P15992
P52960 Q02948
P89105 P32324
Q12118 P14906
P53847 P32915
P33754 P25382
P38353 P23638
P46678 Q08601
P11747 P00854
P38991 Q06224
P38353 P13393
P39073 Q12060
P40070 Q05016
P11978 P38523
P34252 P38085
Q04225 P38288
P38751 P32892
P53632 P49956
P25346 Q04110
Q06436 P07703
P00359 Q12174
P38351 P43616
P25301 P53742
P36057 P53628
P27692 Q12483
P47166 P06775
P11745 P34227
Q02574 P38272
P40319 P41911
Q01217 P47124
P53248 Q02795
P40038 P06700
P47135 Q12019
P40079 P32838
P53191 P23595
P20434 P34217
Q04491 P38826
P32319 P22213
P17695 Q03177
P39720 P32381
Q08683 Q03758
P16387 Q03940
P25346 Q06631
Q07915 P38695
P38989 P27692
P53147 Q04697
P40465 P13259
P47027 P02557
O13565 P16370
P14736 P47115
P39994 Q00873
P48524 P25502
P21957 P25296
P43682 P32783
Q08746 P38827
Q08096 P25296
P14242 P06784
Q08923 P38766
P11978 Q07904
P25301 Q06651
P53437 Q12335
P01149 P39717
P40509 P32829
P00331 Q12415
P48232 P32564
P25341 P36036
P39101 P06704
P41817 Q03735
P39702 P47135
Q04225 P12683
P50874 P38149
Q03655 Q00381
P34241 P47064
P35190 P38915
Q08235 P26754
P53952 Q07986
Q04368 P32387
P07276 P43592
P53893 P43682
P41546 P25043
P17442 P11076
Q07540 Q12477
P48361 Q12082
Q03697 P52891
Q08550 P21339
Q05080 P47052
O13297 Q06096
Q99344 P53388
P14242 P40890
P10507 Q12028
P38930 P39007
P13663 P53851
P32573 P40582
P25371 Q08492
P53116 P38821
P53322 P32915
P28791 P19955
Q04272 Q12157
Q05958 P08638
P16861 P39954
P23285 P06700
P25360 P43621
Q02260 P38860
P01123 P21657
P38903 P46964
P32828 P07149
P46655 P38811
P19454 P23585
Q08980 P39707
P26755 P40094
P53961 P38261
P00546 Q12372
P10863 P01123
P04786 P19454
Q12327 P50086
P47090 P35728
Q02204 P40480
P43603 P38703
P43609 P35207
P47052 P32805
Q03012 Q02159
P35184 P38264
P22140 Q12206
P32805 Q12028
P53081 P38112
Q12488 P38181
P00445 P46678
P53259 P38993
Q12306 P39992
P53886 P40073
P09959 P46964
Q03208 P38910
Q00873 P38781
P31111 P39517
P38910 P50091
P39112 Q04004
Q03834 P43574
P40319 P43612
Q04217 Q02775
P53171 P36000
P53840 P38827
P12887 P22139
P53150 P32830
P38877 P22209
P53930 Q04477
P25346 Q03322
P33313 P22579
P25358 P51862
P40202 P28241
P36018 P36034
P46669 Q07688
P53600 Q12372
P53215 Q07381
Q05016 P21672
P16474 P38165
P35180 P41805
P38319 P37366
P29468 P04821
P39113 P32629
Q08215 P48439
P39875 P52918
P28239 P42942
Q12168 P32453
Q06675 Q12300
P32805 Q12389
P47822 P17629
P53211 P53108
Q06411 P38915
P38999 P32486
P23833 P89886
Q03954 P38827
P00044 P50104
P40484 P32902
Q12066 Q01560
P45818 P53171
P25382 P36027
Q06200 Q07442
P54791 P11154
P19658 P41912
P25453 P22543
P25441 P32639
P23287 P38699
P38821 P49956
P38789 Q12019
P38811 P30657
Q12380 P22082
Q06708 P50105
Q01684 P38789
P36057 Q00381
Q12434 Q12415
P07264 P53108
P10834 P32773
P53344 P38886
P38692 P12695
P40970 P53971
P53203 P23641
P53131 P53540
P48566 P43572
P39996 P54885
P53750 P52917
P39723 P33335
P40512 P36168
P40075 P40473
P34252 P57744
P40574 P40060
P32334 P40956
P47129 P38860
Q99207 P23337
P30624 P40348
P43586 P53093
P32602 P25847
P38286 P31412
P23059 Q08683
P53215 P01119
P39734 P53604
Q12050 P54861
P25376 P53115
P00410 P00950
P23179 Q12517
Q07800 P21243
P25346 Q00873
P11747 Q03862
Q12343 P35180
P38286 P24813
P46655 P36160
Q03935 Q07904
Q04935 Q05610
P33759 Q12306
Q06488 Q06490
P32264 Q08902
P40462 P20484
P06704 Q06490
P32500 Q06525
P38736 P32566
P22336 P14242
P47038 P33891
P35191 P32939
P46677 P53344
Q04461 Q12066
P39101 P32634
Q99344 P32838
P27692 P27801
Q12222 P20434
P53628 P21691
P12383 Q12066
P29056 Q6Q547
P32657 P25358
Q08278 P40529
P42945 P48510
P32364 P23285
Q03103 Q12129
P40890 P02293
P20457 P19658
P38781 P53971
Q03656 P04911
Q00618 Q08387
P35688 P40971
P22216 P40475
P25584 P38962
P11710 P38877
P46954 P40565
P22224 P25441
Q08217 P16370
P53147 Q12220
Q12194 Q07622
P38042 P39685
P04051 P54837
P25632 P18962
P40151 Q04651
P32479 P18888
P41805 P53973
P14126 P38111
P33332 P19736
P38627 P47115
P41920 P04050
Q06488 P15367
P40091 P04050
P38820 P36121
P38810 P43555
P38144 P39552
P38636 P46965
P53633 P53163
P50101 Q01852
P53277 P53901
P38810 P04912
P32788 P53299
P32842 Q12262
Q02732 P38063
P39113 P25298
P48559 P10823
Q12004 P15705
P40512 P53212
P40038 P52917
Q04958 Q00723
Q06200 P38749
P38811 P39944
Q02206 P53552
Q06632 Q03322
O14467 Q02608
P34218 P36013
P47012 P53823
P54854 P19812
P53181 P52553
Q03976 P36162
P39875 P12945
Q12157 Q12499
P38261 P53231
P39928 P40518
P33301 P14922
Q03944 Q03973
P40496 Q02354
Q06411 Q12174
P39713 P47115
P32786 P38920
P21957 P41805
Q03435 Q12045
P04076 P38288
P36224 P23776
P38301 Q02574
P16474 P40160
Q06628 P39987
P47132 P53845
P29468 Q12082
P28496 P53952
P41832 P26449
P87108 P47912
P29295 Q07509
P34240 P47042
P39706 Q06651
P23724 Q04307
Q92331 P39955
Q04062 P40455
P32833 P38287
P35177 P46675
P32897 P39969
P40518 Q07986
Q00711 P23638
P38204 Q12248
P32597 P25582
P41800 P36129
P53961 Q04978
P04046 Q08902
P54862 P33338
P38872 Q05021
P53039 P06786
P32944 P36161
P53965 P29055
P22804 P22224
P11972 P40468
P06782 P38351
P47171 P38249
Q06135 Q03957
P38627 P38907
P36012 Q03976
P41921 P21304
P25632 P06775
P43562 P17119
P29539 Q03619
Q12522 P38163
P33335 P25382
P46681 P36130
Q02866 P38920
P47110 Q12264
P38689 P07703
P11972 Q06640
P39994 P35201
P02309 P32562
P53738 P53231
P24482 P40187
P50101 P38826
Q01159 P02829
P47912 Q06525
P33313 P53096
Q02336 P53628
P52960 P22543
P49686 P01119
Q03935 Q12518
P53952 Q08746
Q02159 P25303
P32525 P24719
P52960 P39014
P41817 P29703
P04912 P46673
P43603 Q06815
P18239 Q03018
P43609 P38132
P40077 P33328
Q04048 Q01159
P43569 P13574
P43545 Q04693
P38705 P46974
P36024 P32564
P43562 P33311
P34218 P43639
P35817 P06242
P23337 P40096
P47079 P12683
Q02204 P22517
P40316 P38240
P39734 P40303
P32447 P34224
P36017 P38264
P46682 P53115
Q07824 P43622
P48439 P39729
Q07921 P20486
P38705 Q00772
Q05080 P20134
Q08144 P43132
P48415 P80428
P20457 P53912
P38881 P38276
P38822 P40510
P38692 P16370
Q04562 P52491
P53735 P14680
P34162 P38904
P22214 Q08208
P32914 P48240
P20676 P41921
P25655 P54837
P07342 P47822
P33759 P04051
P12887 Q08873
P46675 P80428
Q07528 Q03702
P46985 Q12102
P04386 P60010
P22141 P32564
P53032 P08456
P25298 P11914
Q04195 P54867
P33754 P38910
P38123 P36129
P53070 P53755
Q06449 P46671
P31383 P23285
P38084 Q04067
P47074 P32263
Q00711 P22517
P53857 P40087
P20436 P12294
P38288 Q12389
P21242 P47185
P38636 P07213
P53857 P00330
Q06676 P38182
P38251 P06780
P46674 Q07442
P40965 Q02784
P07256 Q06091
P14908 P33331
P40492 P38953
P22139 P23968
P28743 Q12216
Q08986 Q7LIF1
Q12175 Q06344
P53091 P38712
P06777 P07560
P36165 Q12464
Q01389 P38111
Q08923 Q12082
Q12100 Q12192
P18961 P40969
P15938 Q12199
P07703 P40160
Q03435 P53552
Q99278 O74700
P38703 P32605
P53877 P18562
P02294 P53941
P15442 Q04437
P41546 P17891
P37303 Q05911
P46677 P53233
P50104 P38998
P46669 Q04002
P53231 P32491
P38181 P21827
Q12063 P33200
P47052 Q99382
P53286 Q08975
P24719 P11710
P40453 P38112
P53616 P25558
P38727 Q02199
P38705 Q12223
Q02776 Q12230
P40314 P32558
O13297 P46961
P48559 P34241
Q03177 P53045
Q07540 P39083
P48581 P34164
P38068 P17555
P38251 P53181
P43535 Q08018
Q08581 Q03976
P53209 P25657
P39730 P38992
Q03435 P39079
P39723 P38842
P36520 P40518
Q06151 P38957
P41896 P53171
P27351 Q12321
P40357 P04050
P38700 Q99190
P18759 P54784
P38826 P40693
Q06135 P40325
Q08287 P53322
Q03455 P23644
Q02336 P38713
P38068 P38861
Q03655 Q07508
P52919 P39001
Q08208 P08678
Q04305 Q02721
P39112 Q04601
Q05931 P40565
P16522 P32380
P40155 P38826
Q03860 P47019
P53286 Q12192
P38324 Q07980
P32328 P40455
P39904 P34227
P46954 P25575
P47166 P32898
Q03897 P38717
P43561 P47090
P07834 Q04110
P39717 Q01852
P47090 P40959
P04912 Q12477
P40992 P33759
P32334 P31377
P46678 P39563
P02294 P36161
Q12734 P39875
P39720 P32854
P40302 P38351
P13185 Q06339
P13393 P36013
P34161 Q05998
Q03220 P39992
P47117 P32787
P32618 P46675
P10961 P38792
P14907 Q9URQ3
P07256 P25358
P48562 Q99382
P38968 Q02256
Q12734 P10823
P38276 Q06224
