Q03111 Q99933
Q08345 O00423
P16220 Q13363
P29597 Q96FJ2
Q9NWF9 P57735
Q04912 P50458
P16220 P25685
P51812 Q00534
O00161 O43281
Q8IZH2 P11387
Q15700 P36894
P84243 Q9Y4I1
Q9UIV1 P09769
Q9H444 Q9NZ52
O60674 P59665
P06493 P27816
P06127 Q6ZU52
P33993 Q15006
Q9BUZ4 P49354
P00533 O00418
Q15796 P04156
O75689 P00742
Q07889 Q9P1U1
Q9UBU7 O14654
P11532 Q9UPT5
Q969X5 P35354
Q9BQ66 Q8NG08
Q9Y261 P51665
Q13432 P10398
P43405 Q9Y2I6
Q99417 P21926
Q15750 P53355
Q15796 P43243
Q15654 O95271
P08887 P11831
P25942 Q96D59
Q13873 Q92563
Q9NRR5 Q15303
P14598 O75533
Q96S59 Q13190
Q9H1I8 Q92851
Q9H1I8 P22083
O00429 Q9UJU2
Q15185 Q8WYN0
Q9UNL4 P15336
Q13464 P20382
P34741 Q9Y4H2
P49802 Q9UKD1
P55789 Q00613
P04637 P04259
P06213 P01241
Q04206 Q12929
O75914 P68366
Q9BQ66 P51531
P20226 P51692
Q53EZ4 P50549
Q04206 P43243
P12931 P24385
P40692 Q01094
P14778 Q969F8
Q9ULB1 Q96SI1
P12931 P04278
P49703 O60716
P84022 Q07666
P61956 P17252
Q13432 P53618
O00308 Q9BVJ6
Q99418 Q14721
Q07021 Q86UU5
P38398 P17612
P01375 Q8NCD3
Q86Y13 O14964
P61586 Q01851
Q9H211 Q13569
P09471 P05771
Q9NZC7 Q16842
P31785 Q14686
Q96G01 O15498
Q07817 P31152
Q02094 P25942
P06127 P36575
Q96M11 Q96CW1
O96011 P01185
P61981 P32942
Q14192 P52948
P62258 Q00526
Q96NE9 P09629
P08254 Q08J23
Q52LW3 P10747
Q9ULV3 O95931
Q9HC44 Q9H4P4
P06400 P20701
Q09472 Q9Y624
P05412 Q16629
Q13469 O00505
O60239 P30874
P18505 O15126
O43747 Q00653
Q15797 P07585
Q13422 O75474
Q01094 P20382
P10415 P61081
P54253 P61968
P54253 P53611
Q96CW1 P00747
O95832 Q66K74
P54253 P50552
P55072 Q96A23
P27986 Q15047
Q92900 O60258
Q8TEQ6 Q9NPB9
P37173 Q99578
Q9UBF6 P42684
Q6ZU52 P84090
P27701 P53675
Q92558 P51587
Q93034 P07359
Q16665 P27361
P01889 Q9ULB4
Q93034 Q9GZR7
P27986 Q13224
P17252 Q02078
P19878 Q86UP2
Q13469 O43752
Q13501 P45973
P84077 P40145
Q12959 P0DJI8
Q15796 O43513
Q9Y3C7 O95136
P41597 Q9H2G9
P04637 Q8TBE0
P00441 P09884
Q15185 P18428
Q92796 P50453
P62937 P24592
P14672 P21817
P60520 Q9UNZ2
Q13547 P84103
P13010 Q92793
P04406 Q9UK99
P11487 Q16270
P14784 P14923
Q15797 Q15390
O43747 O95084
Q16695 P11362
Q9UKR5 Q8IYF1
Q07812 P55345
O95983 Q15398
Q08881 O95625
P20073 P21926
Q13885 P04406
P04049 Q14103
Q9NRR5 P10912
A5YKK6 P01127
P32241 Q9P289
O14617 P34998
Q9NPJ4 Q9UBX5
Q9UJU2 Q9Y6A5
P40189 O60506
Q13424 Q13227
P29475 P62993
P20963 Q9Y605
Q16611 Q96CG3
O15162 P60033
Q92731 O15492
P05107 P22676
Q9UPT6 P23246
O95671 Q9NR12
Q92793 Q02535
P08047 Q8N6I1
P55103 O00220
P63096 Q99608
P62993 P17482
P03372 Q96D31
P17677 P54296
Q13191 Q6R327
Q01094 P14923
P19174 O75821
P51693 P15498
P49286 O75446
P40424 Q9Y6B2
Q13526 P14373
P26927 Q8TE12
P56537 P07196
P50552 Q9NPI6
Q13485 Q96CW1
O43683 Q16864
P63096 O15162
Q6EEV6 P53041
Q99728 P60880
O43559 Q9P2K6
P17081 Q9UN19
P25054 Q9NPJ6
P06493 O75533
Q15369 P35749
O95295 Q15833
Q15796 Q9UDY8
Q15796 P09497
Q8TAA9 Q96HF1
Q15796 Q9UGI8
P33991 O60381
Q14449 Q9BWV1
Q13393 P21860
Q13114 P53350
Q16514 O15394
O43463 O15525
Q13873 P48736
P52566 A5PKW4
P62834 P20309
P84022 P05107
P30153 O60216
Q6VMQ6 P24394
P62750 Q7RTS3
Q99750 Q5T2W1
P06493 Q6EEV6
Q9UBC3 Q66K89
P03372 P10275
O43747 P60880
Q14831 Q14954
P11142 Q9UMR2
O75582 P49674
P42345 Q9UHM6
P17252 P62191
Q8NB91 P43628
P31785 P17931
P11802 P16035
P16070 P55884
P26641 Q13535
P08754 P48552
P63244 P15036
O00161 P11217
Q9Y6J6 Q9UER7
P17275 Q9Y6D9
O43318 P82932
Q99750 P55055
P08670 P21579
Q09472 Q9Y219
P61604 Q01970
O60828 O14686
P29590 P25445
P49407 Q9UBS8
P17252 Q14160
P68133 O00206
O15105 P00367
Q15437 Q13255
P68400 P22607
Q9Y2H0 Q6PML9
P33992 Q9UER7
P19784 Q9UL19
P21728 P17612
P62993 P20849
O00590 Q8N6C5
O77932 P08567
Q9HC52 Q9Y5Y6
Q8IZH2 Q86U90
Q9NRW1 P20151
P57678 Q9UMX0
O00161 Q16891
P36897 Q92686
O75056 Q9GZS1
Q14749 P15311
Q7L5N1 P68400
P24385 Q96A23
P04049 Q9NUQ8
P35269 Q92729
Q8WZ42 P36888
Q9BUY5 Q9UJU2
P26641 P21333
Q96QZ7 O60641
Q9Y618 P49023
P35222 P62820
P27540 O95816
P30291 P20366
P84095 P05120
P11362 O95716
P29466 P46934
P11831 P19174
Q13224 Q06187
O75822 Q9UNX4
P98177 Q04446
Q05513 O15287
O15230 Q8WWW0
P19388 P00747
Q96S59 Q92793
P05412 Q14738
Q01844 P10636
Q15287 Q92878
P50616 P18583
P84103 Q02763
Q99590 P51798
Q99967 Q8TEQ6
P28482 P84095
Q02410 Q9NRW7
P10275 Q9NWZ3
Q92736 Q8IZP0
P68133 Q9Y3C5
P28749 Q8N6I1
P09104 O14810
P18850 P63165
Q9NYN1 Q07820
Q96J02 O00422
O60716 O00327
Q92831 P49639
P61163 Q9BQE5
P32004 P04183
O15534 P28067
P38646 Q9UIS9
P31323 P35711
P48729 P46821
Q13009 Q9GZZ7
P40692 P28223
Q15080 Q13464
P42229 P43403
P05386 Q16270
Q12860 P21917
Q92831 P15529
Q10586 P53350
P08670 O94818
O60241 O75628
P04150 P06734
Q13838 Q9UN74
P49286 P47897
Q9UP38 P33076
Q09472 Q06187
P43405 P19022
O95150 P35626
P52597 P22626
P05362 P61247
Q13316 Q02388
P98170 Q93062
P27361 P54762
P24928 P46952
P12757 Q8NFP9
Q9UNE7 O15304
P48729 Q9Y5Z7
P15391 O43541
P22891 P55899
Q9NY26 P19021
Q9BSF8 P08754
Q92731 Q06330
P07996 P41143
P31749 P08253
P62993 P22888
Q71SY5 P78545
Q92731 P17544
Q9Y383 Q8TF74
Q15038 P16389
Q99717 P17600
O75843 Q92484
Q04724 O95757
O60341 Q96CN9
Q9Y566 P14373
Q15834 Q04759
P23511 Q12778
P51116 O43149
Q02094 Q03113
Q09472 P63104
Q5T3J3 Q8NF91
P27695 O15198
P02686 Q5T2W1
Q15365 P0CAP2
Q9H1I8 O15371
P11234 P02768
Q02846 P61326
Q96T58 Q149N8
Q13432 Q96JE9
Q15696 P09693
O95793 P32245
P31749 P14652
Q13363 O75380
P29323 Q01959
P18615 Q14919
Q14247 Q8WWF6
P35221 O75449
Q9H254 P14416
Q14152 Q12789
P04899 Q13315
Q04771 Q8NEM7
P10275 O95990
P49815 P61586
P78337 Q92900
P08047 Q9BRB3
Q9P296 P16410
Q02750 P57082
P16070 Q99741
P01127 Q15811
Q9UI14 O14522
Q04864 Q7Z6A9
O00220 Q9H6X2
O14744 P50552
O14737 O60885
P84022 Q13435
P19174 O14641
P14598 P49418
Q13705 Q13111
P23142 Q9GZX5
P01024 P05787
Q13158 Q9UPW5
P10276 O14746
Q16539 P46092
P30279 Q12904
Q14739 Q96H86
Q15287 P31948
Q08209 O43147
P51170 P14373
P50213 P24522
Q13347 O60674
P84022 P23142
Q13322 Q00839
P08887 P14324
Q13177 P51532
Q15811 P25105
P27708 P48357
Q9H0H5 P61006
P51116 P52948
P50570 Q14686
Q05209 P19438
Q14847 P12270
P51116 P14317
Q9BT92 Q9H0I2
P78358 Q9GZP4
P27986 O00238
P12931 Q6PKC3
P63165 Q9NQS3
Q7L5N1 P84022
P47712 Q969F2
Q96RK1 Q9NWQ8
P50453 O95398
P07948 O75688
P04156 Q96R06
P36897 Q8N6I1
P02741 Q9Y6D6
P17252 Q9P2D0
Q9ULX6 Q5TGY3
Q16181 Q13330
Q6P0Q8 Q5RL73
P09237 O15379
Q99814 Q12967
P05783 P31943
P54253 P42892
P60953 Q13541
P98170 O96013
O14920 Q15041
P55769 Q92620
P36575 Q9GZQ8
P09874 Q9Y3C7
Q13285 O14492
P06493 Q96GG9
Q9Y6Q9 Q92688
P55316 Q8NE01
P04198 P51677
P05412 P25063
P11142 O75554
Q8N2W9 Q9BRA2
P12830 P11387
P38432 Q9Y3E1
O75376 Q6PML9
P38936 P01111
Q96ED9 P51959
Q5RKV6 Q86UU9
Q15436 P01225
Q9Y5X1 P27701
P32121 P49407
P62993 O14493
P09619 P01189
Q92781 P17706
P61981 Q00610
Q12955 P49841
P68133 Q08050
Q15797 Q92876
Q8IZ52 Q9UDY8
Q8TEL6 O95081
Q16778 Q6EEV6
Q15544 Q9GZR1
P07948 O95084
P05412 Q96ED9
P02748 Q15382
P27361 Q9H7U1
Q9Y2X7 O43719
Q01518 P12757
Q13191 Q9BXA6
Q16363 P30533
O15399 P30154
P04637 Q13873
P98160 O75915
Q00653 Q96A23
P17252 O60880
Q8N4C6 O75444
P62993 P08173
P55316 P30273
P11171 Q06413
Q9Y6X8 P02652
P42574 Q12788
P46934 Q96G75
Q02094 Q8TAP4
P00533 P06400
P29597 Q96EP1
P31946 Q9Y6X2
P24385 P31350
Q14289 Q9Y3I1
O75791 Q13009
P21462 Q96GM8
O75379 Q9P021
Q08043 Q8TEW0
P03372 P62993
P11021 Q15019
P49768 P11940
Q15910 Q14683
O43707 P0CG47
Q96GM5 Q8WVV9
P61981 Q05209
Q13526 P05230
P98177 Q14573
P40763 P33032
O60383 Q9H204
P09429 P51116
O60674 A0JLT2
Q86SE5 P17302
Q96GW7 P34998
P56537 P98161
P35638 O75534
P27694 P49736
Q93009 P98164
Q9BQ66 Q03113
Q92831 P45974
Q13137 Q13224
P09496 P20936
P02747 Q9GZT9
Q5RKV6 O00548
P68400 Q92945
Q9Y4X5 Q12972
Q06547 Q5RL73
P04637 P01023
P37023 Q96LC9
P06493 Q8IYF3
Q9NRR5 P29965
Q16594 O60832
Q9NVW2 P16471
P09619 P48745
Q9UKY1 Q12923
O43432 P05120
P04637 P50995
P0DJD3 P07199
P09619 P62993
Q00536 P54727
P34741 P49790
Q16254 P12757
P03372 P49815
P42566 P38398
O60763 Q12778
P11142 P06703
P68104 P19021
O95405 Q9UH65
P61981 P35568
O15379 P21728
O14617 P56524
Q8IWL2 P62310
P29475 Q6GTX8
P49023 P68133
P02768 P49683
P11021 P18505
P0DP25 Q01518
P17535 P26641
Q96ST3 O00592
Q03135 O00267
Q15047 O95865
P12931 Q12962
Q09472 P26010
P05114 P40818
Q5T2W1 Q14683
P06241 Q13526
Q15424 O60241
Q9UHR4 P26992
O75586 O15530
P42336 O14763
Q9UHC1 Q9BZD4
Q15047 Q15185
P23458 P12931
P48551 P61313
P10275 P51812
P42566 P02730
P62258 P33991
Q13136 P13747
Q12772 P43405
P53041 P48634
P26447 P13569
Q13362 Q13569
Q09472 P63279
Q9UIK4 Q86U86
P54253 P22681
P04156 P78314
Q9NWQ8 P05120
P40763 P04156
P61812 P56524
P05412 P54257
P25942 Q5JWF2
P20248 Q92569
P11831 P05111
P04150 P11226
P11274 Q9H8V3
P14635 Q13111
O14543 P01589
P24386 P52790
Q9P2H0 P09543
Q07954 Q96L91
Q15834 Q9BX66
P19387 Q9UBI6
P48764 P33993
Q15750 Q15361
O14744 Q9NQC3
P62993 P10301
P60709 P08123
P61981 Q7LBR1
P23458 Q8IUC6
Q13547 P57105
P52657 P30411
P25963 O95201
P23284 P02792
P19338 Q96FK6
Q15648 P28907
P23634 P29590
P05067 P67809
P37088 Q96E17
P05026 P18564
Q15185 Q13131
P06454 Q9HBE5
P43235 Q8IWL1
Q13485 P16871
Q86YN6 O75676
P50453 Q8TF68
P22455 O00154
P49674 Q9NZC2
Q14209 P12757
P06400 Q08188
P38936 Q9NRR5
O95405 Q8N2H9
P36897 P68366
P68400 Q16584
Q09472 Q15628
P13861 Q15424
P15056 Q9H4E5
Q15149 Q8TDN2
Q14773 P48050
Q9UK53 Q9Y2W2
P14555 P07357
P23769 Q8IW41
Q15654 P27824
O00311 Q9Y6Y0
P28799 P21506
Q04206 Q14232
Q9UMX0 O15399
Q969Y2 Q96G25
P54257 P25705
Q9BV79 Q12933
Q02410 P45985
P30419 O60610
Q15796 Q16566
P35414 O00238
P35625 Q01831
P43268 P07339
Q7L5N1 P25021
P06239 Q9UK53
Q9Y4H2 P14923
P14416 P02776
P54253 Q13326
P63244 O15399
P30419 Q13217
O00291 P16109
P17252 P35555
P17252 P06239
P15153 Q14416
P62873 O95409
P30679 Q16342
Q09472 O75830
P02766 P24941
O14641 P20700
P54259 Q01995
Q12888 Q9Y2D1
P09429 Q09028
P10144 P19525
Q15831 P35346
P18084 P14209
P35900 O75444
Q92759 Q96RK0
P35638 P56134
O75116 P07602
P02786 O95190
Q07820 P12643
Q8TEW0 Q96SB4
P06730 Q01718
Q5T3J3 P06396
P61006 P33897
Q15759 P53708
P19838 Q9NUP9
P07947 P09086
Q9HAW4 Q00403
Q86UL8 Q02388
O43186 Q9UNG2
P14923 O00506
Q12955 P14222
Q14155 Q5T5P2
P19320 P15172
Q9Y618 Q99933
P04049 P25963
Q14254 P07288
P06400 Q01780
Q13868 O43255
P08100 Q03591
Q15797 P35555
P48061 Q9P2K9
P13501 Q96JC9
Q96RT1 O43639
P32927 O60216
Q05996 Q9UBN6
P24723 Q9NPC2
Q9Y490 P29083
P49916 Q9Y3C7
O95967 Q96ST3
Q15291 P28074
Q8N1W1 Q13618
P02647 Q16890
P08670 Q9Y2J4
Q08345 Q9BYB0
P43694 P08253
Q13432 O43323
P13612 Q9UGL9
Q9HCE7 P24821
Q9UQ90 Q13077
P25054 P25025
Q99616 Q15649
Q16537 O14654
Q99750 P07093
Q8WZ19 Q00526
P30679 O94925
P05412 O14980
P20340 Q9HD89
P51168 Q9UNL2
Q15796 P55316
Q13705 P16471
P63167 Q92834
P35568 P54368
P63208 O14641
O43707 P29400
P06493 Q99973
Q9UHH9 O60504
P42224 O15379
Q99959 P37198
Q9UHX1 Q9NV31
P37231 O14775
P40425 Q9H2S9
Q8TAP6 Q9UNY4
O14893 P25815
Q8WYK2 Q6Y7W6
P18084 Q92597
Q06124 Q13546
P56645 O00422
P63279 Q9UBC2
O95816 O60268
P55212 Q99856
Q8TDC0 P17542
P11831 P15502
Q9HCE7 P49459
Q02750 Q96NT1
P32927 P05455
Q53TS8 Q9H4G0
P42574 P27361
Q96D15 P14384
O94972 Q5T230
Q13485 Q9NRR5
P54253 P15172
P04637 Q16630
Q99700 P43119
P10275 Q00526
Q9UKX2 Q09028
P63167 Q9ULZ3
P08887 O15111
P17676 P31431
P17612 P61586
P49841 Q9H8S9
Q9UJY5 Q13882
P35869 Q15149
Q13485 P04150
P29374 P46940
P43405 P51693
P63208 Q99460
P08476 Q96RY7
Q9Y6I3 Q16186
P60953 Q9UMX1
P31947 P68400
Q9BYG5 P62826
P52333 P11362
Q07954 P12644
P17252 P16455
Q04206 Q96HA8
Q13573 Q01831
P57105 P21802
P43364 P00966
P31946 Q14739
P63244 Q9NP72
O75553 P62258
Q05209 P35232
Q16695 P41180
O94916 Q9BR09
Q13107 Q12959
P23497 Q8WVB6
Q92990 P22234
Q16539 Q96F07
Q13136 Q10567
O14818 Q9GZM7
Q15796 P48788
P04275 P61158
P68133 P62258
Q99075 O14646
P04150 P17612
Q86UW9 Q12852
P05362 Q13596
P38398 Q9NZ81
Q9UK23 Q15762
Q9BSL1 P30793
Q93062 Q9Y2Y0
Q13480 Q6PGQ7
O00560 Q9UPM8
P08311 P00491
Q14247 O75943
Q12931 Q9HBZ2
P28482 P46821
O00161 P02751
P05412 Q9NQC3
P63027 Q9H190
P42229 Q9H9J2
O15111 P01127
Q96C24 P48552
O14775 Q9GZY0
P04637 Q9H2D6
Q9Y4K3 P78504
P55058 Q8NHY2
P02452 P49810
P04637 P24394
Q13158 P68400
P54253 P04792
P13349 Q8IXH7
Q6Y2X3 P07288
Q07889 P35568
Q14520 Q7LBR1
Q9Y5Z4 Q9UL54
Q99750 P52292
P29320 P08709
P11021 P78552
P05107 P55769
P55211 Q8N0Z2
Q7L5N1 Q15154
P05129 P43005
P14859 P12956
P35222 Q9ULZ3
P07948 P36404
P19838 Q86U90
Q8N556 O95498
P25929 Q9NPI9
Q13428 Q9HB21
O15399 Q6ZVK8
Q13702 Q969T9
Q15648 O43524
Q15654 Q9BWF2
Q9NRD5 P43146
P46821 Q9Y3M8
P12956 P49674
P11142 Q9Y5Y6
P55084 Q14999
O75553 P17028
P28482 P62993
O95751 Q9HCE7
Q00013 Q9NZV8
P14598 O75340
Q9UHF0 P55060
P10144 P35241
P14635 P30301
O15105 P05549
Q96HA8 Q8TEQ6
P62993 P14598
Q9Y297 P33552
P08238 Q92973
Q07955 Q9Y6G9
Q14643 P15260
P55316 P05106
P14598 P04114
Q92781 Q7Z4K8
P04637 Q9HD26
Q15172 Q9BXS5
Q06546 P07814
P09486 O75943
Q6ZVK8 Q9C040
P62314 P20248
Q06609 P40763
P63104 P49459
P06493 Q16629
O15105 Q9UER7
P04637 O00587
O75446 Q13418
Q16778 O95819
P17181 Q9Y4K3
Q15583 Q92831
P20226 Q9UNN5
Q99590 Q15390
Q15744 Q96QK1
P12931 Q9UNE7
P62993 Q8WWQ0
Q9Y5B0 Q14563
Q9GZS1 P78318
P41743 P04196
P46109 P18615
P33176 Q92569
Q9Y2W2 P54284
P30153 Q13885
P46109 Q9HB71
P62917 Q9NZR2
P43405 Q8TEW6
P42566 P78364
Q9NZQ3 Q9H0B6
Q13191 Q5VV43
Q9Y5S9 O43613
P38398 Q14134
P16144 Q02297
P13861 O15524
Q6PKG0 Q9H2X3
P14921 Q8IU85
P56945 Q9Y6B2
P08697 P24941
Q92558 O75558
P67775 P78536
Q13287 Q15788
O43294 Q92997
Q09472 Q9NTG7
P03956 P07996
O15105 P30307
Q13547 Q13643
P24941 Q59EK9
O15198 P16157
Q04206 Q9H5Z6
Q07817 O75925
Q02040 Q9UL26
P03372 Q53TS8
Q9Y2Y9 Q13332
Q92759 P41231
Q9BUJ2 Q9UI14
Q9NQ66 O76093
Q9UMX0 Q14765
O15111 P09884
P20338 Q14974
P28482 Q9NZW5
Q9P2A4 P45983
Q07817 Q8WU20
P16471 P05546
P10275 P17612
P05230 Q969X0
P08195 P78509
Q15797 Q5D1E8
Q92556 Q6NUQ4
P35638 P05388
P98082 Q07890
P68366 Q96A83
Q13432 O15169
P30048 Q9HCE7
Q2Y0W8 A6NC98
P42574 O00499
Q9UN74 P20248
P32241 Q8NG27
P15927 P84090
Q7L7X3 Q9UKY1
O60383 P62508
Q15287 P61158
Q05655 Q12959
Q01780 Q9NYN1
P45984 O95999
Q06547 P06213
P09619 Q9BTA9
P52948 Q53FA7
Q13705 O60231
P04637 P68400
Q86YD1 Q6IAN0
P06400 P38398
P10275 P62314
P23760 P29122
P54253 Q8WUH2
Q13111 O00472
Q96L73 Q15007
P53667 Q8NI35
P32004 Q05195
P41222 P17600
Q8IZL8 P63165
P61978 P05109
P42285 P54852
Q99558 P19878
P01730 Q9H400
O75553 P22314
Q15542 Q9Y448
O43257 Q8NES3
P51665 P42575
P00533 P21941
Q99759 O75095
P06493 Q9Y6C2
P60953 Q14242
O15534 P49790
P62875 P45452
Q13242 P10145
P06746 P00742
Q9GZY6 Q969T9
Q15835 O14836
P14868 P17677
Q07817 P50148
Q8IYF1 P10696
Q14050 Q01955
Q9HCS4 Q5JY77
Q92851 O75602
P04632 P20273
O75689 P43034
Q9Y3Q8 O95544
Q9NTM9 Q9UJY1
Q9Y613 Q07820
Q86UW9 O75376
Q12933 P08727
O00206 P55199
P15923 Q9UNI6
P00533 P10415
Q8N6I1 P55209
P02545 Q9C029
P49703 P24530
Q13287 P09681
P24855 P10646
P13010 Q9Y2L1
Q09472 P23142
Q15672 Q07960
Q15834 P27348
Q86Y13 Q9HCM9
P17612 Q96HA8
P41240 Q9H8V3
P02462 P14416
Q93009 P14543
O96020 P08709
Q9H1Q7 O15265
P21333 Q96ST3
P84022 O75674
P06454 P07858
P98164 Q9UHD2
Q9NVW2 P04424
O75376 Q9H444
O75925 P09769
Q96S59 P19338
P15172 P54845
Q9UNE7 Q9Y4I1
P62258 P31751
P41220 P20309
Q96S94 Q16787
O60383 P35580
P52594 P42345
Q96B97 P79483
P68400 P63104
Q9Y566 P35968
Q8TEW0 P67775
P02671 P11233
Q9H270 Q96CV9
P62913 Q9Y3C0
Q04724 P13497
Q13277 P02786
P49736 P13727
P40189 Q8TEW0
P09429 P25116
P62820 Q9UDY2
Q96QG7 Q9P253
P98160 Q04206
P62826 Q9BYD3
P68400 P04899
P24278 P45973
P08253 P28360
O75935 O95136
P02545 Q13616
P04150 P05019
Q04206 Q9NRL3
P41235 Q00169
Q5VWG9 Q12972
Q9NPD3 Q9UNY4
Q6EEV6 P51811
Q9Y5K6 P60763
P04637 Q9UI14
P30518 Q9BPU6
O15492 P07196
P20823 Q9GZM7
P51679 P19875
P23297 P56693
Q9UPY3 Q9Y6N7
P35638 Q99728
P02751 P04921
Q12967 Q96T58
P48645 Q13509
Q15464 Q99935
Q9Y6I3 Q9H0M0
O00327 P21980
P68400 Q9C0K0
P03372 O43719
P07737 Q9UBS3
P38398 Q92585
Q969H0 Q9NPF7
P01112 P09669
P20333 Q969F0
P21980 P24158
O15198 P30990
P63104 Q9HAV4
P14543 Q9H8K7
O75528 O95665
P06400 Q99961
P05783 P14780
P43320 Q9NRA8
O95376 P15056
P04406 Q59EK9
P10586 Q9UBI6
P18084 P61981
P45983 P09958
P42224 Q5SZQ8
P54920 Q96A23
P08651 P12107
P18031 Q9BUN8
P62258 O15355
Q15796 Q12982
P43694 Q99708
Q86SG3 Q969H4
Q9P2W1 P29400
P63167 P78344
P53420 P08572
P25054 Q96A23
P62826 P01308
P42574 P19174
Q96EB6 P48634
P35240 Q9Y6D5
Q9Y4K3 Q9NQG6
P51532 O43929
P19438 Q8TD31
P03372 P15498
P21675 P42224
Q96BY9 P49815
Q5JVS0 O60462
P06753 Q9H8W4
Q03135 P17081
Q96QG7 O14503
P17252 Q6XZF7
P23258 P25787
Q92934 Q92574
Q9UBU7 O14939
P29350 P48736
P21333 Q14974
Q15399 Q9GZN2
P12830 Q9UDY8
P98172 P34947
P01024 P48634
P17181 P17676
P05783 Q96J77
P35226 P61224
P42229 Q12778
P60002 P48751
P13010 P05186
Q9Y294 P42224
O95751 P21731
Q14242 Q9H4D5
Q9NPD3 P26718
P27918 P08240
Q01826 Q13200
P53567 P98164
P49848 P61586
P25100 P15907
P11474 Q92636
P31749 Q9UHF0
P14921 O00241
P21860 P49674
P68400 Q9P2E2
P21675 Q8TEW8
O43561 Q15700
Q9H9J2 O75052
Q9H0E9 Q8NHQ8
P42263 O75888
P11388 P67809
P17252 Q15424
P21802 Q8N612
Q92831 P24593
Q04771 Q13885
Q9H5J8 P07204
Q07955 P63167
P51572 Q9GZT8
P02751 P62258
O43463 Q9NRD5
Q07817 O00311
Q07960 P54259
P12931 Q01780
Q03135 Q04656
P22681 P55273
Q96A00 Q12962
Q9NRR5 O60880
Q15915 Q13283
Q14789 Q96AB3
P17706 Q9Y6Y9
Q13347 P42574
Q8NI35 P14317
O15551 Q9BZY9
P09874 P49848
O43294 Q70EL1
Q06546 P42166
P07948 P25100
P01112 Q13616
P29350 P35568
P19878 Q96E40
P05412 P51684
P49023 Q05195
P27448 Q16610
Q13485 P17544
O00238 P23284
P13497 P48029
Q9Y294 P08572
P24928 P31431
O43680 Q9Y5S9
Q14155 Q9Y6K1
P06241 P55211
P43026 Q01344
Q9H840 Q9UKV0
P50148 Q86VP6
P98160 Q9UHI6
P42229 Q9NQS3
P14672 Q7LBR1
Q07864 P27635
O15164 Q13137
Q15369 Q1MX18
P08246 Q8NCW5
Q15744 P30101
P14373 Q14643
P56945 O94972
P24928 P15509
O43924 O95985
P61978 O75604
P27037 Q9Y3F4
P28482 Q8WYH8
P49842 O95198
P62807 P33993
Q9UBU8 O14672
P24158 Q9NVX7
Q99750 Q96G01
P45983 P49815
P03372 P13686
P48051 O14818
P06241 Q9UBU9
Q99816 P62979
O00459 P07384
P12429 P55211
O15117 Q96ED9
P78314 Q99615
P24821 Q9UBF6
Q9UL45 P04090
P08047 P02549
P84022 P27348
Q9BUE0 Q96NT1
Q99626 P11362
P13010 Q96A65
P19793 P18031
P30153 P52272
Q08211 O94762
Q8IXK0 P04271
Q07002 P57059
Q8NAP8 Q96S53
P11802 Q14203
Q06187 P36544
P62308 O60496
Q9ULH1 P62857
P56199 P07203
O15524 O43734
Q9HB75 P02462
Q96E35 P10144
Q13158 O60602
P13631 Q9UI14
Q15788 P67775
P63261 Q2TAL8
Q8WU20 Q15036
O60356 Q13526
Q06124 P05771
P02649 Q9NP79
P04899 Q05329
Q99500 Q9UGL9
P14635 Q9H270
P43034 Q9BVI4
Q15788 P30518
P02751 Q12933
Q8NB12 P54762
Q07817 P07196
P36575 O14508
O95487 P07384
P16220 Q9NRR5
P06400 Q92831
P63096 Q16595
P52565 Q13572
Q13322 Q6ZVM7
P00558 Q04724
P05556 P20248
P18074 Q02790
P07948 P38398
P61981 Q92793
Q12834 Q9UBB5
O60507 Q00325
P06400 Q16665
Q9Y692 Q99102
P21246 O43581
Q5T3J3 Q9NP79
P14314 Q9NRA0
Q9UBC3 P78562
Q15797 P17612
P03372 Q8TAX7
Q12959 P01588
P84022 P41240
P40763 P05155
P14784 P16066
Q02383 Q8N4A0
Q12952 P33992
P38936 Q12948
P08047 P05937
P26641 Q96SB4
P15622 P63165
Q15796 P98095
Q96ID5 P43026
Q9UBU7 P19174
P04637 P01215
P14209 Q9Y6Q9
O43837 O15514
Q8N4C8 Q96F07
Q13227 Q96A23
Q13045 Q9H1H9
Q9HAV4 Q9P1Z2
Q15796 P09016
P43694 Q96GM5
P08069 P14635
Q16539 Q9Y5B9
Q9Y618 P31350
P14209 P25963
P23634 P04437
Q04759 Q99583
O60674 Q969T4
Q92805 P49593
Q15796 P00747
P43034 Q9BWG6
Q9NYB9 P98082
Q7L5N1 Q9UI14
Q9Y5X4 Q9NZQ3
Q13887 Q92930
Q06124 P62993
Q86YJ6 Q13330
P06493 P54920
Q9NPH3 P52943
Q01780 Q9UEU5
Q6EEV6 P51636
P15924 P31314
P19174 P49641
P27824 Q5RL73
P84022 Q9UKV3
P18846 O43524
P00558 Q15843
Q9ULK4 P01130
P11021 P01178
P29350 P05787
Q9H211 P14635
Q13490 P08581
P05556 O60331
P07711 P12757
P08047 Q96ST3
Q9NP98 Q6UY14
Q92731 O43559
P19012 Q96P71
Q15572 Q9Y618
P21333 O00238
P32927 P61326
Q01094 Q9Y6M9
P05067 P63279
P0DP25 Q15102
O14974 P19235
P19174 O14544
Q15542 P19429
P10114 Q14181
P06454 Q13509
P03372 Q14526
P60953 Q10567
P05556 P07339
P30281 Q9HBX9
O95838 P51817
P06400 Q9H0D6
P07384 O14836
P37231 Q12860
P36897 Q9BXY8
P06493 O43187
