Node	Partition
P31275	0
Q00444	0
P40425	0
Q9H2Z4	0
P31267	0
Q9UBX2	0
Q14774	0
P13378	0
O43365	0
Q16555	0
Q03014	0
A6NHT5	0
O14770	0
P50219	0
Q96PT3	0
Q9HBU1	0
Q8NHQ9	0
P0CJ86	0
Q9BZM3	0
O75369	0
P52945	0
Q02505	0
A6NMT0	0
P20719	0
Q9NP08	0
A2RU54	0
Q9H4S2	0
Q9UBC0	0
P31269	0
O95948	0
Q9UBX0	0
Q9H9S0	0
Q03052	0
Q8N7G0	0
P28356	0
P31260	0
P31249	0
Q9BPY8	0
P49639	0
P31270	0
O15522	0
Q6XYB7	0
Q05925	0
P52952	0
Q9UKI9	0
A6NFQ7	0
P32242	0
P14859	0
Q01860	0
P49335	0
O43316	0
P14652	0
P17483	0
P09067	0
P09629	0
P17481	0
P17482	0
P09630	0
P09016	0
Q9BYU1	0
P81408	1
O15499	0
Q6ZNG2	0
A0A1W2PPK0	0
Q9UMQ3	0
Q6ZU35	0
Q6RFH8	0
P14651	0
P09017	0
P28358	0
P31277	0
P35452	0
P35453	0
Q96PT4	0
P0CJ90	0
Q9NY43	0
A6NNA5	0
O43248	0
Q9NYD6	0
P31276	0
P31273	0
Q96QS3	0
O43812	0
P56915	0
Q04741	0
Q04743	0
P52954	0
P19622	0
P0CJ88	0
Q9Y6X3	0
A6NLW8	0
Q00056	0
Q8TAU0	0
P20264	0
O75364	0
A0A1W2PPM1	0
P31268	0
Q5XKR4	0
P78415	0
P32243	0
O43364	0
P35548	0
Q8NHV9	0
Q9BQF6	0
Q15270	0
P78426	0
Q9C056	0
A6NJ46	0
P28360	0
P55347	0
P28069	0
P78414	0
Q6NSW7	0
Q12837	0
Q9Y6U7	0
Q9UPW6	0
O95343	0
Q9UIU6	0
Q8N196	0
O95475	0
O60902	0
Q15475	0
O95096	0
Q99801	0
Q99697	0
P0C7M4	0
Q9HB31	0
Q15319	0
P20265	0
P31271	0
Q01826	0
Q9Y2V3	0
E9PGG2	0
Q9NZR4	0
Q8IUB2	1
Q8N7U7	0
Q9H2W2	0
Q9ULR3	1
O14813	0
Q9UKY1	0
Q9BQY4	0
O75360	0
Q9NPC8	0
O43711	0
Q8N7R0	0
P31314	0
Q7Z3V4	0
Q9UIW0	0
Q9H5U6	0
P54821	0
Q6PP77	1
Q99453	0
O95231	0
P0DV77	0
O43763	0
Q5SQQ9	0
P58304	0
P0CJ85	0
A8MZ59	0
Q14146	0
Q68DN1	0
Q96QE3	0
Q9ULZ3	1
A0A1W2PQ73	0
Q9Y5B0	0
Q99814	1
Q9HCM7	0
P26196	0
Q8NE71	0
Q9H172	0
P54619	1
Q6PJG6	0
P15291	1
Q9Y2D5	0
O95394	0
Q9NX77	1
Q9Y614	0
A0A096LP49	0
P30281	1
Q9BXX2	0
Q9NXR5	0
Q5VTR2	0
Q96G01	0
P26842	0
A4D0V7	0
Q9UH17	1
Q13686	1
P33076	0
P31941	1
Q2M3G0	0
P30837	1
P35348	1
Q9HCU0	0
P54840	0
P10767	1
Q8NB90	0
A5YM69	0
Q86XR8	0
Q71F23	0
P11230	1
Q9UHQ4	0
Q9UDT6	0
O94923	1
Q9UGM1	1
Q8N6H7	0
P10523	1
Q495Z4	1
Q9C0C7	0
Q14129	1
Q9GZS0	0
Q9H6U6	0
Q8ND07	0
Q9NZT1	0
A6NI56	0
Q96F81	0
O95905	1
Q9NZ32	0
O75129	0
P25705	0
Q8IZY2	0
P07741	1
Q9UFE4	0
O15131	0
O95294	0
Q6IQ22	1
P59190	1
Q9H082	1
P62834	1
Q6ZP01	1
Q9NS23	0
Q08257	1
Q7Z6P3	1
O75154	0
P63096	1
Q6ZSG2	0
O15381	0
Q8IXQ6	0
P50148	1
Q9ULE6	0
A6NDB9	0
P22736	0
Q70IA6	1
Q7L1V2	0
Q8N1W1	0
P06727	0
Q9P2P5	0
P61916	0
Q96MW1	1
O14526	0
Q5XUX1	0
O60684	0
O95918	1
Q86U86	0
A0AUZ9	0
Q14667	0
Q6NYC1	1
Q8WVX9	0
Q86XX4	0
Q674X7	0
P08235	0
Q8WXG6	0
Q9Y250	0
Q8TD91	0
Q8NHV4	0
Q99435	0
Q92831	0
Q9UJH8	1
Q9NYK6	1
O43824	0
P02100	1
P12277	1
P08729	0
Q9HC38	1
P00568	0
Q96T76	0
Q6ZUU3	1
Q9BTV5	0
Q07954	0
Q68D85	0
Q53G44	0
Q86X51	0
P38919	0
O15550	0
Q9BY66	0
P56696	0
Q13409	0
Q8TCX1	1
Q5H9U9	0
P40123	1
Q10570	0
O43593	0
Q9H501	1
A6PVY3	1
P48058	0
Q5NUL3	1
Q7Z406	0
Q9BX97	0
Q14149	0
P55157	0
P00480	0
Q9Y233	0
O00408	0
O76074	0
Q13608	0
Q8IVL0	0
P53618	0
Q9Y6X5	0
Q9BT78	1
Q96JB1	0
O96028	0
Q49A26	0
P08473	0
P55160	0
Q8N1N4	0
Q86UK5	0
Q9H8J5	1
Q96MY7	0
P46459	0
Q9BSJ2	0
Q9Y2C4	1
O75022	0
O15553	0
Q8N0Y7	1
Q6P9B6	0
Q9NPJ6	0
Q8NFH4	0
Q13607	1
O95006	1
A7KAX9	0
P35900	0
P28290	0
P31930	1
P14923	0
A8MWY0	0
Q7Z4V5	1
Q02080	1
Q9GZU2	0
Q9UPT5	0
Q8ND30	0
P30307	1
P19338	1
Q6UWY5	0
Q9H0B6	0
P21439	0
Q9NZP5	1
P25205	0
O14786	0
Q13415	0
Q8WUB8	0
O15488	1
Q8NC74	0
P08571	0
Q05DH4	0
O75146	0
Q9ULT8	0
Q7Z4Q2	0
Q8N6C5	0
Q9NWB7	0
Q8TCB0	0
O14929	0
Q5SVS4	1
Q9BWL3	1
Q13936	0
Q7Z5Q1	1
P26232	0
Q16658	1
Q9UFH2	0
Q8TD57	0
P54289	0
Q9BQY9	1
Q96C92	0
Q9P2H0	0
Q6P158	0
Q8TAL5	1
O75417	0
Q6P2H3	0
O75128	0
O95886	0
P17661	0
Q8IWJ2	0
Q8NHH9	0
Q86UU0	0
P16870	0
Q5T5S1	0
Q5TEA3	0
Q9Y2E4	0
A0A0U1RQE8	1
P63092	1
Q13137	0
Q8TD31	0
Q6IQ26	0
Q68D51	0
A1A5D9	0
Q96AP7	0
Q9Y4F3	0
O00754	0
Q8N2S1	0
Q96EK6	1
Q9BZJ6	1
O75449	0
Q13753	0
A8MX34	1
Q9Y547	1
Q9H583	0
O00423	0
Q5T6L9	0
Q9NT22	0
Q9UKA1	0
Q9Y4K1	0
Q14746	0
Q03111	1
Q9UQL6	0
Q8WUI4	0
P48728	1
P26927	1
Q6UWU4	1
P13807	0
O15382	1
Q9C0D2	0
Q14147	0
Q96RP9	0
P34741	1
Q6IQ49	0
Q9H1E1	1
Q6UVJ0	0
Q9HBV2	1
Q9BZW8	0
Q9H9B1	0
Q99661	0
P25789	1
Q9BWS9	1
Q8N815	1
Q13822	0
P35580	0
Q9UK39	0
Q5VU65	0
Q9BVL2	0
P23588	1
Q9Y283	0
P78504	0
O14896	1
Q9NUT2	0
Q9NZT2	0
A6ND48	1
Q8NH83	1
A1L443	0
Q5VZR2	0
Q92834	0
O95837	1
Q9P2F6	0
Q9NZ71	0
Q9NQC3	0
P49591	0
Q9H7C4	0
Q5TCS8	0
P58004	0
Q9Y5X1	0
Q9UQF0	1
Q6YHU6	0
O95602	0
O15240	1
P43686	0
A5PKW4	0
Q86UA6	1
Q96GM5	1
Q86VY9	1
Q9NYJ8	0
P31040	0
Q2M2I3	0
Q9NUV9	0
P06732	1
Q8N4C6	0
Q96ER9	0
Q9UL63	0
O95255	0
P28749	0
Q5UIP0	0
O94761	0
Q8IZX4	0
P21675	0
P52294	0
Q9Y2K3	0
Q9NTG1	0
O60861	0
P35914	1
A1L4K1	0
P19087	1
P09488	1
Q9Y6Q9	0
Q7Z3Q1	1
P13521	0
P46977	1
Q92185	1
Q8WTV0	1
Q8IZU2	0
Q8TBZ3	0
P08F94	0
Q8WU76	0
Q8NCN4	0
Q9Y6Y8	0
A8MXQ7	0
P62191	0
Q9C0C4	0
A4QPH2	0
Q9Y5B9	0
Q8NCY6	0
Q9BSK2	1
P42229	0
Q9NRA8	0
Q8NBU5	0
Q9Y2V2	1
P28329	0
Q96F83	1
Q495D7	0
Q9HAW4	0
P51790	1
Q9Y2G3	1
O75475	1
O75443	0
Q86XZ4	0
Q15468	0
I1YAP6	0
Q6NUS8	0
Q5W0Q7	0
Q9C029	0
Q6ZSR3	1
Q6ZUT4	0
Q96CM4	1
Q9UH99	0
O15020	0
P41226	0
Q96N76	0
Q9P2W9	0
P42226	0
Q9UNG2	1
O75717	0
Q7L523	1
Q96FJ0	1
P17980	0
Q9H0I9	1
O95155	0
Q9C019	0
Q6ZT07	0
Q5VUG0	0
P18206	0
O15014	0
Q6UXI7	0
P56703	1
Q9Y6F9	1
Q8IYQ7	0
Q8N9R8	0
Q9GZW5	0
Q6XQN6	1
Q5VZM2	1
P35250	0
Q9UNK0	1
Q6I9Y2	0
Q9NZM6	0
Q9UBS9	0
P30408	1
Q9BZ71	0
Q9BYW2	0
Q8IUG5	0
Q9UPN7	0
O43543	1
Q8IZN3	0
O60290	0
Q9BZW7	0
P0C7X2	0
Q8N9V7	0
Q96K49	1
Q8N398	0
P04628	1
Q9ULT6	0
Q9ULT0	0
Q8N567	1
O43175	1
Q6NXT6	0
Q9BTW9	0
Q8N680	0
Q96QU8	0
P36406	0
Q13769	0
O94979	0
Q3LXA3	1
Q9BZR9	0
Q99614	0
A5D8V6	0
Q92547	0
Q2NL98	0
Q5SRH9	0
O95932	0
Q9UL17	1
Q14966	0
Q9NUE0	0
Q13488	0
A0A075B6N2	1
Q9UNY4	0
O43156	0
P09936	1
Q6UXF1	1
P61421	1
Q6NSI3	1
Q9C0E8	0
O00159	0
Q5VVJ2	0
Q12879	0
Q76B58	0
Q96KC9	1
Q6UB99	0
Q9P2I0	0
Q13790	1
Q9UKA4	0
Q10567	0
Q9H9F9	0
Q8TAP6	0
Q7L2E3	0
Q6W2J9	0
Q2NKX9	0
Q6DHV5	0
Q8TE57	0
Q8TE60	0
O00559	1
Q9H4I0	0
O95897	0
Q8N3J5	1
Q9NS39	0
P84074	0
Q9Y5G5	0
Q9H3L0	1
O60299	0
P43364	0
Q9BXY0	1
Q86U70	1
Q9GZQ4	1
Q6ZNB6	0
Q86UX2	0
Q9Y262	0
O75335	0
Q96BX8	1
Q9C0K3	0
Q9Y6W6	0
Q92499	0
Q5VYK3	0
Q9NZN1	0
P48449	0
Q8N3D4	0
P09848	0
Q8NA19	0
Q96RT7	0
P46013	0
Q9Y5G0	0
P56199	0
Q8WXF5	1
Q14112	0
Q8N6G5	0
Q6ZRC1	1
Q8WYA0	0
Q8TE85	0
O15360	0
P60228	0
P01903	1
O00462	0
Q9HC35	0
D6RIA3	0
Q9Y661	1
Q6ZQY2	0
Q70IA8	1
P81877	1
O14717	1
Q96R06	0
Q9UPU3	0
Q9NY61	1
B2RD01	1
Q15021	0
Q5GH73	1
Q9UJ98	0
Q8N2H3	0
P28289	0
Q6ZQQ2	0
Q9C0C2	0
Q14683	0
Q9BT92	0
Q12888	0
P49754	0
P11388	0
A2RU30	0
Q9NVR7	1
Q9Y6M5	1
Q2TAA8	0
Q9NZR1	0
Q6ICL3	1
Q15386	0
Q7Z570	0
P07197	0
Q9NRW4	0
Q5FYB1	0
Q13202	0
Q4G0W2	0
P06400	0
Q9Y5G6	0
P42898	0
O95278	0
Q6B8I1	0
Q05923	0
Q99956	0
Q9UII6	0
O75319	0
Q68J44	0
P28562	0
Q9H1R2	0
Q9BY84	0
Q16829	0
P51452	0
Q12912	0
Q16828	0
Q13115	0
Q9UNI6	0
Q16690	0
Q9H596	0
Q16626	1
Q9H3S1	0
Q8WUJ0	0
Q9BV47	0
Q8TE77	0
Q9Y6J8	0
Q76I76	0
Q5VZP5	0
Q86VZ5	1
Q8NEJ0	0
Q86W24	0
P19397	1
Q8N5B7	0
Q9Y2K5	0
Q06710	0
Q02548	0
O14497	0
Q9NPD3	1
P31274	0
Q08397	0
P42356	0
Q5SRI9	1
Q9BQG0	0
Q02962	0
A0JP26	0
Q9ULG6	0
Q96M94	0
Q96A19	0
Q96GE4	0
Q96P70	0
B2RU33	0
P49207	1
P47897	0
Q8IUE0	0
Q9NVN3	1
Q9HAT8	0
P78424	0
Q9H6Y7	0
Q5T5P2	0
Q8WXE9	0
Q9GZN2	0
Q70Z44	1
Q08AE8	0
P24928	0
Q6PIZ9	1
Q15723	0
A8MVM7	0
Q7L4P6	0
P50548	0
P32519	0
P19419	0
Q8N336	1
Q99581	0
P11308	0
Q9BTE6	1
P78545	0
Q9P1Z9	0
Q9UKW6	0
P43268	0
Q52LD8	1
Q9H2M9	0
Q6ZVH7	0
Q68CZ1	0
P11488	1
Q06546	0
P47869	1
Q7L5Y1	0
P14921	0
Q9Y3N9	1
P15036	0
P50549	0
Q13614	0
Q8NCW0	0
P41161	0
P23229	0
P32942	0
Q13724	0
Q8NGY1	1
Q9H461	0
A6NGN9	0
Q9Y603	0
P28324	0
Q8TD26	0
Q9NZC4	0
P69891	1
Q01543	0
P52306	0
Q8NFZ8	0
P41970	0
A6NGE4	0
O00321	0
P69892	1
Q9UJW0	1
Q99590	0
Q8N697	1
Q9BXW9	0
O14513	0
Q6ZWJ8	0
Q9Y4R8	0
P17947	0
Q01892	0
Q8N5J4	0
Q96EM0	1
Q13496	0
O95238	0
Q13077	0
Q86XT2	0
Q9BQI6	0
Q70CQ3	0
Q9H9H4	0
P19438	0
Q9UKN1	0
Q02643	0
Q9BXK5	1
A6NCI8	0
Q9UPC5	1
Q9NUQ8	0
P48546	0
P0C7M7	1
P08100	1
Q8IYY4	0
P51606	1
P01583	1
P43220	0
P78333	0
Q9HCQ5	1
P80404	1
Q08499	0
P00558	0
O60353	0
Q5UAW9	1
Q6IS24	1
Q9UBX5	0
O95180	0
Q9Y238	0
O75309	0
Q86UW2	1
P03999	1
Q9H4L7	0
Q6ZUX3	0
Q99527	1
Q9NVS2	1
Q8NH09	1
Q6UE05	1
Q9BYV2	0
P32241	0
Q8NB66	0
P47872	0
Q96DN2	0
Q96RJ0	1
O14795	0
P49190	0
P57678	0
P20591	0
P61565	1
Q9H0P0	1
P61579	1
Q9UGJ0	1
P78357	0
P61568	1
O42043	1
O71037	1
Q902F8	1
Q9UKH3	1
Q15878	0
Q9UP79	0
Q8N283	0
Q14156	0
O75185	1
Q9Y5P3	0
P61574	1
P61576	1
P61578	1
P61572	1
P61571	1
Q69383	1
P61573	1
Q6ZRP7	1
Q96RS6	1
P08183	0
P53384	1
P00450	0
Q9BQK8	0
P52789	0
P52701	0
Q8TAK6	1
Q13535	0
Q8NB78	0
P61566	1
P61570	1
Q69384	1
P61567	1
O75976	0
Q9HDB8	1
Q69YH5	0
Q902F9	1
Q6ZMW3	0
Q96MD7	1
Q13474	0
Q9BPW5	1
Q15542	0
Q6P9F5	0
Q569H4	1
Q9NWS8	1
G3V0H7	1
O75381	1
Q9NRY4	0
O43868	0
O14603	1
Q1ZZU3	1
Q9UGH3	1
O94759	0
P61575	1
Q495X7	0
A6NH52	1
Q14139	0
Q9H489	1
Q6ZQQ6	0
Q702N8	0
Q9C030	0
Q13507	0
Q01538	0
A8MXV4	0
Q9Y2Z2	0
Q6ZTQ4	0
Q92503	0
O43304	0
Q5EB52	1
P18669	1
P19320	0
P18621	0
Q9BU70	1
Q9NXF1	0
P24386	0
P48382	0
Q7RTV2	1
Q04721	0
P13349	1
Q9GZN0	1
O15554	0
Q9BPX6	0
A8MYU2	0
O75110	1
Q9NYA4	0
Q5T1B0	0
Q9BW60	1
Q16666	0
Q9NQ79	0
Q9H159	0
Q9UJX0	0
Q6P4A7	1
Q6DKJ4	1
Q96A35	1
Q96DW6	1
Q14849	1
P07911	0
Q9Y6Y1	0
Q6UY14	0
P07357	0
P07327	1
Q99965	0
Q9UNA0	0
Q9H175	0
P00326	1
O00622	0
Q96G28	1
P20309	1
O94983	0
P0DMU8	0
P27216	1
Q5JTW2	0
Q9NUG4	1
Q9NZU7	0
Q53SF7	0
P0DMV0	0
Q9H324	0
Q8TE58	0
Q8TE56	0
Q9UKP5	0
Q9BUB4	0
Q8NFH3	0
Q9Y3T6	0
Q8NGY2	1
Q8TE59	0
Q9UHI8	0
Q9Y5H2	0
Q6NVY1	1
Q8WZ84	1
P49736	0
P83369	1
O60721	1
Q8IZA0	0
Q8WVP7	0
Q04609	0
Q6DN72	0
Q8N6G6	0
Q6H9L7	0
Q02817	0
Q9HBA9	0
Q8TB73	0
Q86TH1	0
Q9H223	0
Q8NGX0	1
Q8IWF2	0
Q9BZF3	0
Q9BXJ9	0
Q8N146	1
Q7Z442	0
Q99575	0
P14625	0
Q6PI47	0
O60494	0
Q9ULW2	0
Q13467	0
O75084	0
Q96A11	1
O00144	0
Q7Z6J6	0
Q15075	0
A4FU69	0
O95996	0
O15072	0
Q15329	0
Q96HP0	0
P48745	0
Q8NHQ1	0
Q8N8A6	0
Q8N5C1	1
P29279	0
Q9H098	1
Q9NZ38	1
Q8IX06	0
Q5VU57	0
O76076	0
Q8IZF7	0
Q5T1N1	0
O60503	0
P09543	0
Q9H0A8	1
Q8NEE6	0
Q9HAW0	1
Q9Y6X4	1
Q99698	0
P0CJ92	0
O43462	1
O75578	0
Q9NPG1	0
Q9H9L4	0
Q8WUQ7	0
Q5T1A1	0
Q6UW02	1
Q4V328	0
P16444	1
A6NEL3	1
P21817	0
Q92736	0
B1AKI9	0
Q8TDX9	0
P0DMU7	0
Q14562	0
Q15615	1
Q9H4L5	0
Q6IFH4	1
Q8NGY7	1
P35269	1
Q9Y5J1	0
Q9NWB1	1
Q9BUD6	0
A6NKL6	1
P48380	0
P0C617	1
Q8IXR5	0
Q96N28	1
Q8NB12	0
Q7Z443	0
Q86YN6	1
Q2MKA7	0
Q9BVL4	0
P23396	1
Q9NXX6	1
Q9BV38	0
Q96H78	1
Q9UHV7	0
Q969I6	1
Q8NGW1	1
Q9H930	0
Q9H0H5	0
Q6UXX9	0
P55201	0
P14550	0
Q8TCG1	0
O75339	0
Q8N999	1
Q96JJ7	1
Q9UPY5	1
O60783	1
O95229	0
Q96T68	0
P07996	0
Q5W0Z9	0
P0CB48	0
Q8NI27	0
Q13432	1
Q5GH72	1
Q9P2E9	0
Q7Z417	0
Q8IVN8	0
B3KS81	1
O95428	0
O75663	1
O15067	0
Q96AJ9	1
Q01959	1
Q13426	1
Q8WWY3	1
Q8IZ13	0
Q9H8N7	0
Q9UJ04	1
Q9BXY4	0
Q8WVM8	0
Q9P283	0
Q6UXZ4	0
Q99835	0
Q8N1X5	0
Q9BZ95	0
Q6ZN44	0
F5GYI3	0
Q6P7N7	1
Q8IWR0	0
O95789	0
Q15643	0
Q7Z403	0
P35442	0
Q6ZMP0	0
P31645	1
Q8N5T2	0
O95185	0
Q99959	0
Q13522	0
Q5VZL5	0
Q9P2T0	1
O94832	0
Q92802	0
P19838	0
Q8TC29	1
Q9P0L0	1
Q96P64	0
A8MVZ5	0
Q9NRN7	1
Q13939	0
Q6NXE6	0
P33176	0
Q5JPF3	0
Q92805	0
Q9Y5G2	0
P01213	1
O75037	0
Q5W0B1	0
Q9BYJ0	1
Q9Y5X9	1
Q7L9L4	1
Q9H0A0	0
Q9BY67	0
P54132	0
Q8TCZ2	1
Q5VUJ5	0
P10253	0
Q12864	0
O75496	1
P34896	0
Q8IXI1	1
Q9H8S9	1
O00764	1
Q8NEJ9	1
Q9UBY0	0
Q969P6	0
Q8IWV7	0
P25787	1
P48553	0
P62495	0
Q8IY85	0
P35609	0
Q13938	0
Q9BXY5	0
Q96GE6	0
P0DP25	0
P28676	0
O43707	0
P05549	1
Q9HB09	1
Q96LZ3	0
P63098	0
P20930	0
P41208	0
Q8TD86	0
P0DP24	0
Q8IZT6	0
Q6UXT9	1
O00203	0
P19105	0
Q8TBN0	0
Q7L576	0
Q8NEZ5	0
Q7Z418	0
P43304	0
Q9NQ76	0
A6ND01	1
Q9NU53	1
Q9UKG1	0
Q9NRM6	0
Q9NP86	0
O75340	0
P59773	1
P14222	0
P05976	0
Q96F07	0
Q96PC2	0
Q9UBV8	0
Q14008	0
A8MPY1	1
Q96FT9	1
Q86V35	0
P57796	0
Q9BQW3	0
Q96L46	0
P05937	0
Q15398	0
Q6TDU7	0
O15182	0
Q8N7U6	0
Q5JVL4	0
Q9BY32	1
P22676	0
P27482	0
P0DP23	0
P22680	1
Q13683	0
Q7KZN9	1
Q8IYK4	0
Q9BUY7	0
Q8N7B9	0
Q16820	0
Q9NPB3	0
Q96EK5	0
Q8NGC1	1
O14829	0
O14950	0
Q9BPW8	1
Q9BRS2	0
A2RUB1	0
Q9UPQ4	0
Q969S9	0
Q6IMI6	1
P12757	0
Q7Z572	0
A6NCL1	1
O14975	1
Q9H1U9	1
Q8NA58	0
Q9NUV7	1
Q9NWQ8	1
Q9UPV7	0
O75570	0
Q9Y2K9	0
Q86VW0	0
Q969K4	0
Q12798	0
Q6KCM7	1
Q93098	1
P14649	0
Q5K4L6	1
Q9Y2P5	1
Q8N3E9	0
Q96QD8	1
Q15269	0
P19174	0
O94876	0
Q9Y2I9	0
P02585	0
Q8IX04	0
Q9BV35	1
P63316	0
Q9NVH6	1
Q6NUK1	1
P23276	0
Q9NR64	0
Q9UQQ1	0
Q9ULV0	0
Q9H9T3	1
Q9Y5C1	0
P08217	1
Q6ZUJ8	0
P43351	0
Q4KMZ1	1
Q9H0Q0	1
Q6UXG2	0
Q9Y4D8	0
Q9H490	1
Q96F15	1
Q9Y2F5	0
Q14184	0
O95727	0
P52565	1
B7ZAQ6	1
P0CG08	1
P31785	0
Q9UEF7	0
Q8N8Q3	1
O60391	0
Q9HA92	1
Q12981	1
Q9BX95	1
Q8N5C6	0
O14493	1
O43734	0
P10909	0
Q9UKZ1	1
Q8NHH1	0
Q13114	0
Q8WU10	1
O43617	1
Q9NVG8	0
Q92536	1
Q04206	0
Q86UV5	0
P41732	1
Q8IWR1	0
Q96P71	0
Q8NDI1	0
Q7Z695	0
Q9UKU7	1
Q9UIF8	0
P10144	1
Q9Y3L3	0
Q69YQ0	0
Q86UB2	0
Q8WYQ5	0
Q00975	0
Q96I13	1
P05177	1
P48544	1
P56377	1
Q8NBT0	0
Q86YW9	0
O60524	0
Q8IWI9	0
Q96H55	0
P55073	1
Q8N370	1
Q8NBH2	0
Q96MC5	0
Q6KB66	0
Q96MX6	0
Q15154	0
Q14651	0
Q9HCR9	0
Q92817	0
P48169	1
Q8IXW0	0
Q86UU5	1
Q96E09	1
O75081	0
P39656	1
P62917	1
O75330	0
Q5TID7	1
Q711Q0	0
P42858	0
Q0VF96	0
P21333	0
Q96HU8	1
Q6ZRK6	0
Q92828	0
Q15181	1
Q9GZR7	0
Q9Y6I3	0
A8MVW5	0
P42566	0
Q13003	0
Q8NBJ5	0
O75363	1
Q14839	0
A6NES4	0
Q86YR6	0
Q8TDW5	0
Q9UPN9	0
Q9Y3B1	1
P35251	0
Q5VWT5	0
Q9NQV5	0
P0CG39	0
Q8IY81	0
P08842	0
O15127	1
P53675	0
Q12884	0
Q13435	0
Q9BYV6	0
Q9BVS5	1
A8MU46	0
Q9NUY8	0
Q9UBT6	0
Q9Y4E8	0
Q7Z5K2	0
Q96FA7	1
Q2TAL5	0
Q9H254	0
Q04726	0
Q12931	0
Q9NPG3	0
A0PK05	1
Q7Z2W7	0
Q86XT4	0
Q6ZVT0	0
P56192	0
Q70J99	0
P53814	0
Q7Z3T8	0
Q8NFW9	0
Q75L30	1
Q5FVE4	1
C9J069	0
P31146	0
Q9UBW5	0
Q9H6Z9	1
O14525	0
O43918	0
O95631	0
Q32P28	1
Q8IVL6	1
Q8N543	0
Q6PK18	1
Q7L273	0
Q4VC12	0
Q06455	0
Q8N140	1
O43439	0
Q16342	1
Q9ULL4	0
Q8IVL5	1
Q9H074	0
Q99572	1
Q49AN0	0
O75398	0
P01876	1
Q9NWK9	1
Q8IV38	0
Q8TEP8	0
Q86UT8	0
Q96KS0	1
Q9ULU4	0
P12081	0
Q9H8W5	0
Q8IUW3	1
O76081	0
O75376	0
Q92529	0
Q9NSC7	1
O43173	1
Q9H7B4	0
Q68CK6	1
Q9P291	0
Q96E35	1
O94966	0
Q14159	0
Q9BWG4	1
Q9H9C1	1
O43151	0
Q9NRG4	0
A0A1B0GWB2	0
P29353	0
Q12926	1
P40145	0
Q01844	1
A6NDY0	1
O95319	1
Q5SZQ8	1
O75821	1
Q9NQ94	1
Q92879	1
Q8N9W6	1
P52824	0
P26378	1
Q14576	1
Q96QD5	0
Q12830	0
Q13117	1
Q9NR90	1
Q96EP5	1
Q96J87	1
Q9BYG3	1
P0DJD4	1
Q9NTZ6	1
Q6ZRY4	1
Q32P51	1
A0A2R8Y4L2	1
Q86SE5	1
Q9UKM9	1
Q8IY67	1
Q92804	1
P98175	1
P57052	1
Q93062	1
Q96PK6	1
Q8NDT2	1
Q96T37	1
Q96H35	1
Q86U06	1
Q9BX46	1
P49756	1
Q9NW13	1
P42696	1
Q14498	1
P98179	1
Q96IZ5	1
Q9BTD8	1
Q8IUH3	1
Q8TBY0	1
Q9BWF3	1
Q96DH6	1
P29558	1
Q15434	1
Q6XE24	1
P38159	1
A6NFN3	1
Q8WVV9	1
O14979	1
Q8WUA2	1
Q92621	0
P11940	1
Q5JQF8	1
Q8TEM1	0
O60812	1
Q15056	1
P07910	1
B2RXH8	1
A6PVI3	1
P52298	1
P18615	1
Q9UHH9	0
Q9UQF2	0
P35637	1
B7ZW38	1
O75882	0
Q16206	1
P55795	1
Q9HCI6	0
O43390	1
Q6P1Q9	1
P31942	1
Q4G0J3	1
P0DMR1	1
Q15717	1
Q9Y6M1	1
P31943	1
Q9BQ04	1
O43347	1
P52756	1
O00425	1
Q9H361	1
Q96IZ6	1
Q9UBK2	1
Q96DU9	1
Q86U42	1
Q8NG75	1
Q9NQZ3	1
Q9NPF5	0
Q9UPW0	1
Q13283	1
Q9UN86	1
O75390	1
Q8N6W0	1
Q8IXK2	1
P56746	1
Q8IYX4	1
Q9H0L4	1
Q92904	1
Q86SG3	1
Q96DZ5	0
Q9UNP9	1
P08579	1
Q15020	1
O95104	1
Q9UPN6	1
Q8TC92	1
Q5VV67	1
Q8NGG3	1
P0CB38	1
Q14103	1
P52597	1
P08621	1
Q9Y580	1
Q01130	1
Q8IZ69	1
Q9NX07	1
Q15287	1
Q96E39	1
Q13242	1
Q9UKA9	1
Q9UHX1	1
Q13148	1
Q9P2K5	1
O75343	0
Q9NWH9	1
Q8WXA9	1
Q13247	1
Q8NGG2	1
O75526	1
Q13243	1
Q96K30	1
O15042	1
Q9BZC1	1
Q14011	1
Q96KN2	1
O95628	0
Q8N7X1	1
P22626	1
Q05519	1
Q8WXF1	1
Q13151	1
Q9Y3B4	1
Q13595	1
Q2M296	1
Q16560	1
P51991	1
Q5SRD1	1
Q9GZT3	1
P26368	1
Q8TBF4	1
Q07955	1
P09651	1
P26599	1
Q01085	1
P62995	1
Q15427	1
P31483	1
Q86V81	1
Q6IQ20	0
O00555	0
Q9GZN1	0
P43681	1
O15013	0
Q9Y6F8	0
Q9Y6F7	0
Q92870	0
P0C0L5	0
P05067	0
Q9H013	0
Q9P299	1
Q8TC94	0
Q9NRK6	0
P22894	0
P49792	0
O60890	0
Q16625	0
O75747	0
Q06481	0
Q6ZMT4	0
P46531	0
P78559	0
Q9P2D0	0
P52732	0
P51798	1
Q9BV94	0
O15529	1
Q86Y13	0
Q14764	0
Q9UKM7	0
O00303	1
Q9Y6R7	0
Q7Z3S7	0
P0CW27	0
P51810	1
Q86WJ1	0
O14843	1
O15033	0
Q9P203	0
