Q14683 P43246
Q8N3R9 Q8NI35
P14618 O95897
Q92973 Q9UBU9
P04264 P15924
P19793 Q12756
Q9H254 Q16849
P58546 Q04206
Q8IVH8 Q99962
Q9H7Z6 Q99496
Q9UM47 Q8IZL2
O75925 Q6PJP8
Q9UQB3 Q96RT1
P19838 Q14690
P35222 P19838
Q8TD16 Q14203
Q13287 Q14765
Q9H0H5 P23258
Q13029 P06400
P54132 Q9BXW9
Q9UJ78 Q8TAD8
Q8TEW6 P07949
Q05513 P13645
Q9NPH3 P40763
Q92817 P15924
Q9Y6Q9 P37231
Q92574 P15311
O60687 O75173
P16591 P40763
Q01780 O94842
Q96GD4 P17661
P49023 Q13418
Q14126 Q08554
O75146 P68133
Q04206 P25963
Q15262 P28827
P12931 Q13114
P17028 P54257
Q8N4C8 Q8WXD9
O60331 P98164
Q9NQT8 Q12959
Q04759 Q8IV61
P37198 Q9H8Y8
Q9ULX9 Q16236
P53350 Q9Y2I6
Q02846 P04271
Q12852 P21980
Q92854 P21854
O60244 Q9BZF9
Q15303 Q13425
O14920 P21580
Q9NR12 P05771
P43364 Q7Z614
P16389 Q9UHC6
Q9NP84 Q13114
Q14831 P0DPH8
P68400 Q9NQB0
P19174 P42702
P37198 Q13114
Q01968 P62993
Q7Z6J2 Q13255
O60610 Q13563
P46934 Q13322
P12757 Q9H2Y7
Q13131 O00418
P21860 Q07889
Q13464 O14974
P03372 P10276
O75674 O14777
P54253 Q8NDZ0
Q96JE9 Q13885
P05783 Q9UMD9
Q01538 P06493
Q00839 P49335
P56693 P49715
P02675 P02671
P62760 Q86UW9
P19438 P63244
Q13444 Q8WV41
Q9UKX2 Q14289
P46821 P60709
P30530 P22681
P62508 Q92786
Q07954 P02649
P08235 Q92786
P62495 Q8IYD1
O60674 P16885
P11532 P46939
Q05586 P19022
Q99856 Q14209
P40425 P40424
Q92529 P05067
Q13470 P19174
O15287 P51587
P19012 Q8N715
Q09028 Q16576
Q92835 Q06124
P26038 P05362
P29350 Q14289
P57105 Q15311
Q96ST3 Q9UKV0
P27361 Q01892
Q9Y6K9 Q9UHD2
Q8IUH5 P60880
P54259 Q14766
Q9NRR5 Q9HAT8
O95931 Q06587
P16112 Q99542
Q9HCS7 Q03468
Q99700 Q96EK5
P42224 P05412
P25205 P53350
P29590 P68400
P50570 P08631
P52564 Q14765
Q9BVP2 Q15172
P20023 P17927
P38398 O60684
P03372 P10827
Q5T124 Q8IYR0
O60885 P35249
P06241 Q13291
Q5JVL4 Q15878
Q96RT1 P16144
Q13813 Q9UGI8
O15111 Q16584
Q9UBZ9 Q9Y253
Q96FN4 P60709
P06241 P10721
Q13464 P53667
Q02952 P25098
P11277 P13591
Q4LE39 Q96ST3
Q9NRL3 P0DP25
Q12879 P49796
Q15834 Q9UPT5
P25391 P22303
Q9NRR5 Q7Z3S9
O00268 P21675
Q9UHV7 Q9ULK4
Q53QZ3 Q9HCE7
Q9UQF2 P98164
P27986 P03372
P43080 Q02846
Q13191 P36888
P03372 P68363
O00238 P61962
O00257 Q13642
Q8WUP2 P21333
O43426 Q9UKS6
Q13751 Q02388
Q09472 Q8WW38
O75925 Q9UPW6
O14980 P15336
P0DP25 P34998
P61764 P10636
P46937 Q00839
P46108 P11274
P05109 Q9H0B6
P12931 P25963
Q9H2K2 Q9C0C2
Q14896 Q8WZ42
Q16828 P27361
P27448 Q04759
Q96NW7 Q9UQM7
Q969G3 Q15788
Q05193 P16333
P27361 Q00613
O15111 P03372
Q96J94 Q9UPY3
Q99933 P04049
P14625 P01266
Q9UBD5 P33992
P17252 Q13393
Q14524 Q96PU5
O43747 P78559
P35900 O43663
Q96QT6 Q13547
Q16352 O95793
Q96FA3 Q9NWZ3
P35222 O00570
O60716 P29350
Q96S59 P08581
P23458 P32927
Q13330 Q8IXH7
P14780 P15514
Q9NUP1 O95295
P14625 P04626
Q9NRD5 P39086
P06400 Q02962
Q15700 O75084
Q99558 P00533
O15020 P68133
Q8N6T3 P48730
O15151 O15350
P12956 P35548
P05783 P04049
P60510 Q6NUP7
Q9UBU7 Q9UBD5
Q8IW41 P31152
Q96PB7 Q99972
P19012 Q14966
P41219 Q9Y4I1
P54253 Q9H4I2
Q96KP1 Q9UGK8
Q99504 Q15475
Q6W2J9 Q99829
P06241 Q14254
P30154 P67775
P12757 P35998
Q96HC4 P05771
P0CE71 P00390
O96006 O60504
P04839 P63261
Q9Y4K3 O15455
P51955 Q9BV73
P57073 P08047
Q96IF1 P35221
Q04206 P09429
Q7KZF4 P29083
P53708 P04004
P10827 Q13616
Q70CQ1 Q9NVC6
Q92793 O43463
Q9UBU8 P06400
P08047 Q09472
Q15818 Q14257
Q6DJT9 P52292
Q15645 Q8WXK3
P23458 P07332
P26367 O95343
P68400 P12259
Q96NY8 Q15223
P22681 P51692
Q13077 P20333
O14976 Q00610
P10828 Q15650
O60508 Q92620
Q14005 Q8N6Y0
O94906 P10275
P17480 Q08999
Q05586 P21359
Q7Z418 P37173
O43187 P14778
P09327 P68133
Q13642 Q06330
Q14451 P21860
P07942 P22303
P16284 P19174
P17252 P17844
Q8NFP9 P31323
Q13564 Q8TBC4
P19012 P05783
Q14192 O95405
P12883 Q15561
P09619 O00459
P42338 P27986
Q9UL54 Q13885
Q9Y618 P22736
O14508 P10912
Q92624 Q12788
Q8N5H7 P29323
P14625 P19784
P41235 P10589
Q9HBA0 P06239
P09237 Q96GW7
P15311 P16070
Q9HBH9 P03372
P54253 Q5HYC2
P67775 Q05655
O15379 P40763
P43405 P12318
O43791 P52945
Q96RY7 Q9NYQ7
P11362 Q8NFM7
Q15700 P98164
Q9Y3C5 P45974
Q15109 P04271
P08581 Q13480
O75081 Q13547
P43364 Q6ZU52
Q08116 O14908
P12931 P18206
P17252 Q05209
Q00013 O43147
P11142 P06400
P05129 P25098
P26022 P08603
P17252 Q9Y624
P06239 P15498
Q99972 P02461
P23760 Q99828
Q9UHD2 P25963
P45973 Q13111
P98161 P08670
Q9Y4K3 P98170
P17676 P08047
Q9UK73 Q5VV43
Q6ZW49 Q12888
P68400 Q9Y624
Q12959 P42261
Q99698 O14964
O15226 Q04864
P08235 P04150
O60260 Q15645
Q13794 Q05516
Q07866 P05067
P05129 O00471
Q15139 P19174
P31749 O15151
Q9Y6W5 P06241
Q15678 P14923
P23458 Q99062
P55345 P48634
P43405 P12931
P35606 P48444
O14757 O15151
Q5PSV4 Q16576
P25791 P55196
Q05193 Q14247
Q8N5U6 Q9GZT6
Q13547 P29590
P05771 O14920
P17252 P05107
Q92759 P19447
P15976 Q01543
Q8TEW0 Q9NQ66
Q155Q3 Q9Y6R4
Q02156 P06241
Q99558 Q12933
O60282 Q6P597
O75578 P05556
Q92824 P23229
Q99496 P35226
Q13765 Q5T3J3
P05109 Q5T3J3
Q12959 Q13224
Q9NV58 Q9NRH3
P03372 P62195
Q15654 Q9H0B3
Q16671 P36897
P49023 P06396
A2RRP1 O95897
Q9UQM7 Q00613
P40189 P42702
P67775 P62495
Q7Z3B3 Q15834
Q13547 Q03181
Q9Y4H2 Q92569
Q01892 P45983
O00192 P12830
P51178 P0DP25
Q13009 P17252
Q9H1H9 Q6VMQ6
P40189 Q04724
P42345 P40763
O75116 O95793
Q9UGK3 P42229
P18031 P19022
Q9UBU9 Q9Y3F4
Q13224 Q13555
Q96FN4 O75340
Q99836 P51617
Q01892 P17676
Q9Y6K8 Q9Y508
P05107 Q9Y490
Q99700 Q99962
P13497 Q02388
P17252 Q06210
Q8IYF3 Q96IQ9
P98082 P41240
Q13535 O75943
Q14451 P00533
P21860 Q02297
Q7Z569 P49454
Q14566 P49736
P08670 Q6ZU52
P57678 Q13137
O14795 O15020
P29350 P62993
P42701 Q14765
P51784 Q15047
Q93009 Q68CJ9
P27986 P00533
P13010 Q07864
Q12840 O60941
O95219 P06213
O60880 Q9HBG7
P56178 P35548
Q05655 Q9Y243
Q15700 Q8WXI2
P54257 Q9H0I3
Q13094 P16885
P23443 Q9BUZ4
P20807 Q7Z6G3
P48552 Q07869
P48995 Q9UL62
P21675 P28749
P15336 P68400
Q14191 P54132
Q12982 Q07960
O75530 P38570
Q9NNX6 Q9H2X3
P17706 P12931
P32927 P06239
P07384 P02461
O60716 P16591
O14920 Q12933
P16144 Q03001
P17252 Q12879
Q9HC98 Q7Z6G3
Q7L591 P06241
Q9UBN4 Q9UL62
Q96PE3 P27986
Q9HBA0 P08631
Q8N5U6 Q5T3J3
Q9Y618 P14859
P68400 P38398
P12931 Q9Y6K9
P46379 O95163
P19784 Q9NQB0
P19784 Q16623
Q16760 Q96ID5
Q9NRD5 P04626
P62495 Q14145
P19419 Q15759
P28328 Q04724
P06493 P06400
Q8TAP4 Q15834
P22681 Q9Y4K3
P11912 P29350
Q04724 O43261
O15379 Q9NYJ8
Q9NWF9 O15455
P50991 P68133
P50281 P45452
O00206 P14625
Q00613 P49137
Q15025 P28482
P07948 Q9HBA0
P51451 P22681
Q05586 P35579
O15265 P62191
Q9NPH3 P51617
O14920 Q8N163
P12931 Q02156
Q13315 P16220
Q99933 P06400
A6NC98 P40425
Q9Y6Q9 Q01094
P28482 P19634
P07357 P02748
O00507 P10636
O95477 Q5T2W1
Q96J02 P46531
Q14209 Q00526
Q9Y6C5 Q99835
P10275 Q9UNE7
P51617 O00206
P09958 Q9UHI8
Q92830 Q9Y6A5
Q13368 Q9NYY3
P20264 P35716
P78536 Q15303
Q09472 P18146
P57105 P98164
O14920 P36897
P06493 Q96KB5
Q05586 Q92796
Q6UWZ7 Q96RL1
P98082 O15169
Q96EP1 P29590
Q16849 Q92543
Q92793 O15525
Q13115 P45983
Q96RT1 P04626
P25963 Q12923
P41235 Q14686
P19784 Q16543
Q9UJX3 Q12834
Q9UKT4 O60447
P09958 P46531
Q08380 P45877
Q9Y5T5 P06493
P00451 P04275
O75533 Q8TAD8
Q96QZ7 P08887
P62140 O95405
P68104 O15169
P54253 Q8N1L9
Q06187 Q9Y2C9
P63098 P62937
P00533 P46108
Q15645 Q9BXL6
Q13619 Q13309
O14795 Q16623
P35240 O00560
Q7L591 P41240
P52333 P23458
P54253 Q9H7H0
Q04724 P09429
Q16539 O43318
P09237 P14780
Q01780 Q9HAU5
P08195 P05556
Q06124 P24394
O96017 P52292
Q9Y2Y4 P23769
P31785 P23458
Q9Y3C5 Q96PU5
Q99972 P30613
P68104 O43252
P11171 P31150
Q14289 P22607
Q99558 Q9Y6K9
Q86UW9 Q86Y01
Q9P2K3 Q14687
P00491 Q9UKY1
P45984 P15336
P46108 P35968
Q96ST3 Q92922
P04004 P02679
Q99704 P10721
Q9NYJ8 O43318
O95718 Q9Y6Q9
P31749 Q13370
P49798 P53618
P22670 P48378
P27987 P0DP25
O94875 O75955
P98160 P23142
P17275 P15407
P11277 Q08495
Q8WX93 P15311
P36894 Q13873
P68400 Q13351
P98066 P16112
P34932 P08235
P57073 P05412
Q14807 Q8NG27
Q13137 Q8TCX5
O15162 Q9H0B3
Q13561 O43264
P13646 P08729
Q16625 P07947
P09958 P32926
Q15438 P68133
Q13017 P08648
Q16555 O14939
Q5T5C0 Q12846
Q9BUZ4 P14598
Q13137 Q8N2W9
Q5VST9 Q01484
Q969Q1 Q8WZ42
O75553 P98155
P35222 P19793
P41219 P20700
Q16555 Q13885
Q9Y3C5 Q03468
P67775 P27708
P48634 P47897
P24723 P06241
Q13492 P35638
Q9Y4C0 O14936
P51532 P26367
Q15393 P08631
Q13177 Q15746
Q9UI36 Q99504
Q07889 O00499
P17252 P19021
P49841 O15169
Q09472 P51692
Q9NYL2 P45985
P13010 P24928
O15379 O75376
P08047 P78527
P67775 P13639
P35606 Q02156
P78357 P12931
P06493 Q8TEM1
Q93034 Q9HCE7
O75461 P35226
P48729 Q13144
Q12933 O60941
P05067 Q9Y6R0
Q05586 P35222
O60925 Q9P2H0
Q9Y2X7 O43294
P35226 Q5T3J3
Q12959 O14936
Q9UQB3 P06239
P28482 P54829
O43592 Q00341
Q15831 P54646
P27986 P42336
Q15642 Q9Y2W2
Q10567 P04278
P18848 Q16236
P24394 P35568
Q15599 O15530
P02746 P02745
Q92793 P10275
Q00975 P62873
Q86UL8 Q9UQB3
Q9NQB0 P35222
Q6UW01 Q9NTU7
P31749 O15360
Q15596 P11802
P17612 P12931
P06733 Q9UPW5
P26038 P32004
P49910 O95251
Q9NZV8 Q9NZI2
P46109 P42229
P48380 P22670
Q8N4C8 P46821
P14625 P68400
P49916 P18887
P02795 P04278
Q96B97 Q07889
Q8WV28 P16333
Q9UQQ2 P10721
O00206 P08571
P04839 P46940
P67775 Q99250
Q9UHI6 O75376
Q86UP0 Q96I34
O14512 P19174
Q9Y6Q9 P05412
Q13224 P07384
P54725 O15265
P04278 Q5D1E8
Q9BRP4 P62333
O14777 Q14683
Q6VN20 Q8N6C5
Q9C0D5 Q86YM7
P17342 P01160
P46109 P43405
P22736 P51812
P14923 P15941
O95163 P45983
P55884 Q14152
Q9C0C4 Q92796
Q12933 P08138
Q9HCE7 Q96AE7
P20916 Q14050
P52657 P29083
Q8IZP0 P02549
Q9NVD7 P48059
P31271 O14770
O15259 P21333
P16333 Q92918
O95477 Q92796
Q15691 P25054
P60484 Q6P0Q8
Q9ULK0 Q9HD26
P06213 O14508
P14923 P19022
Q09472 Q12772
Q8N196 P09429
P49023 P23229
P45983 P49023
P56199 P27658
P29350 Q9UQC2
P09619 P42229
Q8N3L3 Q12846
O43924 P54725
P24592 Q9NRR5
O15524 P10721
Q9P2P5 O15350
Q07687 P35548
P10275 O60244
Q9UL54 P19419
Q04724 P84090
P17600 P14598
P15509 P27986
Q13765 Q9UKY1
P28482 P67775
Q13061 P23327
Q9Y5K6 Q13563
Q9NY65 Q14831
Q53GL0 Q9HCE7
Q86UR5 Q8IUD2
Q09472 Q92786
P08238 Q07960
Q9UKS6 Q9BY11
Q96FA3 P51617
Q15113 P02461
P01266 P11021
O15085 P46821
Q15075 O60784
Q8IZL8 P10275
P25942 Q13489
Q04771 P15882
P04839 Q15080
P29122 P20930
Q13561 Q8NBJ4
Q99683 Q12933
P37198 Q14974
P46109 P22681
Q96L50 Q07011
Q9P2M7 Q07157
Q02040 Q15834
O43353 P19438
Q9ULJ8 P23443
O75376 P55055
Q9BUZ4 P08138
Q9Y618 P37231
O75604 Q7L4P6
P05129 P98082
P37275 Q09472
P35606 P41220
Q9UBN4 Q14643
Q9HC98 Q9HAU4
P54253 Q9UMN6
P08069 P06213
Q9UMX0 Q5VSY0
P78344 Q14152
O43683 P25054
O94759 Q14573
Q92997 Q9H9D4
P45984 P05412
Q12888 Q01094
Q96T58 P48436
P31269 P40425
P60510 Q04206
P43405 P19174
P42566 P49757
Q8WXG6 P19438
P11473 P50613
Q9Y4K4 P46108
P54725 P55036
Q9Y2X7 P23471
Q99816 P10275
Q9Y2W7 P16220
Q9H3D4 P62993
Q05586 Q13114
P17936 P02751
Q9ULB1 Q02410
P17252 P11388
Q9H6Q3 P22681
Q7L591 P07948
O15530 Q9Y243
Q9Y6W5 P60709
Q9C0D5 Q9UQM7
O15066 Q92845
P61163 Q01082
Q96MU7 P06241
P48995 Q13873
Q04864 Q15653
P46109 Q06124
Q04637 O95405
Q9BS86 Q05996
Q9Y216 Q96QG7
O43639 Q5T5P2
O75832 P43686
Q08752 P08238
Q05655 P60709
P11362 O14786
Q9Y4A8 O60675
P68400 P11388
P06493 P11388
Q15645 Q9NRQ2
Q6ZRS2 Q92793
Q9NRM7 Q96IF1
Q86Y01 Q04721
Q13191 O43639
Q86WV1 P62993
Q9BX63 P38398
P16871 P27986
Q16539 Q8WYK2
P02549 P68133
P03372 Q01851
Q9BV68 P46379
Q9BPU6 Q14117
P23443 P10636
P51531 P04150
P23458 P24394
Q08881 P06241
P43034 P30622
O43615 P10398
O95373 Q14974
Q9P1Z2 Q92793
O43150 P49023
P52179 P35579
P54253 Q96EP0
O14733 P45984
P39880 Q8TBA6
P14923 P55291
Q9Y463 P28482
P36957 Q9UKY1
Q9NS68 Q12933
Q06124 P11274
P29350 Q86UP6
Q92731 Q9Y6X2
O75582 Q15759
Q16539 Q14318
P11802 P49715
Q9UBF6 Q13617
O60934 Q09472
Q8N2W9 Q14974
P10276 P55055
P00533 P10275
Q9UPQ9 Q9NRR5
Q7Z3B3 Q8N6Y0
Q8NB12 Q13765
Q13588 Q07889
Q59H18 Q14896
P33992 P49736
P78347 P25490
P45983 Q8WYK2
Q08752 Q9HAU4
P98161 P14923
P25445 P15311
P21675 Q08999
O95819 Q99704
P54259 Q96QZ7
O43306 P04049
O14964 Q13596
P06239 Q9H4E7
O14594 P32004
Q13287 P42224
P43405 P62993
Q13555 P21333
Q9NS23 O00220
P35568 Q8N122
Q96P70 P30153
Q13177 Q15052
Q9UJX3 O60566
Q9NRY6 Q05655
P26038 P15311
P23469 P12931
O43913 P49736
P11274 O60674
Q8WU20 Q07889
Q8IZL8 P06400
Q96S59 P10275
P16389 P50549
P61764 P12036
P49840 Q96G01
P01135 P00533
O60504 P27361
Q13480 P27986
P55347 P17509
P15391 Q07889
P19793 P14859
Q14511 P46109
P27986 P37173
P11362 O00459
Q9Y4K3 Q13501
Q15811 Q8TAQ2
P17948 P06241
P28562 P34932
Q8NBP7 P01130
Q8TEW0 Q8IVF5
P37173 P16070
P26447 P07951
Q14511 Q05209
Q92786 Q13285
Q99613 P60228
Q9UM47 Q06330
O15399 P05771
Q05209 P36888
Q03181 P28702
P63244 P05556
P17676 P04150
P25440 Q14209
Q16352 O15399
Q12866 Q14393
Q14289 Q13017
Q5MNZ9 P10275
Q8IW41 P53778
P13798 Q9GZZ9
P07948 O60674
P48552 Q8NHQ1
P09237 Q99075
P48729 P60709
O95477 Q53GG5
P17544 P45984
P50222 Q9Y512
Q96CN9 Q9Y2I6
P49759 Q8NBJ4
Q9UIK4 Q9UQM7
Q09472 Q13105
Q92624 Q96S15
Q9UBB5 Q13547
P25963 O95163
Q99962 O00499
Q8IYF3 Q53TS8
P62736 Q92793
O60674 P09619
Q13136 Q15596
P29375 P06400
Q13443 P23229
P52292 P48729
Q13685 Q8IXH7
P12830 P28827
P20023 P15391
Q92731 Q15759
P46531 Q9UJU2
Q9BQY4 Q96PV6
O43463 P28749
P51692 Q9Y618
O94875 O14490
P28827 P18433
Q9Y3C5 O00308
P19419 P17676
P61158 Q14247
P42229 P52333
O15360 Q92922
Q9Y6K9 P21580
Q96S59 P05107
P20936 P10809
P29350 P00533
O75553 P98164
Q9Y5X1 Q00610
Q86UR5 O14795
P57078 P05771
Q8IYJ3 P19878
Q9HBE5 P23458
Q96NW7 P19022
O75674 Q99816
P51692 P15036
O75604 Q15834
O75581 P58335
P23443 Q96SB3
P62195 P43686
Q04724 Q9BX70
Q8WUH2 P37023
Q99959 Q14126
O00221 Q04864
P40189 P04626
P10275 P38398
Q9BRG2 P56945
O75145 O75334
Q9BUB5 Q16539
P33897 P28288
P40189 P26992
Q15139 P16885
Q12959 P16389
Q9NRR4 Q8WYQ5
O94875 P14618
P35226 Q03164
Q8N5U6 Q9BVJ6
Q12933 Q6FIF0
P43365 P42229
Q13873 Q13885
Q14511 Q14289
Q9UQQ2 P21333
P45983 P28562
Q14703 Q99941
P18848 Q14494
O15399 P21359
O00300 P07996
P56693 P08047
Q9UI32 Q15700
P33176 P60880
P06401 P26583
Q92529 P07949
Q9NPY3 Q96KG9
O00463 P26842
P08651 O00712
O95163 O15111
P09486 P02461
O43463 Q9UIS9
P54259 Q15654
P54646 O00763
P25391 P14543
P11277 P10636
P17252 P25098
Q05516 Q15834
O43463 Q08999
P07996 Q13751
Q96ST3 Q13422
P48643 Q9HA65
Q13469 P18146
Q05655 Q9NQ66
P13010 Q00613
P51812 Q15831
P42224 P51452
P05107 P06734
P21860 P15941
Q06124 P29350
Q5FBB7 P30154
P51170 P51168
P33993 P49736
P07585 Q05707
Q8TDD1 P04150
Q8WZ42 Q14596
O14802 Q99959
Q15645 Q9NRY6
O60641 O94973
Q9Y6W5 P61158
P06493 P68400
O14917 Q9NRR5
Q9NSC5 Q14643
Q07869 Q05655
Q9BT92 P02538
P05556 P02751
Q01094 Q92793
P17612 Q07343
Q9ULH0 P46109
P45983 P61201
Q9H165 P24468
Q49AN0 O15055
O14795 Q96GM8
Q92569 P06213
O60508 Q9HCE7
Q00535 O60331
P06213 Q13480
Q96C92 Q9Y2X7
P12931 P30530
P18074 P06493
P19235 P51692
P08571 P08174
P01130 Q5SW96
Q15915 P10071
O14813 P17612
P24278 O60504
O95477 Q8TEU7
P51693 Q9BVJ6
Q12906 Q08211
Q9BQY4 Q9BRK4
O00206 Q9UPT6
O15524 P36888
P14784 O14543
P23468 P10586
O75448 P03372
P09619 P42224
P54259 Q92794
Q9NNX6 P11215
O43255 Q12933
Q09472 P03372
P43034 P46821
P07585 Q01955
P54257 Q8WYH8
P07332 Q9Y4H2
P54652 Q9NZL4
P17028 Q9NWS9
P01024 Q07954
P08670 Q5T3J3
Q8TF42 O60674
Q92731 P0DP25
P14598 P04839
P29074 Q12879
Q13546 Q99759
Q13444 Q9BX66
P10636 P06241
P02649 P10636
P12931 P41743
Q14766 P17936
Q02763 P62993
P14136 O00255
O00560 P42263
P10276 Q15650
P03372 P08047
Q9Y2D8 Q16385
Q9Y223 Q5UIP0
P29400 P02751
Q09472 O75444
Q8TAD8 P23497
O96006 O15287
O14641 Q9ULV1
P11137 P02649
P54762 P16333
Q8WYK2 P05412
P42330 Q9UKV3
P06400 P02545
Q00341 P55265
Q8NHV4 Q09472
Q14686 Q13133
O15534 P49674
O75914 P17600
P49023 P23258
O60674 P38398
P22455 P42224
Q8TDC0 Q14315
Q9NZV8 Q14005
Q16288 P05412
P40937 Q5T3J3
P29317 P33151
Q96BR1 Q15599
Q13797 P49023
Q96L34 Q13885
Q9UER7 O15350
P06401 O15164
O15357 P22681
Q07954 P12757
P49641 O95163
Q16363 Q9UKY1
Q8IZH2 P48643
Q9NS23 Q13885
P68400 P18846
O60763 O15498
Q9UQF2 Q9UPT6
Q15788 P28702
P16471 P62937
P35222 P08581
P49760 P18031
P17676 P18146
P48729 P09429
Q15596 P41235
Q99704 P18084
P06756 P14543
Q6S5L8 P62993
Q92793 P35680
P04271 P36871
Q93009 Q13114
P48058 Q9NRD5
Q15648 O60244
P51532 Q92922
Q08211 P38398
P05412 Q15759
Q13547 P10275
P55060 P53041
Q15047 Q9NTW7
P11802 P38398
Q13190 P55072
P63151 O15399
P31994 O15357
Q9UGK3 P40763
O95405 P37173
P27037 P37023
O94762 Q13472
P06241 P16144
Q06124 P16471
Q02410 P05067
P57105 O15056
Q02156 P68032
Q9H422 P25445
P43694 Q92833
Q14164 Q9H6S1
Q9NRI5 P35609
Q8NAP8 Q8TAP4
Q9UKB1 P25963
P06241 P78314
P53708 P02751
Q14974 P52948
Q06418 P12931
P56524 P41182
O43294 Q09472
P43403 P22681
Q9HB21 O75970
O95622 Q05513
P51178 P21980
Q15398 Q9Y297
P35568 O15111
Q96QT4 Q9BX84
Q9UER7 O15379
Q12840 Q6P597
Q96GD4 P20936
P43489 Q9BUZ4
O60934 P78527
P03372 Q9Y6X2
Q9Y2H9 Q13425
P27482 Q9H0B3
Q9GZY0 P35658
P45983 P27361
Q5T3J3 Q9Y2X7
O43353 O00463
P10244 Q9Y618
Q9P202 O14936
P24394 O75159
Q96KP1 O60645
Q9BVA6 P42858
Q9Y4H2 O14512
O95831 Q8IX03
Q9Y228 Q13114
Q16539 P03372
P48059 O60711
O43283 O14920
P63098 Q08209
P27361 Q9NQ66
Q9Y6K1 Q15910
Q04771 O14526
Q13309 P30291
P05412 P31273
Q8N5S9 Q8IU85
Q71SY5 Q15648
Q9UPW5 Q9P2P1
O14639 Q8N6Y0
O94906 P04150
P02747 P02745
O43526 O95376
P05129 Q8TD31
P06241 Q13224
P53621 Q9NTJ5
Q9HC62 P29590
Q15561 Q9GZV5
P08514 P02671
O43318 O14920
O75925 P12757
O00238 P11802
P43364 Q8N715
Q15303 P62993
P17612 Q96SB3
O95238 P10275
O95747 Q9HCE7
Q14686 Q92731
P35713 P09429
P17252 P12931
P42262 O00560
P00533 P07585
Q99933 Q99075
O96017 Q03468
Q00013 Q9UNE7
O43464 P05067
P29350 P42226
P11802 Q15047
Q8TAX0 P36897
P15498 P06213
Q15466 P37231
P06239 P43628
O75689 Q13367
Q6ZW49 Q02962
P35568 P62993
Q16610 P23142
Q13418 P05107
O15265 O43186
P54257 P42858
P14625 P04114
Q9UN74 P78509
Q8N2W9 Q9H213
Q9Y210 P06241
O14964 Q9UPT5
P46100 Q9Y383
Q9NW61 P36897
Q9UQB3 P12830
Q99558 Q16543
P36406 Q15438
O75689 P39687
Q9Y4K3 Q99759
P09619 P06241
Q14831 P68366
P08727 P23258
P98095 Q01955
P08254 P07585
P45984 P06400
Q96DU3 Q06124
P25205 Q13416
Q13287 P40763
Q96Q15 P33151
Q15853 P01100
O14965 O95983
P10721 Q13191
Q12879 O14936
Q99684 Q9NRD5
Q13547 P26358
P67775 O15169
Q99933 P04150
Q9NWZ3 Q99836
Q9H3D4 Q9UER7
Q92793 Q9UH73
Q71U36 Q13885
Q9BR09 P35222
Q13127 P42858
O00308 P51170
P28482 P28562
P19174 Q8WV28
Q9NRP7 P08151
Q04206 O43823
Q9UDY8 Q13501
Q15788 P19838
P09958 Q92673
Q13029 P03372
P54253 Q15032
Q13191 P62993
O14944 P00533
P98160 Q16610
Q02413 Q02487
Q9NZ52 Q00610
Q9Y678 Q9UBF2
Q9BVA0 P36897
Q9NS61 Q9NZV8
Q6PKC3 P07202
Q15154 Q9NYB9
Q15047 Q96RU7
P41240 P06396
O75553 Q14114
Q14449 P00533
Q9Y618 P48443
P08047 P14859
P56693 P05412
P36507 P10398
Q92786 O00482
O14543 P35568
Q92558 P61160
P02679 P02671
P37231 Q16236
P22692 P52790
Q9UBC3 O43463
Q92793 Q9UKD1
P15408 P17535
P32927 P07332
P23467 P08581
P15036 P23771
P52333 P40763
Q9Y2D8 P12814
Q13393 P68133
Q5FBB7 Q15173
Q9UKG1 P43146
P54259 O43255
Q8TDY2 Q14289
O15455 Q99836
Q6XZF7 P68133
Q92994 P28749
P24928 P60709
O15399 P35222
P08047 P38398
P0DP25 Q9UM54
Q96IF1 P62993
P27658 Q53G59
Q9NQW7 Q6NUQ1
Q9Y3M8 O60333
P63261 P60709
Q16623 Q9P253
Q9Y6Q9 O15111
P07384 Q13813
P22460 P12931
P53350 Q9H8V3
P60484 O14745
Q06455 Q9NRR5
O75553 P26010
P06493 P17706
O43184 P01133
P08572 P05067
P14784 P43405
Q92793 P19784
Q9UBF9 Q14315
Q14139 P55072
P37231 P48443
P53814 P68133
P43405 P68366
Q14289 P27986
O14746 P17252
O15379 P37231
P43250 P35243
Q7L590 P49736
P16333 P36888
Q9Y6U3 P68032
Q9ULU8 Q9Y383
Q99836 O60603
Q06124 P42702
P43686 P35998
Q16478 Q13003
Q13277 Q9H2B2
Q9NPB6 Q8TEW0
P06493 P22314
Q8TCU5 Q13224
P23469 P62993
P10276 Q15648
Q08752 P11142
Q15834 O43663
P41240 P07948
P27361 P14921
Q13554 Q01970
P43364 P14373
O43913 Q99741
Q9NRD5 P55196
Q15648 P38398
P51512 Q07954
Q86Y82 P60880
Q6ZUJ8 P27986
O00213 P05067
P27361 Q12967
P03372 P10588
Q16881 Q96I34
Q9BRG2 P00533
P06241 O75674
P49069 P08F94
Q86TC9 P35609
P14384 P01133
P07384 Q8NF91
P16234 P46108
Q7L590 Q13416
O43889 Q16649
Q06124 Q00839
P54762 P49023
P37231 Q96S59
Q9Y5X4 Q16576
Q15788 P10827
Q8TE77 P60709
Q8WTS6 P51610
P26006 O00499
O94985 Q99767
P16144 Q9UQC9
P16284 P35222
P05556 Q14773
Q96RT1 Q03001
