O00590 Q99616
P09936 P13473
O75533 Q8TAD8
Q86SE5 Q8TAP4
Q9Y383 P61981
Q96J92 P55017
Q9H3S7 Q9GZR7
Q9H4G0 P14416
P78559 P63261
O95630 O75886
P12755 P29590
O43776 P54253
P51956 P52735
O15524 P10721
P53350 P14635
Q8TAI7 Q13541
Q16533 Q92966
O94973 O00499
P09619 P06241
Q96KC8 P11021
Q9UBB5 Q08211
P42081 P33681
Q9Y678 Q9UBF2
P27694 Q9H8T0
P48067 Q16623
P42684 P08631
P62244 Q13838
P04049 P10415
P11362 P05230
P25815 Q15109
Q13501 Q14596
Q13509 Q969X0
O14777 Q9Y2J4
Q92997 Q7Z7J5
P03372 P51946
Q86W56 P42574
O95602 Q14978
Q99570 Q8NEB9
Q05655 Q01995
Q92598 P68366
Q9ULX6 Q14739
P11362 P78314
P04632 P56134
P84022 Q13616
P54253 Q8N196
P15036 O95405
Q8WV28 Q08881
P43121 Q6VMQ6
P35221 P55291
P25942 P34932
Q96LW7 O95999
P30279 P46527
Q05586 P05129
Q92934 P27348
Q8WTV0 P02649
Q9BUH8 Q9NTW7
Q9UHC3 Q9HAP6
Q13432 P49888
O95169 Q9NR50
Q13219 P01024
Q8NI22 P49257
P12018 Q9UKI3
Q7LBR1 O75351
P42574 Q13177
Q9Y6X6 P36873
Q14738 O96004
Q9UHD9 Q9NRR5
O00238 Q6P3X3
Q86XR7 O43187
P21673 P61604
Q15049 P13693
P16871 P40763
O60704 Q14242
Q9UMX0 P43681
O43184 P17936
O15524 P07333
Q9NYJ8 Q9Y4K3
P55884 Q13347
P01266 P11021
P51114 Q9UKR5
O76003 O95544
Q15399 Q9NR96
Q99750 Q8WUT4
P01009 P08311
Q9GZL7 P46531
O15083 O75145
Q13501 P24468
Q02641 P54259
Q9BQ95 Q9Y4K3
P19012 O75604
O15234 O95793
P50542 O95149
Q92918 Q13094
P42684 P07203
Q9BYG5 P41743
Q16816 P15735
P41970 Q02363
Q9Y4X5 O14933
Q13541 P06730
Q7Z6Z7 P04637
O14795 Q16623
P61981 P17812
O75955 Q8NBJ4
P21246 Q9UHF0
P16070 P41250
Q14520 P01042
O60925 Q5JY77
Q96SN8 P26641
P27348 P04264
O14511 Q15303
Q08881 Q13485
Q99717 Q92736
P61981 Q9BPZ7
P41222 P04278
Q14164 Q9H6S1
O60551 P04637
Q00169 P00533
P16473 P02751
P61586 Q05513
Q12933 Q6P0Q8
P05129 P62258
Q16602 O60894
Q8WTR7 P83369
P62258 O60269
Q13557 P42224
P10451 Q9NR12
Q99615 O15198
Q3L8U1 P19793
P19235 O14492
P50150 P16520
Q13021 P51636
Q96S59 P02786
P26992 O15162
Q06124 Q01362
P09237 P10915
P02549 P68133
Q02790 Q15306
Q96F44 Q96RN5
Q9Y605 Q9UBU8
Q8N488 O75461
P48357 P40763
Q05655 P20700
P42566 P46934
P14672 P35613
Q8TDM6 P35222
Q96IF1 P56945
Q12933 Q05516
Q12824 O95359
Q14201 Q9UIV1
P11142 P04114
O43739 Q969H4
Q15796 Q86TI0
P61981 O14618
P31947 Q15884
O75925 O15169
Q9UI14 Q9NRS6
Q96HC4 Q9HCM9
Q8N4A0 Q14242
Q4LE39 Q96ST3
O14829 P0DP25
O00257 P06400
P08253 P29323
O00716 Q00526
Q9Y4H2 Q92569
Q15699 O94829
P05230 P15880
Q9BX63 P38398
P54829 P06241
P43121 P06241
Q01201 Q00653
O43752 Q15075
O15146 Q13702
P06731 Q01844
P06241 O75056
Q96CW1 Q7Z7J5
P46777 P68400
Q9UPA5 O15083
Q16270 P01344
P0CG47 P42566
Q9UIS9 Q15047
Q13393 P84095
Q13469 P27348
O43150 P49023
Q9UBF2 P21728
Q16549 P11940
Q08999 Q86Y97
O95551 O00463
O15392 P42574
Q96SB4 P08621
Q9H939 Q99952
Q15714 Q9GZT6
Q8NFF5 Q9NRG1
P14625 P19784
Q06495 P37235
Q15382 Q8N122
Q86UQ8 Q13547
Q15233 Q8WXF1
P23458 P29597
Q08345 P02461
P63165 Q96GM8
P78324 O60936
Q15796 P28749
P36897 P49354
P22681 Q9ULH1
O00238 P12644
O95475 Q04724
P48643 P68133
Q9NZT1 Q08188
P29323 Q9NRD5
P06729 P19256
P68400 P12830
O14576 Q9NP97
O15455 Q99836
Q99750 Q8IYI8
O60239 Q06187
O00451 P39905
P63104 P18089
Q53G59 Q7Z614
P11216 P12814
P35968 Q06124
Q9UQM7 Q12959
Q96N67 P61586
O14744 P62318
P49674 Q9Y620
Q13133 O75376
Q9NSA0 Q5T2W1
Q9Y4Z0 Q13287
P61981 P04350
P29350 P16284
Q7L590 P38936
P17096 P05412
Q06124 P17181
Q9NP84 Q12933
O00755 Q9NRL3
Q9BXH1 Q16548
P20248 P06493
Q96GD4 Q9BZD4
Q9Y618 P37231
P15884 Q09472
Q13332 Q8IWV7
Q07666 Q13882
Q03135 P06213
Q6EEV6 P09211
Q13158 Q9Y3A3
P43694 Q99593
P68400 O60936
P32248 P46092
O43150 Q14289
P01282 P41587
Q6P2C8 Q15528
Q96ST3 Q15047
Q9Y678 Q15185
P21796 O43521
P35520 Q8IV36
P15090 P08670
O00585 Q9NRR5
O00231 Q7L5N1
P00533 Q9H299
Q7L5N1 Q8N2I9
P04637 O15379
Q8TEW6 P06241
P10827 P35637
P16860 P17342
P40198 Q8N752
O43707 Q9NPC6
P09237 Q96GW7
P03372 P22415
Q9NQB0 P35222
Q9Y2N7 Q96KS0
O95999 P61088
O14654 P46109
P26010 Q13477
Q13444 P06239
P48061 P01730
Q13257 Q9Y3Q8
P43405 P68366
P07949 P45983
P54257 P52292
Q9Y3A3 Q5T3J3
P04275 P11021
Q13509 P26641
Q14CS0 P55072
P60033 P13612
Q92997 O94772
P35348 P41220
P05019 P08833
Q9HAU4 Q6SA08
P15927 Q9P2H0
Q15648 P38398
P14091 P14138
Q07889 P06241
Q86TI0 P61981
O60880 Q14155
P53611 P62491
Q01780 Q99547
O14788 P25963
P41240 P06396
P14416 P29274
Q7Z6G8 P98164
O60885 Q9BPX7
O00499 P09467
O15350 P46934
P25025 P50502
P51811 P17252
O60741 Q9UL51
P14625 P07306
P05141 P25963
O95477 Q9HAP6
Q969T4 O15111
O75506 Q9Y3C0
P25815 P15311
P19012 Q8IYI6
P42574 O15151
Q07889 P00533
P31025 P02788
Q05193 P15531
P35568 Q13464
Q9UHD9 P04843
Q9HC98 O00141
P21246 Q9BTY7
Q92905 P05412
Q14644 P63244
O14763 Q15628
Q15796 Q9NWK9
P14672 Q92791
P19784 P07910
O00459 P10721
Q8TEW0 Q01970
Q13444 O15259
P62487 P49842
Q04323 P36897
P26447 Q9Y623
P06748 P84077
Q16778 P54198
P02775 Q8WVM8
Q9NRD5 Q14832
Q9NRL3 Q6T4P5
Q9Y4H4 P22607
Q6EEV6 P30101
Q03933 Q00613
Q96CW1 Q9UHP6
P09341 P25024
Q8NEM7 Q16539
Q13569 P29590
Q15233 Q9H8W4
P43405 P52735
Q4V328 Q9UGI8
Q8N556 Q02156
O75947 Q7L5D6
P35968 P51813
P55916 P63104
Q14247 P68133
O43524 O14920
P09104 Q9UHF5
Q9BRV8 Q14164
P81133 P27540
Q96L34 Q13885
Q13228 Q5T3J3
Q92956 P03372
O95777 P62310
P10276 Q9Y618
O43186 Q8TC57
Q12802 Q07869
P61981 P26651
O43157 P08581
P27361 P53805
Q02641 P63167
Q13158 O15519
Q9P2A4 Q86YM7
Q14005 Q96MA1
O60333 O14908
Q6EEV6 P25963
P05067 Q13387
Q15645 Q86UW9
P42574 P31749
Q6EEV6 P04150
Q8N490 O14950
P42680 P51813
Q13287 P80217
Q04724 Q9UGL9
P21796 Q15388
P56945 P10586
O15524 P14784
O00267 Q9NZ63
P19387 P62875
P26367 Q12959
P01130 P02649
Q00653 O00255
P42575 P30281
P84022 P45983
Q15628 P05783
Q16611 P10415
Q9Y2U5 P45985
Q9UL54 P68366
Q13555 P07101
Q13813 P07196
O95989 P62917
Q7Z3Y8 P08729
P14209 Q96C92
Q9NS61 Q9NZV8
O15255 Q9UMX0
P10451 Q9NUQ8
O60675 Q14494
Q9Y2I6 Q8NA61
Q15648 P19793
Q96T76 Q9Y6Q9
Q9BQD3 Q9UPT5
P25774 P02818
Q8IUC6 Q14653
Q12772 P08047
Q13077 P28908
Q96ST3 Q9UHI6
P14672 P51665
Q96E40 P49903
Q9H8T0 Q14181
P84022 P62877
Q07157 Q9Y6H8
O95125 Q8WTR7
P23297 Q9GZT8
P21549 Q9Y6H5
Q13162 Q9UNY4
P21741 Q02543
Q9Y618 P41182
Q9H094 P16157
Q15797 P31273
P55854 P01100
Q92734 Q14258
O43837 P51553
P08133 P01023
Q7RTN6 Q9Y376
O00267 Q13526
Q9UEW8 P02686
P04271 P17661
Q9H8T0 P31749
Q13277 Q9H2B2
P53708 P04004
P31946 Q9BQA1
O60315 O15198
Q9H9Q2 P60228
Q92731 Q9Y6X2
P51955 O14777
O95630 Q9BXJ7
P26368 O14641
Q92844 O14920
P12814 Q99700
Q15404 P04049
Q15257 P12931
P11362 Q8WU20
Q15650 Q92793
Q86UU9 P29371
O43447 O43172
P14652 P00441
Q96PY6 Q04917
Q13367 Q00610
Q9GZY6 Q9NRR5
Q13555 P21817
Q9UJW3 Q9UHA3
Q8N474 O60353
Q6IA17 O00206
P41220 P05771
P15927 O00255
Q96FJ2 Q9P2Z0
Q14566 Q8WYH8
P62330 P07384
P16070 Q9NZN5
Q9Y2I6 O60293
O15230 Q02388
Q9NV31 O00566
Q01844 Q15011
Q13444 P07947
P23246 Q8WXF1
P53567 P55198
P20700 P02545
P46821 O95793
O14514 Q96QZ7
Q15041 P49703
Q13418 P55211
P49841 Q00535
P10644 P00533
Q8NHY2 P17535
Q9NPF4 P15941
P62310 Q16637
Q9H0Y0 O95352
Q9HAU4 O15254
P04843 Q9NRR5
O14939 P35372
Q03135 P01112
Q9NVP2 Q13112
P04637 P50453
P09016 Q92793
P29400 P07585
O43561 P15498
P62834 O14798
Q9UDY2 Q16625
O00459 Q15019
Q03164 O00255
O00459 P22681
Q96J02 P24928
Q9GZT8 Q96H20
P04626 O60674
Q9H3M0 Q8TDN2
Q09472 Q9UK53
Q05655 P41143
Q9BTA9 Q9NRR5
P28749 P49715
Q09472 Q15788
Q16594 P38432
Q15797 P36508
Q05655 P29350
Q9Y6Q5 Q10567
Q9NRD5 Q01959
Q9BQY4 O95967
Q96A72 Q9NP66
Q13185 P11309
Q96IP4 Q92743
P23771 Q8WW38
Q9ULJ6 P10275
Q01523 P07477
Q8TF74 P42768
P55316 P98177
P51911 P0DP25
O75909 Q9BQ66
P51398 Q07869
P60228 P09914
Q71DI3 Q09028
O14627 P20719
P08473 P01282
P28476 P68400
O75398 Q9H1I8
Q96CS4 P52597
Q9BXY8 Q15834
Q96QF0 P61006
O75376 P12755
P01009 P17538
Q9HCS7 Q03468
P10275 P12235
O43559 Q92730
P10276 Q15466
O00585 P32248
P25100 Q13425
Q9UBS3 Q15560
O15111 Q92844
Q9Y5B9 P25205
Q13751 Q02388
Q9Y698 Q12959
P61024 P46527
Q16543 Q00526
Q92793 Q8IZL2
Q08211 P12004
P10415 P17612
O60573 Q13541
Q96CW1 P51116
Q15596 P35609
Q16611 Q07817
P17252 P60953
O75146 P63167
Q9ULV8 P12931
O00470 P52948
P46109 P06213
Q9ULB5 P35222
P32004 P06756
Q99608 Q16254
P36542 Q9NY33
P07711 P17936
P15509 P32927
P68104 P23381
Q9Y4K3 O15455
Q9Y6Q6 Q9Y4K3
Q9UQM7 P28329
Q9BY11 Q9Y6W5
Q99805 P51151
Q04724 P49703
O14939 Q05655
P08631 P60709
O75334 Q86W92
Q04637 Q9BUB5
Q9ULV0 P84022
P26639 P12081
P43351 P18074
Q6EEV6 Q9Y3F4
P09467 P51116
Q9P2D0 Q06187
Q9UKB1 Q13616
Q92973 Q9UBU9
Q15543 P20226
P06213 P41240
O95059 Q96B26
O43323 Q13635
Q9Y6K9 Q92793
Q9Y2R2 P41240
O96006 Q9HCN4
Q02413 Q02487
P10828 Q15654
P52565 P35241
P20936 P10809
O75494 P08621
Q96CW1 Q5JTH9
Q9BQY4 O60568
Q01780 Q9H0D6
P43405 P15498
P07996 P02458
Q16667 P06493
P12004 P27695
P46108 P51692
P06241 P16410
P56537 Q8TC92
P05156 P01024
P51911 P68133
Q9Y5Q8 Q9Y5Q9
P17612 Q86UN6
Q12913 P19174
P41212 Q96ST3
P08069 Q05655
P06239 Q9UQQ2
P62312 Q16637
Q13569 Q92793
Q6GTX8 P41240
Q14934 P43694
P51572 P04439
P12259 P08311
P61812 P05067
P23497 Q13185
P35222 P37173
Q92624 P05067
P10600 P36897
P09497 P0DP25
Q9Y215 P06276
P84022 O00231
P45973 P51532
P50750 P10244
Q92851 P06400
P06241 Q14511
P25490 Q00688
Q8N715 Q15834
Q5SW96 P05067
P07315 P02511
O43823 P42574
Q08999 P04049
P22681 P27986
Q00403 Q00613
Q99418 P39880
P35968 P39060
P68104 Q9UNF1
P10600 P61812
P35900 Q13057
P09486 P04085
Q8WV28 Q06187
P12956 Q14687
Q99627 Q92905
Q9UIQ6 Q9H2K2
Q9Y5K8 Q15785
P48443 Q9NRX1
Q15834 Q9BSW7
P68400 P46060
Q9Y2H0 O94875
P08514 P16671
P05161 P41226
P54253 Q7Z570
Q9Y6K1 O43463
Q15334 P15529
P62318 Q16637
P48307 P03951
Q9UBU3 Q02643
O95498 P05107
Q15366 Q16629
P54753 P06241
P27361 P06213
Q53EL6 P62277
P36542 Q9HCC8
Q3KQU3 Q5RL73
Q13323 P10415
P04156 P62993
P01112 P30307
P20248 P38398
O43187 Q9HCE7
P54252 P55072
Q92529 Q16620
P46379 Q15155
Q15121 P51812
P54725 P04843
O00165 O95342
Q9Y5X5 P01303
Q9Y2Z0 P25815
Q59EK9 P10114
Q86SJ2 Q86WK6
Q9UKS6 O00401
P13861 Q13485
P42677 Q9UHY7
P01042 P08246
Q9Y3F4 P62304
P17342 P01160
P54257 Q9Y6M9
Q06124 O95297
P49798 P63096
P46940 P12830
P61970 P37198
Q99558 O43318
P49840 Q07820
P17612 Q15256
Q9C0A0 O94952
Q14524 P49796
Q14686 P78527
P08123 P04278
P15941 P62993
Q13526 P24864
P28482 Q9P1Z2
P14902 Q9GZR7
Q13490 P55211
P00403 P00533
P48048 Q08378
P16298 P57103
P42858 P00533
Q96CG3 Q12933
O60563 Q00577
Q9BZK7 O75376
Q9H9D4 Q13868
P01100 Q04206
P52789 Q02156
Q12852 P21980
Q9ULH1 P08631
P84022 P17844
P25963 P04792
P27361 Q13480
P30519 Q9Y2X7
Q86VB7 P00738
P05019 P17936
O43734 Q9Y4K3
P53779 P04637
P01111 P10415
P05771 P34741
Q9NZQ3 Q96MA1
P13693 P05023
P31946 P08238
O00151 Q32NB8
P61296 P07199
O43747 P84077
Q8WZ42 P12814
O14818 P62191
Q9HC62 P29590
P18031 O60674
Q92844 Q5D1E8
P61278 P30874
Q9H4G0 Q14980
Q5T1R4 Q12933
P05067 P49768
Q96P71 Q99767
Q13671 P01112
P55212 P49585
O00308 P08887
Q9H9E1 P98164
Q9Y5X4 P28749
Q15006 Q9Y3B6
Q9NPY3 P43487
Q9H4L5 P61981
P10124 P02776
P63279 Q13867
Q08211 Q00403
Q9BWC9 Q5T3J3
Q9UHB4 P99999
P68400 Q9UKY1
Q8IZE3 P15311
P06493 P67870
Q9NYF8 P50402
Q16594 Q00613
Q5JVS0 Q9UGU5
P04406 P61019
Q92793 O75925
Q9P2H0 P82932
Q9Y328 Q8N357
Q14112 P11047
Q7L590 P33991
P61981 Q00610
O14776 Q07955
P40763 P29590
O14492 Q06187
O43639 P61978
Q9Y490 P05106
Q8WYA1 O15516
P32004 Q15121
P17252 P51674
Q92793 Q00403
O43586 P42768
P09683 P32241
Q13469 P08670
P49247 Q9GZT8
P50148 P20309
Q9BTW9 P36404
O95084 Q13387
O75923 P56539
Q03113 Q15283
Q15645 P67775
P42336 Q8IUC6
Q6STE5 Q92922
Q9UJ96 Q14721
P18031 P11274
P05107 P63244
Q13464 P35611
Q9NR19 Q92900
P21728 P00813
P60174 Q15047
Q9NY99 O60941
Q8TF64 Q9NPG1
Q9NZ81 Q53G59
Q9BPX3 Q9UBC3
P62330 Q8N3R9
Q8TES7 Q8IY31
P10144 P78527
Q9H2G9 P61019
Q16584 P60953
Q9NPH3 Q99836
P15927 Q13432
Q9UP38 P41221
P27986 P08631
Q9NPG1 O14908
P54764 P52799
Q15596 P33176
O43929 P49736
Q9UKS7 Q13422
Q9Y2H9 Q13424
O15235 Q5T3J3
P29350 Q6GTX8
P49918 P15172
Q9Y2D1 Q9UBS5
P28482 P49407
Q53ET0 Q08209
P06756 P08253
P11142 P00505
Q12889 P35579
Q9H0U4 P31150
Q10586 Q09472
Q8IYF3 Q96M91
O75689 Q15139
P21579 Q8NBJ4
Q8TF65 Q9NPG1
Q9NPJ6 O95379
O76054 P48736
Q01658 Q9NRF9
P08047 P10275
Q14511 P28329
Q9GZV1 Q8WZ42
O14976 Q00610
Q8N5C8 Q12933
P36543 Q9Y4K3
P05412 P11388
Q07666 P07948
O95793 Q92900
P14136 Q9UGJ1
P38432 Q9NRM2
Q12802 P50148
Q06124 O14543
P02794 Q9HB65
P11047 O95295
Q96SB4 Q14739
P28482 Q05513
P29965 P25942
O00459 P62993
P07711 Q9UIV8
Q9Y2X7 Q12756
Q9NR82 P12931
P02774 P62736
P27540 P29590
Q9NPF7 P42701
P11487 P21802
Q14966 Q9BQ66
P50750 O94992
Q969H0 A6NE52
P12757 P08621
P17252 Q16625
P07766 P04234
P35568 Q14449
P15923 P0DP25
Q14582 P04278
O14925 O60830
O14893 P26368
P63167 P25963
P51677 P09769
P16860 P16066
O14908 Q07954
P08253 P01584
O15259 P21333
P51693 Q99547
Q96BD8 Q8WVK7
P0DP25 Q9H0B3
Q12933 O60941
P04155 Q9UMX0
P78347 P11831
P11142 Q00613
O14713 O00522
Q9P209 Q05516
P49959 Q09472
P20336 P26374
Q6P1K2 Q7L5N1
Q01082 O15198
P14923 Q96HA8
Q15678 P12830
Q08211 P07910
Q9P0U4 Q9HCE7
Q9H0D6 Q9H0E2
Q9Y624 Q07157
O95365 Q02447
Q969Y2 Q5TAQ9
O14965 P04637
Q92796 P23634
Q00597 P02549
P46379 P33240
P01266 P07306
P61981 O14654
P54619 Q13131
O43929 Q9Y5N6
Q12923 P50479
Q8TC92 P26641
Q9Y297 P62837
O00175 P51677
Q9Y6J9 O75558
Q99856 P23497
P35348 Q14315
Q15797 Q92831
P03956 P02458
P32239 P32238
P15336 P10275
P15036 P14921
P83916 Q9UBC3
P03372 P10588
P18206 P06396
Q49AN0 P53041
P35568 P11274
O95163 P42858
Q14192 P11831
Q99717 P17098
Q9NPB9 P51671
O43639 P00533
P54105 P14678
P48995 Q14573
Q99717 P09012
Q96KX2 P47755
P63010 Q96CW1
P00742 P12259
P62495 Q8IYD1
Q86XR7 O00206
P52294 Q06455
P38398 P51948
P68400 Q9UHC3
Q9HC98 P50613
Q08722 P07996
O95197 Q16739
P43364 Q8NEG5
P56945 Q05209
Q8N668 P25963
P06400 P20226
P15927 Q5RL73
O95870 P03905
Q8NAM6 O15198
P15622 Q15834
Q9GZR1 P27540
O14832 O00628
P16144 Q9UMD9
P54253 Q96IP4
P02686 P54253
P49757 P46531
P32970 P26842
Q14344 P36897
O00755 O00144
P12956 Q15102
Q15047 Q9NRN5
O94777 P28068
Q96A65 Q13224
P62508 O94989
P36894 P31273
O75553 P43034
P35222 P98177
Q9UPT5 P11233
O95081 P42566
Q14005 O14974
Q03135 P29033
O15169 P49674
P29218 P05937
P06493 P39880
P07101 P68400
Q99750 Q9NUU7
Q86UR5 P60880
O95257 Q03181
O14931 P13987
Q05655 P49840
Q9BT78 P61201
O15162 Q14966
O75146 Q00610
Q9NS87 Q9P2H0
Q9Y4H2 P29350
Q13158 O00220
Q96BI3 Q9NZ42
Q969N2 Q92643
P06493 P49418
Q8TAI7 Q15797
Q03014 P29590
Q12815 Q13895
P04156 Q06481
O14757 Q13616
Q9NY61 P06400
Q9UHP7 Q12918
P42263 P07948
P18206 P35221
P60953 P45984
P19622 Q9Y261
P17612 Q9Y6R1
P04637 P20042
O14776 P11142
Q9UBC9 P07476
P43026 Q13873
P08133 Q6P1J9
P62834 Q13547
P10276 O75528
Q9UNE7 Q99933
P24928 O60828
P05154 P07288
P42345 Q8N122
P84022 P17275
Q9GZM8 P62258
P35125 P10916
O14493 Q07157
Q96G25 Q93074
P30679 P08172
Q9UKS6 Q9BY11
Q9Y6K9 Q13158
O75182 Q05195
Q06124 P10721
O43639 P98172
Q96PY6 Q12888
P46109 P29597
Q9NRR5 Q9H7N4
P03372 Q9Y6C9
O60504 Q8TDM6
P20936 P29317
P52701 P12004
P10721 P48736
Q96MP8 P20338
Q9HA65 Q9H1I8
Q14814 Q06413
P61981 Q8N5S9
Q92793 O75444
P45984 P19419
Q02790 P08235
P09619 P42336
O95477 Q9Y566
P15172 P24468
Q99731 P32248
P63244 P08069
Q13370 P31946
P10828 O75376
P67812 Q8N357
P30086 O76061
Q96IY1 P45973
Q16778 O60907
P11802 P35251
Q8TBR7 Q9UJ14
P16157 P02730
P21675 Q00613
O15162 Q9BTL3
Q99650 P13725
P49910 O14641
Q9UBC3 O75530
Q9UN36 Q70IA6
Q8NF91 Q9NRI5
Q12816 P01100
P12956 P38936
Q9Y6B2 Q09472
Q92597 P04271
Q9H2A3 P50553
Q05086 O15198
Q13474 P46939
Q8WVB6 P35249
Q13239 P43403
Q06124 P04629
Q8NBJ4 Q9C0J1
Q13425 P46939
Q9NZW5 P51532
O15530 P05771
Q6P1K2 Q9P2H0
Q12983 Q08722
P16333 P07766
Q99759 P08238
Q03135 Q10588
P38432 Q9NR22
Q99829 P35241
P25800 P23771
P62913 Q13867
P08311 P55085
O15127 O15126
Q9UHY1 P60763
Q7Z3K3 P08047
Q99828 P49810
P14316 P42224
P08670 Q92956
Q02790 Q92990
P32927 P08631
Q16531 Q13309
P51808 Q13409
O60566 P63010
P56645 P08047
Q7LBR1 O95630
O75821 P55010
P02775 Q9UBW8
Q06124 P29350
Q13554 P23677
Q08116 O14908
P57678 Q9UHI6
O14777 Q9P1Z2
P12034 P11362
P98082 P18084
Q96S37 Q5T2W1
Q13485 Q969H4
O43464 Q96CA5
P01042 P04004
P35222 P35813
O15525 Q16236
Q96A83 Q96A84
Q9NRF8 Q9NZD8
Q14449 P06213
O60566 Q9Y6R4
P46934 Q02543
O75533 Q12972
Q9BUZ4 O94875
P09104 Q16842
Q53EZ4 P06493
Q9BZK7 O15379
Q6EEV6 Q13347
P68400 P36955
P47804 Q96EK5
P56199 P27658
P40189 P26441
Q9Y222 P24385
Q16665 P04637
P17612 P60880
Q99933 P10275
P24928 P19387
Q14247 O75146
Q9BVW5 Q9UNS1
P42566 O95208
P32519 P19838
P46108 P42229
O75923 P04083
P25025 P19876
P28908 Q9UM73
Q5PSV4 Q9UK53
P12757 Q15036
P84243 P28370
P06213 Q13480
Q96ST3 Q05195
Q07960 P68366
P11684 P02751
P80303 Q99608
P08670 Q8N6T7
Q00169 Q92859
P30281 Q96EV8
O95870 P09651
Q9HCE7 P30291
Q99717 O75533
Q9Y5U5 Q12933
O15467 Q9H3N8
O43633 Q13144
Q9BUF7 Q9NPB6
Q92786 P41235
P43405 P23458
Q92574 P27348
O95460 O15232
Q9HB71 P04271
Q9C0D5 Q9Y566
Q9NX46 Q70Z53
O00308 Q9NR12
Q9BZ72 Q99829
Q13547 Q15014
Q9H013 P53618
Q13137 Q9H0R8
P54259 Q9Y219
P21731 P29992
Q99750 Q9BT49
P13727 Q05513
Q7L590 Q99741
P61956 P46060
Q9NRM6 Q9Y4K3
O75376 P10275
P42574 P38936
Q13257 P32927
P43403 O43561
P24522 Q9Y6R4
Q09472 P40763
P21741 Q9UM73
Q99717 P35711
P29350 Q9UM82
P52655 P20226
Q07666 P61978
P32004 Q01484
Q14974 P48729
P37198 P29084
P18433 P62993
Q9Y5X1 Q05193
Q99750 O15015
P50458 P28360
Q9HAU4 Q15797
P06401 Q15788
P63104 Q9Y4H2
Q09472 P26367
O00255 Q9UBU7
Q9H082 Q15276
P54253 Q93062
O15392 P55211
Q12962 Q6P1X5
Q15363 P53621
O60507 P41597
P78417 Q9P2H0
Q13526 Q86YD1
P12931 O60496
Q96C24 P01308
Q02548 P06400
Q02750 O75676
P54259 Q92824
O76080 Q15008
P78504 P07996
Q00613 P49137
Q96IP4 Q00341
P10275 P13010
Q9UKR5 Q96M11
Q5U651 O14807
Q9NPC6 Q08209
Q12981 Q09161
Q7Z7C8 P21675
P10721 O14544
Q9UIV8 P08246
P15502 P07585
O75822 O14775
O95571 Q04206
P62140 O60237
P04049 Q13188
Q9NQX5 P24941
Q9NZR2 Q03405
P63244 Q9Y2P4
Q12933 Q9BZY9
P40189 P29597
P01112 P20936
Q9NZD8 Q9NTM9
P78396 P06493
Q8TCG2 P20963
P11277 P11171
P17252 P05783
Q12789 O75618
P25774 P03973
P12931 P01889
O14654 O14512
P62826 P36897
Q99726 Q92572
Q15582 P08123
Q13237 Q15746
Q09472 P62826
Q13526 O14543
O95793 P05388
P01100 P14921
P05771 P47870
P54253 Q03989
Q9BUL9 O75817
P63104 Q14642
O60674 P38398
Q9NP99 O43914
Q12972 O76061
Q9BPU6 P07332
Q9Y5Y6 P00749
P05106 P04004
P53350 Q92574
O75446 Q9Y618
P24928 Q15424
Q8N5F7 Q9NVV9
P61968 Q02575
Q04724 P06493
Q6EEV6 Q15102
Q9H8Y8 P01135
P35568 Q03135
P63165 P11166
P30281 Q9H063
P12757 P14543
P16473 P63096
P41220 Q9BPW8
P01100 P53567
P02538 Q04695
Q13253 P18075
Q03113 O95977
P24386 P20338
Q96ST3 Q13547
Q5T1C6 P31749
P11226 P04264
P62258 Q12809
P21860 Q9H4P4
P98160 P14543
P42285 Q5RKV6
Q96GM5 Q8N6Y0
P26006 P21926
P05787 O75618
Q9UBU3 P01303
Q14209 P08047
P20151 P05121
P11912 P06127
Q8WXD5 P62318
Q9Y5P6 Q96IJ6
Q03167 P17813
P12830 P15311
Q92793 Q01844
Q92558 Q9Y2A7
Q13239 P20963
P98161 P12814
Q13557 P62269
P19784 P11836
Q07666 P29350
Q13045 O96019
Q9HAZ1 Q16082
Q9Y4K3 Q05513
Q16594 Q13469
Q9UJY4 P56817
Q9BYR7 Q9BQ66
Q9Y5B0 Q01094
Q15464 P62993
Q8TB24 O00499
P05154 Q7L5N1
Q13415 Q13309
P14672 P12814
P19174 P04626
Q99952 P12931
Q9BRB3 P37287
O94985 O60318
Q9Y2U5 P63104
Q01518 P60709
P04899 Q99750
Q03113 P55291
P05386 P56134
Q96IP4 P46379
O75530 O15379
P61981 P84103
Q92908 Q15648
Q9NQ36 Q8IWY4
Q9Y620 Q06609
P20337 P01833
Q16570 Q92583
P27986 P42680
O14908 O14786
P02751 Q01955
Q14457 O14980
O14939 Q03135
Q13061 P23327
P29762 Q13368
O14512 O60504
P19174 Q9NP31
O14917 Q9NRR5
Q9HCU9 P53814
Q13111 Q9UBU7
Q16206 Q8TC92
Q8N2W9 Q16891
P41182 P28482
P55773 P32246
Q99547 P60866
Q15427 P49842
P27986 P15311
Q15843 P09874
Q9UHA4 P27361
Q05516 Q96ST3
O95831 Q8IX03
O75382 P61086
Q9NTK5 Q9H1I8
P23229 P05556
Q15041 Q969H0
Q6EEV6 Q15084
O95777 P83731
Q8IXJ6 Q92830
O43680 P61968
Q15329 Q08999
P49810 P30626
Q9UPR5 P63104
O14776 Q15047
Q9UKI8 O00161
P35659 P05549
Q16342 Q15653
Q06710 Q09472
P31946 Q53ET0
