O43561 Q13239
P14598 O43451
O43572 P13861
P21926 P13987
P12757 Q9UNN5
P35243 O60828
P38159 P51116
P27361 P19235
P22607 P05230
O15162 Q9H1Q7
P10721 P06239
Q12805 O43765
Q15648 P41235
Q9Y6Q9 P03372
P29350 Q9UM82
P26447 P46379
Q13009 P16157
O00187 Q15485
Q03052 P17096
P68400 P04004
Q99615 O60671
Q03181 Q96S59
Q10570 P49736
P68104 P05386
P10275 P12931
Q08170 Q9H307
P02794 Q9HB65
Q9Y679 P56199
P41235 Q12778
Q16760 Q96ID5
P14672 P51149
Q15185 P35869
Q13323 Q07817
Q9P2J2 Q9H1I8
O60262 Q13368
P60033 P10721
O75381 P40855
Q05586 Q15700
Q96J02 P05412
Q5U651 P62070
P20742 Q96IY4
Q15654 Q5VWP2
Q9NP87 P12004
Q15019 Q15038
P05129 P11388
P35606 P48444
P49910 Q9NR12
P02775 Q8WVM8
Q99616 P51677
Q16658 P17252
Q9UJA2 P33993
P06493 P17706
O00401 P62993
Q15542 P49848
P16615 P35568
Q15797 Q99460
Q01094 P08047
P98161 P02751
Q96HU1 P35240
Q13432 O14569
O95243 P67870
Q99750 Q8IYR0
Q9Y2I6 Q7Z3B3
P29466 P09874
P09486 P02458
P39687 O60684
Q96SD1 P49959
P18433 P0DP25
Q13546 P00533
Q7Z418 P37173
O15105 P36896
O95232 Q07955
Q99608 Q16254
Q05066 O43345
Q9NZ08 P19438
Q04721 Q8IZL2
Q9UBF6 Q8NCC3
O15235 Q5T3J3
P36896 P08476
P12931 P63244
Q9BUH8 P15622
Q96NW7 O14656
P13497 P35348
P49703 Q9HC35
Q9UIV8 P08311
Q8N1W1 Q9UQF2
P45983 P35568
P51153 Q13485
Q7Z444 P27986
O75494 P35637
P05106 P08123
P07948 Q01362
P56537 Q14181
Q13813 Q9Y5U2
O00339 P02751
Q9UKB5 P35222
P62306 Q8WXD5
Q02779 P60953
Q9H204 Q8N6Y0
P0C1Z6 Q96JC9
P28482 P49815
P36897 O15205
O43353 P29466
Q99683 P63104
O43913 P49736
Q92854 P21854
P46527 P27348
O15169 P49674
Q9Y4K3 Q6Q0C0
P48023 Q13526
Q15797 Q15654
Q8N5I3 O75909
Q9NPG1 O14908
Q71DI3 Q9NPI1
Q9HAU4 P48307
O60494 P17931
Q99666 P62826
P01042 P25774
Q9UHI8 P16112
P62258 P12931
O75553 P98164
O95967 Q9UMX0
Q9UKU6 Q06141
Q8WWM7 P19235
Q15560 O14907
Q9NV56 O96019
Q8WUF5 P08047
P10275 P03372
P34932 P08235
Q92598 P22314
Q8N302 Q15834
P23760 P50221
Q13315 Q99638
Q02363 P15172
P84022 P04150
P46013 P05771
Q14449 P09619
Q00839 P04150
Q5T3J3 P82932
Q13114 P20333
P21579 P05549
Q99972 P01033
Q96K83 Q15797
O60610 P26367
P31749 P21453
Q99816 Q8ND30
P05155 P00734
P09958 P32926
Q13332 Q8IWV7
O43294 P46109
P53611 P20339
P54257 Q5UIP0
Q8WU20 Q05513
O15230 P50895
P28070 Q15797
Q15796 Q8WVM7
O75925 P63165
Q8TAD8 Q15797
O00233 P15923
P23471 P21741
P31994 P02741
Q16832 P12931
Q9P1W9 Q9NTM9
P49917 O95347
P62857 P26641
Q99733 P19784
O43809 Q9P2H0
P83916 Q9Y6K1
Q06187 P58753
O43707 Q07157
P35372 P41143
P26368 Q8N684
Q16620 O43559
Q02388 Q8IWR0
P09871 P02745
P43250 P30411
O95365 P08047
Q9UER7 P04637
Q9NV56 P60709
Q14344 Q99500
P19086 P30542
P11274 P20936
P14598 Q01130
P56537 Q92665
Q15149 P00533
P35372 P0DP25
Q9Y561 Q9NPI5
Q13444 O94875
P61158 Q14247
Q9HB21 O75970
Q12982 O43889
Q9UJ70 Q9UI36
P51784 Q15047
P21246 P63244
P15882 P61247
Q9UBN4 Q14573
Q09472 Q13573
Q9Y4J8 Q13884
P30793 P05026
Q16566 P29475
O95866 P29350
O95990 Q9BQ66
P49023 Q8NFH8
P49840 O00141
Q9Y314 P29475
Q5SQ64 P62993
Q9P0V3 P61981
P24394 O95376
Q15124 P11532
P06401 Q9Y6X2
Q15527 O60512
P53396 P17612
O14936 P11171
Q6EEV6 Q9Y3F4
P0CG47 P12004
Q9P2M1 Q9BWF3
P16109 P15311
O95622 P17252
O43597 O60269
Q14416 P50148
P55036 Q9UHD9
Q05513 P01112
Q06124 P62993
Q01826 P23771
P40145 P0DP25
O60869 P21675
P12757 Q16557
Q9ULJ8 P63261
O15226 Q00653
P05109 P68366
P05107 P11215
Q9BYD3 Q9GZR7
P07947 P10721
Q9UJY4 Q99523
O43586 P42768
Q15466 P28702
O96019 P52565
Q14019 P68133
P63104 P19474
Q12959 Q01814
O15116 O43776
O95819 Q9H0R5
Q15102 Q9UKY1
Q9BY67 O14936
P36405 Q71U36
Q13393 P60953
P42166 P02545
P29274 P00813
P40337 O14709
P36897 Q9C0J8
Q01094 P20248
P06756 P27797
P01344 P24593
Q9H4B7 P33981
P00750 Q07954
Q99733 P68400
P36542 Q9HCC8
Q9UJY5 P62979
Q99436 Q92979
P78317 O15499
Q9P2S2 Q9NZ94
O76041 P12814
P09529 Q04771
Q9H8W4 Q9HC44
Q00653 P62888
Q92585 Q9UM47
P01732 P04234
Q14566 Q9BWG6
P27986 O14544
O60383 P62310
P63279 P14672
O14788 Q9H013
Q33E94 P03372
Q13451 Q14164
Q9Y613 P63261
P31949 P04083
P42338 P27986
P14598 P10253
Q8IWT3 P68036
Q92968 P50542
Q9Y6X1 P27824
O00257 Q13642
O43147 Q96B86
P26641 Q9HC52
P62820 P26374
P17612 P00533
P63167 Q9C010
Q13021 P51636
Q8NAP8 P15622
Q9UGN5 O43684
Q16549 P20382
Q14181 Q9BTY7
Q15102 Q5T3J3
O00463 P43489
Q9NV58 Q9UMX1
Q9NY46 Q07954
P14598 P24394
P18615 Q15836
Q14191 P31321
P49588 P24534
Q07820 O43521
Q13571 Q7Z6Z7
O43559 P11362
Q9UBK2 Q15853
Q9Y6J9 O75558
P23458 P07332
P50461 Q86WU2
Q9HD43 P06239
P29323 P52799
Q13158 P53355
O15360 Q92922
Q92997 P67775
Q01844 Q9HC44
Q96B97 P22681
P06241 Q14511
P10451 Q9NUQ8
Q13444 P12931
Q07820 Q13323
B1AK53 Q9UQB8
P26641 P24534
P37173 P17813
P55884 Q04637
P19784 Q16623
Q14686 P37231
Q9Y566 P50570
P78345 P78346
Q12834 Q9H1A4
Q16270 P05019
P29972 Q15654
P51948 Q5RL73
Q01860 P26583
Q9NR12 Q05513
P27540 Q14190
Q9UHD8 P61026
P19440 P19397
Q9UER7 O15350
P54753 P46108
Q9NR82 P12931
P26368 Q96LR2
P61981 P31943
O15379 P24385
O95999 Q15628
P19784 Q712K3
Q15796 Q14974
Q04724 Q9UGL9
P12931 Q05513
P08493 P12643
P23469 P28482
Q9BUL9 Q99575
Q15645 Q9GZT8
Q9NWX5 O14492
Q96T60 Q9BQ66
P31749 Q09666
Q13021 Q03135
P56524 P13056
P12956 P05386
Q15424 P03372
P30153 P53041
O14757 Q04206
P11171 P02730
P0CG47 Q16620
P08648 P39060
Q13705 P36896
Q53FA7 P26641
Q15303 Q92796
Q9Y223 Q05516
O15056 P16333
Q99496 P08183
P01344 P00747
P63010 Q96CW1
O94875 P22681
Q99972 P42892
P83916 Q9Y689
Q15233 Q9Y6D9
P29966 P0DP25
O15551 O00501
P19784 P17096
O75509 Q15628
Q5SW96 P98164
P05121 Q07954
Q9HAU4 Q8NCP5
P43026 Q13873
P50750 O60583
Q8NF91 P50402
P62380 Q9NWZ3
P30793 O95433
Q01968 P62820
O15264 P02686
Q15648 Q07869
P22455 P05230
P15172 P11802
P18848 P53567
P04004 P02679
O14641 Q9ULV1
P68104 P29074
Q5T3J3 Q9H4M7
Q92930 P12830
P17480 P68400
P11142 O95816
Q96ST3 P17542
P05412 P18146
P52945 P10997
P62258 P61981
Q99683 Q16890
P51946 P29084
P38398 P50613
P06127 P20936
Q9H2G4 O14936
Q14181 Q8IW50
Q7Z7K2 Q14765
P27361 P17302
Q99627 Q7L5N1
P61981 P10398
P08173 P62993
P52630 O60674
P41236 Q96SB3
Q13322 P07949
P19838 P25963
Q7Z3T8 Q15075
Q05655 P06213
P61956 P35712
P63167 P15104
Q8NE01 Q9BQ66
P05412 P11387
Q15628 Q13546
Q15717 Q9BPZ3
Q9BX74 P05067
P10827 Q13569
Q02750 P55211
P04198 P61244
P05067 P22303
Q9GZX5 Q6VMQ6
O60732 Q86YB7
P52292 Q04206
Q02040 O95218
P31749 Q9UQC2
Q08495 P60709
Q9H211 P0CG47
O95257 P37231
O15066 Q92845
Q9UBS8 P10275
Q13952 P25208
Q01844 P54652
P55899 P61769
O75886 P23458
P47897 O15198
Q7L2E3 O15379
O60512 Q9NXU5
P61586 O60610
Q9UHA4 P36507
P05976 P62736
Q9NQ31 P17612
Q04864 Q8NFZ5
Q14192 O95405
P20916 Q14055
Q12778 Q96EB6
Q92624 Q12788
P51532 P52630
P61981 Q9BXF6
P04406 P06703
Q9UI47 P35222
P05771 O14641
Q16236 P17535
P17028 Q15047
Q9Y4D1 P61586
Q9Y6R4 P52564
P17612 O60825
Q6EEV6 P50213
P12004 P06493
O15111 Q9Y618
P47872 P13861
O75674 P27986
Q92900 Q9BZI7
P08581 Q9H0N5
P19012 P05783
P12931 P08887
Q9UBL3 Q13432
P09874 P10415
P28482 P19793
Q8TCU5 Q13224
P55211 Q9NR28
P53611 P20336
Q9UQC2 P07948
Q9NQI0 Q96S59
O43908 O43914
P21810 P05067
Q15835 P35243
P12544 P20700
P02788 P00450
Q5T2W1 P51790
P10721 P48736
O95848 P10398
P42224 P63244
Q14161 P49023
P29350 P22681
Q9H8T0 Q9P2H0
P49841 P24864
P48729 P27348
Q9Y5C1 P08648
Q16623 Q9P253
Q01831 P32780
P01730 P27986
Q13561 P49006
Q9Y6Q5 P01130
O43609 P62993
Q8IW41 P13807
P61981 P17252
Q9HD36 P10415
O15162 Q9Y272
O00151 P12814
P20701 P32942
P24928 Q15233
P01303 P32245
P10275 P13984
P17252 Q9Y624
Q9P2J9 Q05655
O14599 Q05086
P63167 P04075
Q13158 Q9C099
P48061 P01730
P02768 Q92736
O15145 Q96G74
P05783 O95751
P19012 Q8TCX5
P01042 Q03405
P56539 P29475
Q9UKT4 Q12834
Q7L2E3 Q96ST3
Q12934 Q13515
Q12967 P62070
O15162 Q14966
O00238 O43541
P10747 P06239
Q99614 P01112
Q9UPT5 Q92747
P21673 Q15047
O95477 O75970
P21673 Q7L5N1
P55854 Q03933
Q12933 P43489
P29275 P43146
O14764 Q9NRR5
Q9ULX9 P54821
O76070 O60566
Q8N6T3 P24390
Q6P1Q9 P49810
P12956 Q00610
Q49AN0 O15055
Q92934 P27348
P17252 P05107
O43298 Q7L590
Q15399 Q9BXR5
P61981 P04049
O15209 Q9NRR5
P23297 P36871
P46100 Q9P2H0
O94806 P49840
O15162 Q9BVI4
Q13418 P05106
Q02040 Q07955
Q7Z6G3 Q9BVI4
Q9UIQ6 P14672
P18827 P21246
Q96BH3 P17542
Q9UNL4 Q04206
Q9NQT5 Q96SZ6
Q92956 Q12933
Q86SG3 Q96PU8
Q86UR5 Q96AX2
P04628 P56704
O43929 P24385
Q96T58 Q9Y618
Q9UKI8 Q02539
P07288 Q02383
P21246 Q15388
P20338 P04637
Q92823 Q01484
P04637 P42680
O60260 P49796
Q15047 Q8NA92
P12645 P08572
Q04724 O14607
Q15047 Q8TF65
P34947 P25103
Q9UGI8 Q15942
Q9HD67 O15496
Q99439 P60709
Q13177 P60953
P30154 P67775
Q01844 Q92934
P26678 P16615
P49916 Q9NUW8
Q14689 Q07687
P21673 Q96I25
O43747 P08247
Q96KG7 Q86UW7
P14598 Q15080
Q8WTR2 Q99683
Q13432 Q96SN7
Q96CG3 Q9Y4K3
P26006 P21926
O15524 P58753
Q05586 P51812
O95989 P62917
P20042 Q9P2H0
O15169 P25054
P15498 P50570
Q15038 Q9P0T4
O14744 Q9BQA1
Q13794 Q16548
P19012 O95751
P48443 Q9NRX1
Q92793 P31269
Q92535 Q9BRB3
P34896 P67870
Q9Y2J2 Q96ID5
Q14289 P20936
P07602 Q9ULX9
Q9P299 P48444
P16473 Q5JWF2
Q92630 Q16695
Q9NRL3 Q6P1R3
Q8IZ52 O15198
P04637 Q9BX70
P06493 O00562
P30291 Q9UKB1
Q9UPW0 Q9ULK4
O95477 Q9NUP9
Q9UKT4 O60447
P51159 Q5T3J3
Q9BW71 Q16778
O00300 P04275
P29275 O95631
P55854 P01100
Q16576 Q8NEU8
P42229 P19235
Q9UMS4 Q9UPT5
Q14831 Q9NRD5
Q9NPB9 O43927
P08069 P17936
Q99615 P21359
O14543 P16298
Q13310 Q5UIP0
P05771 Q8IV61
Q13131 P42345
Q7Z5L9 P14316
Q86YN6 P41235
Q8NBJ4 Q9GZP1
P55316 Q13485
Q96QF0 P61006
P31946 P84103
P63167 Q9Y2B9
Q14296 P31483
Q96H86 Q15834
P17252 P14598
Q9Y3C7 Q9H1I8
P17612 P61586
P62258 Q16635
Q15843 P04637
Q92597 Q12901
Q8TBE0 Q9BQ66
P13798 Q0P6H9
O15169 Q9BVJ6
O75376 P35232
Q99895 P01011
Q96M61 Q06547
P51677 P13501
P54253 Q7Z6M4
Q8WWW8 P27986
Q9H4Z3 P24928
Q15650 Q04206
P18084 P08648
P20023 P15391
O43854 P06756
Q8NG08 P09884
O00231 Q9Y3C7
Q9BYG5 Q8N3R9
Q969D9 Q9HC73
P32418 P31946
O15492 P11488
P52737 Q99750
Q99689 O43719
Q92730 O43924
Q9NZR2 P05121
P84022 Q13445
O15399 P11137
P54652 P50222
P61981 Q13009
P07910 Q86SE5
O75446 Q09028
Q9Y6M7 P13569
O75190 P05783
Q9UMX0 P01703
Q9Y5M8 Q96JB5
Q9Y3C5 Q9Y2X8
Q15853 P22415
Q02413 Q9Y446
Q99959 P35222
Q15645 Q6P9B6
P06493 Q13635
Q13432 Q9NXU5
Q9H4E7 P60953
P68104 O43261
Q9Y6D9 Q14134
P06493 P04183
Q8IZP0 Q07889
P08709 P13726
Q09472 Q13569
Q9UHD2 Q9H6S1
Q96G25 P49336
Q8WYK2 Q92793
P12931 P14136
P50552 O15162
Q9BSJ2 O95613
Q5T2W1 Q92887
Q9UPR3 Q86US8
Q9NPH3 P01583
Q02535 P13349
Q7Z6J2 Q14832
Q9UKY1 P17542
Q16623 Q9H270
P36894 P22003
P10275 P35222
Q9NPC2 P62258
Q15436 Q07002
Q9NR12 Q9H0I2
Q8IZD4 Q9HAU5
Q96QE3 Q99638
P05783 Q8IYI6
Q13094 Q15464
P50570 P07737
Q9BY84 Q15759
Q9GZM7 P61968
O15482 Q12929
P42857 Q86Y82
Q96ST3 P12755
P48552 P19793
P24928 P62487
Q9UQ90 Q9UKM9
P49810 P21333
P05106 P02671
P48443 P22736
P0DPH8 P63167
P11142 Q04864
Q15404 P04049
Q9Y4Z0 Q13137
Q15648 P03372
Q15910 P28072
Q16790 P12830
Q9UKR5 Q96SN8
P20226 Q5H9L4
O75569 P58753
Q07065 Q9H1I8
P17612 P05114
P49023 P06396
Q9Y3C5 Q13137
Q15853 P38398
O43186 O94829
P59768 O14775
P06400 Q16533
P37173 P36897
O60381 Q96ST3
P33151 P23467
P14780 Q01955
Q15119 Q96JB3
Q9H211 O75496
P25942 P27986
Q9BX70 Q15797
O75925 O15350
P04406 Q15102
Q09472 Q9H160
P40337 P62487
A0A5B6 P20963
P32927 P07332
O96017 Q14676
P68104 O60333
Q9Y6X6 Q9ULB1
P27701 Q07954
O94875 O14490
P11021 Q0P6H9
O00161 P51116
Q9UBF6 Q93034
P22681 Q9Y6Q6
P78406 Q9GZR7
Q13009 P01112
P31947 O43916
P08581 Q96EY1
Q09028 P06400
P07359 P08311
P37198 P49790
Q6EEV6 P32119
P13612 O43294
Q13432 Q8TF65
Q15785 Q13131
P14859 P03372
P54253 Q5TGY3
P04626 P01011
P42574 Q05513
Q9P209 Q6ZU52
P39748 P27695
Q6P2C8 A0JLT2
Q8WTS6 Q15545
Q8TCG2 P41180
P18031 O43561
Q8TF74 P07737
P08047 P28360
Q96LC9 P10415
O00444 Q5VWP2
O15379 O43593
P84022 O43524
Q9BY11 Q05193
P12319 Q01362
Q13873 P02511
Q13416 P24941
Q969H0 Q13616
Q15582 P01023
P31944 P49662
P53539 P17535
Q9Y6Q9 Q04206
P00750 P05121
P22607 P62993
P11021 P56945
P28482 Q16828
P78556 P51684
O14994 Q92777
Q01844 Q13601
P62330 P32121
Q9NY61 Q13315
P0CG47 P10244
Q99547 Q5RL73
Q92918 Q13094
Q13480 P16885
O60383 Q9BX70
Q9BW11 P61244
Q6ZWJ1 Q12846
Q16594 Q15545
P49716 Q15744
Q96GE4 P62310
P07948 O60496
Q14203 Q15436
Q13416 O75419
P40937 P35249
P54764 P52799
Q9UBL3 P36897
Q9NZQ3 P16333
P51587 P38398
P43405 P23458
P28482 P12036
P54253 Q96RK0
O75446 Q05195
Q9NX45 Q8IYF1
O14939 O00499
Q14676 Q13315
P17676 P53567
P68104 O95376
P98170 P36897
P51692 P42229
P17676 P00533
P17612 P10809
Q99613 P47813
Q8WV28 Q06187
Q9HB71 P06703
P24385 P11802
Q07955 P01732
P14672 O43707
P51843 P11474
Q9UBK2 Q96EB6
P20591 P60709
P84022 P98177
P62879 Q9UBB4
O43739 Q9P1Z2
P23142 P02751
P61088 O14965
P21673 O95251
P16112 Q9UNA0
Q15047 P08670
P11488 P25116
Q9Y6Q5 P15151
Q12884 Q03405
P20333 P05783
P13349 P0DP25
Q9UJC3 P15622
Q8IU80 P25391
Q99598 Q96HT8
Q96CW1 O14641
P27986 Q05193
Q13485 P17535
O60568 Q9UHL3
P48039 Q15084
P11226 P27797
P01024 Q07954
P69905 P60484
P17693 P61769
Q14766 P18084
P54259 A7E2V4
Q13432 P20963
Q99613 O15198
O43439 Q9Y618
P24588 P46940
Q9HAU4 P84022
Q6EEV6 P35232
P23677 P0DP25
P53396 P49841
Q8NE71 P56537
O00180 P63279
P21333 P17252
Q96BY2 O00220
Q9NPC2 P31947
Q9UI14 Q9NZD8
P11362 O95197
P52756 Q5T3J3
O43292 Q9H490
Q13422 Q13363
Q9NR61 Q99466
Q8TDD1 P04150
Q96SB4 P08621
P12931 Q05193
Q7Z7J5 P15622
Q14678 Q9UQB8
P49023 Q9Y490
P54253 Q9Y3S1
P23297 Q9GZT8
P17096 P32519
P33240 Q9NRR5
O43318 P45983
Q9H1J1 Q92900
P30419 Q9Y689
P17612 P08034
Q13555 O60266
Q9UL54 Q96KG7
Q5JY77 P08173
P33176 P61981
Q9UNI6 Q9P2H0
P78527 P09017
A5YKK6 O75175
Q96AE4 Q16891
Q15047 Q99728
Q9NPI1 P07196
Q01831 P19447
P43489 O15304
P52292 P38398
P07951 Q9NR12
Q8NBP7 P01130
Q04724 P54259
Q8N474 O60353
Q15466 P03372
P12931 P00533
Q04771 Q9NW38
Q09472 P48436
Q96QH2 Q05195
Q03111 Q9UHB7
Q99750 P15173
P43364 Q8N131
O43924 P20936
P08684 P16662
P31785 Q01113
P41227 P11245
Q9UEU5 Q8NEA9
Q14974 P11362
P04216 P06241
P32004 Q01484
P21246 Q9UGL9
P10588 P24468
P28482 P05787
P22681 Q9Y4K3
P32926 Q9Y446
P31749 Q99683
Q9BVJ6 P42858
Q9H900 P50748
P52565 Q96PU5
P09668 P02818
Q96HB5 Q15834
O14949 P0CAP2
Q12888 P04637
P38435 P04070
P42224 P38398
P19793 Q07869
O15105 Q16539
Q14203 P08670
Q8WYH8 Q99728
Q13765 Q96ID5
Q16665 Q9GZT9
P18031 P12814
P25100 Q13884
Q07666 P20936
O75177 Q92793
Q01892 P06400
P12270 P28482
Q9BQ52 Q9H1I8
Q9H211 Q14566
Q9UBZ4 Q15834
Q12933 O43597
Q16594 Q03164
P31749 P84022
Q9NPI1 Q16695
P31271 Q99687
P24386 Q9NP72
P20823 P02768
P35869 Q15596
P24928 P38398
Q92797 P42858
Q15542 Q6P1X5
P29074 Q12879
Q9Y446 Q02487
Q07954 Q03135
O75052 P17600
Q00994 P08138
P24385 P35251
Q09666 P04271
P27348 P20807
P0CE71 P00390
P11233 P84077
P08581 O95295
P50570 Q6VMQ6
P49888 Q96ID5
Q9NS68 Q12933
Q14203 P52564
P07288 P01023
Q8N5S9 Q14012
P54725 Q9NRR5
Q13432 Q96GX8
O15357 P22681
Q9BWF2 Q13077
P18433 P16389
P51787 P15382
Q8NCW5 P02652
Q9BXS0 P10997
O15492 P04899
O75955 P05089
Q9UI36 P84022
O75558 O75909
O14593 P33076
Q13485 P10275
O76003 Q6UY14
P10144 Q14139
P82933 Q9BQ04
P55289 Q13634
P14672 P35613
Q07666 Q13702
O15379 Q15759
Q99618 Q13616
O43915 P35916
P22455 P31371
P08670 P17612
P48436 Q93074
Q5T2W1 P13569
P07093 P08572
P43403 P06127
Q9NTK5 Q9H1I8
P09769 P49407
Q9NYG5 Q9UJX6
P11802 P38398
Q9Y3C5 Q13191
Q92904 Q15038
O00186 Q16637
P05452 P14210
P52333 P40763
Q8NFZ5 Q9Y6K9
Q8IUW5 O95747
Q92597 P13639
Q9NZW5 Q9Y2L1
P37268 Q149N8
O75061 Q00610
P14222 P27797
Q9HAU0 Q9Y4Z0
O14921 P50148
Q9UJW3 Q9UBC3
Q13424 P0DP25
P48307 P03951
Q8WXE9 P42566
O95747 P55011
Q99578 Q01851
P22459 Q9NRX3
Q9BQ66 Q14781
P00747 P06576
Q9NQC7 Q9BWF2
O14717 Q7L5N1
O15145 Q96P48
Q8WY64 Q13126
Q9BQY4 Q8TES7
P38484 P04150
O75376 P55055
Q9NRX3 Q8IWV7
P43364 Q92530
Q14147 Q14181
P98160 Q16610
Q96D98 Q13547
Q9HBE4 Q9HBE5
Q6VMQ6 P08047
Q9NYH9 Q9BQD3
P22626 P40337
Q8TD23 P61968
P51693 P17028
P07357 P13987
Q6ZVK8 Q96CN4
O00512 P35222
P12757 Q9H5J0
Q07820 Q96LC9
P32121 P30556
P15509 P10721
Q9NYH9 Q15834
Q15699 O94829
O75936 Q12988
P29350 P32927
Q16625 Q9HCE7
O15265 Q92830
P51911 P0DP25
P25440 Q8N257
Q99972 Q9BX51
O43427 P67870
P40189 P21860
P22607 Q14181
P51178 Q14974
Q9Y698 P48058
O14893 P62318
Q05516 P35226
Q96KB5 Q12959
P60953 Q8IWV7
Q9P0L2 P27816
P50461 P12814
P19012 O14639
Q99700 Q96EK5
Q14011 P54253
Q13435 O14776
P03372 Q6PML9
Q8WVN6 P09564
P19338 P19784
P21246 Q9Y657
P52333 P20963
P41220 P63167
Q9NYJ8 Q9Y4K3
P51948 P09086
Q09472 Q9UJU2
P84022 P17844
P08962 P21926
Q86U42 O95793
P28482 P17480
Q9ULJ8 P41236
P02647 P18428
Q03167 P08476
P54105 P08514
Q9NS87 Q9P2H0
Q06124 P42224
Q8N488 Q06587
Q9HCN6 P07947
P62191 P55072
Q13287 Q9NVZ3
P49137 P11831
Q99933 P06400
Q16401 P62191
Q8WTR7 Q14493
Q9NRX2 Q99698
P22607 Q12789
P06239 P28907
O95751 Q9H5V7
Q12923 P35222
P15884 Q02363
Q9BY77 P49005
Q96KN1 P35221
Q9Y616 Q99836
P52630 P42226
P19784 P14598
O60271 P45983
Q9P209 Q7L590
P22670 Q13485
P01112 P20936
Q13443 P23229
O60706 P00338
Q9NS68 Q13114
Q14524 Q96PU5
Q05516 P19793
O43493 O00189
Q9H213 Q96SN8
O43187 P01112
Q06124 O43597
Q9UBF6 P99999
P53778 Q13424
P10082 P25929
P0DTE7 Q8TAX7
P25025 P50502
O15397 P09132
Q00535 P48681
Q13492 P53675
Q12988 Q5T3J3
P35968 P51813
O14924 P01112
P25963 A0JLT2
P28676 P30626
Q99578 P0DP25
P27707 Q9UMR2
Q9H422 P02745
P50750 P06400
O00254 Q9Y624
P78527 Q99828
P20042 Q9NR50
P61604 P10809
O15234 P38919
Q12802 P13861
P33151 P15924
Q9NV58 P68036
P21673 P61604
Q9H6J7 O94989
Q16630 Q9H6L4
Q96CW1 P11279
P98161 P35222
P68104 Q05516
Q15744 O95751
Q07960 Q14643
Q7Z569 P49454
Q15700 P23634
P09651 P25963
P52435 Q9NY61
P09619 Q92569
P21589 P02751
P09086 P12956
P78314 P27348
O60494 P98164
Q01780 Q9Y333
Q04206 P52564
Q9NYV6 Q9H9Y6
Q9NYS0 Q9HAU4
P50613 P19447
P63010 Q5SW96
Q13094 P16333
Q9HBH7 P47874
Q9NQC3 P22695
Q09472 Q15596
P30086 Q02750
O00482 P48552
P08697 P00488
O75830 Q9NRR5
P16104 O00267
P46821 P26368
P43694 Q06413
Q13547 P28749
P19429 P63316
Q8N715 Q9NR12
Q9Y297 O15169
P16471 P62937
P27361 P17542
Q9P1Z2 Q9Y573
P05129 P49840
P46934 Q13322
Q96SB3 P14416
P60983 P28482
P56597 Q8WWB3
P51617 O43318
O96017 Q15172
O00213 P54253
P19838 O15519
O75382 P61086
P45984 Q9UIA9
O14745 P13569
P56817 P30101
O60333 O14908
P61371 Q9NVW2
P07911 P22894
Q9C0D3 Q13617
Q969L4 P62310
Q16548 Q07812
P43351 P25205
P03372 Q13885
Q15477 Q8IZH2
P48357 Q06124
Q969H4 P61586
P38432 Q6ZVK8
Q9GZV1 Q8WZ42
P19784 Q9HCE7
P04179 Q7L5D6
P78543 Q15797
P31946 Q6PKG0
P19838 Q9UKB1
P41597 P13500
Q96PU5 P51168
Q6EEV6 Q9BQE3
Q07507 P07585
P24928 P19388
O60583 P06400
Q04724 Q9UN74
Q15149 P20700
Q08881 Q06187
Q08495 Q86YD1
P04350 Q13873
Q06609 O43502
P27361 Q07869
Q13133 Q15466
P06401 Q9UBZ4
P53778 P49796
Q12904 Q16539
Q9UBC3 Q9Y6K1
P98161 P12931
O95045 P08670
P51116 O95197
P00491 Q9UKY1
P42768 Q8N8S7
Q12979 P35348
P29320 P40763
P10276 Q9Y618
P00918 P10809
Q15036 P16109
Q6IAA8 Q9NUQ8
P48995 Q9UL62
O60674 P16410
P14598 Q9C026
P07996 P24593
Q99750 P13349
P06239 Q13588
P08246 P49913
Q9Y5Q9 P20226
Q08050 P40763
O15198 P08621
Q9Y337 P01009
P48552 Q13285
Q9NQ87 O96004
P63104 Q00537
Q8NEB9 Q00169
Q06495 P37235
P01033 P24534
Q969V6 Q8IZQ8
Q00403 Q9Y6Q9
Q96HC4 P05771
P61201 P04637
Q16543 O14920
Q92817 P01040
P35568 O15111
Q14289 P00533
O43524 O14920
P61978 P17676
P21333 P32121
Q9Y6Q9 P24385
P02774 Q5T3J3
Q93009 Q2M1K9
P54257 P52292
P00533 P31947
Q8IVW6 P06400
P48058 P46940
P24394 O60496
P18031 P19022
O43559 P41743
Q9UM11 P30260
P17252 P00533
P53778 O60239
Q9Y5X4 O75376
Q96S95 Q9UQM7
Q99523 P30533
P68400 Q13426
P68400 P11388
Q03113 P53041
Q02930 P05412
P20366 P46379
O75604 Q96ED9
P05109 Q5T3J3
P54646 O60825
Q9UQB3 P49768
Q14451 P06213
Q8TEL6 Q13546
P36575 P25105
Q9NQX3 Q13526
O43172 P56134
Q13442 P01127
P55042 P0DP25
Q9Y2T3 Q92796
P68371 O43261
Q8TEW8 P61981
Q9HAP2 P31946
P62314 P14678
Q9BW71 P54198
Q15788 Q13285
P20591 Q9UL62
P21246 P60709
P17612 P36382
P43403 P22681
Q9C0J9 P15172
P61981 Q9Y6R0
P56693 Q13287
Q92900 P54198
P54753 P34925
P41279 Q99558
Q04206 O00221
P09958 Q92673
P32780 P29083
P10747 P48736
P05129 Q5JVS0
P17252 P49795
