Q12292 P22855
P32558 P34218
P32628 P40087
P34077 P39685
Q07904 Q04651
P19735 P31373
P35203 P04385
P33323 Q02721
P41810 P22214
Q08965 Q08496
P21538 P48743
Q12168 P32793
P23595 P47079
Q03330 Q12060
Q06096 P53271
P28006 P32325
P06775 P25358
P39521 P14741
P25635 P47083
P36000 P09440
P38737 P43588
P53933 P33338
P32600 Q08236
P32316 P07703
P36130 P40495
P25694 Q12531
P39705 Q06142
Q05670 P30283
Q06549 Q02821
P34241 P37838
P06782 P40151
P40356 Q08269
P32457 P00924
P40960 P00924
Q08951 P46682
P19659 P47822
P49686 Q03862
P23968 P47135
Q04004 Q07438
P47135 P16474
Q12434 P53882
P38993 P53337
Q12096 Q06406
Q08486 P32569
Q06170 Q12417
P50090 P38853
P14540 Q02821
Q08162 P53256
P32464 P12709
P38753 P40343
P22696 Q04748
P25555 P53552
P38252 P27999
P19358 Q04149
P25694 P05986
P08018 Q04748
Q06665 P32628
P15992 Q00776
Q03655 P38842
P20676 P21827
Q12020 P39998
P19358 P26755
P46678 P53060
P38615 P48837
Q00764 P40070
P43588 P32379
P38930 P38930
P47027 P19882
P10080 Q06554
P16521 P38151
P17558 Q06410
P39719 P39524
P52286 P47134
P39743 P25343
Q00246 P12709
Q06406 P49960
P25366 P38738
P02829 P40339
P40460 P38990
P38987 P17709
P05986 P25379
P19262 P07703
P21306 P00830
Q02866 Q07732
P32830 P36108
P16474 P32432
P53281 P53933
P43321 Q02046
Q03690 P40055
P42847 P28817
P32490 Q06160
Q01722 P34730
P12383 P32494
P38217 P14540
P40318 Q04121
P22147 Q05580
P46673 Q02630
Q03782 P53207
P40060 Q03435
P32485 Q03213
P06779 P25694
P53288 Q12136
P38260 P23180
P28496 P53322
Q12468 P40512
P47821 O13554
Q02795 P48439
P32324 P17157
P39994 Q00245
P32588 Q01560
P27895 P40055
P10662 P32902
P12689 Q00916
Q12349 P40357
P38166 O94084
P21242 P40054
P18480 Q12406
P40475 P38264
P32354 P39011
Q04048 Q12309
P38934 Q12395
P21538 P46677
Q12365 P38987
P35206 P40970
P53152 P39940
P47138 P53934
P38238 P20433
Q08641 P23493
P15992 P53599
P53924 P42843
Q12176 P42945
P02309 Q12341
P32901 P32569
P11075 P40069
Q12018 Q12347
P32944 P39014
P53108 P53039
P32496 P32628
P39077 P53197
Q08685 Q06632
P20795 P32854
Q08278 P53040
P38013 P05317
Q12248 P53168
P21182 P21182
Q03441 P39001
Q03532 P33322
P46963 P02557
P33203 Q00916
P38011 P06105
P47113 P25385
P32502 P39968
P18480 P53628
P38729 P08456
P25358 P32368
P29465 P34226
P38011 Q08444
P12904 Q04739
P10355 P10834
P06774 P53599
P46971 P47075
P40054 Q08702
Q12161 P38348
P38251 P15873
P32641 P12709
Q02574 P36167
Q12692 P80428
P41896 P22139
Q02821 Q03532
P12709 P53043
P53831 P47135
P53114 P32570
P38822 P38822
P02557 P42843
P31244 P34223
P48581 Q08949
P11075 P38130
P43580 P00812
Q08723 P38348
P32468 P32468
P47093 Q03338
P13393 P32494
P06103 P40395
P21560 Q00916
P23369 P31334
P53297 Q12349
P39111 P37296
Q06407 Q05785
P53632 Q12460
P48236 P53868
P53299 P32897
P21182 Q12449
P36124 P25357
P32379 P22696
P38257 P32793
P31376 P01097
P38822 P47068
P08417 P06838
P53718 Q06208
P32565 P32628
Q02554 P32639
P43588 P21242
P38729 P38767
P35723 P38819
P53045 P28496
P25294 P25367
Q02908 Q06706
P53983 P47135
P00924 Q04177
Q07732 P32463
Q08931 P23900
P21691 P06701
P53043 P09624
Q08229 P25293
P47093 P41940
P49956 P38877
P35206 P32386
P40069 P38310
P38968 Q04491
P53320 P32781
P36083 P15938
P35178 P32366
P32458 P54786
P25619 Q12136
P32844 P32945
P39998 P34228
P53721 P53968
P39743 P07703
P36051 Q12402
Q06142 P41940
Q08962 P38789
Q07418 P32464
P38205 P09440
Q05775 P32911
P25358 P53322
Q00772 P32613
Q08004 P28817
P29366 P38041
Q07821 Q07623
Q03790 Q12016
P35206 P38819
P40018 P32639
P40485 P38346
P07248 P32381
P25342 P14540
P38140 P19541
P32325 P32562
P35189 P41895
P39517 P11075
P23595 Q04372
P06243 P25620
Q04048 P38822
P39517 Q05934
P38264 P38353
Q04629 P53741
P07703 P21538
P30822 P33330
P22138 P36010
P12709 P38629
P53316 P39729
Q03735 P30822
P09624 P31244
P29295 P25694
P39076 P38191
Q12154 P53192
P32569 P33322
P32628 P32776
P22134 P03875
Q08109 P12683
P50104 P22579
Q12032 P29295
Q06410 P32912
P12683 P38837
Q05942 Q03236
Q02336 P33203
P25559 P39111
O13539 P25555
Q04121 P41930
P12904 P07260
P19736 P33334
P18851 P19882
P09119 P33299
P35206 Q04697
Q02821 Q07655
P02309 P21339
P54964 P38316
P40970 P19358
P17709 P26755
P25639 P38969
P04397 Q06164
P53191 Q04660
P35734 Q04272
Q12263 P38089
P40582 P54074
P38319 P04385
P34730 P27636
P39077 P21304
Q12446 P29366
P14904 P39731
P32490 P05150
P53718 P12683
Q12493 Q12366
P18851 P39076
P17214 P42945
P00937 P32381
Q04964 P16474
P25567 Q06436
P14741 P04397
P52917 Q06263
P35193 Q99394
P19358 P13434
P38080 P38080
P14904 P00924
Q12241 P32602
Q07988 Q07530
P38987 P54999
P40482 P53237
P17255 Q05946
P47135 P25591
P53331 P53720
P38783 P38238
P41940 P06774
P28004 Q03654
P38555 P53039
Q06091 Q12309
Q08961 P25575
P38182 Q99325
P07259 P31384
P25847 Q03834
P40052 P38822
P29055 P53234
P42884 Q06142
Q00684 P15992
P15019 Q07350
P47093 P15703
P40151 P40958
Q99189 P20676
P22216 P32562
P53254 Q07897
P32861 P40316
P02309 Q00362
P47017 P53905
P14065 P19735
Q07980 P38920
Q08032 P53135
P35194 P25635
P19358 P06839
Q02629 Q12315
Q12018 P02829
Q12415 P39103
Q04636 P13382
P38779 P38112
P43577 Q02821
P32861 P07703
P22133 P04173
P38861 Q03900
P25694 P50942
P25358 Q03655
P16140 P25342
Q07896 P36160
P87108 P36046
P36130 P16140
Q12754 P40160
Q02629 P38989
Q07457 P47037
P24813 Q02630
P39743 Q06339
P33322 Q02630
P17255 Q12343
Q00764 Q06686
P12612 P41811
Q08729 P47044
P19736 Q03388
P25694 P41832
P39078 P42841
P38351 P17629
P25342 P04807
P27825 P40475
P06787 P53141
P47128 P07253
P17214 P38691
P08536 P38852
P53188 P33338
P30657 P30656
P40070 Q07350
Q06159 P38182
P08458 P02557
Q12377 P33299
P53934 P38822
P53286 P41811
P19735 P00445
P38068 P47135
P00924 P39928
P53048 P32476
Q02208 P04786
Q12462 Q07418
P50111 Q06142
P32367 Q06339
Q06538 P38328
P53622 P00560
Q03375 P12962
Q08683 P53068
P46680 Q08979
P40073 P39709
P32558 P47017
Q12517 P53905
P04821 P38272
Q04121 P15367
P04397 P38629
P53894 P40484
P12954 P39009
P13517 P25562
P16387 P32468
P38181 Q02629
P04161 P36108
P53319 Q04675
P53919 P32495
P06787 P07273
P07560 P39958
P37303 P80210
P22214 P25301
P07251 Q06001
Q12023 P20449
P15790 Q12206
P23255 P46677
P07991 Q06178
P52891 P41921
P38931 P36130
Q00684 P19882
P46956 P53045
P04807 Q12749
P39707 Q02825
Q02774 P38993
P53177 P06777
Q12136 P87281
P38987 P09938
P52286 P22203
P30656 P23639
P39954 P08018
P31380 P47017
P40328 P12709
Q12306 P25694
P07834 P38634
P36062 P38286
P23968 Q06451
P40218 P08425
P07834 P03069
P13393 P29055
Q07657 Q03834
P11076 P32074
P39977 P47135
P38789 Q04373
Q01919 P19882
Q12440 P53233
P53893 P47017
P53550 P54861
Q12440 Q12157
P15705 P38111
P53728 P40544
P22855 P14904
P06838 P32264
Q03465 P23724
P04173 P25343
P25607 Q00916
Q12328 P32830
P39014 P25694
Q12159 P53861
P25611 P40858
P38708 P18851
P36116 Q99260
P42943 P32641
Q00618 P32864
P33202 Q00776
P33333 P39078
Q12009 Q03774
P89114 P47135
P46671 Q12516
Q08208 P15790
P53551 P22216
P40988 Q06436
Q06644 P40088
Q12446 P25297
P53717 P38753
P16151 P10566
P35723 P33335
P21268 P20437
P36104 Q08553
P12904 Q02805
P05743 P34162
P11710 P32606
P54786 Q01684
Q12300 Q06815
P39940 P18634
P38191 P25491
Q12176 Q12024
P33313 P04397
P21264 P21264
P38194 Q08004
P39014 P53854
P53049 P25580
P32332 Q05787
P39108 Q08972
P33750 P19882
P04385 Q07350
P46983 P39083
P53327 P40032
Q12402 Q04947
P25491 Q12749
P32378 P25297
P38737 P38886
Q12379 P47079
P09624 P39743
P33333 P14741
P41895 Q03254
P38884 P38987
P19358 P38987
P39996 P52290
P53040 P13393
P42942 P40054
P29704 Q03790
P22224 P11433
P25298 P25299
P47149 P17119
Q08387 P38779
P36130 P35191
Q02795 P53918
P16658 P50277
P12709 Q04437
Q06479 P32366
P40089 P49960
P27515 P35729
P19735 P47143
P53290 Q00582
Q07623 P40010
P39104 P34730
P04385 P12753
P15705 P28707
Q04632 P53843
Q03782 Q08920
P52917 P50942
P47047 P38996
P19882 P31384
P54861 P47025
P28320 Q12046
Q06822 P06774
P46961 Q03655
P49018 P87284
P22204 P07149
Q08004 P38260
Q06407 Q06407
P32774 P29055
P38764 P22141
P53829 P06102
P32468 P53890
Q12522 Q07623
P53917 Q00246
P25298 Q06632
P52553 P40045
Q07824 P53584
P13902 P26798
P38633 P32352
Q08446 P80667
Q12223 P16140
P23748 P07256
P38843 P47154
P53226 P53226
Q03954 Q12248
P42846 P38011
P32349 P04051
P38633 Q03831
P06103 P38930
Q03913 Q12411
P40567 Q08729
Q06159 Q12527
P07703 P32349
Q08601 P02994
Q06208 P53913
P50942 P47079
P07806 Q00684
P39969 P29366
P53847 P33891
Q02629 Q02630
Q02776 P32897
P08458 P16387
Q12019 Q08004
P23595 P54786
P07244 P38316
P40544 P38842
P22768 P39743
P22696 P07278
Q12110 Q01574
P47103 P33313
Q06410 P53267
P13574 Q03373
P33750 P39077
P46985 P32629
P09064 P32502
P07284 Q99383
P08640 P08640
P81449 P81449
Q02629 Q03862
P06786 P35187
P32562 P14737
P47135 Q12219
Q12447 P34221
Q06208 P27895
Q06410 P39081
P47135 Q99373
P40693 Q12522
P46949 P52553
Q04377 P25367
P11972 P40450
P36160 Q03862
Q03330 Q12030
P38811 P32494
P39730 Q04373
Q01684 P25644
Q03897 P39079
P38316 P19262
P14904 P02293
P32496 Q05610
P19955 Q12292
P19658 P32844
Q99207 P25635
P16387 P00812
P32496 P53549
P47135 P31373
P41544 P32790
P48836 P22203
P32502 P04807
P11633 P09938
Q12499 Q07623
P12612 P26309
P53731 Q06440
P43574 P21243
P06243 Q06708
Q02895 P47135
Q06648 Q04599
P26448 P15992
Q08215 P80667
P32565 P53323
P28241 P47073
P40583 P39969
P38629 P07251
P40054 P39108
Q04437 P02557
Q12449 Q00772
P41800 P26755
P08566 Q04477
P38164 Q06668
P38784 P32341
P16622 P38217
Q12749 P07806
P28006 P40187
P21651 P21651
P36029 P28496
P36015 Q01590
Q02630 P34078
P06700 P15703
P16661 Q99190
Q06410 P06774
P53244 P39940
P38633 Q12306
P40091 Q12507
P39014 Q12018
P22137 P19735
P53633 Q03322
Q08949 P16140
Q05027 P50946
Q06338 P47135
P38291 P28005
P09119 P50874
Q02336 Q08278
P22138 P32529
P32618 Q03954
P06700 Q06208
P38883 Q06410
P25639 P39928
P53741 Q03935
P39744 P32495
P47093 P0C0X0
Q08144 Q04338
P07149 P26188
P41940 Q08496
P40555 P23724
P47068 Q05080
P32771 P40054
P36057 P36057
P18562 Q12349
P35688 P57743
Q06178 Q06178
P32628 P40327
Q12030 P50875
Q12328 P38692
P25454 P39676
P15303 P25385
P41810 P22804
Q04437 P22141
P02992 P32569
P21268 P19882
P32807 P25694
P53159 Q12365
P10869 P38615
Q06506 P38885
Q04779 P25351
P38881 P42946
P53150 Q08387
Q08601 P40509
P53323 P07991
Q04660 P04397
Q12134 P39743
P38286 P38356
P36048 P54999
Q08754 P53755
P33304 P32468
P10849 P50896
P38787 Q06624
P32829 P53971
Q12220 P53254
P11746 P07250
Q02908 P34253
Q01590 P22214
Q08491 P38753
P16140 P06243
Q12377 P32628
Q07540 Q07540
P15992 P39946
Q12060 Q12060
P32863 P35691
P32353 Q07824
P40155 Q07418
P47083 Q05498
P15646 Q01159
P02994 P06787
P38170 Q05934
P31244 Q12109
P53184 Q06142
Q00246 P32327
P19956 P36520
P38306 P36108
Q02821 P43582
Q04437 P07342
P39551 P38316
P47093 P38203
P46947 Q07930
P38987 P38323
P38153 P19882
P07244 P33322
P37838 Q04373
Q03655 P25340
Q12344 P53871
P14682 P52286
Q07451 Q02931
P43565 P39954
P06787 P00445
P36160 Q06205
Q99247 Q04067
P19735 Q03338
Q03246 P28817
P40303 P22141
P52286 P40969
P23542 P23542
P39077 P26309
Q00916 P14922
Q07549 Q06103
P41835 P41835
P11433 P21268
P40485 P36068
P32893 P38334
P07248 Q03330
Q02821 P38744
P38837 P40350
Q12464 P40154
P38782 Q08278
P12683 Q05787
Q00578 Q12349
P20053 P38282
P53875 Q06630
P32569 P49435
Q01477 P23639
P39520 P32605
P38817 P22137
P22133 Q12154
P09624 P32468
P40477 Q99189
P89114 P32641
Q02931 P38882
P32524 P38822
P04147 Q06344
P12695 P38920
P53949 P22137
Q12287 P32602
P23900 P53173
P38072 P00410
O13545 P37264
P41695 P12709
P12689 P14284
P43572 Q08649
P25337 P33334
P11076 P46655
P07257 P23748
Q12380 P04385
P02557 P32863
Q08553 P42073
Q02354 P53254
P53337 Q04651
P19735 P38219
P53954 P46961
P29295 Q12517
P38828 P38699
Q06349 P43554
Q06168 Q02866
P40509 Q12349
Q07844 P36160
Q12306 P27515
Q12263 Q12263
P53833 P32569
P29468 P45976
O13563 P22141
P46956 P39704
P36048 Q00539
P43321 Q07508
P22204 P07251
P53877 P25491
Q06410 P33419
P00830 Q99247
P42941 P34238
P15646 P46677
P06784 P32917
P38286 Q12164
P00924 P20053
Q01163 P38822
P48510 P54860
Q12154 Q04033
P33304 Q04675
P22035 P32566
Q12307 P36108
P53045 Q06135
P19358 Q12004
Q04660 P38789
P50874 P54784
P32457 P16140
Q12446 P07251
P43588 P43593
P09959 Q00772
Q01684 Q12006
P08431 Q99186
P38198 P38198
P36520 P36528
Q04437 P39112
Q04693 Q99181
P04386 P32569
P31381 P38842
P53224 P32368
P31384 P53829
P28496 P46965
P40956 P54070
P28274 Q02866
P36520 P36517
P32468 P43321
P20448 P25567
P40497 P38795
Q06216 P32602
P20449 Q04839
P46944 Q99394
P29295 P54861
P35177 Q02336
P16140 P07703
P40991 Q03532
P25651 P40065
P16861 Q12289
P51979 P53917
P52918 P48837
P07991 Q12749
P04817 P25358
P06243 P04173
P04385 P53196
P50273 Q99383
P21951 P39935
P32915 P00724
P36108 P25577
Q00245 Q12500
P34078 P29295
P38822 Q06676
P32381 P38708
P38886 O13563
P53045 P39532
P39935 P02309
P06843 Q04373
P40448 P39011
Q99257 Q03880
P40856 Q12199
P40483 Q12398
Q06096 Q06410
P04821 P04821
P51601 P24814
P53090 P19735
P47135 P39112
Q02608 P40956
P16639 P40856
Q06648 Q05031
P16370 Q06834
Q12102 Q12102
P38827 Q03323
P40070 P32639
P40354 P15992
P25604 Q99176
P53834 P06787
Q12432 P53930
P36084 Q02875
Q06410 P38261
P43577 Q12497
Q07807 P29295
P47135 P20433
P28006 Q12161
P41811 P04385
P38987 Q03532
P40089 P32481
P47037 P47037
P33892 P19524
P17214 P25270
Q08387 P25615
P38316 P07251
P40302 Q12250
P00924 P41811
Q03898 Q03898
P00830 P40354
P00830 P26448
P19524 P46970
P04385 P38316
P38266 P25343
P30822 P38316
P06843 P02994
P28320 Q06091
P32494 Q05027
P38779 Q12499
P16140 Q12510
P21304 Q06205
P06701 P50102
Q12398 Q00684
P14904 P32327
P41800 P25358
Q07732 P36103
P32502 P07342
P32902 Q12365
P38853 P38853
P13393 P32628
P12866 P40318
P30771 P24783
P38166 P16151
P47079 Q03897
Q12495 P21691
P33760 Q03714
P38147 P08518
P07249 P05085
P34160 P40965
P15790 Q04373
P43593 P40016
P53322 P38358
P38962 P32463
P25371 Q06815
P12954 P38953
P14907 P33331
P38219 P25847
P38833 Q12349
P25583 P53185
P06787 P40965
Q99207 P38333
Q04748 P38875
P32179 Q08754
Q12460 P06786
P25359 P53256
Q07980 P47135
P39102 P07256
P41940 P28320
P06786 P10080
Q04636 Q08743
P39998 P39014
P25302 Q00772
Q06096 P07257
Q02866 Q12134
P38168 P40361
P43621 P53622
P32944 Q12433
Q06218 P04819
P40040 P35691
Q12379 P16140
P15790 P38789
Q08601 P32776
P39077 Q12510
P41811 P18239
P40348 P40069
P33419 Q12349
P19541 P32337
P47059 P38633
P53073 P40540
P38111 P12385
P21304 P21304
Q06708 Q00916
P53254 P53276
Q03231 P32569
P33299 P40327
Q07794 P25293
Q03759 P47096
Q12417 P38241
P27895 P25300
P32523 Q04048
P27999 Q07362
Q04660 P39954
P46672 P25342
Q08278 P34162
P19882 Q12083
P46675 P11709
Q12329 P38873
P32524 P28004
P31374 P32861
P38691 P53894
P10614 Q06541
P07703 P38737
Q06822 P21264
P12709 P40362
P40016 Q12377
P53622 P41811
Q12411 P32524
P03069 P32569
P25454 P14742
P38874 Q02884
P23968 P38286
Q08230 Q00711
P38237 P41911
P32833 P09119
P50623 P50623
P38206 P29055
P47171 P39998
P17119 P53253
Q04437 P25694
Q06135 P38842
P11710 P53941
Q06675 P07255
P32861 P40856
P19659 P25648
Q08915 P40038
P23641 P39928
P32912 P53845
P30822 P53892
P32479 P04173
Q06623 P25847
P52286 Q04922
P53156 P07251
P47035 Q02931
P53394 Q04437
Q06598 O13562
P48412 P30771
Q02889 P32569
O13563 P53196
P40892 P40892
P35817 P52286
P20433 P23180
P38750 P40089
P40160 P53235
P02829 P41808
P46963 Q03957
P38764 P48510
P53040 P50875
P38011 P47089
P57743 Q06406
P04173 P40469
Q12514 P38129
P23641 Q00684
P05694 Q04660
P47093 P43321
Q12110 P80667
P25293 Q12159
P38814 P53735
P38987 P05694
Q12517 P40070
Q02821 P38791
P32497 P05750
P46671 Q06208
Q04067 Q06324
P14741 P08566
Q03897 P15992
P38988 P25297
P22035 P07269
P40095 P38253
P43609 P11633
P12904 P49017
P38930 P14164
P16861 P25336
P49704 P51998
P41895 P16370
P04385 P06774
Q12026 Q06406
P08518 Q12347
P38165 P32607
Q06410 P53861
P39990 Q04675
Q07657 P25342
P12683 P07286
P53905 Q06406
Q06813 P05318
Q08920 P53617
Q12236 P25567
P35191 P39743
P19882 P25846
Q03532 P14904
P53886 P14724
P03872 Q06411
P32899 P47083
P40582 Q01590
P38729 P16151
P35191 P20053
Q12083 P17709
P46965 P53337
P46655 P38903
P27614 P25604
P04821 P29295
P57743 P49704
P39077 P38129
P39743 P37370
Q06098 P14180
P02829 P19735
P36104 P38827
P53337 Q06451
P08518 P22696
P87274 P47135
P16370 P20433
Q04003 Q04003
P38319 P34223
P39073 P36130
P48524 P39940
P39743 Q06604
P12709 Q07350
Q07478 P40040
Q03761 P11747
P40856 P02992
Q06632 P16861
P40528 Q08271
Q07844 Q08273
P43569 P43569
P32368 P38217
P27895 P27895
P39940 P25367
P32611 P38217
P12904 P43639
Q08533 Q08949
P50101 P21192
Q03012 P38337
P38789 Q02892
P36100 P89886
Q06164 P15992
P53254 P38930
P31384 P19812
P04385 Q12510
P29055 Q04869
P53047 Q08448
Q12436 P32602
P10507 P25846
Q12013 P39944
P29478 P38199
Q12050 P40348
Q12386 P38217
Q02821 P45976
P19880 Q08649
Q06440 P32381
P33299 P38737
P11710 P53950
P20486 P38360
Q06344 P25635
P36520 P41810
P33322 P38333
P09457 P00854
P32524 P36166
P25299 P53897
P32602 Q08144
P40413 P36130
P22579 P39001
P32569 P38824
P06105 P53243
Q99186 P04173
P47139 P50101
P35727 P48232
Q04477 P14742
P00927 P00927
P33297 P38348
P41807 P32610
P33420 P20676
Q12292 Q12527
P41913 P53935
P15992 P38254
P34730 P40970
P30822 Q04377
Q07930 P00830
Q07508 P33203
P38264 Q99385
Q12421 P06774
Q12276 P40991
P53156 P32497
P35691 P26188
P25358 P15367
P47079 P08566
P22137 Q04177
Q06604 P32793
Q12017 P18851
P36162 Q06410
P38203 P04397
P39985 P40055
P19880 P38315
P53128 P40971
P36519 P38064
Q07418 Q03824
P40359 P29055
P32569 Q06208
Q04675 P00445
P39979 P39979
Q06675 P38876
Q06406 P38203
P12709 Q00772
P27999 Q05530
Q04233 P06782
P40010 P53261
P02309 Q05359
Q07468 P12868
P48237 P33759
Q07951 Q02574
Q05930 P06777
P12709 P39743
P32807 P23301
P40047 P40956
P00729 P32915
P33297 P42842
P38822 P43605
P08524 Q12380
P34730 P21965
P18851 P42943
P32855 P38261
P39078 P53197
Q02629 P48562
P39717 P53130
P40302 P32496
Q12297 P11747
P25623 P31334
P06103 P40217
Q03792 P39929
Q06644 P35206
P32495 P15646
Q03834 P15873
Q04924 P28626
Q12310 P25651
Q06677 P06777
Q02821 P46948
Q04491 P38732
P36000 P13902
Q00764 P25646
Q12250 P40327
P33895 Q12267
P08153 P52918
P36164 Q06815
Q12329 P25294
P10614 P28496
Q06164 P07251
Q08417 P25358
P32582 P31384
P50623 P32458
P12709 P06777
Q08273 Q07878
P35177 P53040
P47135 O13554
P19812 P06104
P38428 P33448
P40079 Q08096
P32335 P32366
O74700 P32897
Q03048 P08678
P47135 P39875
P32381 P22470
P32902 Q03246
P40048 P32485
P33299 P07270
Q04149 P53551
P38431 Q02892
P32454 P47033
P38691 P19882
P43569 P31384
P38342 O13574
P04173 P06839
P12385 P30771
P38820 P53088
P53616 Q12349
P52918 P27705
Q02821 P40069
P40550 Q03973
P28241 P06839
P20134 P47821
Q02630 P05318
Q12187 Q07509
P32873 Q05785
P06787 P23301
P53292 P53388
P41920 P30822
P52286 P47822
Q04066 P25043
Q04602 P32331
P46677 P03069
P38931 P20134
P32458 P25389
P00175 Q02776
P53859 P38792
Q99210 Q99210
Q99247 P07259
Q04398 P40361
P38822 Q12144
P04385 P12962
P17065 P17065
P15380 P25381
P29366 P32917
Q06704 Q06704
P38861 P38987
P38968 P43639
P40018 P57743
P02309 Q08004
Q12445 Q02774
P38144 P43609
P38883 Q12522
P43592 P46671
P33441 P25555
P38726 P35191
Q02821 P07278
P02557 P38198
P08018 P50277
Q06199 P53742
P39692 P41811
P38633 P32789
Q08886 P53130
P40450 P11710
Q02260 P43321
P38013 P38013
P22211 P04173
P36161 P48837
P30620 P10080
P43605 P15873
P04817 P14906
Q12421 P27999
P06786 P38251
P38319 P09624
P43572 P38806
Q12433 P19736
P05318 Q12349
P25655 P41811
P38247 Q00582
P00830 Q00772
Q04599 P53875
P32628 P33297
P02557 P32641
Q92331 P40335
P53916 P38115
P47017 P47017
Q06217 Q08920
P32569 P53008
Q07350 P36056
P38987 Q05016
P36127 P38822
Q04175 P33399
Q12377 P43588
Q03897 P04173
P00424 P07255
P32833 P54791
P21190 P32569
P00830 P40991
P23615 P53550
P17214 Q04373
P16370 P20436
P38291 P53218
Q08550 Q03656
Q12412 P04817
Q12144 P32793
P32803 P16661
P40469 P34909
Q04675 P23542
P12709 P12962
P38889 P38889
P36160 Q12522
P53207 P39682
P14741 P21264
P25644 Q03921
P07703 P07149
P23179 Q02793
P38282 Q12368
P40061 P41318
P09624 Q08387
P47135 P53323
P41810 P25385
P32803 Q99190
P40509 P53894
Q02793 P38086
P32480 P32591
Q12432 Q02821
P08964 Q06410
P10869 P40570
P32581 P25491
Q04437 P39077
P19263 P21243
P46965 P36057
P40956 P14680
P50875 P38811
P00830 Q06208
P38203 P39998
P41930 P16603
P07991 Q06287
P32381 Q08723
P31244 P12695
P42843 P17709
P30822 Q07418
P38217 P48837
P00560 P41318
P38736 P40094
P53091 Q08032
P38811 Q02821
P46961 P38729
Q04868 Q04868
P46965 P08456
Q12432 P38811
P08678 P01120
P25567 P12962
P38691 P26755
Q06604 P38753
Q08960 P21304
P23968 P38238
Q00578 Q02939
P29496 P53091
P26755 P40106
P00830 P07703
Q12030 P39001
P20606 P06243
P40054 P40088
P22134 P04147
Q12004 P00358
P32588 P53617
Q06538 P14680
P08456 P35206
P23748 P30283
Q03957 P06101
Q02792 P53063
P80428 Q05471
P08678 P07260
P40055 Q08235
P18480 P43554
P32381 P47117
P40028 P10080
P33334 Q06406
P32458 P32458
Q00764 Q08273
P32468 Q07657
P32790 P15891
P32497 P40217
P40348 P47079
P32524 Q12471
P25298 P04147
P34730 P29295
P32861 P38316
P39929 P39929
Q03010 P00924
P40093 P51534
P04397 Q03897
P46961 P46956
P35193 P14904
Q12024 P38987
P40339 P32565
P04786 P21538
Q04839 P49686
P17629 P38123
Q04067 P38249
P53877 P35191
Q08741 P04802
P25847 P28519
P12686 P32902
P46965 P38729
P38217 P40215
Q12159 P15790
Q05024 P25454
P36053 P32859
P18851 Q03818
Q12262 P47167
P39742 P40073
P49686 Q12128
P27637 P40187
P25299 P41910
P38316 P25694
Q05911 P53011
P38193 Q07527
P38203 P32873
P00924 P24583
P33759 P53254
P38250 P29055
P53261 P35178
Q12309 P28320
P23641 P53196
P35719 Q04598
Q12250 P32565
P48415 Q04491
P40460 P23201
Q00246 P40450
Q02199 P40069
P07703 Q12425
P38217 P40495
Q12498 P40956
P40956 P25382
P43598 Q12349
P24719 P38699
P39998 P29295
P14020 Q00684
P38077 Q04437
Q04081 P43562
Q02969 P39979
P25336 P06168
P05317 Q08601
Q08645 P25347
P33441 Q02821
P38042 P09798
P33308 Q12343
P38277 P39014
P25586 P42945
P15303 P12954
P02994 P08459
P38355 P38264
P39997 Q08293
P30657 P22141
P07251 Q12380
P04173 P32599
Q08144 Q03322
Q00916 Q00539
P32337 P40577
Q04675 Q02825
P38616 Q08273
P06774 Q03790
P40036 P27637
P31378 P05150
Q00764 Q04437
P53861 P40050
P38217 P12709
Q04739 Q03466
P32468 P32458
Q08601 P21524
P22147 P34221
P06839 Q03690
P39960 Q99247
P32897 P49334
P28274 P14741
P38798 P48412
P53271 Q08817
P32829 P46946
Q02574 P47040
Q06835 Q06505
P50086 P22141
P35180 P38921
Q12446 P36006
P38130 P39009
P25569 P12709
P32381 P53549
P38745 P41544
P02829 P32502
Q00684 Q00764
Q99190 P50944
Q02821 P39534
Q12460 P40362
P40073 P40367
Q08004 P21304
Q08235 P36160
P08466 P36159
Q99271 P25639
P21951 P28007
P09624 Q08273
P25344 Q02948
P32911 P06103
P28274 Q12379
P28495 P40045
P38842 Q08271
Q12138 Q12513
Q00772 P40048
P39705 P21827
P80667 Q04370
P36150 P40303
Q06410 Q02831
P40070 P22579
P46944 Q03630
Q08966 P17157
P22804 P22804
Q12306 P11938
P32911 P39935
P07251 P38987
P38328 P37838
P36145 P36100
P22147 P53861
P53093 P53093
P16474 P22336
P00924 P32797
P20053 Q03338
P38962 P53093
P39935 P12687
P53112 P38633
P53317 P12686
P32523 P32523
P53251 Q07381
P43556 P38346
Q08273 Q06211
P09624 P20967
P39005 P38822
P04817 P46961
P53901 P32790
P34252 P08431
P36057 P33335
P20436 P32529
P08468 P25385
P10363 P38121
P43579 Q08729
P53622 P38682
P38090 P16603
P32583 Q08457
P36029 Q06137
P47135 P38246
P19882 P39110
P33200 P32494
P38784 P26343
P32457 P53890
P53093 P32939
P32828 P19736
P07260 P20459
P14741 Q04013
P40497 P53728
P11978 Q01477
P11433 P50078
P54860 P34223
P40548 P12683
P38427 P31688
P30620 P05150
P35209 P38921
Q06168 P38888
P14741 P16140
P06777 P39735
P04819 P16140
P38080 P07263
P38843 P40548
Q06411 P53267
P39014 Q12324
P38992 P08456
P38861 P24719
P38931 P32570
Q08723 P38737
