Q12100 P38631
P46682 P38855
P48239 P06839
P47150 P16862
P38690 P33328
P40096 P26793
Q04439 P21965
P53283 P39016
Q12449 P53622
P13045 P00359
P38785 P38622
Q06408 Q02890
Q08949 P53250
Q12347 P39984
Q12055 Q02630
Q12055 P53067
P39008 P14904
Q12165 P38990
P49573 P36107
P33339 P13099
Q08144 P21965
P29461 P04821
Q04087 P36131
P39994 P32380
Q02773 P29340
P38757 P25454
P41697 P38080
P38113 P33204
Q12329 P38696
P06243 P00729
Q06451 P21192
Q99210 P38855
P38883 P32521
Q04411 P32504
Q12055 P36012
P38989 P05694
P42845 P40005
Q03018 P38742
P53036 P38634
Q06512 Q03900
Q03690 P53859
P40368 P38696
P33891 P25584
Q03782 P47079
Q04272 P48232
P32786 P17119
P40151 P38920
Q12241 P46655
P50094 P33199
Q12301 Q06512
P43612 P13856
Q06436 P49687
Q12260 Q08492
Q05874 P07991
Q08972 P29703
Q08921 P20081
P50278 P25808
Q08446 P09938
Q01590 P25569
P37366 P00128
P40005 P32521
P43609 P39009
P49956 P35189
Q06673 Q06409
P39998 P38113
Q07471 P06242
P43568 P42884
P18888 P11745
P38821 P17442
P53924 P38789
P39713 P32600
P39079 P30657
P38764 P38313
P47124 P25491
P53829 P33750
P53136 P27705
Q07508 P06103
Q08119 P36068
Q06665 P36161
P23394 P11154
P38333 P17555
P20436 P04051
Q03497 P36048
Q08956 O13565
P53930 P36019
Q05949 P47113
P38287 P32794
Q04377 P50108
Q05946 P46962
Q03532 P40303
P48232 P32800
Q04493 P10862
Q12194 Q03661
Q12063 P32573
P38708 P25615
Q12301 P20606
P40151 O13297
P53169 P32588
Q12315 Q05471
Q02199 P53129
Q12033 P18480
Q03254 P52553
Q03782 P25604
Q01939 P39517
Q12041 P14682
P53250 P41277
P32447 P23644
P38270 P38200
Q00416 P31412
P53924 P34087
P32767 P12754
P50091 P32945
Q12390 P43321
P39946 P28495
Q04636 P21538
Q12161 P53538
Q04411 P53202
P43321 P32802
P37370 P19145
P39925 P23202
P43535 P12611
Q12063 Q07887
Q12277 P32505
P19735 P00958
P42942 P27999
P04147 P00950
P25357 P17157
P39076 P27614
P53278 P12945
Q12449 P32350
Q00416 P38198
Q00916 P09624
P38764 P36165
P39925 P32895
Q08921 P15705
Q08931 P29366
Q05775 P35194
Q06640 P43583
Q04491 P38247
Q12368 Q08723
Q06604 P32464
Q12230 P10081
Q12151 P36118
P40164 P38590
P53599 P39083
Q04839 P28743
P38987 P19454
Q12417 Q12098
P36131 P34223
Q04792 P39707
P38627 P15790
Q12518 P34077
Q99299 P32642
Q08911 P53010
P38042 P34110
P32794 P00830
P29340 P27351
P40061 P09734
P38932 P35172
Q12163 P33892
Q06436 P36224
Q12175 P19524
P32481 P02829
P40314 P29465
P13663 P02994
Q08886 P14832
Q12411 P38805
P32642 P00175
P39531 P28007
P38132 P36000
P32602 P25569
Q06160 Q03337
Q12084 P18759
P39929 P32380
Q04562 P53865
P28795 P04046
Q05881 P40991
P38229 P32501
P38931 P34241
P53185 P23293
Q12447 Q08273
P25655 P20449
Q08004 P25359
Q08446 P38634
Q03790 P07991
Q03654 P33750
Q07084 P40303
Q12260 P32349
Q12263 P32854
Q05024 P10592
Q03406 P39875
P40395 P32074
Q12277 P32496
P47054 P33760
P36003 P22517
Q06436 P52490
P43588 P13586
P38801 P06844
P26793 P25646
P28795 P06844
P53081 P20459
Q04048 P38883
P39742 P36029
Q03012 P43583
P40339 P38324
P53855 P25604
Q07786 P23293
Q05946 P32447
Q12420 P25344
Q08685 P36084
P47167 P21951
Q12256 P53163
Q99181 P33419
P42951 P39979
Q08438 P53040
Q04031 P10659
P36037 P25296
P53185 P41807
P32345 P18410
P23394 P15790
P38149 P13517
P47079 P39935
P47005 P40413
Q08962 P36145
Q05775 P00560
Q08387 P32908
P33306 P32900
P32458 P21801
P40484 P15992
Q12034 P34216
P46677 P27514
P38346 P32492
Q03125 P32805
Q08951 P41807
P41814 P40479
P32447 P18963
Q02866 P23624
P53867 P53112
Q07508 P32917
Q03220 O14455
P49166 P32849
Q06604 P25357
Q99299 P42073
Q12347 P22517
Q08726 P20081
P40991 P33329
P38129 P20433
P53551 P08638
Q08208 P32867
P89886 P39904
Q02931 P32381
P37012 P14832
P21374 P00044
P40510 P40455
Q04121 P23594
P40857 P39729
Q12329 Q06648
P53203 P21576
Q12134 P00812
Q03558 P53256
Q02931 P20438
Q03774 P38716
P39563 P00931
Q12034 P20133
Q03338 P53685
Q99186 P34758
P52919 P19658
Q03785 P15790
P35198 P00830
P38874 P30902
P53081 P03965
P41814 P38328
P51996 P32790
P38555 P00729
P53949 P11075
Q12315 P36139
P32639 P08964
Q12033 P40507
Q02875 P40092
P49955 P24814
P40155 P36062
Q04053 P33891
Q12107 P53032
Q03792 P40328
P53168 P36062
P43568 P38682
Q02931 P40564
P32318 P19658
P53202 P25659
Q03308 P28707
P53283 P16140
Q04839 P38798
P53691 P46957
Q04491 P01120
Q03940 Q02939
Q12754 P32842
Q12427 P38853
Q12004 P41896
P35178 P05318
Q04601 P35194
P33891 P25719
P46985 P43583
P23968 P22213
Q04373 P32945
Q12044 P23394
Q04978 Q03619
P40480 P40340
Q06696 Q03497
Q12186 P47017
Q04562 P53867
Q12018 P25341
Q06245 P07278
Q07993 P35203
P11433 P04387
P80667 P38329
P38333 P32794
P39517 P39081
Q12124 P34087
P38990 P38786
Q01590 P11154
P53941 P32366
P53036 P39730
Q02100 Q00416
Q04660 P38348
P36224 P30619
P53859 P32447
P52286 P19735
P47120 P38229
Q07980 P20676
Q12452 P37012
P53299 P38152
P38352 P31385
Q12433 P40479
Q12469 P48361
P48239 P20438
Q12276 P32610
Q06169 P47019
P25808 P14736
P43574 P21672
P50275 P15790
P40965 P28795
P48415 P25369
Q06648 P36029
P38352 P25567
P40316 P02293
Q04233 Q00539
P39515 P32453
Q02908 P14736
Q12446 P06242
Q02354 P35728
P46947 P13712
P39707 P32842
P32588 P32527
Q00578 P39107
Q01389 P38193
P38990 P32074
Q03690 P38861
P40555 P38970
P36080 P23301
Q07913 P26755
Q12418 P27515
Q08873 P07262
Q12206 P38760
P39729 P38692
P32945 P28817
Q12449 P43569
P39563 P09798
P49435 P19658
Q04660 P40003
P40302 P14359
Q06506 P41940
Q12129 P40092
P42846 P38070
P32350 P14306
Q08144 P53152
Q07896 P53032
P40089 P38310
P32898 P20486
P23642 P13711
P38957 P00431
Q12344 P14164
Q00246 P53865
P43603 P29509
P53163 P47017
P53953 P32800
P41832 P32786
Q04264 P46655
Q04439 P54860
Q12277 P35729
Q05080 P00549
Q06451 P38313
Q04004 P25294
Q06410 P06101
Q02630 P22133
Q12433 P06780
P38794 P11927
P31382 P25582
P40555 P11433
Q99257 P46963
P40956 P32573
P37302 P32563
P18759 O13539
Q12250 Q02256
Q08726 P38301
Q03503 P32917
P36120 P23255
P47041 P39083
P25644 P15303
Q07896 P53091
Q12327 Q03063
Q12028 P32591
P38690 P22216
Q04964 P17891
P43583 P40339
P53540 P39960
Q12329 P48412
P43638 P43619
P50086 P25605
P39935 P33891
P36010 P28495
P33203 P07258
P38429 P07248
Q08726 P38229
P40186 P20133
Q12734 P32913
Q12483 P36172
P36022 P32900
P23642 P23293
P53886 P23724
Q12347 P38998
P53840 P29496
P53855 P24869
P53930 P23642
Q12734 P16521
Q04199 P43639
Q04493 P38310
P38697 P20424
P48836 P47054
P38358 P07274
P40164 P31244
P38801 P36118
Q12055 P40461
P40480 P18759
P40327 P32490
Q04338 P51996
P38853 P34240
Q04067 P43603
P53954 P16661
Q99383 Q07824
Q08562 P53750
P40529 P27801
Q06078 P38690
Q06169 P35056
P38276 P32364
P48524 P35729
P38748 P21374
Q02892 P48412
P20433 P07991
Q12026 P07703
P40988 P39517
Q06673 P32264
P38324 P12962
Q03081 P41813
P40010 P38853
P53974 P38623
P41814 P40079
Q12328 P35728
Q04359 Q00684
P36047 P00331
Q08911 Q03782
P40469 P27515
Q03919 P25569
P49435 P21182
Q02804 P39107
P47054 P32642
P50944 P38339
Q12522 P54199
Q07786 Q00916
P53877 P40014
P32591 P23642
Q04412 P40316
P53094 P19454
P40339 P38431
P38622 P32867
P53152 P40573
Q12163 P40515
Q07376 P33400
Q03735 P38427
P53893 P35194
P38748 P32898
P40344 P39073
P48581 P40958
P38623 P25694
P40335 P38805
P53632 P22133
P31377 P27637
P22141 P17536
P53886 P42846
P38042 P26793
P41814 P00359
Q12347 P25333
P53955 P32628
P53124 P25582
P48606 P17123
P50278 P33331
P25302 P01149
P40091 P38998
P32074 P00724
Q12280 P46949
P38889 P24871
Q06168 P38781
P53685 P32898
Q12514 P25635
Q03920 P36149
P32468 P23287
Q08873 P11746
P38998 P21965
P38276 P22203
P38257 P26263
P38821 P38689
P34161 O13297
Q06178 P53867
P32873 P27895
Q03899 P39742
Q12433 P47029
Q07657 Q02554
Q08217 P04821
P39952 P33441
Q08144 P32495
P40092 P38768
P39987 P38152
P47166 P33301
P46988 P40339
Q00873 P36168
P41834 P03965
P38344 P23594
P51534 P25454
P11484 P00330
P57744 P40360
Q05080 P43592
P38788 P25808
Q06108 P38555
Q12365 P46672
P25635 P17123
P46947 P41816
P36149 P19262
Q04792 P40018
P53924 P09938
Q05024 P53600
Q05946 P38257
Q06479 P35688
P39940 P38682
Q12241 P14907
Q04693 P32528
Q04062 P52910
Q12033 P43583
P40016 P38810
P13712 P08153
Q12017 P39937
P49704 P33314
P25649 P17121
Q04195 P14747
P39935 P25567
Q06479 P14747
P53604 P36118
P22543 P19882
P33199 P24867
Q05027 P13574
P40091 P31412
P49704 P33418
P36103 P32578
P40204 P39969
P40479 P32325
P32642 P24004
P23561 P14736
P40055 P32496
Q12028 P46682
Q12285 P17536
P07866 O14467
P41811 P01123
Q12277 P32356
P37012 P25657
P52919 P35207
Q04697 P12684
Q12310 Q12041
Q12420 P39682
P53142 P47042
Q03330 P39929
P34216 P06843
P49687 P32561
Q06604 P14680
P41814 P39962
P32565 O14467
Q03081 P53855
P39715 P38620
Q04005 P32500
Q06525 P13434
Q06216 P23287
P35688 P23287
Q02890 P35056
Q05022 P06738
P53248 P32767
P40038 P40036
Q08972 P49955
Q02793 P53743
Q08817 P40078
P38316 P16467
P53068 P36139
Q08492 P15646
Q04601 P33328
P38344 P27472
P53043 P05030
Q04370 P38735
P53142 P17505
P40064 P35691
P53147 P32836
Q00764 P14359
P29461 P22543
P38988 P25579
P42935 P38856
Q03940 P47027
P38889 P16521
P38130 P36027
Q04601 P33204
P41816 P14126
P39925 P39073
P41911 P37302
P41814 P32591
Q00416 P35688
Q08966 P24814
P53322 P32796
Q04359 P06843
P32263 P00830
P25615 P10622
Q08649 P09734
P53754 P38785
P54786 P40339
P25342 P25303
Q04053 P49687
P47165 P39998
P53271 P26570
P52553 P38769
P32325 P08524
Q04217 Q02199
Q00582 P32490
P47822 P32838
P42846 P35728
P39014 P12962
P40515 P38814
P40335 P19262
P32629 P32598
Q12417 Q12377
Q05933 P28743
Q12264 P33299
P53600 P33307
P38720 P09938
P38208 P00950
P38329 P33760
P25357 P12383
Q03071 P46957
Q03071 P46672
P35181 P19882
Q04673 P34218
P34077 P32490
Q05610 Q04921
P53939 P40070
P53145 P52593
P53883 P33322
Q12310 P47089
P53250 P36018
Q12330 P12612
Q08273 P13517
P33203 P32589
Q12045 P32524
P53861 P40484
P53323 P38856
Q03690 P33891
P53949 P47135
P50095 P23301
P40204 P33306
P40465 P09798
P48239 P32607
P18963 P17709
Q06479 P40066
P41817 P16522
Q08773 P28004
P40892 P02829
Q02629 P21243
Q12452 P32328
P53830 P16521
P47045 P25615
P38855 P38274
Q04359 P00044
P27614 P13712
P40518 P30656
P40494 P38793
P32495 P21192
Q06624 Q01560
Q12206 P32854
P24871 P10622
P22204 P08153
Q12102 P53750
P35193 P35169
P39014 P32605
Q07623 P32328
P53883 P24868
P40555 P19657
Q03337 P22543
Q00362 P32264
Q00776 P53971
Q12734 P19454
Q92331 Q06340
P53628 P43593
Q12473 P54199
P43603 P30665
Q04217 P53754
Q05670 Q03898
Q03956 P53197
P43637 P27796
Q12513 P25646
P39014 P00560
Q12473 P19882
Q12154 P25296
P46985 P20433
P47012 P40457
Q04978 P20435
P46947 P39077
P38636 P25694
Q12477 P38011
P42951 P38873
Q04651 P38903
P53238 P27614
Q03973 P19524
P39994 P22515
Q01590 P53159
Q08581 P06738
P48559 P14742
P40314 P33411
Q03900 P40164
P53207 P43593
Q08951 P30656
P46673 P18480
P54999 P50101
Q03018 P50942
P53250 P38063
Q00578 P16658
Q07930 P32898
Q02805 P53735
Q02825 P53883
P40461 P04046
Q03782 P25390
P53389 P53388
P47012 P04046
Q08746 P17119
Q06449 P38232
Q04934 P41816
P32628 P11745
Q00723 P32528
Q12151 P40956
Q07471 P40061
P46962 P09232
P38889 P33331
Q12233 P32910
P39926 P22336
P33203 P18759
P48239 P32939
P19145 P14680
Q08965 P22543
P53199 P08458
Q06675 Q04225
Q04562 P32899
Q06163 P31374
Q00245 P14907
Q04272 P38855
P33199 P00044
Q12152 Q02821
P53196 P27705
Q04199 P22133
Q06408 P53941
P39520 P26449
P47103 P39944
P32854 P16140
P53599 P33891
Q06451 Q00684
Q12255 P19658
Q04233 P38293
P35181 P32325
P25558 P15436
P38853 P29461
P38987 P38333
Q12446 P16658
Q00578 P31383
Q08438 P38862
P40413 P06103
Q12341 P38806
Q04053 P19880
P53283 P38063
P39929 P38624
Q03619 P53941
P40567 P26570
Q04067 P40892
Q12417 Q04199
Q12427 P02293
P38922 P32450
P53863 P32898
Q12754 Q04511
P33411 P12611
Q02775 P30283
P53731 P38291
P40090 P10964
Q07986 P40357
P38313 P25584
Q05778 P38270
P32337 O13563
P53965 P34217
Q08723 P53941
P40061 P32524
Q12199 P38735
Q02199 P32905
P49704 P17121
P43561 P32600
P34162 P16649
P35688 P15646
P37012 P25333
Q08921 P12754
Q00362 P40468
Q08162 P33298
P54199 P36003
P53094 P38822
P40457 P35497
Q07930 P53939
P40512 P38757
Q06406 P07274
P46988 P40480
Q12264 Q04511
Q06676 P32368
Q12255 Q06137
Q08963 P46655
Q12024 P47120
Q08911 P39723
Q07844 P33892
P32491 P22213
P32629 P25635
P40483 P39998
P48232 P24869
P38270 P12383
P53549 P06782
Q12488 P46954
Q03774 P52891
P38922 P30902
Q07834 Q07468
Q06616 P29366
P38153 P00931
P22133 P00924
P20795 P12753
Q04894 P25604
Q02866 P39743
Q07084 P32801
P32842 P32264
Q12411 P09032
P54199 P53939
Q08601 P11154
Q12415 Q03435
P40055 P30619
Q02767 P32767
P40555 O13553
Q03630 P47083
Q08245 Q07418
P12887 P01149
Q06449 P25559
Q02875 P29703
P39990 P38352
Q12434 P17121
P39111 P09734
P53112 P34758
Q04368 P53271
P38705 P38590
Q08601 P32873
P52286 P38013
Q04511 P32911
P22137 P03965
P25649 P22515
Q04739 P39727
Q12060 P27476
P38822 P06242
P53927 P43603
Q12377 P29703
P38764 P38274
P22219 P08018
P38219 P36010
Q07442 P39927
P50095 P32478
Q06568 Q04675
P36029 P17255
P43583 P33411
P14904 P08679
P40563 P32800
P46948 P29469
Q12045 Q07887
P47120 P01120
P33297 P19882
P40564 P36103
P50101 P30656
P40095 P32578
P53196 P38329
P25555 P25357
Q03071 P39717
P25569 P11484
P38063 P04387
P38013 P07866
Q03862 P06242
Q05874 P38431
Q12447 Q07657
Q03081 P53112
P15303 P06843
P39523 P09734
P41813 P20081
Q03407 P51601
Q12034 Q04373
P38872 P32796
P39954 P02309
Q12420 P32350
Q12276 P25389
Q03784 P09624
P22141 P18898
P53904 P53865
Q06216 P14680
Q12129 P40164
P40055 P24813
P53919 P38132
Q08144 P40009
Q12499 P39994
Q08496 P47005
P36145 P33307
Q05583 P53912
Q12129 P22202
Q08236 P53691
P53743 P15992
P53036 P25357
Q06160 P00931
Q12222 P21242
P39904 P25649
P53171 P38111
P46965 P22140
Q12021 P32776
Q02767 P36123
P39925 P38814
P08456 P02294
P46682 P38247
P53280 P38990
P38786 P33307
P39929 P28817
Q07930 P38590
P39563 P24783
Q06178 P40204
P38929 P38820
P25808 P21268
Q07657 P38696
P47083 P17536
P38011 P33420
P53196 P15807
P38989 P32565
P36145 P25719
P38149 P07991
P29340 P00359
P47176 P32835
Q12477 Q12248
P40471 P38903
P38129 P27514
P41811 P11154
P53739 P39083
P54786 P15436
Q99189 Q04839
P33400 P23542
Q00764 P23287
Q12267 Q08245
P35197 P31688
Q04894 P49573
Q03208 P20134
P38837 P02400
Q12691 P50277
P39990 P36019
P47165 P38129
P41808 P25604
Q08949 P32505
P48837 P35197
Q12310 P28006
P32899 P24279
P53150 P33332
P39718 P17709
P43568 P02293
P32828 P08638
Q08162 P06105
P38987 P38837
Q12248 P25719
Q08245 P22219
P53941 P47129
P38823 P38310
Q00684 P53248
P38324 P23287
Q02721 P34252
Q12021 P36005
P46655 P15646
Q03954 P47150
P18562 P06738
P60010 P49687
Q12044 P46682
Q12427 P07560
P39954 P04786
P54861 P11745
P40095 P32599
Q07824 Q04003
P40357 P39551
P46985 P13185
P38872 P25659
Q02260 P21242
Q03690 P32495
Q08963 P38132
P48559 P43565
P13185 P09798
P53269 P20484
P25303 P00358
P38697 P07170
P38293 P32356
Q08923 Q08562
P47029 P33401
Q06163 P38774
Q03081 P39994
Q04053 P38291
P32324 P25558
P32485 P07260
Q99385 Q06479
Q06706 P38753
Q05636 P39967
Q03981 P39994
P53163 P05318
Q12017 P34087
P38753 P19882
Q04199 P34244
P34110 P26570
Q08746 P36013
P38877 P25453
P33122 P29056
P49686 P23639
P42935 P40202
P53845 P38257
P33419 P22219
P12962 P08431
P53211 P04912
Q04338 P27637
P46962 P35169
Q04264 P53064
Q12159 Q06525
P43574 P38219
Q08004 P32854
Q05785 P34758
Q12449 P53254
P19414 P12904
Q06651 Q05166
P32505 P18494
Q06708 P19735
P43601 P16664
Q03735 P38622
Q92331 P31539
P50111 P25344
P43574 P32854
Q07786 P40079
P42942 P35718
Q04048 P28007
Q12365 P53549
Q08162 P38624
P43574 P18961
P29496 P13586
P53094 P39727
Q12433 P21182
P42839 P38219
P53169 P43637
Q08215 P25357
P38555 P15891
P50090 P09119
P38708 P38283
Q07896 P39076
Q04121 P35184
P38742 P38132
P35197 P27801
P34221 P18963
P38631 P38358
Q03619 P42935
Q02866 P36139
Q12368 P43637
Q06673 P16861
Q12330 Q00684
Q02773 P09435
Q12280 P39935
P25657 P14904
Q04894 P27636
P41811 P39967
P36049 P34160
P53082 P24583
P53953 P50094
Q99385 P23059
P53845 P53094
P35210 P32916
P38283 P19262
P38883 P09440
Q06604 P24482
Q02948 P34758
P53112 P38329
P36145 P11709
P38636 P22213
Q06696 P38011
P53829 P43568
P54999 P33895
Q12468 P43592
Q99189 P19812
Q06411 P47122
P53900 P50942
P38287 P25558
P02829 P00958
P39083 P07149
Q12020 P15873
P47041 P11746
P32492 P27472
P40541 P39935
P38193 P33331
P52891 P36012
P40096 P39073
Q12347 P06634
P53067 P25360
P53068 P17709
Q12477 P18494
P53048 P36048
Q04562 P25385
Q12310 P32381
Q07786 P40202
P39540 P10863
Q12151 P24482
Q08285 P32590
P39715 P28707
P33760 P32364
Q04149 P32911
P40473 P24871
Q12276 P39960
Q03957 P53067
P41277 P18898
P40462 P38193
P43603 P24783
Q12343 P53952
Q07688 P14680
Q06406 P15873
Q12402 P38156
P53185 P39705
P47064 P32945
Q04264 P53145
P25389 P11484
Q06412 P00359
Q08204 P53125
P38904 P21192
Q12344 P12904
Q06551 P38874
Q02554 P40024
P39730 P32590
P36024 P34730
P53236 P25299
Q12241 P39937
P38922 P19262
Q06216 P38990
Q08921 P02400
Q04272 P40956
P53731 P15442
P38276 P33418
Q12149 P35187
P40013 P35203
Q07508 P23624
P39108 P38959
P32565 P17891
Q08204 P32807
Q06178 P30771
Q04439 P53743
P39707 P08524
Q12041 Q07376
Q06177 P36010
P32364 P25586
P38886 P38203
Q06704 P16892
Q12440 P38333
P34758 P02557
Q06679 P17123
P48412 P40473
P38719 P08518
P53169 P28006
P42935 P11709
P53297 P16862
Q05930 P53845
P02994 O13553
P25694 P25385
P38749 P13586
P38217 P33891
P53124 P04147
P38217 P20053
P40959 P09959
Q08963 P25719
P38837 P32263
Q04373 Q02884
Q06696 P53685
P34227 P32559
Q05471 P51601
Q07381 P53738
P48412 P47050
Q06506 P40350
Q99189 Q05775
Q99176 P18962
Q06103 P20081
P30771 P17157
P53159 P24813
P42845 P00950
P35197 P15108
Q06164 P43619
P40958 P11978
Q04693 Q03558
Q05610 P39107
Q06410 P40461
P23561 P04456
Q99257 P25657
P47093 P37370
Q99189 Q08558
P38716 P38623
Q99210 Q03322
Q12134 P32485
P38872 P32917
Q12306 P38998
Q01329 P21951
P32898 P11484
P46672 O13565
Q06543 P06784
P42845 P34244
P53322 P03965
Q04368 P35193
P48415 P20433
P41901 P32892
P28708 P20606
Q06549 Q05933
P39966 P36145
P38346 P25659
P43613 P10823
P40963 P22204
P36131 P25655
Q12517 P47176
Q12100 P32264
P35190 P32588
Q08550 P53883
Q12055 P40485
Q12449 P00812
Q03071 Q00776
Q06696 P12753
P33401 P14741
P38959 P36029
Q00955 P38283
P53040 P04807
P18480 P13185
Q99176 P38716
P38636 P09624
P36019 P35497
P53286 P13663
Q03619 P33333
Q99210 P15108
P32800 P31377
Q12527 P36973
P39730 P38352
Q08726 P38339
P38555 P32600
Q04493 P36018
P25491 P10592
Q04031 P50113
P38113 P30657
P52910 P23642
P50108 P28006
Q06412 P53169
Q06436 P39523
P39730 P25357
Q06200 P38776
Q04264 P40016
Q99181 P53939
P53974 P02994
Q03532 P47045
P25451 O13565
Q03220 P54860
Q04749 P41940
P38237 P18851
P50944 P32801
Q08217 P32527
P32450 P25555
P22804 P16661
P46974 P41895
P43587 P33314
P25369 P11484
P21965 P04147
P41817 P38429
P32478 P07258
P28007 P09624
P32776 P18759
P39014 P37370
Q00582 P38999
P53743 P33201
P49704 P25657
P40061 P25293
P47068 P25451
Q12206 Q08972
P38265 P28274
P33306 P32074
Q12038 P24871
P22336 P14164
P40092 P39682
P38856 P03965
Q12033 P38757
Q06078 P38785
Q12411 P27637
Q04217 P24279
P40573 P38077
P42945 P36015
P39107 P18961
P40339 P25333
P39729 P38853
P06101 P00817
P53905 P06773
P38793 P32898
Q12513 P39743
P40959 P39990
Q12260 P51862
P32634 O14455
Q12256 Q05881
P39996 P38298
Q12118 P48525
Q08438 P23639
P42945 P40965
Q03096 P39523
Q03774 P40453
Q05933 P32790
P25333 P19145
Q03900 P23644
Q02256 P09064
P43616 P05318
Q03862 P06105
P39548 P32319
P38861 P07264
P53221 P38254
Q08726 P00358
P53738 P46655
P53295 P11746
Q08732 P34234
P34730 P25808
Q03898 P38788
P57743 P32634
P38829 P38726
P52918 P28006
Q00723 P25655
P53136 P32074
P53540 P53036
Q03774 P36131
Q06142 P39715
P19736 P14064
Q06549 P04147
P38998 P26793
Q04087 P39076
P53130 P38766
Q12377 P06103
P39935 P32263
P39960 P38793
Q12494 P39723
Q12021 Q06102
P38334 P32505
P54199 P38932
Q12019 P28000
Q06704 P32854
P27472 P24868
Q12344 P09734
P39010 P25297
P53048 P38063
P32642 P20438
P53064 P38132
Q02354 P10592
P38785 P15873
P53043 P16892
P39520 P39101
P54885 P20081
P36005 P10869
P32605 P13711
Q06673 P38631
P14747 P07347
P46947 P07262
Q04868 P39904
Q00816 P38339
Q12440 P40494
P30665 P18759
Q06648 P39682
P39014 P33401
P32873 P23202
P40013 P38339
P48837 P25360
P38991 P34077
Q03654 P47104
P36160 P06774
P50875 P39706
P53261 P38810
Q06251 P05453
Q08873 P53267
Q12280 P53316
P47012 P32786
Q02884 P38883
P15303 P08964
Q04199 P40529
Q06624 P53313
P47134 P38871
Q06676 P38181
Q12390 P41834
P52910 P36029
Q08902 Q00772
Q99299 Q07657
P31109 P28834
P34216 P32786
Q05785 P38165
Q06624 P50095
P38265 P19736
Q06616 Q00582
P42884 P40350
P33895 P11484
Q04272 P40495
P50094 P33313
P34077 P32571
P53691 P06844
P32573 P28708
P38346 P20449
P33303 P00431
P40563 P14742
Q06218 P38121
Q03071 P38293
Q08581 P05318
Q02205 P28791
Q00582 P46985
Q03785 P53859
P32491 P25367
Q06708 P38615
Q12176 P36144
Q08963 Q06407
Q99299 Q12034
Q06549 P43593
P38624 P15436
P47132 P38695
Q08496 P24869
P48510 P04386
Q02821 P32523
Q08972 P32867
P47116 P28834
P30771 P12753
Q08956 Q04338
Q03758 P07991
Q04217 Q00246
P42843 P39523
Q04439 P25515
P36018 P27351
P38814 P33895
Q06604 P53323
P40561 P22133
P38631 P38555
Q12277 P38810
Q04978 P19145
P40509 P33767
Q03768 P40048
P41277 P38634
Q08972 P47912
Q08923 P34241
Q12527 P04807
P40314 P40087
Q12241 P40960
Q07732 P07260
P41800 P32263
P39704 P38962
Q02260 P15442
P40096 P38801
P53968 P35169
Q12446 Q03818
P40202 P14736
Q01159 P54790
P40069 P33299
P53082 P35178
Q02825 P53011
Q03435 P47822
P10566 P02294
Q12522 P38850
Q06679 P46949
Q12222 O13563
Q99260 P16140
Q12447 P38620
P49435 P33297
Q08956 P41911
P19657 P06787
P47064 P40991
Q12517 P33411
P06787 P04147
Q06708 P38590
Q05670 P35169
Q12045 P40529
P38013 P27801
P38287 P25389
P25333 P22147
Q12082 P38744
P25635 P19735
P53236 P38699
P40413 P38042
P46962 P40078
Q03956 P47120
Q08649 Q03532
P53344 P46961
P32504 P22007
P47019 P32502
Q03981 P43638
P53859 P50111
P37370 P31244
P41911 P40477
Q12267 P38889
Q03330 P40492
Q06551 P53082
Q03048 P30822
P39016 P38328
Q99176 P15807
P53277 P36068
Q04930 Q02196
P52593 P17255
P40453 P32524
P37012 P06243
P51534 P50095
Q08215 P25344
Q08966 P53867
P38768 P28707
P40479 P40160
P53740 P53209
Q08438 P28795
P39967 P32899
P36010 P25604
Q12063 P41811
Q12004 P19263
Q03920 P39998
P39008 P38783
Q07824 P04821
P51862 P33891
P33418 P32521
P38860 P36520
Q03862 P41832
P28817 P06105
P38705 P33401
P42845 P35194
Q12754 Q06640
Q12514 P40335
Q08931 P33329
P41810 P38315
P32571 P25584
P38705 P25333
P21672 P12754
P33307 P32573
Q00582 P24870
P53978 P36049
P53971 P27801
P54199 P23293
P40554 P27637
Q00578 P35184
P12868 P00817
Q12389 P41920
P53082 P27514
P46672 P15790
P32492 P24004
Q06177 P41318
Q06551 P38766
P53168 P43616
Q01939 P38749
P32793 P32327
Q00381 P25043
P23624 P18898
P29461 P07274
P32900 P27796
Q99260 Q12063
Q00381 P21306
P38829 P38786
P40009 P38788
P53256 P12611
P52286 P09232
P50275 P25303
Q07442 P06634
Q12060 P28274
Q03010 P53086
P40186 P38113
P33298 P10592
Q08245 P46949
P46970 P33203
Q06704 P11484
Q04660 P36130
P31378 P16451
P40495 P22202
P38910 P32387
P53079 P16474
Q05024 Q02629
P33338 P04147
Q12224 P35189
P33401 P32350
P36003 P32802
P53010 P20486
P39969 P22137
P40485 P39984
Q12044 P31109
Q9URQ3 P13393
P20604 P07269
P38850 P31383
P12962 P10862
Q05024 P38757
Q03096 P40529
P38622 O13553
P47124 P40010
P53168 P39723
Q12124 P22515
P53540 P25333
P38555 P32525
Q12380 P15705
P33328 P14736
P09032 P05085
P53628 P47050
P41921 P27636
Q08972 P40988
P43586 P20424
Q08723 P20606
Q05949 P34909
Q04411 Q00416
P50945 P38237
Q6Q547 Q06604
P39531 P00358
Q12434 P14680
Q08214 P46681
P38257 P04807
Q03862 P41800
Q08285 P53904
P38631 P21672
P33313 P25360
P53048 P17536
P28000 P11747
P38283 P32909
P33334 P25293
Q02100 P40167
P46974 P35817
P25615 P25558
