Q12406 Q03280
P38624 P32642
P38555 P32502
P39563 P38182
P47129 P32562
P40509 P38068
Q08601 P40186
P40314 P32504
Q07418 P20424
Q08921 P32581
Q12098 Q01939
P53755 P51601
P53199 P38798
P53032 P25694
P38690 P32496
P25635 P17123
Q06554 P48234
P36018 P32590
P32562 P00830
P49686 P38324
Q07786 P40202
P25694 P11745
Q12469 P48361
P50108 P28006
Q06151 P53886
P38282 P04807
Q08956 P39967
Q12390 P38153
Q99210 P14832
Q08438 P53040
P38786 P27636
Q12277 P32496
Q12260 P32349
P42843 P20606
P32794 P32345
Q12186 Q05785
P53905 P04807
P40070 P21801
P32354 P25299
Q12477 P36068
Q03691 P38181
Q12499 P32599
Q05568 P40529
P26793 P25646
Q03096 Q02821
P49166 P32324
P24004 P09232
P38200 P31688
P53865 P39994
P45976 P38751
P53286 P13663
P38708 P35729
Q06218 P38121
P34240 P30902
P36139 P32562
P53048 P38063
P53212 P10964
P38987 P38766
P53248 P32767
Q03898 P36107
P53036 P40554
Q08553 Q06224
Q07623 P09938
Q12513 P47117
Q04693 Q03774
P53971 P30624
Q08902 Q00772
P17629 P00830
P49435 P18851
Q02805 P53735
Q12063 P10862
P39730 P04147
Q03010 P53086
Q00416 P48524
P53199 P53043
Q12152 P47012
Q12420 P06100
P40461 P32867
P53238 P38759
Q05471 P36017
Q07471 P39962
P46963 P38310
P38334 P18961
Q07915 P40963
P53604 P26793
P38129 P27514
Q00416 P22203
P38146 P28817
P33419 P32327
Q12315 Q05471
Q12055 P40485
Q12017 P39937
P47104 P13365
P38696 P05317
P39968 P33420
P18888 P11745
P50113 P38282
Q12335 P23776
Q12129 P06839
P46677 P33400
P38631 P24867
P40991 P38352
P38793 P38293
Q99257 P25646
P41834 P32589
P53628 P32629
P36172 P06101
P39743 P25357
P47064 P32945
P32601 P00359
Q6Q547 Q06604
Q08931 P53894
P48412 P47050
P36080 P29509
Q00816 P40561
Q7LIF1 P20676
P39730 P17119
P16658 P08964
P38208 P00950
P38874 P16467
P32588 P32527
Q05580 P36047
P40061 P32524
P60010 P36005
P40096 P38805
P54885 P40988
Q04359 P43583
P32450 P00044
P32523 P16861
P12887 P01149
Q12417 Q12098
Q05787 P38286
Q08921 P19524
Q12389 P41920
Q03208 P26755
Q06412 P53169
Q08229 P09733
P32364 P25586
Q12318 P53032
P46985 P13185
Q12277 Q06651
P13712 P08153
Q12390 P43321
Q02892 P20449
Q04048 Q00381
Q12434 P43568
Q06648 P36047
P36003 P22517
P52490 P43565
P17121 P15891
P32634 O14455
Q04264 P40016
P38768 P34730
P40339 P36068
Q06549 P23638
P47054 P38705
Q12473 P32447
P38283 P08524
Q04031 P40518
P36013 P22133
P19358 P06700
P28708 P20606
P38742 P38132
P32835 P31383
Q05024 P53094
P32573 P27895
P47134 P40453
Q03774 P19262
Q12411 P33755
Q05670 P46963
P38283 P32337
Q04121 P23594
Q04964 P40186
P38237 P20133
P32790 P02293
Q07834 P33199
P38132 P20606
P29465 P20606
Q03081 P53112
P25369 P11484
Q06708 P38615
P40013 P38339
P41816 P02557
P47113 P25342
P41818 P38699
P38315 P22517
P40016 P38810
Q12220 Q07930
Q12063 P32573
P39935 P33891
Q02773 P29340
P53011 P32364
P33400 P30771
P54837 P39996
P32794 P00830
P37838 P25632
P53145 P52593
P16140 P12868
P40167 P29703
P43616 P22336
Q04195 P53313
P43609 P39009
Q12328 P29295
P40567 P22204
P53859 P38886
Q03497 P26570
P21192 P09734
Q08444 P48412
P53259 P46681
P41940 P38737
P40892 P02829
Q06216 P33891
Q12264 P43535
P47165 P39998
Q04005 P54999
P32458 P21801
P53863 P38855
P32939 P06781
Q04636 P21538
Q12343 P53952
P50111 P32496
Q06178 P53867
P48240 P41920
P38427 P33401
P48361 P32561
P33760 P32364
P35691 P09938
P32366 P21242
P43561 P32600
Q12494 P38042
Q12513 P25646
Q07986 P40357
P46985 P35207
P32502 O13539
Q12280 Q00916
Q04199 P22133
Q02908 P14736
P52910 P36029
P25649 P22515
P53616 P38988
P38293 P32356
P40507 P00729
P40007 P06839
Q06102 P53297
P38287 P32485
P42073 P38720
P32905 P32263
Q03338 P32602
Q06169 P28834
P39954 P04786
P53104 P15436
P53886 P43616
Q03697 P54867
P38886 P24004
P38013 P11746
P36012 P20437
Q06815 Q03455
Q12020 P46957
P32505 P08524
Q08215 P25357
Q07508 P23624
P25390 P19882
P35207 P19657
Q12527 P38042
Q08975 P32805
P53064 P38132
P32457 P08458
P41810 P38873
P53079 P16474
P32905 P00958
P47019 P22543
P39927 P32610
Q12327 Q03063
P25302 P01149
Q06169 P35056
P53939 P07149
P43568 P23394
P27351 P25586
P48606 P39079
P41697 P38080
P53924 P25343
P53281 P17536
Q06651 P49166
Q03322 P53036
Q12447 Q07657
P32629 P25635
P43621 P38729
Q04377 P50108
P39940 P38682
P43568 P40350
P46947 P10081
P38742 P13711
P38287 P10592
P36022 P21268
Q00362 P53152
P38793 P32898
P53152 P27636
P53847 P38859
P47116 P47093
Q04921 Q04868
P38922 P32450
Q06673 P38631
P32597 P10961
P42951 P22204
P53953 P32800
Q04005 P00812
Q02767 P36123
Q12368 P53283
P53202 P25659
Q04121 Q03503
P48582 P09798
P53152 P12945
Q02825 P40061
Q03503 P14742
P32588 P27514
P54885 P12754
Q12009 Q03690
P47064 P34234
P39940 P28007
P38889 P16521
P38886 P38203
Q03899 P25646
P28795 P04456
P38872 P38820
P42951 P35197
Q08949 P38089
P39073 P33895
P53100 P25454
P39548 P32319
P38959 P25043
Q12390 P41834
Q12344 P40565
Q06679 P28707
Q07930 P32898
Q08911 Q03782
Q12163 P33892
P53184 P32495
P43603 P24783
P53185 P41807
P38276 P36094
Q02948 P34758
Q07478 P36120
Q08729 P49960
Q03162 P47160
Q06616 P23624
Q07468 Q04002
P38153 P35169
Q03954 P32521
Q12440 P32464
Q06616 Q00582
P34223 P21672
P36080 P32505
P49687 P32561
Q03096 P32525
P40095 P32578
P32379 P07269
P40495 P22202
Q07471 P06242
P47120 P38229
P53115 P46678
Q08162 P47176
Q12513 Q03957
P28795 P06844
P53628 P39926
P33333 P32905
Q12241 P54199
Q04491 P38129
P51862 P40155
P38911 P28274
P33122 P29056
P53168 P27705
P38113 P30657
Q7LIF1 P46678
P39742 P36029
P47079 P40518
Q04749 P41940
Q06706 P43638
Q00381 P42839
P42845 P06243
P47912 P39937
P32504 P22007
Q04412 P40316
Q12754 P38153
P07991 P04807
Q05775 P35194
P33303 P01149
Q12347 P22133
Q12248 P38193
Q12406 P39101
Q12420 Q06624
P50091 P38883
Q02821 P32523
P38862 P22515
P41805 P36048
Q06506 P40350
P24814 P06243
Q08931 P36068
P29539 P06838
P38764 P36165
Q12124 P22515
P53277 P36068
Q12329 P38696
P38766 P32350
Q08979 Q08144
P39929 P28817
P38863 P30665
P46995 P32628
P40515 P39940
Q07508 P38590
Q08438 P28795
P40103 P38757
Q12044 P47116
Q12277 P35729
Q12157 P35177
P47041 P32786
P37370 P19145
P33339 P13099
Q12368 P42935
P48415 P25369
P53904 P38801
P53184 P48836
P53212 P27999
Q06665 P14737
P38726 P02994
P33203 P18759
P32324 P25558
P30771 P17157
Q06604 P53323
P25453 P13434
Q05568 P39729
Q04739 Q04199
P38208 P12385
Q02890 P53743
Q06479 P14681
Q12152 P40202
Q00381 P16892
P39937 P33401
P29461 P22543
Q00776 P32562
Q99394 P53600
Q12154 P42846
Q05933 P17555
P41697 P38855
P53082 P31384
Q00764 P38753
Q08229 P53068
P38254 P36107
P40327 P32490
P22202 P11745
Q08749 P38072
P48361 P32450
P38764 P38274
Q12165 P38990
Q08746 P14306
Q07508 P38806
P50104 P25632
Q07930 Q06164
P32905 P28791
P53049 P32562
P32855 P25604
Q06251 P53968
Q04087 P39927
Q08726 P40555
Q06137 P31383
Q99260 Q12063
Q04087 P39076
P36024 P34730
P38276 P32364
Q12691 P40186
Q12236 P39984
P53168 P34087
P33297 P19882
P49704 P33314
P22543 P19882
P39730 P32590
P40202 P32796
P23642 P23561
Q12044 P13517
P33401 P14741
Q03323 P38319
Q12447 P38620
Q08966 P50086
P43563 P38766
Q08446 Q07824
P40362 P38759
Q07915 Q07623
Q01649 P41832
Q03920 P39998
Q03322 P38333
Q12330 P38820
P32571 P00546
Q03338 P38274
P48837 P35197
P36145 P32854
Q04199 Q03096
Q00245 P37296
Q04322 Q02767
Q06704 P43588
Q12734 P32913
Q07508 P53930
P25644 P25605
Q08649 P38783
Q04217 P24279
P38822 P37296
P36130 P23287
Q07458 P32354
Q12415 Q03435
Q12236 P36094
P50275 P40070
P06102 P00330
P37296 P32324
P47012 P04046
Q12045 P32524
Q12518 P38346
Q04195 Q03071
P53112 O14455
P38805 P07260
Q12464 Q04477
Q99299 Q07657
P39563 P12688
P40316 P39682
Q03532 P47045
P32900 P27796
P38352 P31385
Q08492 P15646
P40991 P32504
P53271 P17119
Q06549 P39730
Q03254 P31688
Q03784 P34223
P38555 P00729
Q06078 P38785
P38339 P06103
Q99394 P53743
Q12078 P34160
P38254 P20133
P39107 P36029
P38991 P32855
Q12347 P06634
Q04439 P53743
Q03081 P15873
P39958 P38769
P34160 P25342
P53552 P33199
P39534 P35177
P38764 P19882
Q08873 P53267
Q03010 Q00955
P52919 P19524
P36120 P23255
Q6Q547 P46655
Q06679 P46949
Q06479 P28708
P53740 P53209
Q06408 P53941
P43593 P04147
P36048 P32909
Q99385 P34730
Q05785 P43588
P46988 P32561
Q03220 P38266
Q05946 P38257
Q12021 P32776
Q04233 P37012
P35729 P33418
P53742 P43588
Q12098 P10591
P53211 P04912
P53252 P32581
P34216 P32786
Q08949 P32492
P54199 P53739
P36085 P32602
P41813 P22224
Q07508 P21801
Q02804 P36048
P25657 P08458
P32805 P06777
P57744 P40360
Q07471 P23301
Q06673 P53930
P53600 P00937
P38999 P38696
Q12154 P32767
Q06108 P38749
P40010 P12753
Q12344 Q05949
P33311 P23201
P53068 P36139
Q12241 P14907
P53691 P46957
P53834 P50101
P53159 P24813
Q04978 Q03619
Q03654 P33750
Q12527 P04807
P07347 P06787
P38229 P32501
Q04651 P53974
Q12377 P06103
P12688 P09938
P47029 P40517
P42841 P20434
P40217 P21801
Q06102 P39742
P26448 P06781
Q03782 P41808
P36107 P32501
Q03782 P47079
P53742 P39969
Q04087 Q02554
P07278 O13565
Q06632 Q02208
P33328 P25341
P47176 P38863
Q00539 P43583
Q04651 P37370
P32591 P20449
Q07993 P31383
Q07915 Q04175
P40314 P29465
Q06624 P38861
P43619 P32854
P42843 P39927
P53130 P38766
Q12418 P43569
P47029 P40959
P41800 P32263
P38705 P33401
P53886 P53283
P34164 P08566
Q08119 P38249
Q05958 P38708
P17119 P07251
P48566 P25343
Q04225 P33301
Q04964 P38840
Q00416 P25719
Q08215 Q00578
P32607 P21306
Q04601 P18759
Q07887 P32598
P53941 P47129
P39014 P19657
P53900 P32598
Q05080 P38823
Q04005 P35181
Q06102 P12868
Q05024 P04840
P38766 P32481
P48363 P30822
Q99383 P38829
Q12417 P33334
P53859 P50111
P48837 P20081
Q08963 Q04002
P41940 P38883
P41807 P38089
Q06163 P31374
Q07824 P04821
P32776 P04147
P53256 P27636
P51601 P12962
Q04005 P32905
Q12026 P38262
P53845 P32802
P53271 P40483
P39927 P38555
P42839 P32573
P32864 P07834
P53912 P38254
Q04934 P38792
P19735 P00958
Q08972 P29703
Q06696 P38011
Q04175 P53604
P40956 P32573
P32909 P04076
Q12452 P32328
P53064 P38696
Q08723 P53248
P40091 P16892
Q12129 P22202
P40368 P18852
P53248 P33204
Q12276 P38229
P39936 P34909
Q08438 P38862
P37366 P00128
P47049 P38265
P53949 P32490
P40573 P32349
Q12518 P47134
P18480 P13185
P07258 P07149
Q08923 P39001
P43588 P36131
Q05998 P38995
P02293 P00560
P32863 P26309
P38768 P36013
Q03330 P10592
Q08726 P32855
Q04749 P15705
P42846 P30822
Q12754 Q04368
P38273 P09232
P38806 P25591
P38620 P36421
P39729 P38692
P54860 P40395
Q05775 P00560
P41814 P32450
P47822 P32838
Q03862 Q02260
Q06163 P38774
Q00684 P28006
Q03862 P06105
Q08119 P19454
P32835 P25043
P50278 P38270
P33311 P32471
P53540 P22219
P51996 P32790
Q12310 P32381
Q04675 P24004
P53290 P19097
Q08732 Q03785
P53011 P12611
P39703 P32581
P40507 P38788
P29461 P04821
Q05024 Q02629
P53337 P25656
P39563 P00931
P17157 P08458
P07278 P00549
P53169 P29509
P32939 P20967
P50275 P07170
Q04031 P39717
P36100 P21691
P19882 P17065
Q99394 P34160
P49166 P29366
P32849 P23638
Q08965 P32589
Q08911 P06169
Q12477 P53261
Q12377 P38339
P25644 P25454
Q01560 P32491
Q06217 P41808
Q06436 Q05471
P38716 P38623
Q06169 P38863
Q07896 P38273
P40564 P36103
Q06263 P53067
P38904 P33306
P46682 P24482
Q03957 P39940
P38768 P05986
P38794 P11927
P38859 P32471
P53221 P08524
P38257 P26263
Q04264 P36015
Q99260 Q12017
P47019 P32481
P46962 P14741
Q04493 Q03308
P38821 P32450
P39073 P36013
P20052 P12754
Q12021 P36005
Q12041 P14682
P40480 P40340
P38956 P17536
P40356 P38867
P47057 P22216
Q03782 P25390
P10591 P00937
P32468 P25584
P48562 P40494
P53176 P38729
Q08162 P33298
Q08817 P40078
Q12129 P32588
P41817 P38429
Q04978 P19145
P53207 P43593
P32642 P00175
Q08581 P27614
P40078 P39008
P47113 P36124
P32523 P07834
Q12018 P38999
Q02256 P14742
P38219 P36005
P47045 P40024
P53941 P42945
P39014 P32605
P46962 P35169
P42839 P13517
Q06624 Q01560
P38149 P32855
Q03619 P42935
Q07471 P09435
P39966 P26263
Q04651 P51996
P12612 P06839
P36172 P23561
Q08949 P53250
P53549 P06738
Q04792 Q04087
P38929 P38820
Q03322 P09032
Q00381 P21306
Q02804 P47150
P23301 P13712
P43535 P40462
Q07508 P32495
P53032 P36017
Q06696 P12753
Q12424 P38276
Q99383 Q07824
P40541 P38217
P53261 P47113
Q99394 Q07887
Q04217 P46673
P47129 P36103
Q02199 P38146
P17442 P10363
Q08550 P32895
Q08492 P09798
Q04359 P00044
P41834 P03965
Q12318 P49166
P43568 P38720
P40103 P15646
P38764 P38313
P47912 P30619
P14359 P06103
P27472 P20081
Q02875 P25559
P34234 P31539
Q12118 P40350
P38697 P33334
P39083 P15442
P46947 P13712
P39996 P38298
Q12341 Q07508
Q99385 P43587
Q03012 P17065
P53277 P35190
Q12030 P32657
Q12129 P53086
Q03785 P35182
Q01649 P27796
Q12460 P12945
P48524 P19073
P47012 P38840
P53036 P25357
P27614 P13712
P40518 P30656
Q08215 P25344
P53010 P20486
P50094 P33199
Q04894 P46673
P40469 P40368
Q04660 P36130
Q04048 P28007
Q06440 P32571
P35193 P35169
P23394 P09435
Q12691 P46949
Q03337 P18410
P43637 P17555
Q12175 Q04217
P41834 P38324
Q99299 P06105
P38112 P28004
P47005 P40413
Q03497 P36048
P37302 P32563
P38873 P33307
Q04217 P33420
P25045 P22804
P38840 P32527
P32802 P20449
P53011 P32327
Q12142 Q05022
P31385 P05986
P47912 P25367
Q04053 P38291
Q07478 P40054
P36121 P35177
Q08245 P46949
P40494 P38793
Q05933 P32790
Q12363 P39935
Q12033 Q03981
Q12134 P00812
Q06449 P38232
P53829 P33750
P39076 P36124
Q08558 P49955
Q07915 P05318
Q07844 P40462
Q12427 P38998
Q06151 P18851
Q06604 P33895
Q03148 P04912
P39990 P36019
P32767 P12754
P36018 P20604
P40055 P39016
P21374 P00044
Q12264 P34758
Q02199 P32905
P40005 P32521
P41814 P40479
Q02775 P30283
P53829 P43568
P40078 P23287
Q12411 P38768
P47057 P14724
Q03792 P38691
Q12175 P19524
P38329 P02829
Q08920 Q05785
Q04412 Q02199
P25567 P15807
P36018 P33338
P40963 P22204
P46655 P15646
Q12165 P38779
P21965 P04147
P40963 P32854
P38070 P26448
P53081 P03965
P38822 P06242
P53259 P40456
P39730 P00899
Q12754 Q06640
Q12734 P19454
Q03899 P39742
Q06648 P32480
P33891 P32528
P53032 P31539
Q06436 P49687
P52919 P19658
P48568 O74700
Q06506 P35691
Q02875 P40092
Q03081 P39073
P46673 P18480
P35181 P32481
P53965 P20424
P32873 P27895
P36145 P11709
Q07844 P43638
P32911 P16892
Q04839 P28743
P33306 P32900
P32838 P32494
Q03656 P24813
P53124 P25582
P53538 P38112
P40991 P33329
P40092 P38768
Q07084 Q05580
P52553 P32802
Q12084 P18759
Q08649 P38863
Q04089 P54784
P32447 P30624
Q00362 P22204
Q99176 Q08746
Q08886 P54885
P32607 P25584
P40204 P04076
P47113 P35207
Q06412 P00359
P32447 P23644
P39540 P10863
P53968 P25333
Q06479 P40066
P36062 P36029
Q12315 P36139
P53221 P50086
Q12285 P17536
Q12009 Q08235
P12962 P10862
P38989 P09733
Q12045 P32801
P47050 P36006
P89105 P36120
P36048 O14455
Q12045 P32913
Q12004 P41896
Q01590 P11154
Q07896 P53091
Q12154 P25296
P53883 P23724
Q12473 P30619
Q04739 P40204
P38622 P32867
Q12402 P38703
P40515 P00359
P53168 P39723
Q02256 P38779
P14737 P00549
P42843 P22213
P38922 P34240
P48582 P48240
P39962 P36094
Q03785 P15790
Q04601 Q03776
Q06651 Q05166
Q08817 P17442
P53185 P32945
Q05024 P10592
Q12165 P33760
Q00416 P38198
P41808 P18494
Q12033 P25655
Q04233 P38293
P15303 P08964
P53011 P27895
P53271 P26570
P39990 P38217
P53939 P49166
P47122 P46970
P53221 P32336
P28007 P09624
P32468 P23287
P53236 P38699
Q04562 P53867
Q08921 P20081
P53290 P28795
P50086 P40186
P34160 P25390
P47176 P25615
Q99299 P32642
Q07657 P39713
Q12469 P39707
P38988 P25579
P40038 P18961
Q06436 P22336
Q12260 Q08492
P50278 P50113
Q04491 P25586
Q05636 P32602
P40988 P39517
P46680 P08018
Q08273 P53112
Q12098 P32471
P23639 P17442
Q12100 P32264
P32319 P11710
P47019 P32523
Q03656 P48240
P40061 P25293
P53295 P53169
Q08963 Q06407
P53549 P40529
P53847 P25649
Q99299 P38805
Q08746 P30656
Q03920 P04456
P37370 P31244
Q05775 P27895
P50104 P07261
P38696 P23644
Q12468 P33334
P36047 P35194
Q03690 P53859
P38636 P22213
Q08215 P38792
P54786 P32581
Q12433 P32607
Q12518 P21268
Q04272 P21965
P33307 P06100
Q08387 P50105
P40471 P32481
Q04601 P35194
P40090 P38337
Q05871 P53927
P25451 P19735
P39958 P09232
P53277 P46957
Q12021 P38859
Q04868 P40316
P38555 P15891
P39936 P38861
P43561 P17442
P36168 P18239
P32898 P20486
Q12028 P19735
P35203 P28817
P35734 P32578
Q12691 P22543
P20459 P17536
P43638 P38862
P38237 P08431
P38344 P23594
Q12100 P38823
P38708 P25615
Q06616 P29366
P89886 P39904
P25333 P22147
P53924 P09938
P32561 P25569
Q05900 Q04305
P53905 P06773
Q12418 P38810
Q08193 P38723
P53094 P39727
Q05080 P39967
P38636 P05085
P38959 P16892
P53855 P38620
P25296 P24279
Q00582 P32490
P38726 P21374
Q12363 P32783
Q08491 P36068
Q02825 P36139
Q05946 P46962
P34161 O13297
Q07376 Q06628
P40485 P01120
P39517 P39081
Q03619 P32800
P53955 P32628
Q99210 P15108
Q12449 P32350
P40089 P38991
P53930 P32480
Q08979 Q06151
P53256 P32468
Q12222 P54199
P54199 P53939
Q00416 P31412
P53297 P13586
P39994 P22515
Q04067 P14682
P38998 P31382
P42935 P38856
P39008 P16521
Q99181 P33419
P38705 P35207
Q02892 P35198
Q08204 P53125
Q08285 P53043
P38113 P21243
P30902 P06782
P40555 P19657
Q92317 Q06324
Q04217 Q00246
Q03018 P38742
Q04368 P53271
P53125 P38931
P25558 P15436
Q06324 Q04373
P53901 P22214
P43561 P16862
Q99257 P46963
P47104 P41813
P48606 P47176
Q08956 Q08245
Q03690 P32495
P53877 P40014
Q06108 P50094
Q05946 P53893
P53974 P08431
P39715 P38853
Q04675 P32380
Q00539 P32571
Q08004 P38334
Q06704 P26570
Q06078 P20438
P43612 P15992
P23394 P15790
P39715 P09435
P40202 P08524
Q12055 P25294
P53145 P41807
P38737 P00931
P53145 P40055
P38319 P33339
Q04491 P38631
P53743 P09798
P53086 P33311
Q03940 Q02939
Q05166 Q05080
Q12038 P00830
Q12154 P53258
P06843 P00330
Q12440 P40494
Q08746 P38334
Q05636 P40069
P53278 P32895
Q05785 P12753
P05453 P05317
P34730 P25649
P39079 P30657
P53048 P32864
P40357 P39551
P40339 P25333
Q06644 P53039
Q99189 Q12734
P46963 P15442
Q03407 P51601
P47017 P33400
Q08873 P07262
P53267 P53068
Q06411 Q00816
P40541 P39935
P38753 P36008
Q12527 P36973
P53290 P18851
P39968 P38627
P53185 P32835
Q00246 P53865
P47116 P43593
P53048 P36048
Q12344 Q12055
Q04002 Q03012
P33411 P12611
P49435 P21182
Q12055 P50094
Q06819 Q04934
P31382 P25582
Q08963 Q02100
P32849 P25655
Q06604 P32464
Q00245 P40018
P53185 P23293
P23624 P18898
P27895 P25575
Q04412 P32380
P47113 P20606
P53197 P40066
Q12018 P40164
P38786 P33307
Q01722 P32529
P36084 P22139
P38998 P26793
P40096 P32600
P38358 O13565
P47124 P25491
Q03088 P33760
P54999 P40339
Q08732 P39960
Q03656 P38346
Q07980 P32807
P25343 P06242
Q12107 P05085
Q03774 P38692
Q05080 P00549
Q07963 P32945
Q08236 P22141
P53254 P32485
Q03162 P38310
Q12055 P47135
Q07657 P02400
P40060 P13574
Q08723 Q06673
P32917 P32911
Q00416 P18480
P38077 P32800
P33328 P14736
P52891 P36012
Q12276 Q03768
P38204 P20095
P16861 P04821
P53136 P38283
P37302 P36000
Q12390 P36047
P53258 P15790
Q12009 P17119
P38315 P38113
P53163 P07170
Q05583 P38682
Q03088 Q00723
P39940 P32867
Q04233 P39994
Q12041 P25357
Q08732 P43588
P40314 P40087
Q06568 Q04675
Q07381 P38358
Q12347 P22517
P53010 P13186
P46962 P09232
Q08217 P48582
Q99278 P41895
Q12522 P38063
Q04439 P33306
Q03125 P25441
P52553 P32634
P28239 P08678
Q08162 P06105
P34238 P32354
Q08956 O13565
P38786 P24870
P43568 P02293
P43603 P29509
P53280 P50108
P36145 P25719
Q00582 P38999
P53256 P12611
Q12220 Q08285
P32629 P32598
Q05949 P34909
Q12176 P40066
Q02196 P38862
P33306 P32074
Q04511 P32911
P40003 P38879
P21538 P14064
P46672 P15790
Q06408 Q02890
P38872 P23644
P53834 P25569
Q04562 P32899
P46948 P29469
Q12306 P38998
P33199 P32447
P25644 P15303
Q04493 P36018
P53299 P53171
Q06409 P08524
Q06648 P36049
P47117 P40959
P46655 P43616
P53829 P20606
Q99176 P15807
P38861 P18962
P17255 P09798
P50944 P28006
P39935 P34217
P53250 P27472
Q05166 Q04002
Q08773 P28320
Q03220 P32578
Q02199 P32573
P38959 P07274
Q06677 P38319
P53040 P04807
Q12192 P40054
P53910 P38072
P49704 P17121
Q12098 Q01590
Q12513 P39743
P43613 P10823
Q03081 P37296
P38346 P20449
P38265 P31111
P28834 P17891
Q03790 P00812
Q03899 Q02884
Q04978 Q02773
P39517 P38690
P30656 P16467
Q08491 O13539
P38346 P25659
Q12460 Q04411
P50090 P09119
Q04792 P39707
Q06624 Q04087
Q06679 Q03897
Q12377 P29703
Q12084 P32945
P37012 P25333
Q12220 P53930
Q12017 P42846
Q04272 P40079
Q08285 P53904
Q04031 P22202
Q05946 P40070
P38200 P32492
Q12315 P53604
P52286 P41834
P31688 P25333
P31377 P27637
Q06451 Q00684
P33750 P15807
P43555 P39547
P53169 P13856
Q08581 P06738
P53082 P38794
P32854 P32607
Q04031 P31539
P32525 P07278
P39076 P27614
Q06408 O13559
P53261 P34240
P46675 P38793
P52488 P32585
P53163 P47017
Q12021 Q04868
Q07376 P33400
P41813 P20081
Q6Q547 Q06568
Q04067 P40892
Q02199 P34160
P38232 P33199
P39742 P36017
Q07084 P48361
P41807 P22007
Q12447 P28708
P50095 P32478
Q12236 P38769
Q00362 P32264
Q03071 P46957
Q12264 P40016
Q07657 P36018
P53930 P36019
Q06679 P17123
Q08956 Q04338
Q12017 P34087
Q12168 P40565
P53600 P06242
Q03012 P53036
P53865 P42843
Q04839 Q00776
P06243 P00729
Q06168 P38781
P23638 P21192
P53344 P46961
P53280 P20604
Q12347 Q06651
P38871 P02829
P40302 P13856
Q02199 P38990
P53552 P32349
P39520 P39101
Q99260 P32481
Q04493 P38310
P40095 P32599
Q07732 Q00578
Q12468 P32849
P53829 P43593
Q08162 P22202
P53278 P14742
Q01454 P32897
Q08162 P12688
Q03208 P32389
Q03954 P47150
Q03220 P54860
P39083 P38759
Q08979 Q02884
P53267 P25303
P53883 P53840
P53927 P32491
P38862 P24867
Q08746 Q02260
Q12222 P38700
P53163 P05318
P38837 P38757
P43637 P00729
Q12415 P35201
P33311 P18961
P13186 P05030
P53978 P27895
P53197 P14741
P40089 P32328
P29469 P09938
P39111 P32318
P38555 P32600
P40202 P32773
Q01159 P54790
P40515 P38814
P39925 P38814
P32774 P22336
P41811 P18888
Q02932 P22147
Q03254 P52553
P32490 P25719
P32793 P32327
Q07084 Q04934
P53939 P12754
Q06340 P25336
Q99385 P38690
Q03533 P07283
Q12468 P42839
P53283 P53267
P38998 P21965
P38990 P38786
P42935 P40202
P38615 P23202
P35182 P32345
Q6Q547 P49573
P53086 P32898
P46672 O13565
P54784 P46954
Q02931 P32381
P38273 P33299
Q12420 P40468
Q12691 P50277
P53949 P11075
Q05947 P47117
P32945 P28817
P22133 P00924
P53893 P35194
Q08496 P24869
P47104 P17891
P40204 P39969
Q07786 P53254
P23059 P06100
Q04053 P19880
P46962 P40078
Q05874 P07991
P53941 P39079
Q08732 P10363
Q03768 P38705
P38873 P37012
P32899 P32629
Q12389 P53599
P40484 P36172
Q03619 P25584
P41920 P38871
P47166 P21657
Q00618 P39990
P40078 P38793
P46675 P33419
P53086 P47124
P39702 P35210
Q12365 P38768
Q04411 P53202
P19657 P06787
P53861 P53855
Q08965 P46995
Q12256 P53739
P35198 P00830
P51996 P09959
Q08601 P43569
P48239 P32939
P38822 P32783
Q12449 P00812
P48559 P14742
Q04491 P38862
Q00776 P53971
Q07896 P32525
P53100 P24870
Q04978 P53248
P39984 P33891
P46678 P20134
P53150 P33332
Q03981 P20795
P47012 P05453
Q08911 P42884
Q07844 P53893
Q12222 P14164
Q04377 P40484
P38348 P32491
P38837 P02400
P53313 P08964
Q03012 P53064
P46673 P45819
P47012 P40457
Q7LIF1 Q03323
Q03691 P32915
Q08920 P48582
P53691 P34909
Q06216 P38990
Q07786 P47176
Q04067 P25558
Q06151 P08153
Q12380 P15705
Q08873 Q03630
Q12175 P32325
P38957 P32797
Q12310 P39703
P39534 P36036
Q99210 Q03654
P38339 P09798
P32802 P04456
Q12174 Q02795
Q99189 Q04839
P38132 P36000
Q03048 P30822
Q03750 P39678
Q08204 P32807
Q12527 Q07528
Q05580 P32610
Q12055 P40461
P51601 P33891
Q12163 Q03096
P25651 P00128
Q12220 P38198
P35056 P34240
Q12118 P53258
P52286 P06839
P38814 P38329
P47134 P32849
Q12152 Q02821
P57743 P53893
P35190 P32849
Q00618 P19073
Q04195 Q03900
P39998 P15891
Q06640 P43583
P36049 P32628
P53971 P32607
P38247 P05694
P53953 P38149
P40574 P25558
P39515 P32453
P40328 P32491
Q99383 P35728
Q12477 P18494
P53968 P06787
Q03208 P20134
Q04562 P49166
P38333 P32794
P41816 P38879
P42951 P38873
Q08119 Q03308
Q03792 P18410
P36022 P32900
Q08004 P48232
Q08817 P32501
P53600 P07270
Q03774 P24482
P38877 P25453
Q07622 P30656
P07170 P00729
P47054 P32642
P39935 P25567
Q06675 Q04225
P29340 P00359
P39682 P14907
P40413 P38042
Q12483 P43321
Q05610 P03965
