O75916 Q02846
P35813 P27986
O43639 Q99704
Q8TEW0 P60953
O75582 P05114
Q7L2E3 P28749
Q9Y5K6 P20338
Q99959 O15198
Q16644 P15923
Q8N8S7 Q8IZP0
Q15796 P08621
P14735 P05067
Q9Y222 P30281
Q5T0N5 O43147
Q05655 Q16236
Q06187 Q8TBX8
O15162 O95336
Q14181 Q86U06
P16949 P40763
Q99755 Q9ULU8
P11166 Q7L5N1
O95251 Q9C0J8
P51114 Q9UKR5
P11912 P06127
P04070 P35237
O95257 P62826
Q13432 Q99547
P24821 P00533
P14672 P04406
Q15788 P40763
Q9UHB4 P99999
Q13291 Q06124
P27986 P07333
P01730 P16070
Q13219 Q6VMQ6
P62328 P21980
P07948 P19235
P49841 P46531
P78347 P11831
Q6STE5 P37231
O75970 P10721
O00716 P19532
O95777 Q9Y4Y9
P63104 P40197
P12956 Q9BTW9
P17612 Q14500
P19174 P16581
O43261 Q9GZT6
Q9UKG1 O94776
O95257 P14635
P06493 P37173
Q99418 Q8WWN9
P06239 P40763
Q9HC77 P61981
Q14457 O14980
Q13885 P10636
Q9Y3C5 Q9UM54
Q8WWB3 Q9C005
Q14511 Q8N5H7
Q9P086 Q9NWA0
P06396 P05067
Q01844 Q9BQY4
P61981 P22681
P02747 P02745
P42285 Q15024
P12931 P19174
Q9BY84 Q16539
Q06609 P08670
P02649 P10636
Q15628 P53355
P49023 P06396
Q05513 P49757
O00291 Q00610
Q99708 P12004
P45983 Q9ULV5
P19784 P49795
P28482 Q13541
Q16623 P08670
Q9H422 Q13158
Q9BYG4 P41743
P20073 O75340
Q08495 Q9UNN8
P32927 P04141
P54253 Q8N2M8
P49454 Q02224
Q96M83 O76071
Q9NSA0 Q5T2W1
P55345 P06400
O60925 O95619
Q09028 Q02447
P30556 P04049
Q15464 P52333
P23528 P54253
Q9H4B4 Q99828
O95613 Q15154
P05556 P08648
P67870 P04156
O00165 Q14247
P78396 P06493
Q8IYX3 Q9BQ66
Q15233 P00918
Q13444 Q9BX66
P07204 P02776
Q9BVP2 Q9H1I8
P35222 Q12778
P04437 A0A1B0GX56
P17301 P08123
Q9Y2W1 P61981
O75096 Q9P202
Q99952 O43586
Q9Y5K6 P06729
P63279 P60484
P11142 Q9UNE7
P20916 P46821
Q86VP1 Q9Y4K3
Q13077 P20333
Q15648 P03372
P42262 O00560
Q9H0K1 P35568
P53611 P20340
O00231 Q9NPI1
P56645 P48730
Q05586 Q92796
Q9UJY4 Q00610
P84090 Q5RL73
Q02086 Q01094
P17948 P06241
Q8N2W9 P08670
P19784 Q16623
P54259 Q16610
Q06265 Q13868
P05060 Q53HC0
O75525 Q5VWX1
Q92698 Q06609
P49841 O75581
Q14181 P09884
P0DP25 Q9BYC9
O14776 Q9UBS3
P68402 P43034
Q14683 P09884
Q8N1I8 O00453
P07585 P02462
P61981 P02768
Q13332 Q13432
P45983 O00418
Q8IUK5 P14543
Q9Y294 P62805
Q92572 O14617
P46821 Q9Y3F4
Q00613 Q92793
Q9UPY5 Q14032
Q92859 O95631
Q01844 P54652
Q13017 P08648
Q9BRV8 Q9UHD2
P07996 P20908
P15927 Q04724
Q16539 P05787
O00339 P53420
P53985 P35613
P15498 P60953
Q96EY1 O15209
P51825 O43255
P29350 O60674
P17252 P48058
Q15257 P68400
Q14680 P20700
Q06187 P42768
Q9UKA2 P63208
Q9UBF2 P40616
Q6P1J9 P35222
P24592 Q9NRR5
Q9ULV8 P07948
Q15645 Q8WXK3
Q08629 P50281
P60520 O95352
P49910 Q9BQ66
Q15628 P25445
Q13137 Q9H0R8
Q9Y330 P01112
Q99504 Q9UIU6
P54753 P46108
P07711 P53634
Q9UFG5 Q15834
Q9UMX1 Q9Y6Q9
Q07666 Q13702
O75899 P08908
P24941 O00311
Q9Y6X2 Q13485
P17612 P11168
P36406 Q9P0T4
O75582 Q16695
Q96EY5 Q9Y5K6
Q9BVJ6 Q9BWC9
Q13753 P98095
O75940 P14678
Q14934 P43694
P20823 P35222
P12004 P12956
Q12933 Q13490
P21333 P40337
Q9UKY1 P23511
Q9NRW7 O14662
P17612 Q15256
P13747 Q96I34
P31269 O14770
P60484 Q6P0Q8
O14745 P50148
Q9GZT8 Q9H773
Q13177 P23588
Q9Y2X7 Q14155
Q9NS23 O00220
P21333 P07359
Q13485 P15336
Q99558 O95163
O94811 P49841
P21589 P60709
P61981 O14757
Q13608 Q6VMQ6
Q14242 P26038
O15392 P20936
Q01844 P62899
Q16594 P49848
Q99972 P01023
Q16695 P06454
Q9UGJ1 Q9H668
Q9H213 Q96BY2
Q05516 Q8N5W9
O75030 Q09472
O43913 Q13416
O14599 Q66K74
Q92854 P21854
O14908 O14786
Q9H1D9 A6H8Y1
P48730 P17302
P13010 Q13416
P78560 Q9H7U1
O15111 O75925
Q9H6Z9 Q9BRX9
Q9UJA3 P33993
Q8WZ42 P02511
P03951 P05154
P18075 P27037
O60674 P51692
P62508 Q12796
P07288 P01011
P61981 Q9UKF6
P46934 P51170
P49757 P05129
Q01543 O95551
O75791 Q8IWV1
O94813 P35052
Q9Y333 Q16637
Q969P0 P21926
Q8NDP4 Q9BQ66
P35080 P60709
P49902 Q9Y5B8
P11150 Q07954
O15534 Q5JY77
P61812 P17813
P02768 P50502
P21333 P11233
Q92793 O15525
Q14449 Q02763
P09871 P02745
Q12860 P06241
P54257 O95295
P16157 Q02094
Q14134 Q8TES7
Q8N3K9 Q96EV8
O95571 Q96ID5
Q01094 Q92793
P19784 Q9NQB0
Q9UNY4 Q14919
P21860 P15941
O60675 Q14494
P30556 P00533
Q12959 P56704
O15235 Q9UKR5
Q16620 O43559
Q6ZW49 Q02962
P05155 P16109
O60934 P49959
Q9BT78 P61201
P00749 P05120
P00740 P08709
O00560 Q9Y345
Q12879 O00189
Q15388 Q6P1J9
P50616 Q15797
P32780 Q13888
Q9Y2U5 P62258
Q9Y383 P61981
P57058 Q15276
Q9Y6K9 Q13158
Q9BZG1 Q13485
O00590 P13236
P31947 P23588
P61981 Q9NZQ3
P57678 P09382
P07996 P00374
P07384 O75094
P49841 Q9Y2T1
Q15465 Q96QV1
Q9Y4K3 Q15008
P38432 Q96KG9
P01100 P42224
Q8TB72 Q9ULK4
P10828 Q15648
P04150 P12235
O43823 P42574
P55211 O14727
Q13795 Q15438
P48995 Q14573
P22415 P15407
P55316 Q13485
P0DP25 Q13576
P13686 P11161
P23025 P32780
O00186 P57678
P49768 O60716
Q96QZ7 P08887
Q02790 P08235
O95405 P84022
Q9BQY4 Q9H0E2
P27448 Q8WXK3
O95831 Q9Y3Q8
P34741 P15311
P12004 P28715
Q07960 P12931
O14543 P40189
Q9UQC2 P07948
P30926 Q15822
Q92574 P49815
P32241 Q5JWF2
Q06124 P40189
Q12933 Q8N2X6
P46821 Q01081
P01730 P27986
P54253 Q9UGR2
P06239 P25445
P12931 Q06124
O95967 O95990
Q5TD97 P11831
Q92786 Q13285
Q9C000 Q9ULZ3
Q9NZN5 Q14344
P29084 P19447
P68400 P35222
P23469 P22460
P49639 O15162
P62330 Q8N3R9
O75925 Q9NR30
P51617 P11215
Q9UBC3 Q13547
P36897 Q99614
P46940 P35222
Q13485 Q9HAV4
Q15466 Q14994
P35250 P10644
P12236 O15162
Q9Y6Q9 P24385
O14980 P11388
O14777 O95229
Q09472 P42229
O94776 Q01826
Q9C0C9 P04278
O00506 Q9BUL8
P31150 P60953
P19320 P05556
O75818 Q99575
P05787 P00533
Q9Y2Y4 Q05516
P20151 P29622
P22674 P15927
O60504 Q96MA1
Q9NQ94 Q92945
P14384 P01133
P50222 O00295
Q9UBF6 Q9NQX7
O95376 P26641
Q9BXR6 P01024
P35244 P27694
Q02539 P02741
P24821 P02751
P28749 Q9BUH8
Q13526 Q7Z5J4
Q5THR3 P10275
Q9P2D0 Q06187
P12931 O60716
Q9NQ87 Q6VMQ6
P68371 O43261
P35611 Q02535
Q15024 Q96B26
P56945 P16333
Q8IZH2 Q9Y4Z0
Q9UIS9 O75925
P54257 Q96NT1
P17612 P00533
P36897 P49354
Q14690 Q04206
P48552 P05412
Q14644 P07332
Q9NRF2 P62993
Q13643 Q6UY14
Q14289 P07948
P48594 P25774
Q8WXE9 P21579
Q14247 Q9H8Y5
Q9P2W3 P62873
Q96RE7 P56524
P62324 P10276
O60383 Q6P1K2
O00231 Q9GZT6
Q99755 P84077
Q15796 P21980
Q8IZD9 P46108
O14795 Q96GM8
Q92831 P24385
P14780 P15514
P68400 P61244
Q9UBL3 O15198
Q9H1I8 Q15650
Q14012 P18846
Q14289 P52333
P63279 Q8NDC0
P08670 Q9BT92
O60921 P12004
Q9NZN5 P08069
P05937 Q9NQA5
Q14686 P03372
Q9H161 Q15699
O94972 Q7L590
P54257 P82933
Q8IXK0 P49736
Q5RKV6 P26651
P08670 Q9H9J2
Q9P2S2 Q8NI35
P21246 Q8TF65
Q13114 P28908
P31749 Q92934
P17706 P12931
Q13547 P35249
Q6NUQ4 O15116
Q02878 Q99558
P17252 Q06210
Q07666 P07948
Q12889 P35579
P05107 P00738
Q92796 Q14957
Q15633 Q9UKV8
Q9NNX6 P13598
O43815 Q6VMQ6
Q96MT8 Q9BQD3
Q8N6T3 Q99418
P67775 P78318
Q969D9 P42229
Q13753 P13497
P12318 P08631
P06729 P09326
P62879 Q15365
P04637 P04150
Q12981 P54920
Q92598 P23528
P08684 P16662
P56645 P08047
P12270 P52948
P12931 P61978
Q9Y3C7 P57735
P20273 Q92835
P07737 Q13432
P01112 P15056
P25963 P63208
P53778 Q13424
Q6UB99 Q15596
P49703 P14314
Q9UNE0 Q13114
O43526 P0DP25
P19012 P04259
P10124 P16070
P35226 Q16891
Q96RU3 O00401
Q9UPQ3 Q02153
P17676 P08047
P11215 Q14773
P30086 O43318
P20382 P01303
Q06187 Q99755
P19174 P09327
P09486 Q5TAT6
Q96IZ0 O43293
P54253 P16383
Q15796 P0DML2
O95295 P26641
Q14520 P08572
O60232 Q9BVI4
Q8ND30 O60941
Q15041 Q969H0
Q9UBS8 P03372
P08311 P19320
P04196 P02746
Q8N8S7 Q9UQB8
Q15596 P11473
O95125 Q8WTR7
P04637 Q02447
P42224 Q8N9N8
Q92817 P04264
P01100 P84022
P61289 O75689
P30154 Q16537
P04626 P62993
Q9UBC2 P52594
P32246 P13500
P42566 P50570
P17096 P08047
P63104 Q12778
Q8IXB1 P11021
Q15672 P15923
Q8TBC4 Q15843
Q13023 P13861
P05154 P03952
Q14654 Q09428
P00742 P13726
P05019 P14735
Q16873 P10620
Q9UPT6 O14733
Q96JH8 A0JLT2
P06239 P06127
P40763 Q14765
P25205 P24928
Q92793 O95359
P00533 Q9H299
O43680 P15923
Q53FA7 Q8IWV7
P55064 Q99750
P49841 P49023
P13861 Q13485
P24941 P24864
Q9Y6Y8 P12004
Q9Y6D5 P10644
Q05209 P62993
O00141 P49841
Q9Y6W5 P06241
P21333 P60953
Q16288 P19174
P41236 Q96SB3
P07288 P01023
Q96JB5 Q15078
Q86XR7 P58753
Q9H4M9 Q9H1K0
Q99750 Q8IYI8
Q6PI77 Q16537
Q9Y2X7 Q6P1K2
Q96C24 Q16623
P15336 P19784
Q9UPY6 P27986
Q92558 P10145
P29275 Q15599
P42574 P49023
Q92889 P07992
P35226 Q5T3J3
Q15047 Q13263
Q8IZH2 Q9HAU5
P26232 Q9NSA3
Q16849 Q92543
P42224 P17948
O60725 P15153
Q12840 Q6P597
Q08116 Q15714
P51512 Q15726
Q15047 P84090
Q9UKG1 P43146
Q92796 Q8WXI2
P41231 P18084
P49674 Q16625
P31946 Q96F86
P05107 P05362
Q9NXK8 P36897
Q12933 P54725
Q03164 P61964
P63279 Q06787
P53667 Q9NVW2
P20674 Q7L5N1
O43581 P32856
Q16514 Q10570
Q01844 P43364
P51693 P61604
P51884 P08123
P04406 Q9BX70
O95502 P47972
Q8WU20 P06213
P51965 Q05086
Q13643 O95600
P40763 Q14469
P78504 Q9UM47
P32246 O43889
Q15717 O14787
Q7L2E3 P50750
O76094 P42574
P43088 P43116
Q92793 P15976
Q13287 P40763
O95613 P23258
Q16623 O60706
P52294 Q06455
P23471 P21246
Q8TEW0 Q9NQ66
P98164 P02768
Q9NZH6 Q13478
O15488 P13807
P10275 P03372
P52789 Q9UMX0
Q99972 P02751
Q8N488 Q92851
P61586 Q05513
P39900 P00748
P08581 Q14683
Q9NX45 Q8IYF1
Q92995 Q9UKN7
P19784 Q14005
Q03113 O95977
P28070 P53350
P54253 Q8WZA2
O15230 Q9BSF8
Q13813 Q01082
P04053 P12004
Q15819 Q96ID5
Q9NRR4 P08047
Q9H772 P12643
Q13310 P68104
Q12933 Q02223
P00533 P15514
Q15459 P08047
P02792 O15198
P54259 P98175
P04899 P30542
P63252 Q92796
Q5JY77 Q93045
Q15052 Q15797
Q9HAP2 P31946
Q13061 P21817
O43561 Q08881
Q14162 P27797
O75525 P0DJD3
P52815 Q9NW97
Q86YM7 Q86Y82
P11362 Q8NFM7
P09651 Q86U42
P68400 O14529
Q9Y6K1 Q13547
P11171 P35462
O95551 O00463
Q92824 P00797
O14939 O00499
Q9UQM7 P11831
O00291 P63010
Q14766 P35555
Q6ZVK8 Q9BQD3
O95084 Q9H0H5
Q969V6 P63165
P54259 A7E2V4
P49796 Q8WXI2
P23443 P28482
O60244 P04150
Q8NHZ8 P30260
P51617 P01112
P29350 P19235
Q96SB3 P35348
Q13094 Q8WV28
Q9UJX3 P12830
O75674 Q92575
Q6QNY1 Q6QNY0
P06748 P16885
Q9Y5P4 Q9NQC3
P31749 Q9UQC2
P46977 O75534
Q9UJY4 P20645
Q14974 Q12772
O95873 P22607
O15294 Q9H1M0
O00308 P37088
P54257 Q8N8D1
Q13555 Q96NW7
Q15047 Q9BXR0
Q9BV38 Q8NC60
Q9Y371 P49418
P10276 Q15650
O75553 P78509
P36957 Q05516
P51784 Q01201
Q58WW2 P36897
Q53EZ4 O95613
Q13315 O75943
Q99836 Q9UGK3
Q14232 P18089
Q9UQB8 O14910
Q12906 Q16637
O43633 Q9UN37
Q16820 P01350
Q13634 P55285
P54253 Q96MN9
P06239 O60880
Q14126 Q02487
O43808 P40855
O95411 P52333
Q6EEV6 Q9UJZ1
Q9UQM7 P14136
Q13467 P41221
Q5VT52 Q92900
Q99558 O00463
Q9UK22 P63208
O95835 P53667
Q9NRH3 P49023
Q92621 Q8N1F7
P05129 Q92686
Q9Y5X4 Q16576
P13010 Q14686
P51681 P41597
Q16623 Q9P253
P45983 Q16539
P47989 Q13410
Q15796 P62987
Q15672 P10071
Q9UQB8 O14514
P49841 Q04721
P98164 P04114
P49368 Q13151
P09466 Q7L5N1
Q16186 P04843
O43638 Q93062
P17948 P35222
O43557 Q06643
P37235 P54253
P49674 Q9Y620
Q8WZ42 P16157
Q9Y3F4 Q8WXD5
P31946 Q86X27
O00238 O60383
Q6ZRS2 Q92831
Q96G25 Q15369
O15297 P46777
P51178 P21980
Q9H2S9 Q14839
Q9BUN8 P55072
O00499 P23229
P09884 P24941
Q92793 P18846
Q13554 P14921
Q7Z7A1 Q15628
P62857 P26641
Q9H4B6 Q13043
Q8NF91 Q9NRI5
Q9UEW8 P55011
Q9BVJ6 Q9Y2I6
Q16633 P09086
P02675 P14543
Q8TDW5 P51159
P43351 P63279
P19419 P01100
P02545 Q15365
P62380 P52655
P53611 P26374
Q07817 P10415
O15198 P08621
P10276 P29590
Q9UHI6 Q08211
O00459 P07333
Q04912 P63104
P49768 Q9UM47
P23458 O14543
O75369 Q9HAU4
P49662 O14727
Q9UBS3 Q16658
P41143 P04899
P35716 P20265
Q9NRD5 Q9NRR5
P08758 P63261
O00192 P12830
P02452 Q02388
P45984 Q8WYK2
P21673 Q9BQ70
Q14451 P04626
Q9UGI8 Q8N8S7
Q9UIV8 P08311
Q9NYV4 P02686
O15131 P39687
O15151 P63104
P29275 O95631
P12643 O60565
O95819 P16333
P30542 P00813
Q9UBV8 Q9H553
P05091 Q96ID5
P42127 Q01726
P14672 Q14764
Q9ULZ3 P29466
Q8WW43 Q92542
Q13618 Q86VP6
Q6STE5 O00482
Q9H211 P06493
P19838 P12980
P36508 Q09472
P61981 Q8NEB9
P11388 Q96SB4
O00221 Q00653
P53350 P30307
Q12809 Q6P1J9
P17252 P05556
Q03164 P48023
Q08170 Q9HAU4
Q07866 Q6UWE0
P16035 P05556
O43561 P78314
P27701 P21860
O00213 P04156
Q13387 P45983
Q9Y561 O95295
P07204 P00734
P17081 P41743
P80075 P51681
Q96SB4 P61981
Q96F10 P36897
P51685 P13236
Q9UHF0 Q9GZT6
O75553 P51693
P07478 P01009
P19320 P15311
Q9UJX2 Q93062
P14780 P02452
O95251 Q8WZ19
Q13287 O14964
Q9H1J1 Q92900
Q14103 Q15366
P13501 P18827
Q15020 Q15287
O14777 P06400
P80370 P28799
Q5RKV6 P20618
P18848 O43293
Q05086 Q6IE81
Q9HBG4 P08237
A6H8Y1 O43298
P24394 Q05513
P31269 P40425
P17252 Q5JVS0
Q06124 P08581
P42285 Q9HAU5
P54253 Q8NEM7
Q9Y3F4 Q16637
O95166 Q9NQX3
Q05519 Q01130
P12004 P26358
P17252 P00533
Q16576 P38398
Q6IA86 P23458
O76080 Q9Y6K9
Q9UNE0 Q92838
P22681 P27348
O43236 O60260
Q04771 Q58WW2
P17661 P04278
Q06124 Q00839
Q6ZN04 Q13485
P03372 P0DP25
P17612 Q14571
Q13617 Q15369
Q9H871 O15198
Q99627 Q9UNS2
P54253 Q96T58
P21246 P07237
Q13432 P63279
Q15038 P35712
P02462 P35542
P12757 P23142
Q9BXK1 Q96ST3
O60333 Q8NI35
Q9BYD3 Q9GZR7
P49336 Q92585
Q9BUZ4 Q8IUC6
O75449 Q05469
Q03167 P05111
Q15811 Q9BYC9
P09769 P49407
P05109 P68366
Q13432 O60341
O60383 Q99547
Q16820 P01303
P40123 Q01518
P10275 P04150
P35625 P14780
P61978 P20226
P25789 P28066
P40926 O75390
Q13568 Q14164
O75376 P51608
P55769 P98175
P07357 P13987
P10275 P05412
Q9NZ42 Q92542
P49770 Q13144
Q15645 Q6P9B6
Q13275 P04278
P36575 P04632
P48539 P0DP25
O15117 Q13094
Q14012 P17600
P12931 Q9NZC7
P31994 Q16553
Q32MZ4 Q13045
Q6W2J9 Q96FN4
P55199 P04637
P61978 P63279
Q13485 Q00887
Q99689 Q16891
Q00535 P17600
P49023 P20936
Q9NYF8 P10415
Q15648 O60244
Q05513 O14920
Q96S82 P46379
P02792 P02794
O00755 Q13467
P48509 P05556
O75586 P09874
Q05655 P20700
Q9Y6K1 Q13105
P48723 Q9UMX0
Q96L34 P68366
P51787 Q9Y6J6
P35241 P13598
P55072 P38398
O15530 Q13418
P07492 P30550
Q96L34 P05129
Q16695 P52294
P03951 P14210
P04406 Q8WY54
P02753 P02768
Q7L2E3 Q12788
P06241 Q13322
Q9Y4Y9 P62306
O60496 P16333
O75528 O00422
Q8IZL2 P46531
P17535 P35638
Q9UKI8 P02686
O14776 Q15459
Q9NY61 P08047
P04156 P62993
Q06495 P08238
P24928 P62875
P36873 P19525
Q14449 P09619
P49841 P35222
Q15303 Q99075
Q5T2W1 Q92887
Q04725 O14607
O00203 Q99726
P14555 P04054
P28482 Q05469
Q96L50 Q07011
Q13526 Q86YD1
P42681 Q8IXH7
Q13432 Q9UN74
P54259 P02686
Q86VE0 P07737
O75694 Q53GS7
P02766 Q99689
O15360 Q9HB96
Q5FBB7 P62906
Q15910 Q9Y2U9
O75449 Q9BVA0
P28482 P15391
O75821 O15372
Q14160 Q14155
Q16539 P41970
Q14011 P54253
O94972 Q96M61
Q9UMS0 Q8NC60
O43426 Q9BY11
P15884 P13010
P10828 Q14669
P18887 P09874
P57073 Q5T230
Q8WUH2 P37023
P08235 P10275
P01730 O00220
Q96A00 P78368
P0CG12 P12004
P54259 Q99973
A5D8V6 Q99816
O75553 P05106
Q86SG2 Q8WZ42
Q12789 Q86U06
P20742 P61812
Q14686 P37231
P13385 Q7L5N1
P43235 P22607
Q15717 P52294
Q92793 P10275
P05109 Q9H0B6
P31946 P35568
O14649 P31946
Q9UBZ9 O60673
O43187 Q15796
P24385 P11802
P07384 Q13813
O95870 O75391
Q13813 Q9UGI8
P16870 P27694
Q96B97 P27986
Q9ULU8 Q9Y383
P30044 Q9GZT6
Q6WBX8 O75943
P18848 Q9BWC9
P35638 P53567
P49842 P78395
Q9NZD8 Q53H80
P09683 P47872
Q9NRY6 Q05655
Q13421 Q8WXI7
P48745 P05019
P49757 P17252
Q07666 P29350
Q6PKG0 P61981
Q13133 Q9NXR8
P52799 P49768
P20823 P61457
P98175 Q9UKA9
P02751 P12757
P28482 P49815
P08588 P49407
Q14192 O96004
Q9ULX6 P50402
Q01780 Q5RKV6
Q13018 P14555
Q01844 O15162
Q15375 P55196
Q9NPH0 Q8N357
P63167 P04406
P98082 P18084
O95630 Q9BXJ7
O14965 P49841
P53674 Q09428
O75925 Q16527
P29323 P16333
P21673 Q9GZT6
Q13643 P60709
Q8IZH2 O75886
P20226 P29084
P00167 P05093
O95793 P05388
Q15363 Q9H8Y8
Q9P104 Q16620
P01112 P55196
Q99653 O94768
P49754 O14617
Q9NP31 P42681
P42574 Q9Y6E0
Q08380 P09382
Q9UIV8 P00747
Q00526 P43629
P05129 P41594
Q07666 P61978
O14617 P59780
P29466 P10275
Q13480 Q07021
Q9NY99 O60941
P17252 P30086
Q8TD19 Q9Y5B9
P26038 P14598
P04637 Q13547
P14317 P11912
P02794 Q99062
P05019 P24592
P11474 Q15466
Q8TAD8 Q8N3Z6
P28331 P40926
Q92995 Q9BWH2
O76071 Q8NBJ4
O43592 Q00341
P68400 Q92598
P20933 P11717
Q9H4L4 Q6VMQ6
Q5MNZ9 P03372
P12931 O15117
Q00887 Q15796
O43684 O60566
P40145 P67775
Q14140 Q14186
O14787 Q9UBU9
O15379 P13056
P17676 P19838
P47902 Q9UJU2
Q04771 P57735
P05067 Q13387
Q9NV56 Q9UK53
P07858 O43291
P49286 P27348
Q9NWQ8 P20936
P07478 P03973
Q06495 O14745
Q96FA3 P51617
P46108 P51692
Q6EEV6 P04150
Q01844 P62244
Q01844 Q92934
O75909 Q9NP66
P43630 P04439
Q05513 Q5JVS0
Q9UKB1 P30304
Q9NQT4 P62875
Q9H1X3 P62873
Q9Y239 P49662
Q8N9N5 P04637
O43665 P30968
P28482 Q07820
P43403 P20936
O15350 P04637
Q99750 Q9NQX5
Q9Y371 P50570
P55212 P61289
P12814 Q99700
Q9Y4K3 P51617
Q8N1V2 P50991
Q9H082 Q15276
O43809 P08621
Q9UQ13 P04049
Q9UIG8 Q15599
Q15155 Q6VMQ6
Q7Z3Y8 P08729
Q9H427 Q04917
P17028 Q9NWS9
Q16621 Q92793
O15519 Q9UER7
O14641 O60504
Q7Z460 P61981
P63244 P17181
P02775 Q8WVM8
Q9UBB5 Q09028
P15509 P27986
Q8WYH8 Q09472
Q8TEW0 O15105
P78357 P23467
P20823 P40763
P42224 P42229
P09493 Q13563
P07737 Q5T3J3
P37268 Q9BTV4
Q15118 P08559
P50281 P18827
Q92731 Q15759
P11309 P38936
Q6UWB1 P45983
O15524 Q15369
Q12988 Q5RL73
O15162 Q5T681
Q92930 Q13885
Q5RKV6 P11474
Q92624 P05067
Q96PQ1 P29350
P00451 P27824
Q9UMD9 Q03001
Q92574 P15311
Q8N8V4 Q9Y6N9
O75116 O95793
P21796 P68366
P51116 Q06787
P17706 P51692
Q15797 Q9UNE7
P61981 O14744
P68400 P38398
P05362 P02679
P60891 Q9NZD8
P06401 Q9NR55
Q9H0D6 P63241
Q14847 P60709
P68400 P25963
O75145 P23468
Q06124 P10721
O75027 P22830
P12429 Q96ID5
P27487 Q07325
P37023 P37173
P61457 P51116
P11802 P35249
Q8TDF6 P01112
Q8TAE7 Q14721
Q13573 Q15796
Q99608 P01583
Q9Y3E1 Q9HCE7
Q13077 Q12933
P50395 P20339
Q13547 O75182
O15245 Q16633
Q15257 P12931
Q9BWQ8 P25445
O14639 P63261
Q15831 Q9Y3A3
Q9Y2K7 O15105
Q9H0E2 O60784
P41279 Q13546
P61968 Q02575
Q9UKX2 Q16760
Q16513 P61586
Q12933 Q9UI26
O75787 P00797
P54253 Q96RK0
P13497 P49750
P35080 Q03405
P53350 P68366
Q9BRB3 P37287
O00590 P10147
P36897 Q9H1Z4
Q8WYK2 Q09472
Q8N715 Q9BQ66
Q9HC98 P23443
P55072 P25963
P49354 P01112
P01130 P30533
Q13133 P12814
Q15024 Q9NQT4
O75674 O14777
O14939 P35372
Q04726 P55316
Q99816 P26358
P15036 O95551
P22736 P51812
O94972 Q8IYF1
Q15149 Q13813
Q96CW1 P20273
P63165 P05412
Q15596 P35609
Q8TD16 Q13561
Q13571 Q6ZVM7
Q96PK6 P09874
Q96F07 Q9Y6W5
Q13555 P35270
P20337 Q15797
O95777 Q9Y333
Q9H7Z6 Q99496
Q8TAQ2 Q01201
P62310 Q16637
P17096 P15336
P19012 P62195
Q7LBR1 Q02833
Q9Y696 Q05193
Q8N2W9 Q15796
Q8N6C5 P05019
P25025 O95837
Q13427 P24928
Q9UGL9 Q9P2H0
P00533 P68133
Q13368 P15880
Q96QZ7 P05549
Q9UI26 P30050
Q9Y6Q6 Q13077
P50542 O95149
O43639 P52799
Q13224 P19174
Q01101 Q13509
Q7RTS3 Q99081
P45983 P46821
Q03135 P51813
P25685 P16278
Q96AE4 P32780
Q5RKV6 Q07021
P05412 P11387
P20265 P56693
Q7L804 Q9ULV0
Q9Y5N6 Q13416
Q9Y6Q9 O15111
P63244 P20936
Q15750 Q9Y4K3
P51956 P15498
Q9H4G0 P63104
Q9BUN8 Q9BQE4
Q99717 P08621
Q99613 Q8TAD8
P50548 P09429
Q15560 Q96B36
Q9Y4H2 O15524
P62258 O60269
O60333 O14908
P54259 Q9H2X0
P31645 P27797
Q99496 Q9HAU4
Q13045 P60709
O15482 Q12929
P42574 Q9Y2W7
O15061 Q9Y4J8
P48643 P62736
Q8IW41 P45984
P49771 P21583
Q16623 P31645
P35221 P55291
P25025 P67775
P08047 Q13285
Q9P1Z2 Q8WYA6
Q9Y3F4 Q15796
Q13555 P48058
Q01344 P05113
P61981 Q6UUV7
P11802 Q15047
P32242 Q93062
P19387 P53803
Q5RKV6 Q9NZW5
P18545 P12931
Q8WU20 P04629
P49711 P09429
Q9UQC2 P62993
Q2M1Z3 P60953
O60641 P63010
P24941 P17480
Q15759 P15336
P50570 Q14247
P08473 P23582
Q96P31 P43403
O00311 O43913
Q96JB8 Q8N3R9
Q9H4G0 P48058
Q9P021 Q12959
Q07890 P00533
Q99496 O00257
P17482 Q09472
Q96RI1 P03372
O75446 Q9UK53
Q93009 Q13077
O15524 P23458
Q00403 P49736
Q9UHD9 P04843
O00459 O14512
P63167 Q8NA92
Q16594 Q00403
Q9NR82 P0DP25
Q9NRA1 P63165
Q15560 O94967
P63167 Q99707
Q9NY99 Q9Y4J8
Q05655 P09543
P62308 Q8WXD5
Q12933 O43298
Q9Y3P8 P62993
P17252 P08100
O43464 P98170
Q9BVJ6 Q8NHQ1
Q9ULX9 Q16236
Q03135 P06213
Q05519 Q15287
Q9ULH0 Q6P1J9
Q09472 Q13105
O14944 P00533
Q96QG7 Q9NZD8
O75460 P11021
Q9H9D4 Q9HAU5
P22087 Q9HA65
P13671 O60502
P51681 P10147
P35613 Q9NR12
P35222 P35813
Q969E3 P34998
P08670 Q8N6T7
P61586 O14641
Q08209 Q96GX8
Q15139 P16885
O15467 P51681
P07288 P17936
Q96CG3 P51617
Q15771 Q15797
P39748 P52565
P61923 Q9Y678
Q92731 P08047
Q9H8T0 O15530
O00629 P21980
P42263 P07948
Q96GD4 O14777
Q6ZVK8 Q8WZ19
P51686 O15444
P55286 P35222
P45983 P37231
